,Team,rating,Type,mu,sd,name,player_id,index,player_name,coefs
207,Brooklyn Nets,-5.629013734,Rookie,0.4904606666666666,5,Rondae Hollis-Jefferson,1626178.0,95,Rondae Hollis-Jefferson,-2.2110027428404777
208,Brooklyn Nets,-5.629013734,Rookie,0.5441600000000001,5,Caris LeVert,1627747.0,97,Caris LeVert,-1.2077531532697865
209,Brooklyn Nets,-5.629013734,Rookie,1.66504,5,Jahlil Okafor,1626143.0,509,Jahlil Okafor,-5.934354252316204
210,Brooklyn Nets,-5.629013734,Rookie,1.85412,5,D'Angelo Russell,1626156.0,185,D'Angelo Russell,-0.222480879858022
211,Brooklyn Nets,-5.629013734,Rookie,1.2690489999999999,5,Nik Stauskas,203917.0,308,Nik Stauskas,-6.101536085635285
212,Brooklyn Nets,-5.629013734,Rookie,0.437537,5,Isaiah Whitehead,1627785.0,206,Isaiah Whitehead,1.321891289737699
213,Portland Trailblazers,,Rookie,1.01908,5,Zach Collins,1628380.0,482,Zach Collins,-3.2234670064537774
214,Portland Trailblazers,,Rookie,0.4904606666666666,5,Pat Connaughton,1626192.0,123,Pat Connaughton,3.913151805699763
215,Portland Trailblazers,,Rookie,0.437537,5,Jake Layman,1627774.0,230,Jake Layman,-0.1287627914219054
216,Portland Trailblazers,,Rookie,0.7871199999999999,5,Shabazz Napier,203894.0,367,Shabazz Napier,1.6934502581732485
217,Portland Trailblazers,,Rookie,0.9824350000000001,5,Jusuf Nurkic,203994.0,483,Jusuf Nurkic,-6.747270817254179
218,Portland Trailblazers,,Rookie,0.48863999999999996,5,Caleb Swanigan,1628403.0,231,Caleb Swanigan,-1.7547933227289583
219,Toronto Raptors,,Rookie,0.5484,5,OG Anunoby,1628384.0,6,OG Anunoby,1.0938602576983243
220,Toronto Raptors,,Rookie,0.030719999999999997,5,Nigel Hayes,1628502.0,9,Nigel Hayes,1.090114578461303
221,Toronto Raptors,,Rookie,0.2718716666666667,5,Alfonzo McKinnie,1628035.0,7,Alfonzo McKinnie,-5.069951859490028
222,Toronto Raptors,,Rookie,0.9824350000000001,5,Lucas Nogueira,203512.0,375,Lucas Nogueira,-1.8641980016112178
223,Toronto Raptors,,Rookie,0.9418799999999999,5,Jakob Poeltl,1627751.0,74,Jakob Poeltl,-2.868601884397499
224,Toronto Raptors,,Rookie,0.4904606666666666,5,Norman Powell,1626181.0,43,Norman Powell,-2.463628564861729
225,Toronto Raptors,,Rookie,0.50152,5,Malachi Richardson,1627781.0,132,Malachi Richardson,-3.731785973158659
226,Toronto Raptors,,Rookie,0.437537,5,Pascal Siakam,1627783.0,75,Pascal Siakam,-1.6559398616997312
227,Toronto Raptors,,Rookie,0.437537,5,Fred VanVleet,1627832.0,446,Fred VanVleet,3.6785792764149416
228,Toronto Raptors,,Rookie,0.5484,5,Delon Wright,1626153.0,195,Delon Wright,1.8733096789098698
