,Team,rating,Type,mu,sd,name,player_id,index,player_name,coefs
203,Philadelphia 76ers,-4.722418349,Non-rookie,5.5660343333333335,5,Robert Covington,203496.0,38,Robert Covington,7.1478283365299236
204,Philadelphia 76ers,-4.722418349,Non-rookie,3.6666666666666665,5,Amir Johnson,101161.0,93,Amir Johnson,-4.763437395319165
205,Los Angeles Lakers,-5.179052184,Non-rookie,0.36837433333333336,5,Andrew Bogut,101106.0,294,Andrew Bogut,-4.287769481078172
206,Los Angeles Lakers,-5.179052184,Non-rookie,2.2931220000000003,5,Corey Brewer,201147.0,366,Corey Brewer,-4.96032151027958
207,Los Angeles Lakers,-5.179052184,Non-rookie,5.915298,5,Kentavious Caldwell-Pope,203484.0,158,Kentavious Caldwell-Pope,-0.28622662381453434
208,Los Angeles Lakers,-5.179052184,Non-rookie,5.73,5,Luol Deng,2736.0,453,Luol Deng,1.6449286911376384
209,Los Angeles Lakers,-5.179052184,Non-rookie,2.473637333333333,5,Channing Frye,101112.0,334,Channing Frye,4.217027507991675
210,Los Angeles Lakers,-5.179052184,Non-rookie,7.54745,5,Brook Lopez,201572.0,46,Brook Lopez,-0.4446932999050235
211,Los Angeles Lakers,-5.179052184,Non-rookie,2.0871316666666666,5,Isaiah Thomas,202738.0,322,Isaiah Thomas,5.389993113292573
212,Los Angeles Lakers,-5.179052184,Non-rookie,0.027709666666666667,5,Derrick Williams,202682.0,492,Derrick Williams,1.564708625504787
213,Orlando Magic,-5.4976070560000005,Non-rookie,2.4166666666666665,5,D.J. Augustin,201571.0,18,D.J. Augustin,1.913005867053844
214,Orlando Magic,-5.4976070560000005,Non-rookie,5.666666666666668,5,Bismack Biyombo,202687.0,500,Bismack Biyombo,-10.128178105329585
215,Orlando Magic,-5.4976070560000005,Non-rookie,5.666666666666668,5,Evan Fournier,203095.0,154,Evan Fournier,7.053247997277309
216,Orlando Magic,-5.4976070560000005,Non-rookie,2.0,5,Shelvin Mack,202714.0,330,Shelvin Mack,-2.1102808558439183
217,Orlando Magic,-5.4976070560000005,Non-rookie,3.5,5,Terrence Ross,203082.0,278,Terrence Ross,0.2185213377348605
218,Orlando Magic,-5.4976070560000005,Non-rookie,0.4904606666666666,5,Marreese Speights,201578.0,183,Marreese Speights,4.848750445756061
219,Orlando Magic,-5.4976070560000005,Non-rookie,4.083333333333333,5,Nikola Vucevic,202696.0,17,Nikola Vucevic,2.455611967052562
220,Brooklyn Nets,-5.629013734,Non-rookie,0.569846,5,Quincy Acy,203112.0,125,Quincy Acy,1.300822846301891
221,Brooklyn Nets,-5.629013734,Non-rookie,4.933333333333334,5,DeMarre Carroll,201960.0,184,DeMarre Carroll,2.433415451924887
222,Brooklyn Nets,-5.629013734,Non-rookie,6.444166666666668,5,Allen Crabbe,203459.0,98,Allen Crabbe,1.1887659413006633
223,Brooklyn Nets,-5.629013734,Non-rookie,0.7666666666666667,5,Dante Cunningham,201967.0,63,Dante Cunningham,-2.8908609285860702
224,Brooklyn Nets,-5.629013734,Non-rookie,4.0,5,Jeremy Lin,202391.0,539,Jeremy Lin,0.10863978632225857
225,Brooklyn Nets,-5.629013734,Non-rookie,5.093333333333334,5,Timofey Mozgov,202389.0,469,Timofey Mozgov,-0.5688265396475245
226,Portland Trailblazers,,Non-rookie,2.439678333333333,5,Al-Farouq Aminu,202329.0,463,Al-Farouq Aminu,3.943149158630181
227,Portland Trailblazers,,Non-rookie,2.117510333333333,5,Ed Davis,202334.0,303,Ed Davis,-5.070855719680692
228,Portland Trailblazers,,Non-rookie,3.3876406666666665,5,Maurice Harkless,203090.0,327,Maurice Harkless,-2.6599935938645345
229,Portland Trailblazers,,Non-rookie,3.301498333333333,5,Meyers Leonard,203086.0,124,Meyers Leonard,-7.014550272712021
230,Portland Trailblazers,,Non-rookie,8.717685666666666,5,Damian Lillard,203081.0,122,Damian Lillard,9.491702667540775
231,Portland Trailblazers,,Non-rookie,7.987524333333332,5,CJ McCollum,203468.0,137,CJ McCollum,4.541302167703957
232,Portland Trailblazers,,Non-rookie,5.710382666666668,5,Evan Turner,202323.0,326,Evan Turner,-2.8732571135958245
233,Toronto Raptors,,Non-rookie,9.246658333333333,5,DeMar DeRozan,201942.0,411,DeMar DeRozan,3.467370036386824
234,Toronto Raptors,,Non-rookie,6.687243,5,Serge Ibaka,201586.0,229,Serge Ibaka,-0.6405195733660456
235,Toronto Raptors,,Non-rookie,9.567901333333333,5,Kyle Lowry,200768.0,5,Kyle Lowry,6.872872608182224
236,Toronto Raptors,,Non-rookie,5.153558333333334,5,Jonas Valanciunas,202685.0,319,Jonas Valanciunas,-2.6072891761513386
