,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
x[95],2.479,2.284,-1.824,6.648,0.03,0.038,5740.0,1193.0,1.0
x[96],-0.208,2.336,-4.295,4.393,0.032,0.073,5357.0,1131.0,1.0
x[97],0.906,2.303,-3.682,5.084,0.035,0.059,4309.0,1185.0,1.01
x[98],1.256,2.198,-2.677,5.697,0.031,0.042,5132.0,1632.0,1.0
x[99],-0.923,2.214,-4.918,3.264,0.038,0.048,3397.0,1639.0,1.0
x[100],3.163,2.241,-0.687,7.722,0.033,0.03,4662.0,1712.0,1.0
x[101],1.154,2.102,-2.503,5.393,0.031,0.045,4695.0,1454.0,1.0
x[102],-0.878,2.132,-4.96,2.908,0.027,0.049,6071.0,1520.0,1.0
x[103],0.095,2.197,-4.152,3.949,0.028,0.056,5926.0,1557.0,1.0
x[104],-0.039,2.456,-4.984,4.171,0.036,0.062,4673.0,1353.0,1.0
x[105],1.214,2.328,-2.86,5.887,0.036,0.051,4294.0,1225.0,1.0
x[106],-2.364,2.216,-6.325,2.052,0.03,0.036,5193.0,1408.0,1.0
x[107],-2.827,2.28,-7.312,1.452,0.032,0.038,5121.0,1114.0,1.01
x[108],-0.587,2.372,-4.918,3.835,0.035,0.056,4725.0,1485.0,1.0
x[109],-0.353,2.748,-5.453,4.902,0.034,0.078,6294.0,1134.0,1.0
x[110],-1.142,2.279,-5.208,3.144,0.028,0.051,6375.0,1159.0,1.0
x[111],4.672,2.254,0.564,8.962,0.034,0.03,4306.0,1558.0,1.0
x[112],-2.009,2.359,-6.844,2.088,0.032,0.041,5462.0,1584.0,1.0
x[113],-0.074,2.582,-4.977,4.648,0.034,0.084,5688.0,1137.0,1.0
x[114],4.43,2.629,-0.869,8.828,0.038,0.035,4715.0,1727.0,1.0
x[115],3.768,2.354,-0.713,7.81,0.035,0.031,4549.0,1384.0,1.0
x[116],1.582,2.231,-2.51,5.739,0.033,0.04,4487.0,1673.0,1.01
x[117],0.685,2.288,-3.584,5.148,0.037,0.054,3768.0,1596.0,1.0
x[118],1.119,2.426,-3.782,5.506,0.035,0.057,4733.0,1152.0,1.0
x[119],0.923,2.932,-4.386,6.3,0.039,0.073,5560.0,1427.0,1.0
x[120],3.07,2.262,-1.216,7.173,0.032,0.032,5092.0,1599.0,1.0
x[121],0.538,2.362,-3.735,5.186,0.03,0.062,6286.0,1222.0,1.0
x[122],-1.201,2.068,-5.084,2.556,0.03,0.041,4722.0,1438.0,1.0
x[123],-4.373,2.383,-8.753,-0.142,0.033,0.031,5119.0,1513.0,1.0
x[124],-2.738,2.405,-7.322,1.822,0.035,0.041,4649.0,1529.0,1.0
x[125],-2.062,2.351,-6.619,2.223,0.033,0.045,4905.0,1456.0,1.0
x[126],0.241,2.224,-3.873,4.48,0.034,0.054,4418.0,1418.0,1.0
x[127],0.077,2.257,-4.177,4.522,0.033,0.06,4744.0,1372.0,1.0
x[128],-0.675,2.552,-5.679,3.812,0.037,0.072,4799.0,1475.0,1.0
x[129],0.203,2.743,-4.693,5.599,0.036,0.071,5632.0,1357.0,1.0
x[130],-0.208,2.33,-4.477,4.113,0.031,0.062,5735.0,1419.0,1.0
x[131],1.703,2.316,-2.756,5.927,0.035,0.042,4238.0,1582.0,1.0
x[132],-0.47,2.545,-5.248,4.402,0.041,0.068,3853.0,1148.0,1.0
x[133],-2.239,2.67,-7.226,2.728,0.035,0.049,5674.0,1291.0,1.0
x[134],0.406,2.387,-4.294,4.787,0.034,0.057,4946.0,1481.0,1.0
x[135],-1.545,2.211,-5.65,2.466,0.033,0.043,4403.0,1235.0,1.0
x[136],-4.458,2.213,-8.491,-0.138,0.03,0.027,5382.0,1385.0,1.0
x[137],1.285,2.139,-2.867,5.002,0.033,0.044,4133.0,1610.0,1.0
x[138],5.833,2.134,1.467,9.54,0.035,0.026,3655.0,1423.0,1.0
x[139],-0.655,2.008,-4.778,2.967,0.026,0.048,5827.0,1437.0,1.0
x[140],-1.026,2.234,-5.424,2.741,0.03,0.053,5507.0,1501.0,1.0
x[141],0.703,2.168,-3.212,4.796,0.034,0.051,4166.0,1337.0,1.0
x[142],-2.221,2.061,-6.032,1.696,0.028,0.03,5350.0,1375.0,1.0
x[143],-1.647,2.414,-6.035,3.101,0.036,0.051,4627.0,1356.0,1.0
x[144],-2.011,2.195,-6.162,1.905,0.034,0.037,4280.0,1503.0,1.0
x[145],0.563,2.314,-3.607,5.041,0.033,0.056,4741.0,1304.0,1.0
x[146],-0.272,2.568,-5.006,4.494,0.035,0.07,5228.0,1355.0,1.0
x[147],2.883,2.353,-1.296,7.448,0.036,0.041,4368.0,1537.0,1.01
x[148],-1.096,2.376,-5.618,3.114,0.033,0.046,5275.0,1574.0,1.0
x[149],0.652,2.13,-3.552,4.347,0.032,0.045,4401.0,1669.0,1.0
x[150],-0.863,2.638,-5.634,4.119,0.036,0.071,5356.0,1250.0,1.01
x[151],1.617,2.157,-2.297,5.868,0.031,0.041,4741.0,1313.0,1.0
x[152],1.569,2.324,-2.732,5.765,0.034,0.044,4550.0,1485.0,1.01
x[153],-1.826,2.144,-6.04,2.112,0.03,0.038,5253.0,1453.0,1.0
x[154],-0.515,2.306,-4.967,3.539,0.032,0.054,5234.0,1660.0,1.0
x[155],-1.757,2.66,-7.172,2.871,0.039,0.053,4524.0,1331.0,1.0
x[156],-0.315,2.21,-4.497,3.686,0.032,0.057,4783.0,1330.0,1.0
x[157],-1.458,2.536,-5.898,3.512,0.038,0.055,4415.0,1650.0,1.0
x[158],0.143,2.253,-4.349,4.084,0.035,0.058,4165.0,1530.0,1.0
x[159],1.082,2.524,-3.453,5.742,0.04,0.054,4073.0,1530.0,1.0
x[160],-2.805,2.813,-8.118,2.177,0.039,0.055,5215.0,1213.0,1.0
x[161],-1.394,3.023,-7.386,3.776,0.039,0.077,6082.0,1221.0,1.01
x[162],0.381,2.213,-4.057,4.293,0.035,0.053,4001.0,1338.0,1.0
x[163],5.962,2.089,1.903,9.611,0.028,0.022,5285.0,1595.0,1.0
x[164],-1.386,2.049,-4.999,2.622,0.037,0.04,3175.0,1356.0,1.0
x[165],-0.6,3.479,-6.858,5.681,0.046,0.101,5639.0,1021.0,1.0
x[166],-1.999,2.424,-6.364,2.485,0.033,0.044,5278.0,1370.0,1.0
x[167],2.001,2.176,-2.384,5.861,0.031,0.038,4730.0,1222.0,1.0
x[168],0.214,2.144,-3.924,4.164,0.032,0.057,4440.0,1205.0,1.0
x[169],0.442,2.149,-3.789,4.32,0.031,0.05,4765.0,1517.0,1.0
x[170],1.065,2.082,-2.977,4.724,0.028,0.045,5715.0,1548.0,1.0
x[171],2.101,2.343,-2.541,6.168,0.036,0.04,4289.0,1723.0,1.0
x[172],0.744,2.474,-4.068,5.212,0.035,0.057,4968.0,1390.0,1.0
x[173],-0.965,2.592,-5.376,4.41,0.037,0.067,4964.0,1257.0,1.0
x[174],-1.426,3.129,-7.189,4.564,0.045,0.079,4818.0,1045.0,1.0
x[175],-1.419,3.308,-7.738,4.624,0.046,0.084,5235.0,1143.0,1.0
x[176],-0.87,2.218,-4.931,3.176,0.034,0.051,4138.0,1382.0,1.0
x[177],1.513,2.202,-2.535,5.654,0.031,0.042,5188.0,1523.0,1.0
x[178],2.46,2.53,-2.139,7.228,0.037,0.042,4838.0,1437.0,1.0
x[179],-2.245,2.791,-7.539,2.808,0.038,0.054,5537.0,1362.0,1.0
x[180],1.225,2.318,-3.433,5.257,0.034,0.049,4720.0,1365.0,1.0
x[181],-1.311,2.6,-6.053,3.394,0.037,0.054,5012.0,1549.0,1.0
x[182],0.315,2.343,-3.999,4.674,0.036,0.06,4266.0,1357.0,1.0
x[183],4.318,2.159,0.178,8.259,0.033,0.027,4200.0,1670.0,1.0
x[184],1.992,2.511,-2.658,6.73,0.034,0.047,5551.0,1291.0,1.0
x[185],1.438,2.127,-2.52,5.27,0.028,0.044,5657.0,1288.0,1.0
x[186],-0.585,2.542,-5.758,3.978,0.034,0.072,5507.0,1354.0,1.01
x[187],0.052,2.593,-4.451,4.928,0.035,0.064,5670.0,1550.0,1.0
x[188],-1.657,2.782,-6.915,3.556,0.038,0.062,5249.0,1295.0,1.0
x[189],-2.615,2.321,-7.221,1.561,0.037,0.043,3832.0,1360.0,1.0
x[190],3.767,2.402,-0.854,8.014,0.035,0.035,4856.0,1410.0,1.0
x[191],-0.824,3.037,-6.44,4.892,0.039,0.078,6209.0,1269.0,1.0
x[192],-1.917,2.458,-6.455,2.619,0.036,0.045,4607.0,1598.0,1.0
x[193],-0.96,2.485,-5.974,3.23,0.037,0.06,4475.0,1506.0,1.01
x[194],2.372,2.408,-2.063,6.831,0.037,0.039,4230.0,1616.0,1.0
x[195],-2.075,2.852,-7.147,3.309,0.038,0.062,5681.0,1018.0,1.0
x[196],-2.336,2.337,-6.871,1.805,0.034,0.042,4778.0,1231.0,1.0
x[197],-1.359,2.366,-5.449,3.474,0.035,0.054,4636.0,1339.0,1.0
x[198],0.291,2.282,-3.745,4.726,0.038,0.053,3668.0,1522.0,1.0
x[199],-0.7,2.228,-4.84,3.411,0.031,0.06,5147.0,1255.0,1.01
x[200],4.053,2.348,-0.224,8.482,0.039,0.033,3540.0,1460.0,1.0
x[201],4.607,2.213,0.653,8.779,0.031,0.03,4954.0,1286.0,1.0
x[202],-2.545,2.149,-6.514,1.632,0.03,0.035,5031.0,1251.0,1.0
x[203],3.495,2.249,-0.595,7.749,0.035,0.031,4063.0,1523.0,1.0
x[204],1.331,3.652,-5.688,7.831,0.048,0.102,5767.0,1092.0,1.0
x[205],1.55,2.314,-2.573,6.095,0.032,0.043,5093.0,1363.0,1.0
x[206],1.201,2.23,-3.211,5.167,0.031,0.047,5380.0,1412.0,1.0
x[207],-0.528,2.599,-5.311,4.531,0.036,0.07,5139.0,1306.0,1.0
x[208],2.232,2.233,-1.955,6.335,0.038,0.042,3549.0,1141.0,1.0
x[209],-0.432,2.556,-5.446,4.143,0.036,0.067,4884.0,1318.0,1.0
x[210],-0.447,2.136,-4.316,3.616,0.033,0.055,4227.0,1451.0,1.0
x[211],-0.457,2.285,-4.796,3.706,0.038,0.052,3696.0,1550.0,1.01
x[212],1.35,2.491,-3.222,6.047,0.034,0.057,5393.0,1226.0,1.0
x[213],-0.747,2.213,-4.78,3.394,0.029,0.049,5761.0,1515.0,1.0
x[214],0.588,2.324,-3.635,4.89,0.038,0.056,3672.0,1641.0,1.0
x[215],-0.743,2.986,-6.106,4.855,0.037,0.079,6547.0,1275.0,1.0
x[216],-2.759,2.249,-6.82,1.664,0.032,0.035,4793.0,1554.0,1.0
x[217],-0.96,2.235,-4.704,3.554,0.031,0.048,5141.0,1568.0,1.0
x[218],-0.632,2.255,-4.655,3.668,0.034,0.061,4401.0,1282.0,1.0
x[219],-0.598,2.877,-5.707,4.776,0.04,0.07,5309.0,1630.0,1.0
x[220],-2.696,2.662,-7.659,2.083,0.037,0.051,5242.0,1339.0,1.0
x[221],1.393,2.14,-2.808,5.13,0.032,0.041,4359.0,1553.0,1.0
x[222],0.327,2.433,-3.991,4.972,0.036,0.062,4508.0,1527.0,1.0
x[223],-1.219,2.922,-6.476,4.648,0.037,0.074,6168.0,1283.0,1.0
x[224],2.034,2.208,-2.294,5.874,0.029,0.04,5675.0,1416.0,1.0
x[225],0.305,2.761,-4.717,5.48,0.035,0.086,6294.0,1073.0,1.0
x[226],-0.992,2.618,-5.94,3.95,0.037,0.062,4968.0,1496.0,1.0
x[227],-0.869,2.526,-5.779,3.71,0.037,0.061,4570.0,1490.0,1.0
x[228],0.221,2.581,-4.505,5.249,0.04,0.071,4164.0,1356.0,1.0
x[229],-0.619,2.775,-6.147,4.13,0.044,0.083,4014.0,956.0,1.0
x[230],-1.948,2.595,-6.661,2.766,0.035,0.046,5597.0,1458.0,1.0
x[231],1.695,2.004,-2.079,5.461,0.032,0.036,3965.0,1440.0,1.0
x[232],0.427,2.148,-3.67,4.147,0.032,0.056,4581.0,1518.0,1.0
x[233],0.266,2.833,-4.996,5.365,0.038,0.068,5396.0,1507.0,1.0
x[234],-1.178,2.941,-6.783,3.922,0.04,0.067,5373.0,1553.0,1.0
x[235],-0.714,2.855,-5.615,5.182,0.042,0.069,4648.0,1581.0,1.0
x[236],0.501,2.852,-4.964,5.854,0.04,0.071,5219.0,1196.0,1.0
x[237],-1.526,2.641,-6.809,3.318,0.037,0.054,5169.0,1366.0,1.0
x[238],-1.35,2.741,-6.417,3.735,0.04,0.065,4774.0,1252.0,1.0
x[239],2.92,2.071,-0.974,6.768,0.031,0.032,4438.0,1308.0,1.0
x[240],-0.457,2.271,-4.772,3.584,0.035,0.064,4151.0,1293.0,1.0
x[241],-0.139,2.116,-4.037,3.764,0.035,0.055,3646.0,1252.0,1.0
x[242],-2.042,2.175,-5.96,2.219,0.033,0.038,4439.0,1317.0,1.0
x[243],-0.131,2.721,-5.163,5.052,0.038,0.083,5126.0,1095.0,1.0
x[244],-0.278,2.336,-4.994,3.856,0.035,0.059,4354.0,1312.0,1.0
x[245],-0.622,2.25,-4.919,3.445,0.031,0.061,5462.0,1350.0,1.0
x[246],-0.981,2.678,-6.063,3.889,0.041,0.06,4251.0,1157.0,1.0
x[247],-2.723,2.241,-7.062,1.33,0.032,0.032,5052.0,1667.0,1.0
x[248],-1.141,2.622,-6.066,3.565,0.035,0.06,5702.0,1382.0,1.0
x[249],-1.154,3.017,-7.211,4.226,0.042,0.089,5271.0,1194.0,1.01
x[250],0.904,2.901,-4.454,6.556,0.041,0.07,5007.0,1399.0,1.0
x[251],-1.733,2.925,-7.05,3.795,0.038,0.068,6058.0,1284.0,1.0
x[252],-1.733,2.687,-6.939,3.136,0.037,0.057,5246.0,1267.0,1.0
x[253],-1.222,3.087,-6.978,4.597,0.046,0.073,4453.0,1021.0,1.0
x[254],2.529,2.152,-1.51,6.539,0.032,0.035,4405.0,1421.0,1.0
x[255],0.21,2.617,-4.312,5.373,0.04,0.073,4384.0,1311.0,1.0
x[256],4.487,2.134,0.404,8.285,0.028,0.023,5986.0,1538.0,1.0
x[257],-1.148,2.683,-6.399,3.416,0.036,0.068,5587.0,1054.0,1.0
x[258],2.053,2.298,-2.184,6.196,0.031,0.036,5333.0,1438.0,1.0
x[259],0.932,2.822,-4.749,5.707,0.039,0.08,5135.0,1075.0,1.0
x[260],3.424,2.163,-0.695,7.339,0.036,0.032,3779.0,1499.0,1.0
x[261],0.131,2.979,-5.134,5.94,0.038,0.084,6157.0,1446.0,1.0
x[262],-0.71,2.057,-4.352,3.241,0.03,0.045,4820.0,1609.0,1.0
x[263],-0.506,2.202,-4.606,3.663,0.029,0.053,5728.0,1357.0,1.0
x[264],-1.84,2.701,-7.244,2.819,0.042,0.056,4142.0,1568.0,1.0
x[265],-1.764,2.809,-7.25,3.107,0.037,0.06,5706.0,1332.0,1.0
x[266],0.851,2.417,-3.993,5.034,0.037,0.062,4329.0,1579.0,1.0
x[267],-1.891,2.356,-6.255,2.717,0.031,0.046,5737.0,1407.0,1.0
x[268],0.85,2.663,-3.951,6.012,0.04,0.078,4463.0,1300.0,1.0
x[269],2.711,2.121,-1.169,6.745,0.031,0.033,4516.0,1602.0,1.0
x[270],0.707,2.353,-3.643,5.121,0.036,0.057,4311.0,1491.0,1.0
x[271],-0.677,2.829,-6.206,4.292,0.035,0.07,6602.0,1432.0,1.0
x[272],1.377,2.112,-2.389,5.577,0.032,0.038,4417.0,1511.0,1.0
x[273],-0.386,2.209,-4.416,3.95,0.032,0.05,4897.0,1533.0,1.0
x[274],-2.074,2.621,-6.972,3.027,0.039,0.053,4506.0,1413.0,1.0
x[275],-1.953,2.488,-6.673,2.741,0.033,0.047,5537.0,1374.0,1.0
x[276],0.447,2.194,-3.57,4.585,0.028,0.054,6075.0,1479.0,1.0
x[277],0.241,2.67,-4.828,5.201,0.044,0.072,3717.0,1265.0,1.0
x[278],-0.332,2.873,-5.617,5.337,0.039,0.09,5461.0,1257.0,1.0
x[279],-3.497,2.645,-8.357,1.653,0.039,0.041,4528.0,1503.0,1.0
x[280],-0.725,2.688,-6.128,3.664,0.033,0.073,6602.0,1351.0,1.0
x[281],0.245,2.139,-3.971,4.112,0.035,0.055,3728.0,1200.0,1.0
x[282],-1.165,2.921,-6.754,4.34,0.038,0.072,5794.0,1413.0,1.0
x[283],-0.281,2.827,-6.164,4.73,0.04,0.078,4950.0,1289.0,1.0
x[284],-1.967,2.564,-6.814,2.85,0.035,0.047,5375.0,1255.0,1.0
x[285],-0.647,2.922,-5.779,4.851,0.037,0.077,6295.0,1271.0,1.0
x[286],-3.729,2.093,-7.549,0.16,0.031,0.028,4373.0,1467.0,1.0
x[287],0.387,2.676,-4.67,5.201,0.039,0.08,4784.0,1140.0,1.0
x[288],-0.745,2.981,-6.593,4.886,0.039,0.084,5864.0,1271.0,1.0
x[289],1.902,2.357,-2.729,6.025,0.037,0.043,3992.0,1494.0,1.0
x[290],-0.607,2.464,-5.158,4.006,0.037,0.058,4418.0,1570.0,1.0
x[291],2.073,2.186,-1.769,6.424,0.033,0.039,4344.0,1462.0,1.0
x[292],3.73,2.079,-0.098,7.688,0.032,0.028,4315.0,1219.0,1.0
x[293],1.619,2.109,-2.325,5.474,0.03,0.038,4728.0,1471.0,1.0
x[294],-1.143,2.282,-5.687,2.829,0.034,0.043,4508.0,1594.0,1.0
x[295],-0.148,2.459,-4.483,4.389,0.031,0.065,6569.0,1612.0,1.0
x[296],2.383,2.424,-2.301,6.791,0.037,0.044,4192.0,1347.0,1.0
x[297],0.743,2.786,-4.613,5.908,0.037,0.074,5842.0,1235.0,1.0
x[298],3.658,2.305,-0.945,7.624,0.034,0.035,4619.0,1551.0,1.0
x[299],-2.858,2.192,-7.05,1.343,0.032,0.035,4688.0,1408.0,1.0
x[300],-2.554,2.944,-7.934,3.184,0.042,0.058,5032.0,1336.0,1.0
x[301],3.899,2.2,-0.104,8.141,0.029,0.03,5842.0,1225.0,1.0
x[302],3.697,2.172,-0.518,7.426,0.033,0.028,4217.0,1410.0,1.0
x[303],5.552,2.341,1.249,10.052,0.038,0.031,3826.0,1484.0,1.0
x[304],4.945,2.093,1.141,9.01,0.033,0.025,4009.0,1363.0,1.0
x[305],2.189,2.246,-1.941,6.246,0.034,0.033,4456.0,1599.0,1.0
x[306],0.938,2.251,-3.218,5.056,0.033,0.048,4666.0,1431.0,1.0
x[307],-1.46,2.59,-6.286,3.279,0.04,0.054,4214.0,1173.0,1.0
x[308],-2.544,2.158,-6.661,1.472,0.031,0.035,4827.0,1509.0,1.0
x[309],-1.456,3.114,-7.147,4.432,0.038,0.069,6602.0,1558.0,1.0
x[310],-0.286,2.09,-4.25,3.624,0.032,0.047,4145.0,1597.0,1.0
x[311],-0.703,2.112,-4.515,3.4,0.032,0.052,4314.0,1412.0,1.0
x[312],-3.505,2.327,-7.76,0.72,0.029,0.028,6602.0,1418.0,1.0
x[313],1.583,1.975,-2.273,5.161,0.029,0.031,4645.0,1218.0,1.0
x[314],-1.831,2.244,-5.957,2.452,0.035,0.045,4200.0,1129.0,1.0
x[315],-2.058,2.776,-7.247,3.019,0.036,0.065,5837.0,1248.0,1.0
x[316],-0.868,2.614,-5.905,3.885,0.036,0.06,5747.0,1469.0,1.01
x[317],-1.093,2.492,-5.484,3.807,0.037,0.063,4562.0,1235.0,1.0
