,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
x[114],2.318,2.495,-2.103,7.271,0.038,0.043,4416.0,1485.0,1.0
x[115],-1.601,2.801,-6.539,3.946,0.039,0.064,5061.0,1464.0,1.0
x[116],1.669,2.454,-2.986,6.085,0.039,0.045,3945.0,1565.0,1.0
x[117],6.179,2.596,1.325,11.017,0.038,0.033,4748.0,1425.0,1.0
x[118],4.916,2.534,0.527,9.808,0.042,0.036,3643.0,1486.0,1.0
x[119],0.752,2.726,-3.971,6.103,0.044,0.055,3779.0,1792.0,1.0
x[120],-1.944,2.684,-6.78,3.238,0.045,0.049,3534.0,1377.0,1.0
x[121],1.556,2.608,-3.144,6.637,0.039,0.053,4323.0,1639.0,1.0
x[122],5.415,2.25,1.229,9.588,0.039,0.03,3393.0,1588.0,1.0
x[123],2.255,2.98,-3.079,7.949,0.045,0.057,4456.0,1582.0,1.0
x[124],-2.114,2.323,-6.265,2.473,0.032,0.04,5359.0,1561.0,1.0
x[125],-1.33,2.671,-6.13,3.882,0.041,0.061,4248.0,1324.0,1.0
x[126],-0.985,2.413,-5.269,3.683,0.035,0.056,4771.0,1524.0,1.0
x[127],0.546,2.474,-4.151,5.167,0.035,0.054,4910.0,1590.0,1.0
x[128],9.452,2.349,5.165,13.667,0.039,0.028,3634.0,1584.0,1.0
x[129],-0.134,2.318,-4.345,4.328,0.039,0.054,3612.0,1416.0,1.0
x[130],0.505,3.16,-5.446,6.228,0.039,0.079,6602.0,1518.0,1.0
x[131],-0.06,2.34,-4.458,4.338,0.036,0.055,4202.0,1639.0,1.0
x[132],-2.123,2.58,-7.264,2.42,0.036,0.048,5155.0,1484.0,1.0
x[133],-5.26,2.191,-9.36,-1.184,0.032,0.026,4836.0,1418.0,1.0
x[134],1.443,2.846,-3.792,6.887,0.041,0.061,4789.0,1355.0,1.0
x[135],-2.037,2.404,-6.545,2.421,0.037,0.041,4131.0,1612.0,1.0
x[136],0.399,3.403,-5.889,6.703,0.047,0.1,5256.0,1156.0,1.0
x[137],-1.562,2.4,-5.735,3.0,0.037,0.045,4346.0,1578.0,1.0
x[138],0.476,3.432,-5.437,7.266,0.054,0.085,3986.0,1445.0,1.0
x[139],-0.082,2.922,-5.364,5.248,0.049,0.07,3548.0,1462.0,1.0
x[140],-1.051,2.712,-6.163,3.981,0.037,0.07,5348.0,1074.0,1.0
x[141],-0.735,2.776,-5.67,4.538,0.036,0.066,5870.0,1551.0,1.0
x[142],-1.907,2.986,-7.454,3.581,0.041,0.063,5213.0,1253.0,1.0
x[143],5.472,2.199,0.973,9.246,0.035,0.028,4012.0,1614.0,1.0
x[144],-0.577,2.705,-5.541,4.542,0.039,0.059,4905.0,1637.0,1.0
x[145],1.098,2.59,-3.785,5.846,0.039,0.054,4404.0,1559.0,1.0
x[146],-0.914,2.853,-6.09,4.533,0.045,0.063,4093.0,1337.0,1.0
x[147],1.584,2.465,-3.209,5.817,0.036,0.043,4691.0,1624.0,1.0
x[148],5.408,2.845,0.093,10.696,0.042,0.036,4568.0,1428.0,1.0
x[149],-1.764,2.98,-7.075,4.141,0.038,0.071,6347.0,1143.0,1.0
x[150],1.943,2.512,-2.634,6.482,0.042,0.048,3566.0,1406.0,1.0
x[151],-0.803,2.661,-5.521,4.21,0.038,0.065,4853.0,1303.0,1.0
x[152],-0.778,2.754,-6.327,3.874,0.042,0.057,4387.0,1854.0,1.0
x[153],1.668,2.577,-3.243,6.509,0.04,0.05,4104.0,1398.0,1.0
x[154],1.842,2.889,-3.58,7.413,0.044,0.061,4205.0,1524.0,1.0
x[155],1.654,2.395,-2.749,6.161,0.043,0.044,3062.0,1409.0,1.0
x[156],-4.13,2.934,-9.772,1.399,0.043,0.042,4601.0,1538.0,1.0
x[157],-1.829,2.674,-6.534,3.305,0.042,0.048,4158.0,1400.0,1.0
x[158],3.008,2.742,-2.425,7.883,0.04,0.039,4840.0,1858.0,1.0
x[159],3.861,2.068,-0.348,7.387,0.034,0.029,3628.0,1343.0,1.0
x[160],-0.325,2.62,-4.979,4.733,0.038,0.088,4876.0,921.0,1.01
x[161],-0.412,2.792,-5.154,4.988,0.041,0.073,4558.0,1398.0,1.0
x[162],0.905,2.148,-3.647,4.651,0.032,0.052,4458.0,1338.0,1.01
x[163],0.037,3.276,-6.44,5.773,0.057,0.092,3315.0,1276.0,1.0
x[164],-0.01,2.345,-4.375,4.51,0.032,0.062,5306.0,1278.0,1.0
x[165],-1.459,2.5,-6.57,2.884,0.036,0.054,4899.0,1275.0,1.0
x[166],-1.666,2.55,-6.128,3.176,0.034,0.051,5732.0,1343.0,1.0
x[167],1.719,2.524,-2.809,6.575,0.037,0.053,4709.0,1351.0,1.0
x[168],0.004,2.241,-4.036,4.208,0.035,0.06,4101.0,1274.0,1.0
x[169],-0.968,2.074,-4.884,2.873,0.035,0.043,3524.0,1391.0,1.0
x[170],-0.415,2.918,-5.675,5.083,0.044,0.061,4393.0,1719.0,1.0
x[171],0.969,2.831,-3.654,6.662,0.043,0.072,4444.0,1245.0,1.0
x[172],-0.077,2.438,-4.794,4.363,0.036,0.068,4512.0,1210.0,1.0
x[173],-0.977,2.95,-6.245,4.657,0.037,0.068,6325.0,1480.0,1.0
x[174],-0.494,2.986,-6.377,4.717,0.041,0.068,5238.0,1808.0,1.0
x[175],-1.067,2.995,-6.195,5.022,0.04,0.069,5564.0,1319.0,1.01
x[176],-1.35,2.436,-5.705,3.536,0.033,0.049,5437.0,1543.0,1.0
x[177],0.12,2.396,-4.31,4.548,0.035,0.059,4552.0,1176.0,1.0
x[178],0.731,2.601,-3.995,5.795,0.044,0.063,3436.0,1406.0,1.0
x[179],4.005,2.727,-1.534,8.882,0.035,0.042,5777.0,1095.0,1.0
x[180],0.548,3.003,-5.319,5.838,0.045,0.071,4499.0,1440.0,1.0
x[181],0.059,2.786,-4.955,5.411,0.04,0.066,4770.0,1623.0,1.0
x[182],-0.877,3.873,-7.869,6.531,0.054,0.102,5073.0,1379.0,1.0
x[183],-0.071,2.701,-5.284,4.914,0.033,0.074,6565.0,1177.0,1.0
x[184],0.747,2.548,-3.832,5.465,0.037,0.053,4778.0,1507.0,1.0
x[185],-2.065,2.274,-6.317,2.068,0.035,0.037,4335.0,1493.0,1.0
x[186],1.04,2.683,-3.972,6.048,0.039,0.073,4796.0,1161.0,1.0
x[187],0.729,2.385,-4.163,4.783,0.034,0.052,4801.0,1630.0,1.0
x[188],-1.309,2.921,-6.686,4.029,0.037,0.07,6056.0,1550.0,1.0
x[189],4.049,2.099,-0.012,7.961,0.028,0.024,5746.0,1605.0,1.0
x[190],-0.464,3.019,-6.24,5.14,0.039,0.083,5662.0,1057.0,1.0
x[191],5.761,2.546,0.787,10.393,0.045,0.036,3179.0,1035.0,1.0
x[192],1.589,2.167,-2.541,5.601,0.033,0.041,4169.0,1645.0,1.0
x[193],-2.274,2.961,-7.633,3.295,0.039,0.057,5770.0,1357.0,1.0
x[194],-1.614,2.631,-6.19,3.554,0.038,0.051,4731.0,1505.0,1.0
x[195],-0.631,2.899,-6.507,4.457,0.043,0.071,4601.0,1167.0,1.0
x[196],-0.577,2.887,-5.952,4.837,0.042,0.081,4714.0,1123.0,1.0
x[197],-0.383,3.087,-6.089,5.597,0.048,0.091,4079.0,1161.0,1.0
x[198],2.662,2.966,-3.494,7.831,0.043,0.059,4788.0,1281.0,1.0
x[199],1.171,2.572,-3.427,6.255,0.042,0.055,3834.0,1386.0,1.0
x[200],2.482,2.092,-1.671,6.089,0.03,0.031,4834.0,1700.0,1.0
x[201],0.174,2.58,-4.34,5.306,0.035,0.072,5460.0,1248.0,1.0
x[202],2.497,2.503,-1.963,7.492,0.035,0.048,5001.0,1383.0,1.0
x[203],1.144,2.643,-3.806,6.144,0.04,0.059,4406.0,1512.0,1.0
x[204],6.849,2.544,1.979,11.626,0.04,0.03,4041.0,1619.0,1.0
x[205],-0.427,2.393,-4.639,4.458,0.039,0.057,3683.0,1351.0,1.0
x[206],-0.701,2.537,-5.401,3.947,0.036,0.062,5059.0,1362.0,1.0
x[207],-2.327,2.972,-7.709,3.444,0.048,0.056,3715.0,1638.0,1.0
x[208],0.072,2.114,-3.763,4.178,0.028,0.055,5717.0,1274.0,1.0
x[209],-1.197,2.588,-6.187,3.545,0.037,0.059,4941.0,1383.0,1.0
x[210],1.559,2.757,-3.567,6.595,0.04,0.054,4560.0,1813.0,1.0
x[211],1.335,2.04,-2.382,5.406,0.032,0.039,4120.0,1556.0,1.0
x[212],2.083,2.474,-2.629,6.563,0.038,0.045,4345.0,1535.0,1.0
x[213],-0.694,2.706,-6.021,4.329,0.039,0.087,4819.0,1043.0,1.0
x[214],-0.658,2.646,-6.037,4.024,0.04,0.071,4333.0,1180.0,1.0
x[215],0.244,2.56,-4.227,5.294,0.039,0.059,4218.0,1394.0,1.0
x[216],-0.879,3.736,-7.759,6.029,0.055,0.096,4649.0,1331.0,1.0
x[217],-1.846,3.246,-7.575,4.288,0.049,0.07,4410.0,1237.0,1.0
x[218],0.446,2.249,-3.426,4.906,0.034,0.055,4468.0,1435.0,1.0
x[219],-3.309,2.955,-8.907,2.159,0.044,0.048,4588.0,1327.0,1.0
x[220],0.547,2.151,-3.317,4.762,0.032,0.053,4426.0,1496.0,1.0
x[221],-0.292,2.815,-5.877,4.702,0.047,0.091,3584.0,1104.0,1.0
x[222],-1.114,2.375,-5.88,3.211,0.036,0.059,4345.0,1238.0,1.0
x[223],-0.828,2.919,-6.1,4.814,0.04,0.075,5376.0,1223.0,1.0
x[224],4.215,2.826,-1.25,9.297,0.047,0.044,3683.0,1475.0,1.0
x[225],1.333,2.956,-4.036,7.103,0.045,0.067,4218.0,1445.0,1.0
x[226],-2.895,3.034,-8.405,2.817,0.04,0.047,5821.0,1517.0,1.0
x[227],-1.26,2.888,-6.498,4.158,0.048,0.065,3606.0,1400.0,1.0
x[228],-1.119,2.917,-6.745,4.26,0.04,0.08,5370.0,1135.0,1.0
x[229],-0.787,2.589,-5.806,3.88,0.038,0.068,4707.0,1272.0,1.0
x[230],-0.722,2.658,-5.82,4.011,0.034,0.07,6264.0,1409.0,1.0
x[231],-0.358,2.356,-4.72,4.145,0.032,0.059,5478.0,1458.0,1.0
x[232],1.899,2.474,-2.772,6.429,0.039,0.042,4031.0,1588.0,1.0
x[233],0.252,2.714,-4.602,5.637,0.036,0.071,5596.0,1315.0,1.0
x[234],1.699,2.344,-2.726,6.038,0.038,0.04,3796.0,1507.0,1.0
x[235],-1.209,2.803,-6.315,4.231,0.035,0.066,6478.0,1253.0,1.0
x[236],-1.261,2.886,-6.486,4.218,0.045,0.067,4081.0,1370.0,1.0
x[237],0.485,2.713,-4.284,6.068,0.04,0.074,4587.0,1407.0,1.0
x[238],-0.483,2.944,-5.79,5.018,0.045,0.083,4171.0,1360.0,1.0
x[239],2.778,2.646,-2.16,7.817,0.038,0.044,4892.0,1488.0,1.0
x[240],-1.308,2.689,-6.224,3.587,0.04,0.06,4461.0,1332.0,1.0
x[241],1.506,3.149,-3.994,7.952,0.046,0.067,4820.0,1420.0,1.0
x[242],0.778,3.169,-5.215,6.562,0.042,0.09,5827.0,1199.0,1.0
x[243],-0.634,2.819,-5.516,4.887,0.042,0.071,4443.0,1320.0,1.0
x[244],-1.358,2.391,-6.11,2.89,0.037,0.045,4015.0,1834.0,1.0
x[245],-1.496,3.235,-7.954,4.485,0.048,0.078,4476.0,1372.0,1.0
x[246],4.435,2.718,-0.865,9.232,0.043,0.037,4084.0,1381.0,1.0
x[247],-2.769,2.714,-7.848,2.348,0.038,0.044,5212.0,1331.0,1.0
x[248],0.555,2.266,-3.765,4.592,0.034,0.056,4395.0,1388.0,1.0
x[249],-0.471,3.986,-7.716,6.842,0.057,0.108,4977.0,1236.0,1.0
x[250],-1.757,2.811,-6.928,3.88,0.042,0.066,4524.0,1419.0,1.0
x[251],-0.738,2.193,-4.698,3.356,0.03,0.057,4668.0,1351.0,1.01
x[252],-0.578,2.483,-5.252,3.964,0.036,0.062,4797.0,1371.0,1.0
x[253],-1.239,2.93,-6.493,4.253,0.042,0.07,4843.0,1368.0,1.0
x[254],-0.23,2.764,-5.222,5.114,0.034,0.078,6405.0,1271.0,1.0
x[255],0.688,2.54,-4.037,5.59,0.036,0.066,4909.0,1307.0,1.0
x[256],-1.158,3.678,-8.355,5.615,0.05,0.093,5401.0,1380.0,1.0
x[257],6.258,2.594,1.25,10.95,0.04,0.033,4139.0,1354.0,1.0
x[258],-0.172,2.397,-4.702,4.283,0.036,0.06,4497.0,1248.0,1.0
x[259],3.381,3.159,-2.265,9.454,0.047,0.055,4561.0,1330.0,1.0
x[260],-0.291,2.518,-5.393,4.316,0.034,0.063,5413.0,1285.0,1.0
x[261],-0.642,2.762,-5.989,4.392,0.041,0.063,4403.0,1351.0,1.0
x[262],-0.513,2.67,-5.422,4.235,0.035,0.065,5806.0,1575.0,1.0
x[263],-1.833,2.572,-6.465,3.107,0.035,0.054,5559.0,1380.0,1.0
x[264],-0.912,2.23,-5.067,3.164,0.033,0.052,4745.0,1577.0,1.0
x[265],-0.227,2.893,-6.075,4.729,0.041,0.076,4979.0,1338.0,1.0
x[266],-1.954,3.812,-8.882,5.199,0.056,0.087,4628.0,1224.0,1.0
x[267],-0.588,2.251,-4.898,3.463,0.035,0.059,4110.0,1304.0,1.0
x[268],0.154,3.866,-6.985,7.317,0.058,0.108,4477.0,1227.0,1.0
x[269],-1.179,2.667,-6.176,3.678,0.043,0.054,3793.0,1422.0,1.0
x[270],-0.767,2.959,-6.23,4.898,0.039,0.083,5592.0,1171.0,1.0
x[271],-1.427,2.412,-6.113,3.033,0.037,0.048,4191.0,1370.0,1.0
x[272],-2.801,2.787,-7.97,2.529,0.036,0.046,5898.0,1583.0,1.0
x[273],-0.146,3.862,-7.008,7.174,0.053,0.098,5361.0,1413.0,1.0
x[274],-0.895,2.309,-5.381,3.265,0.039,0.057,3589.0,936.0,1.01
x[275],0.275,3.79,-6.179,7.798,0.06,0.09,4039.0,1459.0,1.0
x[276],-1.749,2.298,-6.02,2.402,0.031,0.043,5472.0,1410.0,1.0
x[277],-1.568,2.795,-6.845,3.66,0.035,0.058,6276.0,1424.0,1.0
x[278],-2.639,2.744,-7.741,2.55,0.041,0.049,4496.0,1323.0,1.0
x[279],5.083,2.581,0.185,9.748,0.041,0.035,3915.0,1346.0,1.0
x[280],0.592,2.266,-3.517,4.855,0.04,0.046,3276.0,1890.0,1.0
x[281],-0.645,2.877,-6.008,4.772,0.052,0.069,3084.0,970.0,1.0
x[282],-1.167,2.094,-5.331,2.587,0.031,0.043,4453.0,1464.0,1.0
x[283],-0.34,3.959,-7.646,7.136,0.054,0.11,5622.0,1235.0,1.0
x[284],-0.655,3.809,-8.49,5.922,0.055,0.096,4738.0,1458.0,1.0
x[285],-1.851,2.681,-6.737,3.07,0.035,0.044,5921.0,1638.0,1.0
x[286],-2.562,3.64,-9.831,3.992,0.049,0.084,5497.0,1133.0,1.0
x[287],-0.496,2.769,-5.602,4.769,0.04,0.07,4760.0,1429.0,1.01
x[288],0.385,2.763,-4.729,5.646,0.043,0.065,4156.0,1435.0,1.0
x[289],0.585,2.241,-3.585,4.91,0.034,0.057,4277.0,1314.0,1.0
x[290],1.533,2.127,-2.228,5.58,0.031,0.041,4692.0,1736.0,1.0
x[291],1.512,2.898,-3.812,6.93,0.048,0.059,3629.0,1574.0,1.0
x[292],-1.906,2.584,-6.895,2.941,0.041,0.05,3919.0,1411.0,1.0
