,rating,Unnamed: 0,Team,Type,mu,sd,name
0,9.804994905,832,San Antonio Spurs,Rookie,0.692333333,5,Aron Baynes
1,9.804994905,876,San Antonio Spurs,Non-rookie,0.354461333,5,Austin Daye
2,9.804994905,1210,San Antonio Spurs,Non-rookie,2.5,5,Boris Diaw
3,9.804994905,1514,San Antonio Spurs,Rookie,0.050733333,5,Bryce Cotton
4,9.804994905,2314,San Antonio Spurs,Rookie,0.674420333,5,Cory Joseph
5,9.804994905,2610,San Antonio Spurs,Non-rookie,1.341666667,5,Danny Green
6,9.804994905,5357,San Antonio Spurs,Rookie,0.609583333,5,Jeff Ayres
7,9.804994905,6301,San Antonio Spurs,Rookie,0.964686333,5,Kawhi Leonard
8,9.804994905,6808,San Antonio Spurs,Rookie,0.36456,5,Kyle Anderson
9,9.804994905,7435,San Antonio Spurs,Non-rookie,2.333333333,5,Manu Ginobili
10,9.804994905,7478,San Antonio Spurs,Non-rookie,0.957916667,5,Marco Belinelli
11,9.804994905,7813,San Antonio Spurs,Non-rookie,0.48283,5,Matt Bonner
12,9.804994905,9270,San Antonio Spurs,Non-rookie,0.041701333,5,Reggie Williams
13,9.804994905,10782,San Antonio Spurs,Non-rookie,3.083333333,5,Tiago Splitter
14,9.804994905,10806,San Antonio Spurs,Non-rookie,3.333333333,5,Tim Duncan
15,9.804994905,11055,San Antonio Spurs,Non-rookie,4.166666667,5,Tony Parker
16,7.952642725,880,Los Angeles Clippers,Rookie,0.81328,5,Austin Rivers
17,7.952642725,1087,Los Angeles Clippers,Non-rookie,5.891537333,5,Blake Griffin
18,7.952642725,2071,Los Angeles Clippers,Non-rookie,6.689521,5,Chris Paul
19,7.952642725,2403,Los Angeles Clippers,Non-rookie,0.129210667,5,Dahntay Jones
20,7.952642725,2884,Los Angeles Clippers,Non-rookie,3.813374667,5,DeAndre Jordan
21,7.952642725,3716,Los Angeles Clippers,Non-rookie,0.327028,5,Ekpe Udoh
22,7.952642725,4279,Los Angeles Clippers,Non-rookie,2.2,5,Glen Davis
23,7.952642725,4563,Los Angeles Clippers,Non-rookie,0.48283,5,Hedo Turkoglu
24,7.952642725,4930,Los Angeles Clippers,Non-rookie,1.816666667,5,Jamal Crawford
25,7.952642725,6036,Los Angeles Clippers,Non-rookie,0.692333333,5,Jordan Farmar
26,7.952642725,6044,Los Angeles Clippers,Rookie,0.050197,5,Jordan Hamilton
27,7.952642725,7117,Los Angeles Clippers,Non-rookie,0.018591333,5,Lester Hudson
28,7.952642725,7798,Los Angeles Clippers,Non-rookie,1.132083333,5,Matt Barnes
29,7.952642725,8250,Los Angeles Clippers,Rookie,0.1,5,Miroslav Raduljica
30,7.952642725,8411,Los Angeles Clippers,Non-rookie,0.70224,5,Nate Robinson
31,7.952642725,10347,Los Angeles Clippers,Non-rookie,1.768333333,5,Spencer Hawes
32,6.984503849,455,Oklahoma City Thunder,Rookie,0.38696,5,Andre Roberson
33,6.984503849,683,Oklahoma City Thunder,Non-rookie,1.066666667,5,Anthony Morrow
34,6.984503849,2376,Oklahoma City Thunder,Rookie,1,5,D.J. Augustin
35,6.984503849,3282,Oklahoma City Thunder,Rookie,1.354,5,Dion Waiters
36,6.984503849,3800,Oklahoma City Thunder,Rookie,1.898224667,5,Enes Kanter
37,6.984503849,5461,Oklahoma City Thunder,Rookie,0.734,5,Jeremy Lamb
38,6.984503849,6545,Oklahoma City Thunder,Non-rookie,6.331874667,5,Kevin Durant
39,6.984503849,6847,Oklahoma City Thunder,Rookie,0.363333333,5,Kyle Singler
40,6.984503849,8262,Oklahoma City Thunder,Rookie,0.46668,5,Mitch McGary
41,6.984503849,8493,Oklahoma City Thunder,Non-rookie,0.747334333,5,Nick Collison
42,6.984503849,9751,Oklahoma City Thunder,Non-rookie,5.239687333,5,Russell Westbrook
43,6.984503849,10058,Oklahoma City Thunder,Non-rookie,0.305081,5,Sebastian Telfair
44,6.984503849,10075,Oklahoma City Thunder,Non-rookie,4.116666667,5,Serge Ibaka
45,6.984503849,10506,Oklahoma City Thunder,Non-rookie,1.148648667,5,Steve Novak
46,6.984503849,10530,Oklahoma City Thunder,Rookie,0.72832,5,Steven Adams
47,5.685672759,2222,Houston Rockets,Rookie,0.3964,5,Clint Capela
48,5.685672759,2258,Houston Rockets,Non-rookie,1.5675,5,Corey Brewer
49,5.685672759,3369,Houston Rockets,Rookie,0.49464,5,Donatas Motiejunas
50,5.685672759,3551,Houston Rockets,Non-rookie,7.145423667,5,Dwight Howard
51,5.685672759,4046,Houston Rockets,Non-rookie,0.438936333,5,Francisco Garcia
52,5.685672759,4736,Houston Rockets,Rookie,0.327028,5,Ish Smith
53,5.685672759,5000,Houston Rockets,Non-rookie,4.909614667,5,James Harden
54,5.685672759,5283,Houston Rockets,Non-rookie,1.950104333,5,Jason Terry
55,5.685672759,5355,Houston Rockets,Non-rookie,0.327028,5,Jeff Adrien
56,5.685672759,5777,Houston Rockets,Non-rookie,0.316054333,5,Joey Dorsey
57,5.685672759,6159,Houston Rockets,Non-rookie,4.666666667,5,Josh Smith
58,5.685672759,6757,Houston Rockets,Rookie,1.6,5,Kostas Papanikolaou
59,5.685672759,7288,Houston Rockets,Non-rookie,2.180333333,5,Luis Scola
60,5.685672759,7289,Houston Rockets,Non-rookie,2.180333333,5,Luis Scola
61,5.685672759,8498,Houston Rockets,Rookie,0.169112,5,Nick Johnson
62,5.685672759,8700,Houston Rockets,Rookie,0.554320333,5,Pablo Prigioni
63,5.685672759,8727,Houston Rockets,Rookie,0.305081,5,Patrick Beverley
64,5.685672759,9423,Houston Rockets,Rookie,0.333333333,5,Robert Covington
65,5.685672759,10655,Houston Rockets,Rookie,0.53956,5,Terrence Jones
66,5.685672759,11184,Houston Rockets,Non-rookie,2.859696333,5,Trevor Ariza
67,5.678119932,431,Golden State Warriors,Non-rookie,4.096514667,5,Andre Iguodala
68,5.678119932,503,Golden State Warriors,Non-rookie,4.324324333,5,Andrew Bogut
69,5.678119932,1314,Golden State Warriors,Non-rookie,0.381895,5,Brandon Rush
70,5.678119932,2797,Golden State Warriors,Non-rookie,5.004,5,David Lee
71,5.678119932,3482,Golden State Warriors,Rookie,0.305081,5,Draymond Green
72,5.678119932,4027,Golden State Warriors,Rookie,0.37096,5,Festus Ezeli
73,5.678119932,4515,Golden State Warriors,Rookie,1.01664,5,Harrison Barnes
74,5.678119932,5023,Golden State Warriors,Rookie,0.055707333,5,James Michael McAdoo
75,5.678119932,6230,Golden State Warriors,Rookie,0.272160667,5,Justin Holiday
76,5.678119932,6718,Golden State Warriors,Rookie,1.025293333,5,Klay Thompson
77,5.678119932,7063,Golden State Warriors,Non-rookie,0.48283,5,Leandro Barbosa
78,5.678119932,7726,Golden State Warriors,Non-rookie,1.219166667,5,Marreese Speights
79,5.678119932,8596,Golden State Warriors,Rookie,0.272160667,5,Ognjen Kuzmic
80,5.678119932,10019,Golden State Warriors,Rookie,0.011666667,5,Sean Kilpatrick
81,5.678119932,10190,Golden State Warriors,Non-rookie,1.768333333,5,Shaun Livingston
82,5.678119932,10404,Golden State Warriors,Non-rookie,3.543071,5,Stephen Curry
83,4.843455287,1907,Miami Heat,Non-rookie,1.791666667,5,Chris Andersen
84,4.843455287,1922,Miami Heat,Non-rookie,6.881466667,5,Chris Bosh
85,4.843455287,3567,Miami Heat,Non-rookie,5,5,Dwyane Wade
86,4.843455287,4313,Miami Heat,Non-rookie,2.5,5,Goran Dragic
87,4.843455287,4538,Miami Heat,Non-rookie,0.256627,5,Hassan Whiteside
88,4.843455287,4576,Miami Heat,Rookie,0.038474,5,Henry Walker
89,4.843455287,6133,Miami Heat,Non-rookie,1.768333333,5,Josh McRoberts
90,4.843455287,7341,Miami Heat,Non-rookie,3.238153667,5,Luol Deng
91,4.843455287,7568,Miami Heat,Non-rookie,1.333333333,5,Mario Chalmers
92,4.843455287,7954,Miami Heat,Non-rookie,0.259259333,5,Michael Beasley
93,4.843455287,8178,Miami Heat,Non-rookie,2.2,5,Mike Miller
94,4.843455287,10100,Miami Heat,Rookie,0.41288,5,Shabazz Napier
95,4.843455287,11277,Miami Heat,Rookie,0.169112,5,Tyler Johnson
96,4.843455287,11373,Miami Heat,Non-rookie,0.910666667,5,Udonis Haslem
97,4.843455287,11818,Miami Heat,Rookie,0.654034333,5,Zoran Dragic
98,4.697485711,279,Portland Trailblazers,Rookie,0.287333333,5,Allen Crabbe
99,4.697485711,300,Portland Trailblazers,Non-rookie,0.354461333,5,Alonzo Gee
100,4.697485711,843,Portland Trailblazers,Non-rookie,2.583333333,5,Arron Afflalo
