,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
x[82],5.019,2.645,0.109,9.939,0.063,0.047,1784.0,934.0,1.0
x[83],-0.061,2.681,-4.706,5.182,0.065,0.068,1693.0,1103.0,1.0
x[84],0.719,2.943,-4.705,6.12,0.061,0.075,2342.0,1255.0,1.0
x[85],-2.288,2.733,-7.105,3.078,0.055,0.048,2456.0,1214.0,1.0
x[86],-0.587,2.916,-5.745,5.264,0.068,0.08,1831.0,1036.0,1.0
x[87],0.761,2.778,-4.354,6.007,0.06,0.068,2134.0,1561.0,1.0
x[88],-0.801,2.728,-5.724,4.198,0.058,0.07,2250.0,1217.0,1.0
x[89],0.57,2.7,-4.493,5.728,0.062,0.07,1883.0,1073.0,1.0
x[90],-0.611,2.649,-5.773,4.273,0.064,0.066,1692.0,1217.0,1.0
x[91],-0.27,2.706,-5.384,4.953,0.066,0.064,1698.0,1264.0,1.0
x[92],0.004,2.916,-5.47,5.398,0.071,0.07,1693.0,1255.0,1.0
x[93],3.837,2.649,-0.921,9.07,0.062,0.046,1835.0,1579.0,1.0
x[94],0.934,2.773,-4.122,6.079,0.063,0.069,1923.0,1133.0,1.01
x[95],-0.566,2.785,-5.88,4.494,0.058,0.065,2297.0,1393.0,1.0
x[96],-1.203,2.882,-6.497,4.105,0.059,0.068,2394.0,1283.0,1.0
x[97],0.259,2.901,-5.35,5.698,0.069,0.077,1777.0,1241.0,1.0
x[98],3.166,2.846,-2.158,8.343,0.064,0.05,1952.0,1339.0,1.0
x[99],-0.275,2.707,-5.484,4.583,0.063,0.067,1837.0,1210.0,1.0
x[100],2.055,2.665,-2.901,6.95,0.068,0.059,1540.0,1246.0,1.0
x[101],-0.12,2.777,-5.17,5.26,0.058,0.074,2327.0,1247.0,1.0
x[102],0.131,2.87,-5.165,5.762,0.062,0.072,2150.0,1105.0,1.0
x[103],3.748,2.863,-1.409,9.171,0.067,0.052,1819.0,1642.0,1.0
x[104],-2.013,3.024,-7.246,4.046,0.081,0.068,1393.0,1112.0,1.0
x[105],1.627,2.733,-3.544,6.656,0.065,0.058,1795.0,1113.0,1.0
x[106],0.854,2.776,-3.868,6.343,0.064,0.069,1870.0,1201.0,1.0
x[107],-1.088,3.052,-6.838,4.695,0.063,0.073,2323.0,1340.0,1.0
x[108],-0.664,3.46,-7.013,5.695,0.078,0.077,1976.0,1296.0,1.0
x[109],-0.141,2.823,-5.136,5.717,0.06,0.067,2235.0,1513.0,1.0
x[110],-0.752,2.838,-6.2,4.296,0.062,0.073,2121.0,1156.0,1.0
x[111],3.605,2.701,-1.619,8.349,0.056,0.045,2328.0,1170.0,1.0
x[112],0.62,3.003,-5.09,6.256,0.07,0.074,1825.0,1220.0,1.0
x[113],-0.768,2.895,-6.039,4.492,0.076,0.077,1475.0,850.0,1.0
x[114],1.302,3.51,-5.305,7.808,0.079,0.084,1981.0,894.0,1.0
x[115],5.132,2.801,0.261,10.659,0.056,0.045,2512.0,1452.0,1.0
x[116],-0.295,2.666,-5.263,4.774,0.063,0.063,1778.0,1086.0,1.0
x[117],-1.058,2.734,-6.028,4.139,0.069,0.063,1569.0,1282.0,1.0
x[118],0.647,2.769,-4.291,6.095,0.054,0.075,2605.0,1094.0,1.0
x[119],0.438,2.97,-5.314,5.611,0.059,0.076,2536.0,1310.0,1.0
x[120],2.4,2.773,-2.58,7.822,0.066,0.051,1749.0,1370.0,1.0
x[121],3.382,2.722,-1.857,8.381,0.061,0.067,2014.0,923.0,1.0
x[122],-0.5,2.943,-6.092,5.11,0.067,0.087,1980.0,983.0,1.0
x[123],-1.906,2.796,-7.178,3.178,0.063,0.066,1982.0,1117.0,1.01
x[124],-2.729,2.951,-8.249,2.547,0.072,0.058,1672.0,1290.0,1.0
x[125],-1.65,2.748,-7.113,3.235,0.063,0.056,1889.0,1278.0,1.0
x[126],0.055,2.759,-4.753,5.471,0.064,0.073,1853.0,1173.0,1.0
x[127],0.456,2.809,-4.916,5.702,0.068,0.068,1673.0,1348.0,1.0
x[128],0.899,2.984,-4.508,6.749,0.062,0.081,2329.0,1023.0,1.0
x[129],0.312,2.888,-4.698,5.949,0.064,0.078,2062.0,844.0,1.0
x[130],0.048,2.72,-5.304,4.921,0.07,0.067,1492.0,1123.0,1.0
x[131],0.524,2.875,-5.173,5.717,0.064,0.081,2013.0,1224.0,1.0
x[132],0.465,2.876,-4.887,5.795,0.07,0.078,1696.0,804.0,1.0
x[133],-1.038,2.947,-6.785,4.317,0.069,0.073,1837.0,1033.0,1.0
x[134],0.596,2.752,-4.447,5.908,0.058,0.071,2218.0,1212.0,1.0
x[135],-0.089,2.884,-5.575,5.199,0.066,0.071,1903.0,1333.0,1.0
x[136],-0.5,2.96,-5.995,5.131,0.064,0.081,2130.0,1249.0,1.0
x[137],2.482,2.76,-2.696,7.506,0.069,0.056,1609.0,1073.0,1.0
x[138],5.8,2.69,0.651,10.735,0.062,0.047,1879.0,1183.0,1.0
x[139],3.661,2.72,-1.264,9.336,0.063,0.049,1860.0,1012.0,1.0
x[140],-0.927,2.663,-6.203,3.848,0.068,0.064,1543.0,1276.0,1.0
x[141],1.501,2.677,-3.701,6.56,0.058,0.058,2133.0,1283.0,1.0
x[142],-0.174,2.654,-5.155,4.723,0.055,0.082,2326.0,1243.0,1.0
x[143],-0.979,2.896,-6.353,4.688,0.061,0.076,2248.0,1284.0,1.01
x[144],-1.214,2.73,-6.434,3.791,0.06,0.062,2053.0,1300.0,1.0
x[145],2.772,2.756,-2.888,7.523,0.062,0.06,1986.0,961.0,1.0
x[146],-0.521,2.79,-6.011,4.273,0.064,0.067,1933.0,1126.0,1.0
x[147],2.206,2.91,-3.085,7.74,0.071,0.06,1691.0,1292.0,1.0
x[148],-1.168,2.933,-6.619,4.38,0.062,0.069,2250.0,1178.0,1.01
x[149],2.061,2.806,-2.977,7.341,0.061,0.06,2102.0,1222.0,1.0
x[150],-0.198,2.84,-5.466,5.047,0.066,0.071,1873.0,1256.0,1.0
x[151],0.164,2.952,-5.076,5.804,0.072,0.08,1718.0,1121.0,1.0
x[152],-0.299,2.94,-5.371,5.171,0.064,0.085,2096.0,1154.0,1.0
x[153],-2.408,2.747,-7.932,2.355,0.071,0.058,1495.0,1389.0,1.0
x[154],-0.392,2.848,-5.817,4.726,0.063,0.079,2038.0,1260.0,1.0
x[155],-1.12,2.964,-6.415,4.696,0.069,0.07,1828.0,1181.0,1.0
x[156],-1.391,2.846,-6.701,3.738,0.064,0.065,1978.0,1250.0,1.0
x[157],-1.013,2.898,-6.309,4.381,0.061,0.067,2250.0,1240.0,1.0
x[158],-1.06,2.836,-6.586,4.029,0.071,0.071,1617.0,1052.0,1.0
x[159],-0.858,2.975,-6.355,4.671,0.067,0.076,1984.0,1133.0,1.0
x[160],-1.713,2.845,-6.596,3.977,0.061,0.063,2200.0,1208.0,1.0
x[161],-0.936,3.018,-6.601,4.645,0.06,0.074,2537.0,1225.0,1.0
x[162],0.439,2.748,-4.415,5.603,0.06,0.065,2106.0,1320.0,1.0
x[163],2.687,2.671,-2.267,7.589,0.064,0.054,1750.0,1108.0,1.0
x[164],0.928,2.788,-4.328,6.191,0.066,0.069,1805.0,1085.0,1.0
x[165],-0.288,3.98,-7.696,7.076,0.096,0.115,1701.0,850.0,1.0
x[166],-0.826,2.902,-6.408,4.474,0.064,0.083,2108.0,1066.0,1.0
x[167],0.223,2.682,-4.654,5.141,0.058,0.072,2120.0,1163.0,1.0
x[168],-0.331,2.792,-5.977,4.773,0.059,0.073,2229.0,1300.0,1.0
x[169],1.746,2.841,-3.421,7.229,0.065,0.064,1876.0,1437.0,1.0
x[170],-1.011,2.993,-6.625,4.651,0.071,0.079,1772.0,1031.0,1.0
x[171],1.41,2.858,-3.914,6.685,0.071,0.068,1625.0,1223.0,1.0
x[172],-1.227,2.951,-6.684,4.344,0.064,0.067,2156.0,1512.0,1.0
x[173],-1.081,3.057,-7.085,4.368,0.071,0.076,1866.0,1147.0,1.0
x[174],-1.329,2.987,-6.82,4.351,0.068,0.073,1948.0,942.0,1.0
x[175],0.137,3.55,-6.773,6.53,0.074,0.095,2330.0,1265.0,1.0
x[176],-0.035,2.825,-5.32,5.127,0.064,0.071,1953.0,1268.0,1.0
x[177],-0.217,2.958,-5.62,5.249,0.062,0.072,2238.0,1349.0,1.0
x[178],0.715,3.4,-6.051,6.531,0.078,0.08,1923.0,1147.0,1.0
x[179],-1.621,3.035,-7.122,3.837,0.074,0.068,1695.0,1080.0,1.0
x[180],-0.807,2.706,-5.748,4.31,0.067,0.064,1629.0,1115.0,1.01
x[181],-0.972,3.068,-6.586,4.789,0.074,0.076,1726.0,1201.0,1.0
x[182],0.426,2.784,-4.722,5.714,0.064,0.078,1972.0,858.0,1.0
x[183],5.025,2.705,-0.196,10.064,0.063,0.049,1883.0,1366.0,1.0
x[184],1.272,2.782,-3.686,6.507,0.063,0.063,1959.0,1204.0,1.0
x[185],-1.003,2.785,-6.17,4.26,0.067,0.079,1706.0,1137.0,1.0
x[186],-1.192,3.087,-6.951,4.487,0.062,0.081,2487.0,1277.0,1.0
x[187],0.732,2.949,-4.592,6.453,0.071,0.082,1743.0,1048.0,1.0
x[188],-0.88,2.998,-6.573,4.493,0.074,0.074,1619.0,900.0,1.0
x[189],-0.61,2.883,-6.248,4.424,0.062,0.082,2209.0,977.0,1.0
x[190],0.78,2.784,-4.37,6.178,0.067,0.069,1728.0,1124.0,1.0
x[191],-1.123,2.908,-6.122,4.445,0.072,0.061,1639.0,1357.0,1.0
x[192],-0.913,2.912,-6.297,4.451,0.071,0.069,1682.0,1123.0,1.0
x[193],0.66,2.837,-4.634,5.947,0.066,0.068,1868.0,1046.0,1.0
x[194],2.976,2.967,-2.208,8.564,0.073,0.061,1717.0,800.0,1.0
x[195],-1.581,2.899,-6.695,3.994,0.058,0.066,2479.0,993.0,1.0
x[196],0.368,2.878,-5.337,5.578,0.059,0.074,2386.0,1351.0,1.0
x[197],-0.882,3.018,-6.851,4.567,0.063,0.073,2285.0,1230.0,1.0
x[198],-1.114,2.77,-6.355,3.816,0.065,0.061,1831.0,1245.0,1.0
x[199],0.986,2.915,-4.49,6.394,0.074,0.07,1570.0,1298.0,1.0
x[200],2.734,2.83,-2.512,8.137,0.07,0.067,1647.0,960.0,1.0
x[201],4.261,2.821,-0.802,9.57,0.066,0.051,1849.0,1257.0,1.0
x[202],-1.392,2.751,-6.726,3.698,0.061,0.059,2018.0,1054.0,1.0
x[203],1.833,2.688,-3.453,6.692,0.058,0.055,2117.0,1193.0,1.0
x[204],0.222,4.043,-7.27,8.039,0.089,0.101,2100.0,1218.0,1.0
x[205],-0.098,2.922,-5.659,5.341,0.063,0.078,2142.0,1191.0,1.0
x[206],-0.095,2.777,-5.318,5.275,0.06,0.076,2151.0,1172.0,1.0
x[207],1.252,3.043,-5.154,6.342,0.063,0.07,2354.0,1185.0,1.0
x[208],2.56,2.633,-2.312,7.489,0.062,0.063,1802.0,1214.0,1.0
x[209],-0.0,3.014,-5.745,5.631,0.067,0.084,2030.0,1067.0,1.0
x[210],0.544,2.926,-4.91,5.943,0.063,0.086,2149.0,886.0,1.0
x[211],-0.561,2.897,-6.211,4.695,0.069,0.068,1755.0,1350.0,1.0
x[212],0.134,2.961,-5.65,5.834,0.063,0.078,2197.0,1106.0,1.0
x[213],-1.002,2.896,-5.991,4.712,0.067,0.066,1870.0,1342.0,1.0
x[214],0.369,2.893,-4.94,5.83,0.064,0.081,2030.0,1094.0,1.0
x[215],-0.842,3.029,-6.477,4.818,0.075,0.076,1624.0,1118.0,1.0
x[216],-1.087,3.022,-6.776,4.272,0.068,0.063,1968.0,1239.0,1.0
x[217],-0.335,2.829,-5.466,4.997,0.075,0.069,1432.0,1231.0,1.0
x[218],0.162,2.86,-5.146,5.389,0.064,0.075,2013.0,1267.0,1.0
x[219],-0.759,3.025,-6.311,4.829,0.06,0.075,2537.0,1005.0,1.0
x[220],-1.075,3.067,-7.206,4.27,0.06,0.082,2647.0,1262.0,1.0
x[221],1.046,2.87,-4.637,6.178,0.067,0.072,1812.0,1069.0,1.0
x[222],-0.067,3.018,-6.133,5.138,0.081,0.07,1397.0,1141.0,1.0
x[223],-0.771,2.991,-6.335,5.069,0.068,0.079,1906.0,1060.0,1.0
x[224],0.573,2.902,-4.883,5.727,0.065,0.069,2004.0,1314.0,1.0
x[225],-0.972,3.019,-6.501,4.457,0.069,0.082,1887.0,1219.0,1.01
x[226],-1.119,3.027,-6.695,4.515,0.066,0.075,2140.0,1234.0,1.0
x[227],-1.451,2.836,-6.386,4.224,0.069,0.062,1704.0,1322.0,1.01
x[228],-0.683,2.868,-6.515,4.407,0.062,0.069,2111.0,1143.0,1.0
x[229],-1.084,2.927,-6.664,4.529,0.066,0.066,1983.0,1209.0,1.0
x[230],-1.013,3.131,-6.987,4.685,0.079,0.077,1587.0,1110.0,1.0
x[231],-1.005,2.845,-6.413,4.056,0.071,0.075,1599.0,1147.0,1.0
x[232],0.213,2.632,-4.711,5.131,0.056,0.061,2183.0,1578.0,1.0
x[233],-0.942,3.034,-6.631,4.677,0.072,0.07,1772.0,1224.0,1.0
x[234],-0.94,2.97,-6.388,4.662,0.075,0.069,1585.0,1230.0,1.0
x[235],-0.73,3.021,-6.297,4.849,0.065,0.082,2158.0,1246.0,1.0
x[236],1.122,2.914,-4.163,6.929,0.067,0.07,1901.0,1187.0,1.0
x[237],-0.78,3.081,-6.723,4.635,0.066,0.073,2191.0,1424.0,1.0
x[238],-1.055,3.029,-6.68,4.837,0.063,0.085,2306.0,1035.0,1.0
x[239],0.399,2.696,-4.763,5.109,0.058,0.072,2180.0,1093.0,1.01
x[240],-1.4,2.648,-6.683,3.131,0.057,0.055,2164.0,1321.0,1.0
x[241],1.05,2.631,-3.879,5.778,0.062,0.069,1804.0,1209.0,1.0
x[242],1.037,2.662,-3.903,5.964,0.062,0.059,1877.0,1433.0,1.0
x[243],-0.884,3.005,-6.442,4.442,0.068,0.075,2020.0,1075.0,1.0
x[244],-0.083,2.894,-4.96,5.788,0.067,0.079,1893.0,1189.0,1.0
x[245],-0.544,2.998,-6.496,4.892,0.068,0.086,1946.0,909.0,1.0
x[246],-0.933,3.005,-6.451,4.695,0.062,0.082,2441.0,1004.0,1.0
x[247],-0.857,2.966,-7.105,4.112,0.065,0.076,2100.0,1131.0,1.0
x[248],-0.616,2.919,-6.078,4.743,0.059,0.081,2429.0,1175.0,1.0
x[249],-1.138,3.023,-6.911,4.156,0.068,0.077,1927.0,1107.0,1.0
x[250],0.003,2.886,-5.498,5.164,0.059,0.074,2371.0,1192.0,1.0
x[251],-1.194,2.949,-6.556,4.475,0.071,0.067,1747.0,1372.0,1.0
x[252],-0.786,2.96,-6.042,5.089,0.062,0.079,2265.0,1122.0,1.0
x[253],-0.972,2.919,-6.679,4.203,0.069,0.068,1800.0,1330.0,1.0
x[254],1.244,2.772,-3.699,6.648,0.059,0.07,2172.0,1335.0,1.0
