rating,Unnamed: 0,Team,Type,mu,sd,name
7.63261481,1919,Miami Heat,Non-rookie,5.340833333,5,Chris Bosh
7.63261481,3564,Miami Heat,Non-rookie,5.230333333,5,Dwyane Wade
7.63261481,3697,Miami Heat,Non-rookie,0.409751667,5,Eddy Curry
7.63261481,5017,Miami Heat,Non-rookie,0.5,5,James Jones
7.63261481,5747,Miami Heat,Non-rookie,1.2,5,Joel Anthony
7.63261481,6266,Miami Heat,Non-rookie,0.450727,5,Juwan Howard
7.63261481,7074,Miami Heat,Non-rookie,5.340833333,5,LeBron James
7.63261481,8175,Miami Heat,Non-rookie,1.8,5,Mike Miller
7.63261481,10131,Miami Heat,Non-rookie,1,5,Shane Battier
7.63261481,11370,Miami Heat,Non-rookie,1.26,5,Udonis Haslem
7.158873307,1422,Chicago Bulls,Non-rookie,0.450727,5,Brian Scalabrine
7.158873307,1588,Chicago Bulls,Non-rookie,1.133333333,5,C.J. Watson
7.158873307,1670,Chicago Bulls,Non-rookie,4.5,5,Carlos Boozer
7.158873307,5650,Chicago Bulls,Non-rookie,4,5,Joakim Noah
7.158873307,6820,Chicago Bulls,Non-rookie,1.666666667,5,Kyle Korver
7.158873307,7338,Chicago Bulls,Non-rookie,4.108333333,5,Luol Deng
7.158873307,8163,Chicago Bulls,Non-rookie,0.092522,5,Mike James
7.158873307,9318,Chicago Bulls,Non-rookie,4.166666667,5,Richard Hamilton
7.158873307,9623,Chicago Bulls,Non-rookie,1.57,5,Ronnie Brewer
6.376479301,514,Los Angeles Lakers,Non-rookie,4.966666667,5,Andrew Bynum
6.376479301,3032,Los Angeles Lakers,Non-rookie,1.133333333,5,Derek Fisher
6.376479301,4213,Los Angeles Lakers,Non-rookie,0.147727,5,Gerald Green
6.376479301,5218,Los Angeles Lakers,Non-rookie,0.407722,5,Jason Kapono
6.376479301,6132,Los Angeles Lakers,Non-rookie,1,5,Josh McRoberts
6.376479301,6737,Los Angeles Lakers,Non-rookie,8.414831,5,Kobe Bryant
6.376479301,7329,Los Angeles Lakers,Non-rookie,1.893333333,5,Luke Walton
6.376479301,7795,Los Angeles Lakers,Non-rookie,0.6354,5,Matt Barnes
6.376479301,7930,Los Angeles Lakers,Non-rookie,2.263546667,5,Metta World Peace
6.376479301,8776,Los Angeles Lakers,Non-rookie,6.23805,5,Pau Gasol
6.376479301,10449,Los Angeles Lakers,Non-rookie,1.333333333,5,Steve Blake
6.376479301,11248,Los Angeles Lakers,Non-rookie,0.450727,5,Troy Murphy
6.367721808,1328,Dallas Mavericks,Non-rookie,2.5415,5,Brendan Haywood
6.367721808,1377,Dallas Mavericks,Non-rookie,0.450727,5,Brian Cardinal
6.367721808,2944,Dallas Mavericks,Non-rookie,0.382112333,5,Delonte West
6.367721808,3298,Dallas Mavericks,Non-rookie,6.364291,5,Dirk Nowitzki
6.367721808,5235,Dallas Mavericks,Non-rookie,3.373666667,5,Jason Kidd
6.367721808,5281,Dallas Mavericks,Non-rookie,3.719333333,5,Jason Terry
6.367721808,6879,Dallas Mavericks,Non-rookie,2.966666667,5,Lamar Odom
6.367721808,10237,Dallas Mavericks,Non-rookie,2.674149667,5,Shawn Marion
6.367721808,11444,Dallas Mavericks,Non-rookie,6.1,5,Vince Carter
