,point_differential,num_possessions,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5
0,-7,19.2,202694,1628369,201143,202681,203935,1627750,203914,203115,200794,203999
1,3,7.68,1628369,203382,201143,202681,203935,1627750,203914,203115,200794,203999
2,-1,1.3823999999999999,1627759,203382,201143,202681,203935,1627750,203914,203115,200794,203999
3,-1,2.7647999999999997,1627759,203382,201143,202681,203935,1628420,203914,203115,200794,203999
4,2,5.2224,1627759,203382,201143,202681,203935,1628420,203115,1627736,203486,203999
5,1,6.72,1626179,1627759,203382,201143,202681,1628420,202738,1627736,200794,203486
6,2,4.1472,1626179,202694,1627759,1628464,202681,1628420,202738,1627736,200794,203486
7,5,15.6672,1626179,202694,1627759,1628464,1628369,1628420,202738,1628470,1627736,203486
8,-3,4.8,1626179,202694,1627759,1628464,1628369,1627750,203914,203115,1628470,203999
9,-2,3.84,202694,1628464,1628369,202681,203935,1627750,203914,203115,1628470,203999
10,-5,8.1024,202694,1628369,203382,202681,203935,1627750,203914,203115,1628470,203999
11,2,16.6272,202694,1628369,201143,202681,203935,1627750,203914,203115,1628470,203999
12,8,29.4144,1626179,202694,1628369,201143,202681,1628420,1627750,203914,203115,203999
13,1,7.1424,202694,1628369,203382,202681,203935,1627750,203914,203115,203486,203999
14,-1,10.982399999999998,1626179,202694,1627759,203382,202681,1628420,203115,1627736,203486,203999
15,0,2.3424,1626179,202694,1627759,203382,202681,1628420,1628470,1627736,200794,203486
16,1,1.3823999999999999,1626179,202694,1627759,1628369,203382,1628420,1628470,1627736,200794,203486
17,-3,1.92,1626179,202694,1627759,1628369,202681,1628420,1628470,1627736,200794,203486
18,0,0.96,1626179,202694,1627759,1628464,202681,1628470,1627736,200794,1629020,203486
19,-8,5.76,1626179,1627759,1628464,203382,203935,1627750,1628470,1627736,200794,203999
20,2,7.68,1626179,1628369,203382,201143,203935,1628420,1628470,1627736,200794,203486
21,-4,7.68,1626179,1628369,203382,201143,203935,1628420,1628470,1627736,203486,203999
22,-1,1.92,1626179,202694,1628369,201143,202681,1628420,1628470,1627736,203486,203999
23,2,2.88,1626179,202694,1628369,201143,202681,1627750,203914,1628470,203486,203999
24,-3,3.84,1626179,202694,1628369,201143,202681,1627750,203914,1628470,200794,203999
25,-1,2.3424,202694,1628369,201143,202681,203935,1627750,203914,203115,200794,203999
26,1,12.902399999999998,202694,1627759,201143,202681,203935,1627750,203914,203115,200794,203999
27,3,3.3024,1627759,1628369,201143,202681,203935,1627750,203914,203115,1628470,200794
28,-2,0.8448,1627759,1628369,201143,202681,203935,1627750,203914,203115,200794,203999
29,0,0.96,1626179,1628369,201143,202681,203935,1627750,203914,203115,200794,203999
30,3,25.151999999999997,201577,1627885,1628469,1628374,1627739,203107,203078,2772,201145,1626171
31,-3,3.7247999999999997,201577,1627853,1627885,1628469,1628374,203107,203078,203953,2772,1626171
32,2,1.92,201577,1627853,1627885,1628469,1628374,203078,1626184,203953,2772,1626171
33,3,4.8,1626245,1627782,1627885,1627853,1628374,203078,1626184,203953,2772,1626171
34,-1,1.3823999999999999,1626245,1627782,1627885,1627853,1628374,203078,1626184,1628972,203953,1626171
35,0,27.1872,1626245,1627782,1627885,1627789,1627853,1628418,203078,1626184,1628972,203953
36,-4,8.64,1626245,1627782,1627853,1627789,1627739,203107,1628972,203953,201145,1626171
37,3,21.119999999999997,201577,1627789,1628469,1628374,1627739,203078,203953,2772,201145,1626171
38,-2,2.3424,1627782,1627885,1627789,1628469,1628374,203107,203078,1628972,201145,1626171
39,3,33.4848,201577,1627789,1627885,1628469,1628374,203107,203078,1626184,1628972,1626171
40,4,4.8,1626245,1627853,1627885,1628469,1628374,203107,203078,1628972,203953,1626171
41,-1,8.1024,1626245,1627782,1627853,1627789,1628374,203107,203078,203953,202325,1626171
42,-6,16.7424,1626245,1627782,1627853,1627789,1628374,1628418,203078,1626184,203953,202325
43,1,12.48,1626245,1627782,1627885,1627789,1627739,1628418,203107,1626184,203953,202325
44,5,7.564800000000001,201577,1627789,1627885,1628374,1627739,1628418,203107,203078,1628972,203953
45,-4,3.1872000000000003,201577,1627789,1627885,1628374,1627739,203107,203078,1628972,203953,1626171
46,-1,11.2896,201577,1627853,1627885,1628374,1627739,203107,203078,1628972,203953,1626171
47,-2,0.96,1627782,1627885,1627853,1628374,1627739,203107,203078,1628972,203953,1626171
48,5,18.086399999999998,201577,1627853,1627885,1628374,1627739,203107,203078,203953,202325,201145
49,-1,0.4224,1627782,1627885,1627853,1628374,1627739,203107,203078,1628972,203953,1626171
50,2,2.2272000000000003,201577,1627853,1627885,1628374,1627739,203107,203078,1628972,203953,1626171
51,6,18.24,203200,1626153,201144,202685,203998,202697,200782,201935,101108,203991
52,2,1.92,203200,1626153,201144,202685,203998,202697,1627863,203085,201935,203991
53,2,0.8448,1628416,203200,201144,202685,203998,202697,1627863,203085,201935,203991
54,-1,9.062399999999998,1628416,203200,201144,202685,202718,202697,1627863,203085,201935,203991
55,1,6.1824,1628416,1626153,201144,201149,202718,101123,203085,200782,101108,1627863
56,2,4.6848,1628416,1626153,202718,201149,203998,101123,203085,200782,101108,1627863
57,1,4.2624,1628416,202718,201144,201149,203998,101123,203085,200782,101108,1627863
58,4,3.1872000000000003,1628416,1626153,202718,201149,203998,101123,200782,101108,1627863,203991
59,1,2.3424,1628416,1626153,202718,201149,203998,200782,201935,101108,1627863,203991
60,-3,4.2624,203200,1626153,202718,201149,203998,200782,201935,101108,1627863,203991
61,1,6.489599999999999,203200,1626153,202718,201149,203998,202697,200782,201935,101108,203991
62,1,6.72,203200,202718,201144,202685,203998,202697,203085,201935,1627863,203991
63,-2,4.1472,1628416,203200,201144,202685,203998,202697,203085,201935,1627863,203991
64,-2,9.792,1628416,203200,1626153,201144,202685,200782,201935,101108,1627863,203991
65,-1,5.529599999999999,1628416,1626153,201144,202685,203998,200782,201935,101108,1627863,203991
66,-2,21.311999999999998,203200,1626153,201144,202685,203998,200782,201935,101108,1627863,203991
67,1,5.76,203200,1626153,201144,202685,203998,2403,200782,201935,101108,1627863
68,-1,1.3823999999999999,1628416,203200,201144,201149,203998,2403,202697,203085,201935,1627863
69,5,10.2144,1628416,203200,201144,201149,202718,2403,202697,203085,201935,1627863
70,2,4.8,1628416,1626153,202718,201149,203998,2403,101123,202697,200782,101108
71,1,4.2624,1628416,1626153,202718,201149,203998,101123,202697,200782,101108,203991
72,-6,12.902399999999998,1628416,1626153,201144,202685,202718,101123,202697,200782,101108,203991
73,5,9.062399999999998,203200,1626153,201144,202685,203998,101123,1627863,201935,101108,203991
74,-8,8.64,1628416,203200,1626153,201149,203998,202697,200782,201935,101108,203991
75,-3,2.88,203200,1626153,201144,201149,203998,202697,203085,200782,201935,203991
76,-2,5.2224,203200,1626153,201144,202685,203998,202697,203085,200782,201935,203991
77,-1,9.062399999999998,203200,1626153,201144,202685,203998,1627863,200782,201935,101108,203991
78,-1,0.8447999999999999,203200,1626153,201144,201149,203998,1627863,200782,201935,101108,203991
79,-1,0.4224,203200,1626153,201144,202685,203998,1627863,200782,201935,101108,203991
80,1,0.4224,203200,1626153,201144,202685,202718,1627863,200782,201935,101108,203991
81,1,0.4224,203200,1626153,201144,201149,203998,1627863,200782,201935,101108,203991
82,-2,0.8448,203200,1626153,201144,201149,203998,101123,200782,201935,101108,1627863
83,0,19.276799999999998,203200,1626153,201144,202685,202718,1627863,200782,201935,101108,203991
84,3,24.0,101161,202699,200755,1627732,202710,201571,202696,1628371,203095,203932
85,3,13.2096,202699,203118,1627732,202710,203613,201571,1628515,202696,1628371,203932
86,-4,22.8096,204456,202699,203118,200755,1628383,1628515,1626185,203920,1628411,203932
87,5,4.8,202699,203118,200755,1627732,203613,1628515,1626185,203920,203095,1628411
88,0,4.8,101161,203118,1627732,202710,203613,1628515,202696,1628371,1628411,203932
89,2,7.5648,101161,203118,1627732,202710,203613,201571,202696,1628371,1628411,203932
90,-2,12.3648,101161,203118,1627732,202710,203613,201571,202696,1628371,203095,203932
91,4,23.232,101161,203118,200755,1627732,202710,201571,202696,1628371,203095,203932
92,0,5.76,202699,203118,1627732,202710,203613,201571,202696,1628371,203095,203932
93,2,5.76,202699,203118,1627732,202710,203613,201571,1628515,202696,1628371,203932
94,-3,3.84,204456,203118,1627732,202710,203613,201571,1628515,202696,1628371,203932
95,-2,5.76,204456,203118,200755,1627732,203613,1628515,202696,1628371,1628411,203932
96,-1,2.2272000000000003,204456,202699,200755,203613,1628383,1628515,1626185,203920,1628411,203932
97,-1,12.2496,204456,202699,200755,203613,1628383,1628515,1626185,203920,203095,1628411
98,4,4.8,204456,101161,200755,1627732,202710,1628515,1626185,203920,203095,1628411
99,0,5.76,204456,101161,200755,1627732,202710,1628515,203920,203095,1628411,203932
100,-2,2.3424,204456,202699,203118,1627732,203613,1628515,203920,203095,1628411,203932
101,-4,5.6448,204456,202699,203118,1627732,203613,1628515,202696,203095,1628411,203932
102,2,17.28,202699,203118,200755,1627732,202710,201571,202696,1628371,203095,203932
103,-2,0.96,202699,203118,1627732,202710,203613,201571,202696,1628371,203095,203932
104,1,2.3424,202699,203118,200755,1627732,202710,201571,202696,1628371,203095,203932
105,3,4.032,202699,203118,1627732,202710,203613,201571,202696,1628371,203095,203932
106,3,21.964799999999997,200768,202695,1627783,201586,201980,201569,200782,201935,101108,203991
107,-8,11.52,200768,202695,1627783,201586,201980,201569,203085,200782,201935,203991
108,0,1.92,200768,201188,202695,1627783,201980,101123,2403,203085,200782,201935
109,2,2.88,201188,1626181,1627783,202391,201980,101123,2403,203085,201935,1629109
110,-11,23.6544,1628384,201188,1626181,1627783,202391,101123,2403,203085,201935,1629109
111,-5,4.8,1628384,200768,201188,1626181,202391,201569,101123,101108,1629109,203991
112,3,2.3424,1628384,200768,201188,202695,1627775,201569,101123,200782,101108,203991
113,-4,3.3024,1628384,200768,201188,202695,1627775,201569,200782,201935,101108,203991
114,1,6.1824,200768,202695,1627783,201586,1627775,201569,203085,200782,201935,203991
115,5,4.8,200768,202695,1627783,201586,201980,201569,203085,200782,201935,203991
116,-4,6.72,200768,202695,1627783,201586,201980,203085,200782,201935,101108,203991
117,12,23.232,200768,202695,1627783,201586,201980,2403,203085,200782,201935,101108
118,4,6.6048,200768,202695,1627783,201586,201980,201569,203085,200782,201935,203991
119,2,5.2224,200768,202695,1627783,201586,201980,101123,203085,200782,201935,203991
120,1,5.2224,200768,202695,1627783,201586,201980,101123,2403,203085,200782,201935
121,0,4.2624,200768,201188,1626181,1627783,201980,101123,2403,203085,101108,1629109
122,-2,6.0672,201188,1626181,1627783,202391,1627775,101123,2403,203085,101108,1629109
123,-1,3.84,1628384,201188,1627783,202391,1627775,101123,2403,203085,101108,1629109
124,-5,5.76,1628384,201188,1627783,202391,1627775,201569,101123,2403,203085,101108
125,-2,5.2224,1628384,200768,201188,202695,1627775,201569,101123,200782,101108,203991
126,-5,6.1823999999999995,1628384,200768,201188,202695,1627775,201569,101123,200782,201935,203991
127,1,1.3823999999999999,200768,202695,1627783,201586,201980,201569,101123,200782,201935,203991
128,1,17.356799999999996,200768,202695,1627783,201586,201980,201569,200782,201935,101108,203991
129,-10,12.3648,203200,202340,201144,202685,203998,203081,203468,203090,202329,203994
130,0,0.96,202340,1626153,201144,202685,203998,203081,203468,203090,202329,203994
131,-3,7.9872,202340,1626153,1628397,201144,202685,203081,203468,203090,202329,203994
132,3,5.2224,202340,1626153,1628397,201144,201149,203081,203468,203090,202329,203994
133,-6,4.8,202340,1626153,1628397,201149,202718,203081,203468,203090,202329,203994
134,0,2.88,202340,1626153,1628397,201149,202718,203081,203468,203918,202683,1627774
135,1,9.4848,1626153,1628397,101139,201149,202718,203081,203468,203918,202683,1627774
136,3,14.0544,1626153,1628397,101139,201149,202718,203081,203918,202323,202683,1627774
137,-2,2.7647999999999997,1626153,101139,202718,201149,203998,203552,203918,203090,202323,202683
138,6,7.5648,203200,101139,201144,201149,203998,203552,203918,203090,202323,202683
139,-1,0.4224,203200,101139,201144,202685,203998,203552,203468,203918,203090,202683
140,0,2.3424,203200,101139,201144,202685,203998,203552,203468,203918,203090,203994
141,-1,4.2624,203200,101139,201144,202685,203998,203552,203468,203090,202329,203994
142,0,3.7247999999999997,203200,202340,101139,201144,202685,203552,203468,203090,202329,203994
143,4,12.671999999999999,203200,202340,1628397,201144,202685,203081,203468,203090,202329,203994
144,3,4.2624,203200,202340,1626153,201144,201149,203081,203468,203090,202329,202683
145,-4,25.2672,203200,202340,1626153,201144,201149,203552,203081,203468,203090,202329
146,0,1.92,203200,202340,201144,201149,203998,203081,203468,203090,202329,203994
147,3,5.76,202340,1626153,201144,201149,203998,203081,203468,203090,202329,203994
148,-1,4.8,202340,1626153,1628397,101139,201149,203081,203468,203918,203994,1627774
149,3,9.062399999999998,202340,1626153,1628397,101139,201149,203552,203081,203918,203994,1627774
150,-3,4.1472,1626153,1628397,101139,201144,201149,203552,203081,203918,202683,1627774
151,1,2.3424,203200,1626153,101139,201144,201149,203552,203081,203918,202683,1627774
152,-1,7.68,203200,202340,1626153,101139,201144,203552,203081,203468,203918,1627774
153,-2,5.76,202340,1626153,1628397,101139,201149,203552,203918,202323,202683,1627774
154,-1,3.3024,203200,202340,1626153,1628397,201149,203468,203918,202323,202683,1627774
155,-1,0.4224,203200,202340,1628397,201144,202685,203468,203918,202323,202683,1627774
156,4,2.3424,203200,202340,1628397,201144,202685,203081,203468,203918,202683,1627774
157,2,3.7247999999999997,203200,202340,1628397,201144,202685,203081,203468,203090,202329,203994
158,4,6.0672,203200,202340,101139,201144,202685,203081,203468,203090,202329,203994
159,0,1.92,203200,1626153,101139,201144,202685,203081,203468,203090,202329,203994
160,7,10.3296,202340,1626153,101139,201144,201149,203081,203468,203090,202329,203994
161,0,5.952,202340,1626153,101139,201144,201149,203081,203468,203090,203994,1627774
162,0,0.8448,202340,1626153,101139,201144,202685,203081,203468,203090,203994,1627774
163,1,1.3823999999999999,202340,1626153,101139,201144,201149,203081,203468,203090,203994,1627774
164,8,12.2496,201952,1626157,1629006,203952,203967,1628390,203500,203924,202331,201566
165,-1,5.644800000000001,201952,201959,1629006,203952,203967,1628390,203500,203924,202331,201566
166,-3,4.8,201952,201959,1629006,203952,203967,203457,1628390,203924,202331,201566
167,1,2.3424,201952,201959,1629006,203952,203967,203457,203471,203924,202331,201566
168,-6,7.142399999999999,201952,201959,203952,201565,203967,203457,1628390,203471,203924,201566
169,-1,1.3823999999999999,201952,201959,201229,203952,201565,203457,1628390,203471,203924,201566
170,1,6.6048,1626145,201959,201229,1629006,201565,203457,1628390,203471,203924,201566
171,3,2.7647999999999997,1626145,201959,201229,1629006,201565,1628390,203500,203471,203924,202331
172,0,1.8047999999999997,1626145,201959,201229,1629006,201565,202693,1627846,203500,203471,202331
173,2,7.449599999999999,1626145,1628966,201229,203476,201565,202693,1627846,203500,203471,202331
174,1,8.9472,1626145,1628966,201229,203476,201565,202693,203500,203471,101109,202331
175,1,2.7647999999999997,1626145,1628966,201229,203476,201565,202693,203500,101109,202331,201566
176,-2,6.1824,1626145,1628966,201229,1629006,1626157,202693,1628390,203500,101109,201566
177,5,4.1472,201952,1628966,201229,1629006,1626157,202693,1628390,203924,101109,201566
178,3,7.5648,201952,1626157,1629006,203952,203967,1628390,203500,203924,202331,201566
179,1,11.4048,201952,1626157,1629006,203952,203967,203500,203471,203924,202331,201566
180,1,13.7472,201952,1629006,203952,203476,203967,203500,203471,203924,202331,201566
181,1,16.2048,201952,1626157,1629006,203952,203967,1627846,203500,203924,202331,201566
182,-3,3.3024,201952,1626157,203952,201565,203967,1627846,203500,203924,202331,201566
183,2,3.3024,201952,1626157,203952,201565,203967,1627846,203500,203471,203924,201566
184,0,14.284799999999999,201952,201959,1626157,203952,201565,1627846,203500,203471,203924,201566
185,2,15.8592,1626145,201959,201229,203952,201565,203457,202693,1627846,203471,202331
186,-4,7.142399999999999,1626145,1628966,1626157,201229,201565,203457,202693,101109,202331,201566
187,2,1.92,201952,1628966,201959,1629006,203967,202693,203500,203471,202331,201566
188,2,4.8,201952,201959,1629006,203952,203967,202693,203500,203471,202331,201566
189,-1,4.6848,201952,201959,1629006,203952,203967,203500,203471,203924,202331,201566
190,-5,18.624,201952,201959,1626157,1629006,203952,203500,203471,203924,202331,201566
191,1,3.6095999999999995,1626145,201959,1626157,1629006,203952,203500,203471,203924,202331,201566
192,-11,12.902399999999998,1628035,203110,201939,201142,202326,202694,1628369,201143,202681,203935
193,10,8.64,203110,1627814,201939,202326,201142,202694,1628369,201143,202681,203935
194,-3,3.84,203110,1627814,201939,202326,201142,1627759,203382,202681,202330,203935
195,-4,4.8,1627814,1628395,201939,202326,201142,1627759,203382,202681,202330,203935
196,0,4.8,1627814,1628395,2738,201939,201142,1627759,203382,202681,202330,203935
197,-5,18.9696,1627814,1628395,1626188,2738,201142,1626179,1627759,201143,202681,202330
198,-3,3.84,203110,2738,201939,1628980,202326,1626179,1627759,1628369,203382,202330
199,2,4.2624,203110,2738,201939,1628980,201973,1626179,1627759,1628369,203382,202330
200,-3,4.2624,1628035,203110,201939,1628980,201973,1626179,1627759,1628369,201143,202330
201,0,4.6848,1628035,203110,201939,201973,201142,1626179,202694,1627759,1628369,201143
202,2,7.0272,203110,1627814,201939,201973,201142,202694,1628369,201143,202681,203935
203,0,4.992,203110,1627814,1628395,201939,201142,202694,1628464,1628369,202681,203935
204,-3,3.84,203110,1627814,1628395,201939,201142,202694,1628464,202681,202330,203935
205,0,3.7247999999999997,203110,1627814,1628395,201939,201142,1627759,1628464,202681,202330,203935
206,-4,7.142399999999999,203110,1627814,1628395,201939,201142,202694,1628464,202681,202330,203935
207,1,30.796799999999998,203110,1627814,1628395,201939,201142,1628400,1628464,202681,202330,203935
208,1,6.6048,1628035,1628395,201939,201142,202326,1627759,203382,202681,202330,203935
209,2,11.4048,1628395,2738,201939,201142,202326,1627759,203382,202681,202330,203935
210,-8,11.9424,1627814,1628395,2738,201939,201142,1626179,1627759,201143,202681,202330
211,-3,6.6048,1627814,1628395,1626188,2738,201142,1626179,1627759,201143,202681,202330
212,2,14.399999999999999,1627814,1626188,1628980,201973,202326,1626179,1627759,1628369,203382,202330
213,-1,7.68,1627814,1628395,1626188,1628980,201973,1626179,1627759,1628464,1628369,202330
214,-1,6.1823999999999995,1628035,1628395,1626188,1628980,201973,1626179,202954,1627759,1628464,1628400
215,-1,1.3823999999999999,1628035,1628395,1626188,1628980,201973,1626179,202954,1627824,1628464,1628400
216,-3,12.2496,1628035,1627814,1628395,1626188,1628980,1626179,202954,1627824,1628464,1628400
217,0,17.28,202689,1628970,203469,201587,101107,1628389,203079,1626159,1626196,203482
218,-2,6.72,202689,203469,203087,201587,101107,1628389,203079,1626159,1626196,203482
219,-7,8.64,202689,203469,203087,201587,101107,1628389,203079,1626159,2548,203482
220,-2,3.84,202689,203087,1626163,201587,101107,203585,1626159,202355,2548,203482
221,-2,5.76,1628970,203087,2225,1626163,202687,203585,1626159,202355,2548,203482
222,6,17.0496,1628970,203087,2225,1626163,202687,203585,1627884,202355,1626196,2548
223,0,3.3024,1628970,203087,2225,1626163,202687,203585,1627884,1626196,2548,203482
224,0,1.92,202689,1628970,2225,1626163,101107,203585,1627884,1626196,2548,203482
225,0,0.4224,202689,1628970,2225,1626163,101107,203585,1626159,1626196,2548,203482
226,3,5.2224,202689,2225,201587,1626163,101107,203585,1626159,1626196,2548,203482
227,1,4.8,202689,203469,2225,201587,101107,203585,1628389,1626159,1626196,203482
228,3,6.72,202689,203469,2225,201587,101107,203585,1628389,203079,1626159,203482
229,-1,6.489599999999999,202689,203469,203087,101107,201587,203585,1628389,203079,1626159,203482
230,0,3.84,202689,203469,203087,101107,201587,1628389,203079,1626159,1626196,203482
231,4,27.84,202689,203469,203087,101107,201587,1628389,203079,2548,1626196,203482
232,0,4.8,202689,203469,203087,201587,101107,1628389,203079,1626159,1626196,203482
233,0,0.4224,202689,203469,203087,201587,101107,1628389,203079,1626159,2548,203482
234,0,0.4224,202689,203087,1626163,201587,101107,1628389,203079,1626159,2548,203482
235,0,10.559999999999999,202689,203087,1626163,201587,101107,1628389,203079,2548,1626196,203482
236,-9,18.009600000000002,1628970,203087,2225,1626163,202687,203585,202355,1626196,2548,203482
237,-1,7.0272,202689,2225,201587,1626163,101107,203585,202355,2548,1626196,203482
238,-6,9.6,202689,203469,203087,201587,101107,203585,202355,2548,1626196,203482
239,9,15.244799999999998,202689,203469,2225,1626163,201587,203585,202355,2548,1626196,203482
240,0,0.4224,202689,1628970,203469,201587,1626163,203585,1626159,1626196,2548,203482
241,-1,0.4224,202689,1628970,203469,201587,202687,1626159,202355,1626196,2548,203482
242,-2,2.7647999999999997,202689,203087,1626163,101107,201587,1626159,202355,1626196,2548,203482
243,-7,29.529600000000002,201961,203083,1628971,201933,202704,201952,1626157,1629006,203952,203967
244,1,1.92,201961,203083,1628971,201933,202397,201952,1626157,1629006,203952,203967
245,-7,6.1824,201961,203083,201933,1628379,202397,201952,1626157,203952,201565,203967
246,1,2.3424,201961,203083,201933,1628379,202397,201952,201959,1626157,203952,201565
247,2,0.96,1627748,201961,203083,1628379,202397,201952,201959,1626157,203952,201565
248,-6,8.64,1627748,204038,203083,1628379,202397,1626145,201959,201229,203952,201565
249,6,16.6272,1627748,204038,203083,1628379,202397,1626145,1628966,201959,201229,1629006
250,2,2.3424,204038,203083,203922,1628379,202397,1626145,1628966,1626157,201229,201565
251,1,5.76,204038,203083,203922,1628379,202397,201952,1626145,1628966,1626157,201229
252,0,0.96,204038,203083,201933,1628379,202397,201952,1626157,1629006,203952,203967
253,3,9.062399999999998,203083,201933,202704,1628379,202397,201952,1626157,1629006,203952,203967
254,1,11.4048,201961,203083,201933,202704,1628379,201952,1626157,1629006,203952,203967
255,5,25.996799999999997,1627748,201961,1628971,203083,202704,201952,1626157,1629006,203952,203967
256,-3,5.2224,201961,203083,1628971,201933,202704,201952,201959,1626157,203952,201565
257,4,6.6048,201961,203083,201933,1628379,202397,201952,201959,201229,203952,201565
258,-1,9.4848,204038,203083,203922,1628379,202397,1626145,1628966,201959,201229,201565
259,9,6.1824,204038,203083,203922,1628379,202397,1626145,1628966,201229,1626157,201565
260,1,2.3424,1627748,204038,203083,1628379,202397,1626145,201959,1626157,203952,201565
261,3,1.3823999999999999,1627748,204038,203083,1628379,202397,1626145,1626157,203952,201565,203967
262,0,2.88,1627748,204038,203083,1628379,202397,201952,1626145,1626157,203952,203967
263,5,2.88,204038,203083,201933,1628379,202397,201952,1626145,1626157,203952,203967
264,3,4.6848,204038,203083,201933,1628379,202397,201952,1626157,1629006,203952,203967
265,2,8.1024,204038,203083,201933,1628379,202397,201952,203952,203476,201565,203967
266,-2,6.0672,204038,203083,201933,1628379,202397,1626145,1628966,201229,203476,1629244
267,2,2.88,1627748,204038,201933,1629017,101181,1626145,1628966,201229,203476,1629244
268,-8,10.521600000000001,1627748,204038,203922,1629017,101181,1626145,1628966,201229,203476,1629244
269,-2,23.8848,203107,203078,2772,201145,1626171,203939,1629029,1628973,203501,1627827
270,-2,4.2624,203107,203078,2772,201145,1626171,203501,1628973,1626257,1627827,1628382
271,-4,4.2624,203078,1628972,203953,2772,1626171,203501,1628973,1626257,1627827,1628382
272,-1,1.92,1628418,203078,1628972,203953,2772,203501,1628973,1626257,1627827,1628382
273,0,1.3823999999999999,1628418,203078,1626155,1628972,203953,203501,1628973,1626257,1627827,1628382
274,-1,8.2944,1628418,203078,1626155,1628972,203953,203939,1629029,2734,1717,1628382
275,0,1.8047999999999997,1628418,203078,1626155,1628972,203953,203939,1629029,1628973,2734,1628382
276,7,20.5824,1628418,203078,1626155,1628972,203953,203939,1628973,2734,1627827,1628382
277,2,4.2624,1628418,203107,1626155,203953,2772,203939,203501,1628973,1627827,1628382
278,2,1.3823999999999999,203107,203078,203953,2772,201145,203939,203501,1628973,1627827,1628382
279,0,3.84,203107,203078,203953,2772,201145,203501,1628973,1626257,1627827,1628382
280,3,4.2624,203107,203078,2772,201145,1626171,203501,1628973,1626257,1627827,1628382
281,4,29.7216,203107,203078,2772,201145,1626171,203939,1629029,203501,1628973,1627827
282,-1,8.831999999999999,203107,203078,2772,201145,1626171,203939,1629029,1628973,203501,201584
283,-1,10.3296,203107,203078,2772,201145,1626171,1629029,1628973,203501,201584,1626257
284,-4,4.6848,203107,203078,203953,2772,1626171,1629029,1628973,201584,1626257,1628382
285,2,7.1424,1628418,203078,1628972,203953,2772,1629029,2734,201584,1626257,1628382
286,-7,18.9696,1628418,203107,1626155,1628972,203953,1629029,2734,201584,1626257,1628382
287,2,2.88,203107,203078,203953,2772,201145,203939,1628973,2734,1717,1628382
288,2,1.8047999999999997,203107,203078,203953,2772,201145,203939,1628973,2734,1627827,1628382
289,0,3.84,203107,203078,203953,2772,201145,203939,1629029,2734,1627827,1628382
290,-2,2.88,203107,203078,203953,2772,201145,203939,1629029,203501,2734,1627827
291,10,23.9616,203107,203078,203953,2772,201145,203939,1629029,203501,1628973,1627827
292,0,21.0048,203458,1629027,1627752,1628989,1628381,200746,1627854,200752,1628401,201942
293,0,5.2224,203458,1629027,1627752,203145,1713,200746,1627854,200752,1628401,201942
294,-7,6.1824,1629027,1627816,203145,1713,1627761,201988,201158,200746,200752,201942
295,-2,5.2224,1629121,1627816,203145,1713,1627761,202722,201988,201158,200746,201942
296,0,3.7247999999999997,1629121,1627816,203145,1713,1627761,202722,201988,201158,200746,1627854
297,0,26.764799999999997,1629121,1627816,203145,1713,1627761,202722,201988,201158,1627854,1629234
298,3,7.9872,203458,1629027,1627752,1628381,1628989,200746,1627854,200752,1628401,201942
299,-3,10.559999999999999,203458,1629027,1627752,1628381,1628989,202722,201988,200746,1628401,201942
300,7,6.6048,1629121,203458,1627752,203145,1713,202722,201988,201158,200746,201942
301,-2,32.6016,1629121,203458,1627752,203145,1713,201988,201158,200746,200752,201942
302,0,2.88,203458,1629027,1629168,1713,1628989,200746,1627854,200752,1628401,201942
303,2,5.76,203458,1629027,203145,1713,1627761,200746,1627854,200752,1628401,201942
304,2,2.88,203458,1629027,203145,1713,1627761,202722,201988,201158,200746,201942
305,1,4.2624,1629121,1627816,203145,1713,1627761,202722,201988,201158,200746,201942
306,-6,27.4944,1629121,1627816,203145,1713,1627761,202722,201988,201158,200746,200752
307,-2,0.96,1629027,1628989,1627761,1713,1628381,202722,201988,201158,200752,1629234
308,1,2.3424,203458,1629027,203145,1628989,1628381,201988,201158,200752,1629234,201942
309,3,2.3424,203458,1629027,203145,1628989,1628381,201158,1627854,1628401,1629234,201942
310,-2,8.5248,203458,1629027,203145,1713,1628989,201158,200746,1627854,1628401,201942
311,0,9.4848,203458,1629027,203145,1713,1628989,202722,200746,1627854,1628401,201942
312,0,4.6848,203458,1629027,203145,1627761,1628381,202722,200746,200752,1628401,201942
313,2,1.92,1629027,203145,1713,1627761,1628381,202722,200746,200752,1628401,201942
314,-5,8.5248,1629027,1628989,1713,1627761,1628381,202722,200746,200752,1628401,201942
315,1,2.7647999999999997,203458,1629027,1713,1627761,1628989,202722,200746,200752,1628401,201942
316,3,24.8448,1628386,203459,1629066,1626156,203925,202688,1626224,1629012,1626204,201567
317,4,6.72,1628386,203459,201960,1626156,203925,202688,1626224,1629012,1626204,201567
318,3,8.1024,1628386,201960,203915,1626156,203925,1626224,1629012,1628021,1626204,203903
319,-1,1.3823999999999999,1627747,201960,203915,203925,202334,1626224,1629012,1628021,1627737,203903
320,0,28.991999999999997,203459,1627747,201960,203915,202334,203521,1626224,1628021,1627737,203903
321,-2,8.5248,203459,201960,203915,1626156,202334,203521,203917,1628021,201567,203903
322,-5,4.8,1628386,201960,203915,1626156,203925,203521,203917,1628021,201567,203903
