"","Name","Team","Season","Salary"
"499","B.J. Armstrong","Chicago Bulls",1990,425000
"500","B.J. Armstrong","Chicago Bulls",1991,435000
"501","B.J. Armstrong","Chicago Bulls",1992,540000
"502","B.J. Armstrong","Chicago Bulls",1993,620000
"503","B.J. Armstrong","Chicago Bulls",1994,2800000
"504","B.J. Armstrong","Golden State Warriors",1995,2400000
"505","B.J. Armstrong","Golden State Warriors",1996,2400000
"506","B.J. Armstrong","Golden State Warriors",1997,2600000
"507","B.J. Armstrong","Los Angeles Lakers",1998,2800000
"508","B.J. Armstrong","Orlando Magic",1998,850000
"509","B.J. Armstrong","Chicago Bulls",1999,510000
"510","Brandon Armstrong","New Jersey Nets",2001,865800
"511","Brandon Armstrong","New Jersey Nets",2002,930720
"512","Brandon Armstrong","New Jersey Nets",2003,995650
"513","Darrell Armstrong","Orlando Magic",1995,350000
"514","Darrell Armstrong","Orlando Magic",1996,410000
"515","Darrell Armstrong","Orlando Magic",1997,350000
"516","Darrell Armstrong","Orlando Magic",1998,2900000
"517","Darrell Armstrong","Orlando Magic",1999,4125000
"518","Darrell Armstrong","Orlando Magic",2000,3100000
"519","Darrell Armstrong","Orlando Magic",2001,4005000
"520","Darrell Armstrong","Orlando Magic",2002,4010000
"521","Darrell Armstrong","New Orleans Hornets",2003,2475000
"522","Darrell Armstrong","Dallas Mavericks",2004,2275000
"523","Darrell Armstrong","Dallas Mavericks",2005,1138500
"524","Darrell Armstrong","Indiana Pacers",2006,1178348
"525","Darrell Armstrong","New Jersey Nets",2007,1219590
"526","Hilton Armstrong","New Orleans/Oklahoma City Hornets",2006,1767600
"527","Hilton Armstrong","New Orleans Hornets",2007,1900200
"528","Hilton Armstrong","New Orleans Hornets",2008,2032800
"529","Hilton Armstrong","Houston Rockets",2009,2801198
"530","Hilton Armstrong","Atlanta Hawks",2010,992680
"531","Carlos Arroyo","Toronto Raptors",2001,332817
"532","Carlos Arroyo","Utah Jazz",2002,546000
"533","Carlos Arroyo","Utah Jazz",2003,800000
"534","Carlos Arroyo","Utah Jazz",2004,4000000
"535","Carlos Arroyo","Detroit Pistons",2005,4000000
"536","Carlos Arroyo","Orlando Magic",2006,4100000
"537","Carlos Arroyo","Orlando Magic",2007,4100000
"538","Carlos Arroyo","Miami Heat",2009,1107572
"539","Carlos Arroyo","Miami Heat",2010,1223166
"540","Metta World Peace","Chicago Bulls",1999,1079760
"541","Metta World Peace","Chicago Bulls",2000,1160760
"542","Metta World Peace","Chicago Bulls",2001,1241760
"543","Metta World Peace","Indiana Pacers",2002,1904860
"544","Metta World Peace","Indiana Pacers",2003,5473684
"545","Metta World Peace","Indiana Pacers",2004,6157895
"546","Metta World Peace","Indiana Pacers",2005,6842105
"547","Metta World Peace","Sacramento Kings",2006,7526316
"548","Metta World Peace","Sacramento Kings",2007,7400000
"549","Metta World Peace","Houston Rockets",2008,7400000
"550","Metta World Peace","Los Angeles Lakers",2009,5854000
"551","Metta World Peace","Los Angeles Lakers",2010,6322320
"552","Metta World Peace","Los Angeles Lakers",2011,6790640
"553","Metta World Peace","Los Angeles Lakers",2012,7258960
"554","Metta World Peace","New York Knicks",2013,1590000
"555","Metta World Peace","Los Angeles Lakers",2015,1499187
"556","Metta World Peace","Los Angeles Lakers",2016,1551659
"557","Darrell Arthur","Memphis Grizzlies",2008,977160
"558","Darrell Arthur","Memphis Grizzlies",2009,1050480
"559","Darrell Arthur","Memphis Grizzlies",2010,1123680
"560","Darrell Arthur","Memphis Grizzlies",2011,2027119
"561","Darrell Arthur","Memphis Grizzlies",2012,3006217
"562","Darrell Arthur","Denver Nuggets",2013,3231683
"563","Darrell Arthur","Denver Nuggets",2014,3457149
"564","Darrell Arthur","Denver Nuggets",2015,2814000
"565","Darrell Arthur","Denver Nuggets",2016,8070175
"566","Darrell Arthur","Denver Nuggets",2017,7464912
"567","Omer Asik","Chicago Bulls",2010,1721000
"568","Omer Asik","Chicago Bulls",2011,1857500
"569","Omer Asik","Houston Rockets",2012,8374646
"570","Omer Asik","Houston Rockets",2013,8374646
"571","Omer Asik","New Orleans Pelicans",2014,8374646
"572","Omer Asik","New Orleans Pelicans",2015,11000000
"573","Omer Asik","New Orleans Pelicans",2016,9904494
"574","Omer Asik","Chicago Bulls",2017,10595505
"575","Vincent Askew","Golden State Warriors",1991,135000
"576","Vincent Askew","Seattle SuperSonics",1992,180000
"577","Vincent Askew","Seattle SuperSonics",1994,1460000
"578","Vincent Askew","Seattle SuperSonics",1995,1810000
"579","Vincent Askew","Indiana Pacers",1996,2000000
"580","Vincent Askew","Portland Trail Blazers",1997,272250
"581","Keith Askins","Miami Heat",1990,150000
"582","Keith Askins","Miami Heat",1991,202000
"583","Keith Askins","Miami Heat",1992,250000
"584","Keith Askins","Miami Heat",1993,313000
"585","Keith Askins","Miami Heat",1994,406000
"586","Keith Askins","Miami Heat",1995,550000
"587","Keith Askins","Miami Heat",1996,650000
"588","Keith Askins","Miami Heat",1997,750000
"589","Keith Askins","Miami Heat",1998,725000
"590","Keith Askins","Miami Heat",1999,1752400
"591","Chucky Atkins","Orlando Magic",1999,385000
"592","Chucky Atkins","Detroit Pistons",2000,3000000
"593","Chucky Atkins","Detroit Pistons",2001,3300000
"594","Chucky Atkins","Detroit Pistons",2002,3600000
"595","Chucky Atkins","Detroit Pistons",2003,3900000
"596","Chucky Atkins","Los Angeles Lakers",2004,4200000
"597","Chucky Atkins","Washington Wizards",2005,4500000
"598","Chucky Atkins","Memphis Grizzlies",2006,3000000
"599","Chucky Atkins","Denver Nuggets",2007,3000000
"600","Chucky Atkins","Oklahoma City Thunder",2008,3240000
"601","Chucky Atkins","Detroit Pistons",2009,1306455
"602","Chucky Atkins","Minnesota Timberwolves",2009,760000
"603","Stacey Augmon","Atlanta Hawks",1991,875000
"604","Stacey Augmon","Atlanta Hawks",1992,1138000
"605","Stacey Augmon","Atlanta Hawks",1993,1400000
"606","Stacey Augmon","Atlanta Hawks",1994,1662500
"607","Stacey Augmon","Atlanta Hawks",1995,2160000
"608","Stacey Augmon","Detroit Pistons",1996,2480000
"609","Stacey Augmon","Portland Trail Blazers",1997,2800000
"610","Stacey Augmon","Portland Trail Blazers",1998,3200000
"611","Stacey Augmon","Houston Rockets",1999,3450000
"612","Stacey Augmon","Portland Trail Blazers",1999,510000
"613","Stacey Augmon","Portland Trail Blazers",2000,923500
"614","Stacey Augmon","Charlotte Hornets",2001,2400000
"615","Stacey Augmon","New Orleans Hornets",2002,2400000
"616","Stacey Augmon","New Orleans Hornets",2003,2400000
"617","Stacey Augmon","Orlando Magic",2004,1100000
"618","Stacey Augmon","Orlando Magic",2005,1138500
"619","D.J. Augustin","Charlotte Bobcats",2008,2208960
"620","D.J. Augustin","Charlotte Bobcats",2009,2385480
"621","D.J. Augustin","Charlotte Bobcats",2010,2540400
"622","D.J. Augustin","Charlotte Bobcats",2011,3236470
"623","D.J. Augustin","Indiana Pacers",2012,3500000
"624","D.J. Augustin","Toronto Raptors",2013,1267000
"625","D.J. Augustin","Oklahoma City Thunder",2014,3000000
"626","D.J. Augustin","Denver Nuggets",2015,3000000
"627","D.J. Augustin","Orlando Magic",2016,7250000
"628","D.J. Augustin","Orlando Magic",2017,7250000
"629","James Augustine","Orlando Magic",2006,412718
"630","James Augustine","Orlando Magic",2007,687456
"631","Isaac Austin","Utah Jazz",1991,130000
"632","Isaac Austin","Utah Jazz",1992,400000
"633","Isaac Austin","Utah Jazz",1993,450000
"634","Isaac Austin","Miami Heat",1996,247500
"635","Isaac Austin","Miami Heat",1997,384000
"636","Isaac Austin","Orlando Magic",1998,5000000
"637","Isaac Austin","Washington Wizards",1999,4819451
"638","Isaac Austin","Vancouver Grizzlies",2000,5500000
"639","Isaac Austin","Memphis Grizzlies",2001,5695715
"640","Anthony Avent","Milwaukee Bucks",1992,500000
"641","Anthony Avent","Orlando Magic",1993,650000
"642","Anthony Avent","Orlando Magic",1994,800000
"643","Anthony Avent","Vancouver Grizzlies",1995,950000
"644","Anthony Avent","Los Angeles Clippers",1999,510000
"645","William Avery","Minnesota Timberwolves",1999,1196520
"646","William Avery","Minnesota Timberwolves",2000,1286160
"647","William Avery","Minnesota Timberwolves",2001,1375920
"648","Gustavo Ayon","New Orleans Hornets",2011,1567500
"649","Gustavo Ayon","Milwaukee Bucks",2012,1500000
"650","Gustavo Ayon","Atlanta Hawks",2013,1500000
"651","Kelenna Azubuike","Golden State Warriors",2006,251657
"652","Kelenna Azubuike","Houston Rockets",2006,50000
"653","Kelenna Azubuike","Golden State Warriors",2007,687456
"654","Kelenna Azubuike","Golden State Warriors",2008,2900000
"655","Kelenna Azubuike","Golden State Warriors",2009,3132000
"656","Kelenna Azubuike","New York Knicks",2010,3300000
"657","Kelenna Azubuike","Cleveland Cavaliers",2012,885120
"658","Chris Babb","Boston Celtics",2014,48028
"659","Luke Babbitt","Portland Trail Blazers",2010,1645440
"660","Luke Babbitt","Portland Trail Blazers",2011,1768800
"661","Luke Babbitt","Portland Trail Blazers",2012,1892280
"662","Luke Babbitt","New Orleans Pelicans",2014,981084
"663","Luke Babbitt","New Orleans Pelicans",2015,1100000
"664","Luke Babbitt","Miami Heat",2016,1227000
"665","Luke Babbitt","Miami Heat",2017,1974159
"666","Milos Babic","Cleveland Cavaliers",1990,200000
"667","Dwayne Bacon","Charlotte Hornets",2017,815615
"668","Dalibor Bagaric","Chicago Bulls",2000,795000
"669","Dalibor Bagaric","Chicago Bulls",2001,854640
"670","Dalibor Bagaric","Chicago Bulls",2002,830947
"671","Dalibor Bagaric","Chicago Bulls",2003,1599076
"672","John Bagley","Cleveland Cavaliers",1984,209000
"673","John Bagley","Cleveland Cavaliers",1985,300000
"674","John Bagley","Cleveland Cavaliers",1986,300000
"675","John Bagley","New Jersey Nets",1987,475000
"676","John Bagley","New Jersey Nets",1988,500000
"677","John Bagley","Boston Celtics",1990,550000
"678","John Bagley","Boston Celtics",1991,550000
"679","John Bagley","Boston Celtics",1992,550000
"680","John Bagley","Boston Celtics",1993,600000
"681","James Bailey","New York Knicks",1985,500000
"682","James Bailey","New Jersey Nets",1986,550000
"683","James Bailey","Phoenix Suns",1987,300000
"684","Thurl Bailey","Utah Jazz",1984,225000
"685","Thurl Bailey","Utah Jazz",1985,260000
"686","Thurl Bailey","Utah Jazz",1987,549000
"687","Thurl Bailey","Utah Jazz",1988,600000
"688","Thurl Bailey","Utah Jazz",1989,1000000
"689","Thurl Bailey","Utah Jazz",1990,1000000
"690","Thurl Bailey","Minnesota Timberwolves",1991,1000000
"691","Thurl Bailey","Minnesota Timberwolves",1992,1000000
"692","Thurl Bailey","Minnesota Timberwolves",1993,1000000
"693","Thurl Bailey","Utah Jazz",1998,850000
"694","Thurl Bailey","Utah Jazz",1999,510000
"695","Toby Bailey","Phoenix Suns",1998,287500
"696","Toby Bailey","Phoenix Suns",1999,535000
"697","Cameron Bairstow","Chicago Bulls",2014,507336
"698","Cameron Bairstow","Chicago Bulls",2015,845059
"699","Ron Baker","New York Knicks",2016,543471
"700","Ron Baker","New York Knicks",2017,4328000
"701","Vin Baker","Milwaukee Bucks",1993,866000
"702","Vin Baker","Milwaukee Bucks",1994,1065300
"703","Vin Baker","Milwaukee Bucks",1995,3765000
"704","Vin Baker","Milwaukee Bucks",1996,3765000
"705","Vin Baker","Seattle SuperSonics",1997,4064373
"706","Vin Baker","Seattle SuperSonics",1998,4264000
"707","Vin Baker","Seattle SuperSonics",1999,9000000
"708","Vin Baker","Seattle SuperSonics",2000,10130000
"709","Vin Baker","Seattle SuperSonics",2001,11250000
"710","Vin Baker","Boston Celtics",2002,12375000
"711","Vin Baker","Boston Celtics",2003,13500000
"712","Vin Baker","Boston Celtics",2004,5333333
"713","Vin Baker","New York Knicks",2004,3500000
"714","Vin Baker","Boston Celtics",2005,5333333
"715","Vin Baker","Houston Rockets",2005,3850000
"716","Vin Baker","Boston Celtics",2006,5243334
"717","Vin Baker","Minnesota Timberwolves",2006,86221
"718","Renaldo Balkman","New York Knicks",2006,1191240
"719","Renaldo Balkman","New York Knicks",2007,1280640
"720","Renaldo Balkman","Denver Nuggets",2008,1369920
"721","Renaldo Balkman","Denver Nuggets",2009,2112417
"722","Renaldo Balkman","New York Knicks",2010,1675000
"723","Renaldo Balkman","New York Knicks",2011,1675000
"724","Renaldo Balkman","New York Knicks",2012,1675000
"725","Greg Ballard","Washington Bullets",1984,350000
"726","Greg Ballard","Golden State Warriors",1985,520833
"727","Lonzo Ball","Los Angeles Lakers",2017,6286560
"728","Gene Banks","San Antonio Spurs",1984,265000
"729","Gene Banks","Chicago Bulls",1985,225000
"730","Marcus Banks","Boston Celtics",2003,1499400
"731","Marcus Banks","Boston Celtics",2004,1611840
"732","Marcus Banks","Boston Celtics",2005,1724280
"733","Marcus Banks","Phoenix Suns",2006,3672414
"734","Marcus Banks","Miami Heat",2007,3966207
"735","Marcus Banks","Toronto Raptors",2008,4260000
"736","Marcus Banks","Toronto Raptors",2009,4553793
"737","Marcus Banks","New Orleans Hornets",2010,4847586
"738","Ken Bannister","New York Knicks",1985,105000
"739","Ken Bannister","Los Angeles Clippers",1990,400000
"740","Ken Bannister","Utah Jazz",1990,50000
"741","Ken Bannister","Los Angeles Clippers",1991,300000
"742","Leandro Barbosa","Phoenix Suns",2003,809280
"743","Leandro Barbosa","Phoenix Suns",2004,870000
"744","Leandro Barbosa","Phoenix Suns",2005,930600
"745","Leandro Barbosa","Phoenix Suns",2006,1679733
"746","Leandro Barbosa","Phoenix Suns",2007,5600000
"747","Leandro Barbosa","Phoenix Suns",2008,6100000
"748","Leandro Barbosa","Phoenix Suns",2009,6600000
"749","Leandro Barbosa","Toronto Raptors",2010,7100000
"750","Leandro Barbosa","Toronto Raptors",2011,7600000
"751","Leandro Barbosa","Washington Wizards",2012,1229255
"752","Leandro Barbosa","Golden State Warriors",2014,1448490
"753","Leandro Barbosa","Golden State Warriors",2015,2500000
"754","Leandro Barbosa","Phoenix Suns",2016,4000000
"755","Leandro Barbosa","Phoenix Suns",2017,500000
"756","Steve Bardo","Dallas Mavericks",1992,150000
"757","Steve Bardo","Detroit Pistons",1995,225000
"758","J.J. Barea","Dallas Mavericks",2006,412718
"759","J.J. Barea","Dallas Mavericks",2007,687456
"760","J.J. Barea","Dallas Mavericks",2008,1500000
"761","J.J. Barea","Dallas Mavericks",2009,1657500
"762","J.J. Barea","Dallas Mavericks",2010,1815000
"763","J.J. Barea","Minnesota Timberwolves",2011,4300000
"764","J.J. Barea","Minnesota Timberwolves",2012,4493500
"765","J.J. Barea","Minnesota Timberwolves",2013,4687000
"766","J.J. Barea","Dallas Mavericks",2014,1310286
"767","J.J. Barea","Dallas Mavericks",2015,4000000
"768","J.J. Barea","Dallas Mavericks",2016,4096950
"769","J.J. Barea","Dallas Mavericks",2017,3903900
"770","Andrea Bargnani","Toronto Raptors",2006,4501200
"771","Andrea Bargnani","Toronto Raptors",2007,4838880
"772","Andrea Bargnani","Toronto Raptors",2008,5176440
"773","Andrea Bargnani","Toronto Raptors",2009,6527491
"774","Andrea Bargnani","Toronto Raptors",2010,8500000
"775","Andrea Bargnani","Toronto Raptors",2011,9250000
"776","Andrea Bargnani","Toronto Raptors",2012,10000000
"777","Andrea Bargnani","New York Knicks",2013,11862500
"778","Andrea Bargnani","New York Knicks",2014,11500000
"779","Andrea Bargnani","Brooklyn Nets",2015,1039298
"780","Andrea Bargnani","Brooklyn Nets",2016,323599
"781","Charles Barkley","Philadelphia 76ers",1984,307000
"782","Charles Barkley","Philadelphia 76ers",1985,437500
"783","Charles Barkley","Philadelphia 76ers",1987,822500
"784","Charles Barkley","Philadelphia 76ers",1988,1536000
"785","Charles Barkley","Philadelphia 76ers",1989,3000000
"786","Charles Barkley","Philadelphia 76ers",1990,2900000
"787","Charles Barkley","Philadelphia 76ers",1991,3200000
"788","Charles Barkley","Phoenix Suns",1992,2420000
"789","Charles Barkley","Phoenix Suns",1993,3250000
"790","Charles Barkley","Phoenix Suns",1994,4030000
"791","Charles Barkley","Phoenix Suns",1995,4760000
"792","Charles Barkley","Houston Rockets",1996,4695000
"793","Charles Barkley","Houston Rockets",1997,2250000
"794","Charles Barkley","Houston Rockets",1998,1000000
"795","Charles Barkley","Houston Rockets",1999,9000000
"796","Erick Barkley","Portland Trail Blazers",2000,712200
"797","Erick Barkley","Portland Trail Blazers",2001,638000
"798","Erick Barkley","Chicago Bulls",2002,682500
"799","Harrison Barnes","Golden State Warriors",2012,2798040
"800","Harrison Barnes","Golden State Warriors",2013,2923920
"801","Harrison Barnes","Golden State Warriors",2014,3049920
"802","Harrison Barnes","Golden State Warriors",2015,3873398
"803","Harrison Barnes","Dallas Mavericks",2016,22116750
"804","Harrison Barnes","Dallas Mavericks",2017,23112004
"805","Matt Barnes","Sacramento Kings",2004,695046
"806","Matt Barnes","Philadelphia 76ers",2005,552269
"807","Matt Barnes","New York Knicks",2005,131593
"808","Matt Barnes","Golden State Warriors",2006,771331
"809","Matt Barnes","Golden State Warriors",2007,3000000
"810","Matt Barnes","Phoenix Suns",2008,926678
"811","Matt Barnes","Orlando Magic",2009,1600000
"812","Matt Barnes","Los Angeles Lakers",2010,1765000
"813","Matt Barnes","Los Angeles Lakers",2011,1906200
"814","Matt Barnes","Los Angeles Clippers",2012,1229255
"815","Matt Barnes","Los Angeles Clippers",2013,3250000
"816","Matt Barnes","Los Angeles Clippers",2014,3396250
"817","Matt Barnes","Memphis Grizzlies",2015,3542500
"818","Matt Barnes","Sacramento Kings",2016,6125000
"819","Matt Barnes","Golden State Warriors",2016,383351
"820","Matt Barnes","Sacramento Kings",2017,2133542
"821","Andre Barrett","Houston Rockets",2004,385277
"822","Andre Barrett","Chicago Bulls",2006,744551
"823","Dana Barros","Seattle SuperSonics",1990,500000
