,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
x[25],-1.864,2.596,-6.751,3.031,0.042,0.046,3820.0,1753.0,1.0
x[26],0.696,2.739,-4.354,5.761,0.043,0.067,4188.0,1420.0,1.0
x[27],1.218,2.367,-3.132,5.771,0.035,0.046,4473.0,1552.0,1.0
x[28],3.028,2.631,-1.81,8.262,0.046,0.039,3222.0,1555.0,1.0
x[29],3.39,2.612,-1.065,8.621,0.043,0.04,3686.0,1442.0,1.0
x[30],4.917,2.478,0.178,9.411,0.041,0.034,3736.0,1616.0,1.0
x[31],0.006,2.754,-5.865,4.681,0.038,0.067,5349.0,1435.0,1.0
x[32],1.392,2.561,-3.162,6.229,0.045,0.05,3200.0,1446.0,1.01
x[33],-0.84,2.45,-5.206,3.74,0.043,0.052,3300.0,1574.0,1.0
x[34],-1.623,3.348,-7.508,4.892,0.052,0.074,4128.0,1463.0,1.01
x[35],-6.643,2.75,-11.954,-1.609,0.049,0.036,3147.0,1441.0,1.0
x[36],1.238,2.692,-3.95,6.236,0.041,0.063,4355.0,1234.0,1.0
x[37],-2.114,2.572,-6.741,2.672,0.035,0.046,5263.0,1367.0,1.0
x[38],2.002,2.387,-2.666,6.315,0.035,0.043,4660.0,1472.0,1.0
x[39],1.768,2.576,-2.849,6.633,0.034,0.048,5653.0,1557.0,1.0
x[40],1.682,2.453,-2.693,6.536,0.032,0.046,5926.0,1556.0,1.0
x[41],2.174,2.81,-3.184,7.405,0.052,0.054,2921.0,1431.0,1.0
x[42],0.637,2.5,-4.016,5.272,0.04,0.053,3881.0,1499.0,1.0
x[43],0.822,2.488,-3.901,5.178,0.038,0.06,4240.0,1481.0,1.0
x[44],0.813,2.721,-4.622,5.673,0.04,0.068,4633.0,1388.0,1.0
x[45],0.628,2.581,-4.211,5.379,0.047,0.056,2996.0,1574.0,1.0
x[46],1.512,2.933,-3.632,7.162,0.041,0.067,4975.0,1411.0,1.0
x[47],-0.719,2.463,-5.062,4.066,0.039,0.059,4102.0,1388.0,1.01
x[48],-3.406,2.665,-8.363,1.394,0.045,0.042,3502.0,1290.0,1.0
x[49],3.885,2.809,-1.41,9.141,0.047,0.043,3661.0,1653.0,1.01
x[50],-2.421,2.779,-8.186,2.313,0.047,0.054,3528.0,1409.0,1.0
x[51],2.869,2.222,-1.104,6.936,0.033,0.032,4566.0,1388.0,1.0
x[52],-0.616,2.49,-5.363,3.851,0.035,0.066,4957.0,1268.0,1.0
x[53],0.044,2.382,-4.377,4.584,0.032,0.055,5432.0,1432.0,1.0
x[54],1.287,2.233,-2.739,5.537,0.035,0.044,4092.0,1451.0,1.0
x[55],0.96,2.411,-3.153,5.818,0.039,0.053,3773.0,1352.0,1.0
x[56],0.997,2.512,-3.851,5.915,0.04,0.06,4000.0,1404.0,1.0
x[57],1.35,3.22,-4.381,7.479,0.051,0.077,3980.0,1211.0,1.0
x[58],2.557,2.683,-2.645,7.532,0.04,0.046,4452.0,1471.0,1.0
x[59],4.722,2.486,0.257,9.307,0.035,0.032,4918.0,1104.0,1.0
x[60],2.732,2.36,-1.594,7.276,0.036,0.038,4300.0,1419.0,1.0
x[61],-1.925,2.502,-6.475,2.907,0.036,0.052,4866.0,1414.0,1.0
x[62],3.509,2.655,-1.163,8.618,0.04,0.045,4166.0,1418.0,1.0
x[63],5.616,2.79,0.814,11.605,0.042,0.04,4317.0,1383.0,1.01
x[64],2.936,2.599,-2.185,7.478,0.045,0.045,3398.0,1503.0,1.0
x[65],-1.339,3.807,-9.279,5.272,0.054,0.094,4885.0,1397.0,1.0
x[66],-0.498,2.561,-5.173,4.317,0.038,0.06,4422.0,1584.0,1.0
x[67],4.515,2.501,-0.372,8.999,0.04,0.034,3974.0,1474.0,1.0
x[68],1.111,2.706,-4.028,6.061,0.045,0.056,3574.0,1437.0,1.0
x[69],2.056,2.725,-2.823,7.229,0.043,0.048,4062.0,1485.0,1.0
x[70],3.689,2.784,-1.327,8.994,0.046,0.041,3404.0,1498.0,1.0
x[71],4.052,2.467,-0.796,8.516,0.037,0.033,4379.0,1749.0,1.0
x[72],0.807,2.614,-3.931,5.847,0.044,0.054,3552.0,1514.0,1.0
x[73],5.716,2.751,0.412,10.702,0.041,0.031,4502.0,1696.0,1.0
x[74],-3.546,2.441,-8.082,0.972,0.035,0.035,4912.0,1311.0,1.0
x[75],2.138,2.565,-2.739,6.785,0.038,0.049,4382.0,1214.0,1.0
x[76],0.072,3.167,-5.54,6.156,0.049,0.078,4221.0,1535.0,1.0
x[77],-0.46,2.492,-5.006,4.399,0.038,0.067,4394.0,1237.0,1.0
x[78],0.399,2.394,-3.966,5.076,0.034,0.065,4823.0,1134.0,1.0
x[79],0.077,2.829,-5.654,4.906,0.041,0.075,4835.0,1443.0,1.0
x[80],-0.633,2.528,-5.244,4.055,0.038,0.064,4615.0,1308.0,1.0
x[81],2.776,2.542,-2.106,7.277,0.04,0.046,4121.0,1397.0,1.0
x[82],-1.3,2.57,-5.927,3.522,0.04,0.05,4161.0,1544.0,1.0
x[83],-2.285,2.49,-7.131,2.366,0.034,0.064,5226.0,745.0,1.0
x[84],-0.048,2.833,-5.376,5.195,0.043,0.068,4444.0,1551.0,1.01
x[85],-4.223,2.383,-8.574,0.291,0.037,0.033,4186.0,1469.0,1.0
x[86],-2.423,2.418,-6.98,2.014,0.038,0.044,4014.0,1402.0,1.0
x[87],1.401,2.437,-3.304,5.618,0.041,0.047,3519.0,1658.0,1.01
x[88],-1.223,2.597,-5.699,3.735,0.04,0.051,4330.0,1628.0,1.0
x[89],-0.143,3.549,-6.918,6.879,0.054,0.094,4340.0,1372.0,1.01
x[90],1.856,2.548,-2.829,6.565,0.038,0.05,4479.0,1420.0,1.0
x[91],-2.444,3.152,-8.274,3.509,0.05,0.061,4013.0,1438.0,1.0
x[92],-3.054,2.721,-8.198,1.871,0.042,0.045,4273.0,1429.0,1.0
x[93],-4.151,2.44,-8.574,0.47,0.046,0.035,2827.0,1430.0,1.0
x[94],0.905,2.617,-4.123,5.615,0.043,0.056,3632.0,1377.0,1.0
x[95],4.231,2.372,-0.101,8.688,0.038,0.033,3890.0,1660.0,1.0
x[96],-2.573,2.442,-7.098,2.144,0.034,0.036,5077.0,1673.0,1.0
x[97],-0.183,2.858,-5.427,5.068,0.045,0.071,4032.0,1448.0,1.0
x[98],5.375,2.506,0.78,10.373,0.041,0.033,3848.0,1391.0,1.0
x[99],-2.47,2.408,-6.838,2.171,0.037,0.034,4261.0,1507.0,1.0
x[100],1.979,2.69,-2.633,7.503,0.045,0.046,3499.0,1677.0,1.0
x[101],2.369,2.542,-2.541,6.932,0.043,0.046,3398.0,1550.0,1.0
x[102],3.004,2.42,-1.405,7.491,0.036,0.034,4414.0,1646.0,1.0
x[103],-0.095,2.779,-5.388,5.057,0.044,0.067,4083.0,1412.0,1.0
x[104],-0.889,3.234,-6.979,5.233,0.048,0.079,4531.0,1147.0,1.0
x[105],-0.276,2.471,-5.028,4.042,0.039,0.062,3976.0,1385.0,1.0
x[106],-1.409,2.555,-6.234,3.301,0.039,0.056,4389.0,1471.0,1.0
x[107],-1.913,2.72,-6.53,3.537,0.042,0.055,4199.0,1256.0,1.0
x[108],2.436,2.86,-2.481,8.112,0.042,0.045,4666.0,1824.0,1.0
x[109],2.017,3.657,-4.769,8.759,0.059,0.081,3843.0,1368.0,1.0
x[110],-0.306,2.626,-5.268,4.586,0.045,0.074,3402.0,1208.0,1.0
x[111],-2.71,2.448,-7.362,1.695,0.038,0.043,4107.0,1452.0,1.0
x[112],2.825,2.643,-2.342,7.619,0.046,0.042,3322.0,1761.0,1.0
x[113],3.037,2.403,-1.407,7.525,0.035,0.036,4659.0,1430.0,1.0
x[114],-0.775,2.45,-5.042,4.021,0.036,0.05,4561.0,1751.0,1.0
x[115],-2.533,3.038,-8.102,3.05,0.047,0.057,4210.0,1514.0,1.0
x[116],0.887,2.58,-3.889,5.695,0.035,0.062,5293.0,1369.0,1.0
x[117],-0.211,2.518,-5.4,4.002,0.039,0.064,4144.0,1123.0,1.0
x[118],0.464,2.482,-4.208,4.966,0.042,0.057,3565.0,1585.0,1.0
x[119],-2.676,2.378,-7.174,1.618,0.04,0.036,3567.0,1674.0,1.0
x[120],-1.209,3.278,-6.844,5.328,0.047,0.072,4903.0,1557.0,1.0
x[121],2.423,2.664,-2.581,7.331,0.04,0.045,4471.0,1367.0,1.0
x[122],2.771,2.946,-2.698,8.399,0.046,0.05,4177.0,1472.0,1.0
x[123],-3.518,3.67,-10.361,3.027,0.052,0.066,4934.0,1181.0,1.0
x[124],3.025,2.515,-1.868,7.694,0.038,0.038,4308.0,1494.0,1.01
x[125],2.589,2.492,-2.007,7.375,0.044,0.041,3240.0,1540.0,1.0
x[126],0.152,2.487,-4.309,4.967,0.04,0.065,3825.0,1291.0,1.0
x[127],-0.55,2.581,-5.357,4.222,0.039,0.061,4341.0,1502.0,1.0
x[128],-2.975,2.899,-8.596,2.283,0.049,0.044,3513.0,1535.0,1.0
x[129],2.796,2.801,-2.718,7.78,0.047,0.043,3508.0,1835.0,1.0
x[130],-2.093,2.872,-7.779,2.883,0.043,0.055,4480.0,1361.0,1.0
x[131],0.437,2.162,-3.767,4.291,0.032,0.046,4654.0,1528.0,1.0
x[132],0.903,3.471,-5.375,7.424,0.049,0.091,4990.0,1456.0,1.0
x[133],1.099,3.876,-6.3,8.254,0.053,0.113,5225.0,1012.0,1.0
x[134],-3.182,3.412,-9.485,3.088,0.052,0.063,4441.0,1593.0,1.0
x[135],-0.321,3.71,-7.309,6.574,0.057,0.096,4409.0,1419.0,1.0
x[136],-0.505,3.739,-7.238,7.005,0.065,0.103,3419.0,1340.0,1.0
x[137],-6.073,3.05,-11.65,-0.308,0.047,0.039,4283.0,1501.0,1.0
x[138],-0.829,2.772,-6.101,4.089,0.038,0.064,5201.0,1465.0,1.0
x[139],1.087,2.489,-3.366,5.704,0.038,0.051,4278.0,1469.0,1.0
x[140],-1.547,3.738,-8.661,5.239,0.055,0.102,4690.0,1147.0,1.0
x[141],0.117,2.857,-4.761,6.102,0.041,0.074,4633.0,1335.0,1.0
x[142],-0.296,2.277,-4.673,3.807,0.033,0.057,4643.0,1348.0,1.0
x[143],-4.489,2.753,-9.284,0.885,0.042,0.035,4293.0,1443.0,1.0
x[144],-1.872,2.561,-6.692,2.888,0.045,0.044,3173.0,1427.0,1.0
x[145],1.288,2.478,-3.513,5.694,0.042,0.051,3512.0,1550.0,1.0
x[146],0.665,2.621,-4.259,5.518,0.041,0.058,4146.0,1599.0,1.0
x[147],1.339,3.225,-4.869,6.974,0.052,0.073,3906.0,1572.0,1.0
x[148],-1.468,2.27,-5.597,2.917,0.036,0.044,3947.0,1227.0,1.0
x[149],0.43,2.633,-4.828,5.119,0.039,0.066,4636.0,1424.0,1.0
x[150],-0.988,2.403,-5.401,3.428,0.04,0.051,3552.0,1558.0,1.0
x[151],-3.005,2.947,-8.751,2.151,0.046,0.046,4068.0,1408.0,1.0
x[152],2.668,2.771,-2.605,7.62,0.041,0.049,4533.0,1338.0,1.0
x[153],1.528,3.074,-4.024,7.444,0.049,0.062,3907.0,1427.0,1.0
x[154],1.202,2.703,-3.971,6.21,0.043,0.058,3858.0,1434.0,1.0
x[155],-1.592,2.566,-6.412,3.28,0.042,0.052,3831.0,1221.0,1.0
x[156],2.854,2.384,-1.588,7.017,0.04,0.036,3608.0,1540.0,1.0
x[157],-0.219,2.541,-4.773,4.59,0.039,0.065,4328.0,1239.0,1.0
x[158],4.628,2.851,-0.868,9.931,0.039,0.036,5330.0,1276.0,1.0
x[159],-4.006,2.605,-8.646,1.075,0.038,0.035,4586.0,1573.0,1.0
x[160],2.313,2.314,-1.966,6.698,0.036,0.037,4269.0,1578.0,1.0
x[161],0.244,3.486,-6.42,6.612,0.05,0.088,4816.0,1357.0,1.0
x[162],0.014,3.204,-5.997,5.637,0.048,0.079,4449.0,1563.0,1.0
x[163],0.517,2.546,-4.127,5.14,0.042,0.055,3727.0,1355.0,1.0
x[164],-0.097,3.817,-6.431,8.104,0.055,0.103,4762.0,1415.0,1.0
x[165],2.544,2.518,-2.082,7.361,0.04,0.038,3987.0,1656.0,1.0
x[166],-0.525,4.141,-7.961,7.395,0.059,0.116,4892.0,1311.0,1.01
x[167],2.009,2.483,-2.544,6.748,0.034,0.043,5234.0,1227.0,1.0
x[168],-3.156,2.437,-7.819,1.417,0.035,0.039,4730.0,1490.0,1.0
x[169],5.245,3.229,-0.603,11.372,0.045,0.044,5170.0,1389.0,1.0
x[170],3.443,2.662,-1.48,8.282,0.037,0.038,5189.0,1581.0,1.0
x[171],1.193,2.578,-3.763,5.849,0.045,0.054,3266.0,1322.0,1.0
x[172],1.319,3.825,-5.514,8.684,0.05,0.092,5794.0,1411.0,1.0
x[173],3.268,2.393,-0.91,7.982,0.033,0.037,5198.0,1478.0,1.0
x[174],0.02,3.331,-6.272,6.034,0.058,0.092,3342.0,1274.0,1.0
x[175],-1.604,3.625,-8.569,5.026,0.056,0.085,4288.0,1310.0,1.0
x[176],-2.083,2.593,-7.139,2.569,0.037,0.046,4882.0,1454.0,1.0
x[177],2.157,3.951,-5.398,9.718,0.057,0.088,4751.0,1406.0,1.0
x[178],-1.126,2.846,-6.405,4.076,0.046,0.056,3910.0,1591.0,1.0
x[179],-2.74,2.884,-8.316,2.344,0.042,0.046,4714.0,1504.0,1.0
x[180],1.424,2.468,-3.112,6.032,0.043,0.046,3302.0,1416.0,1.0
x[181],0.295,3.51,-5.879,7.395,0.055,0.09,4162.0,1497.0,1.0
x[182],-0.419,3.136,-6.179,5.354,0.041,0.08,5782.0,1552.0,1.0
x[183],1.086,2.465,-3.848,5.437,0.034,0.054,5206.0,1347.0,1.0
x[184],2.888,2.543,-1.518,8.052,0.039,0.037,4222.0,1748.0,1.0
x[185],-2.358,3.678,-9.661,4.147,0.052,0.087,5073.0,1068.0,1.0
x[186],-1.167,3.888,-8.737,5.847,0.052,0.108,5477.0,1161.0,1.0
x[187],-0.693,2.511,-5.191,4.128,0.04,0.057,3890.0,1423.0,1.0
x[188],1.362,2.664,-3.883,6.201,0.042,0.053,4103.0,1324.0,1.0
x[189],0.75,2.965,-4.44,6.458,0.047,0.075,3914.0,1358.0,1.0
x[190],4.45,2.57,-0.147,9.49,0.043,0.037,3563.0,1582.0,1.0
x[191],-0.656,3.869,-7.691,6.443,0.059,0.093,4144.0,1603.0,1.0
x[192],1.081,3.203,-4.896,6.985,0.048,0.069,4473.0,1480.0,1.0
x[193],1.292,2.556,-2.998,6.402,0.044,0.05,3389.0,1485.0,1.0
x[194],-0.103,4.054,-7.673,7.56,0.06,0.11,4560.0,1316.0,1.0
x[195],2.202,2.738,-2.895,7.481,0.043,0.051,3975.0,1277.0,1.0
x[196],0.288,3.025,-5.472,5.883,0.045,0.078,4494.0,1337.0,1.0
x[197],-1.343,4.0,-8.833,5.914,0.058,0.112,4740.0,938.0,1.0
x[198],1.492,4.048,-6.136,9.14,0.058,0.11,4885.0,1149.0,1.0
x[199],1.518,2.463,-3.57,5.756,0.034,0.052,5263.0,1302.0,1.0
x[200],1.007,3.451,-5.593,7.343,0.05,0.083,4725.0,1537.0,1.0
x[201],-3.062,2.909,-8.776,1.954,0.053,0.047,2969.0,1635.0,1.0
x[202],0.414,3.532,-6.604,6.675,0.06,0.098,3496.0,1361.0,1.0
x[203],2.431,2.762,-2.361,7.787,0.039,0.043,5003.0,1453.0,1.0
x[204],-0.905,3.38,-6.753,5.741,0.058,0.086,3448.0,1365.0,1.0
x[205],-3.764,3.027,-9.698,1.684,0.047,0.045,4232.0,1439.0,1.0
x[206],-1.967,2.194,-5.903,2.237,0.034,0.038,4320.0,1317.0,1.0
x[207],6.531,2.516,1.61,11.154,0.041,0.031,3703.0,1470.0,1.0
x[208],1.078,3.334,-5.5,6.89,0.052,0.072,4168.0,1502.0,1.0
x[209],-1.884,3.636,-8.743,4.772,0.054,0.083,4486.0,1441.0,1.0
x[210],0.812,2.388,-4.143,4.85,0.037,0.053,4145.0,1544.0,1.0
x[211],2.008,2.097,-1.977,5.776,0.036,0.035,3422.0,1610.0,1.0
x[212],4.602,2.723,-0.459,9.89,0.042,0.036,4155.0,1634.0,1.0
x[213],-2.649,3.133,-8.801,3.055,0.047,0.06,4498.0,1424.0,1.0
x[214],-0.387,2.438,-5.087,3.833,0.038,0.058,4131.0,1631.0,1.0
x[215],-0.13,3.188,-6.06,5.949,0.056,0.086,3267.0,1369.0,1.0
x[216],-1.93,2.737,-6.734,3.521,0.036,0.048,5563.0,1626.0,1.0
x[217],1.044,3.285,-4.959,7.061,0.048,0.072,4922.0,1616.0,1.0
x[218],1.003,3.002,-4.603,6.401,0.046,0.071,4574.0,1498.0,1.0
x[219],3.448,3.001,-1.934,9.325,0.045,0.051,4548.0,1281.0,1.0
x[220],0.84,3.448,-5.545,7.18,0.051,0.082,4551.0,1449.0,1.0
x[221],0.436,2.884,-4.994,5.675,0.048,0.066,3686.0,1607.0,1.0
x[222],-1.211,2.482,-5.649,3.627,0.039,0.054,4084.0,1694.0,1.0
x[223],2.765,2.579,-1.913,7.405,0.038,0.041,4599.0,1503.0,1.0
x[224],0.14,2.459,-4.934,4.326,0.04,0.056,3770.0,1578.0,1.0
x[225],4.506,2.489,-0.11,9.432,0.034,0.034,5201.0,1566.0,1.0
x[226],-0.202,2.375,-5.119,3.891,0.034,0.063,4954.0,1338.0,1.0
x[227],0.072,2.286,-4.762,3.931,0.032,0.057,5093.0,1462.0,1.0
x[228],1.28,3.466,-5.215,7.606,0.047,0.093,5494.0,1301.0,1.0
x[229],3.345,3.225,-2.514,9.476,0.041,0.051,6232.0,1385.0,1.0
x[230],-0.871,3.953,-7.805,6.429,0.049,0.096,6602.0,1417.0,1.0
x[231],-1.515,2.293,-5.796,2.769,0.036,0.044,3988.0,1568.0,1.0
x[232],-2.763,3.202,-8.527,3.755,0.039,0.056,6602.0,1333.0,1.0
x[233],0.212,2.692,-5.048,5.257,0.043,0.063,3932.0,1481.0,1.0
x[234],1.304,2.845,-3.868,6.87,0.049,0.059,3420.0,1546.0,1.0
x[235],0.039,3.641,-6.686,6.724,0.049,0.091,5568.0,1611.0,1.0
x[236],-1.422,3.43,-7.786,4.983,0.054,0.082,4046.0,1327.0,1.0
x[237],-0.687,3.317,-7.031,5.328,0.048,0.076,4673.0,1573.0,1.0
x[238],1.697,2.609,-2.816,6.674,0.035,0.049,4574.0,1515.0,1.0
x[239],-0.399,2.725,-5.611,4.812,0.045,0.061,3704.0,1565.0,1.0
x[240],-1.535,2.595,-7.054,3.023,0.041,0.053,3896.0,1640.0,1.0
x[241],-1.323,3.594,-8.458,5.072,0.054,0.079,4351.0,1502.0,1.0
x[242],-1.788,2.311,-6.114,2.492,0.034,0.037,4575.0,1499.0,1.0
x[243],-0.493,2.473,-5.007,4.23,0.043,0.055,3281.0,1555.0,1.0
x[244],4.336,2.619,-0.24,9.437,0.036,0.037,5202.0,1229.0,1.0
x[245],-1.351,3.116,-7.192,4.62,0.044,0.07,5061.0,1459.0,1.0
x[246],-0.088,2.964,-5.758,5.41,0.046,0.076,4068.0,1310.0,1.0
x[247],-2.059,2.995,-7.593,3.549,0.045,0.06,4381.0,1463.0,1.0
x[248],-1.002,2.651,-5.694,4.292,0.042,0.059,4102.0,1427.0,1.0
x[249],3.413,2.296,-0.666,7.781,0.035,0.033,4272.0,1618.0,1.01
x[250],-0.149,3.226,-6.165,5.743,0.049,0.079,4335.0,1432.0,1.01
x[251],3.32,2.602,-1.39,8.316,0.039,0.041,4427.0,1481.0,1.0
x[252],4.859,2.645,0.017,9.623,0.044,0.039,3584.0,1321.0,1.0
x[253],2.412,2.675,-2.476,7.231,0.04,0.043,4601.0,1575.0,1.0
x[254],-3.166,2.894,-8.976,2.061,0.042,0.045,4831.0,1375.0,1.0
x[255],-1.259,2.557,-6.209,3.5,0.038,0.049,4472.0,1859.0,1.0
x[256],4.033,2.426,-0.42,8.631,0.038,0.035,4075.0,1227.0,1.0
x[257],0.124,2.654,-5.011,4.943,0.041,0.067,4146.0,1320.0,1.0
x[258],-3.414,2.63,-8.157,1.527,0.04,0.041,4251.0,1448.0,1.0
x[259],2.393,4.024,-5.273,9.593,0.054,0.09,5554.0,1467.0,1.0
x[260],1.983,2.314,-2.151,6.48,0.036,0.043,4101.0,1303.0,1.0
x[261],-1.576,3.552,-8.202,5.017,0.055,0.089,4126.0,1186.0,1.0
x[262],0.56,3.92,-6.95,7.552,0.059,0.1,4419.0,1558.0,1.0
x[263],-0.362,3.318,-6.975,5.596,0.052,0.091,4155.0,1142.0,1.0
x[264],3.683,2.578,-1.263,8.316,0.043,0.035,3546.0,1521.0,1.0
x[265],1.714,3.321,-4.906,7.88,0.049,0.073,4647.0,1321.0,1.0
x[266],-0.908,3.156,-7.204,4.546,0.052,0.072,3669.0,1177.0,1.01
x[267],-0.955,3.671,-7.393,6.084,0.055,0.084,4493.0,1380.0,1.0
x[268],0.03,3.816,-7.116,7.128,0.06,0.101,3989.0,1234.0,1.0
x[269],2.107,2.741,-2.876,7.184,0.046,0.059,3608.0,1726.0,1.0
x[270],-0.023,3.685,-6.837,7.151,0.057,0.092,4180.0,1471.0,1.0
x[271],3.101,2.577,-1.688,8.083,0.038,0.04,4487.0,1606.0,1.01
x[272],-0.745,3.309,-7.219,5.291,0.046,0.081,5275.0,1409.0,1.0
x[273],-1.205,3.727,-8.416,5.532,0.051,0.096,5341.0,1133.0,1.0
x[274],-1.701,3.855,-8.76,5.299,0.053,0.08,5241.0,1596.0,1.0
x[275],4.567,2.628,-0.26,9.409,0.037,0.034,5099.0,1399.0,1.0
x[276],-0.622,4.066,-7.914,7.356,0.054,0.113,5655.0,1368.0,1.0
x[277],-2.103,2.208,-5.962,2.389,0.032,0.045,4706.0,1232.0,1.0
x[278],0.692,3.603,-6.575,7.025,0.053,0.088,4629.0,1369.0,1.0
x[279],-1.751,2.399,-6.09,2.841,0.037,0.043,4153.0,1753.0,1.0
x[280],-2.782,2.697,-7.693,2.412,0.043,0.038,4004.0,1669.0,1.0
x[281],-0.968,3.808,-7.982,6.102,0.053,0.091,5158.0,1423.0,1.0
x[282],2.184,2.299,-1.696,6.818,0.035,0.036,4446.0,1728.0,1.0
x[283],0.334,4.036,-7.845,7.403,0.061,0.1,4382.0,1489.0,1.0
x[284],0.145,2.776,-4.527,5.881,0.042,0.063,4468.0,1790.0,1.0
x[285],-0.707,2.549,-5.464,4.08,0.037,0.054,4701.0,1527.0,1.0
x[286],-2.151,3.164,-8.073,3.656,0.043,0.062,5860.0,1404.0,1.0
x[287],-2.364,2.621,-7.487,2.416,0.04,0.048,4412.0,1316.0,1.0
x[288],-1.0,3.624,-7.874,5.696,0.061,0.088,3538.0,1209.0,1.0
x[289],0.376,3.988,-6.838,7.577,0.063,0.105,4019.0,1420.0,1.0
x[290],-0.988,2.815,-5.936,4.813,0.039,0.063,5266.0,1378.0,1.0
x[291],4.241,2.504,-0.163,8.962,0.039,0.034,4145.0,1664.0,1.0
x[292],-0.476,2.985,-6.308,4.903,0.049,0.07,3828.0,1508.0,1.0
x[293],-1.696,2.696,-6.956,3.128,0.042,0.054,4178.0,1276.0,1.0
x[294],1.33,2.43,-3.224,5.821,0.036,0.053,4613.0,1503.0,1.0
x[295],0.383,2.765,-4.654,5.722,0.044,0.061,3974.0,1581.0,1.0
x[296],1.359,3.569,-4.924,8.38,0.055,0.084,4256.0,1510.0,1.0
x[297],3.545,4.087,-4.472,11.132,0.055,0.078,5494.0,1379.0,1.0
x[298],1.084,3.241,-4.829,7.22,0.05,0.086,4194.0,1175.0,1.0
x[299],-0.165,2.392,-4.874,4.319,0.033,0.063,5274.0,1396.0,1.0
x[300],0.67,3.873,-6.407,7.7,0.053,0.107,5297.0,1036.0,1.0
x[301],3.48,2.86,-1.913,8.803,0.048,0.044,3490.0,1532.0,1.0
x[302],-1.363,2.573,-6.139,3.433,0.039,0.057,4337.0,1487.0,1.0
x[303],1.544,2.799,-3.855,6.319,0.046,0.056,3753.0,1589.0,1.0
x[304],-1.76,3.809,-9.149,4.821,0.054,0.103,4975.0,1308.0,1.0
x[305],0.356,4.112,-7.409,8.237,0.061,0.116,4522.0,1236.0,1.0
x[306],-0.896,2.551,-5.667,3.926,0.038,0.056,4571.0,1636.0,1.01
x[307],0.684,3.287,-5.129,7.162,0.052,0.088,4049.0,1229.0,1.0
x[308],-0.909,2.744,-5.898,4.177,0.036,0.071,5680.0,1284.0,1.0
x[309],-0.943,2.933,-6.164,4.849,0.044,0.062,4290.0,1861.0,1.0
x[310],-2.234,2.598,-7.226,2.763,0.036,0.048,5308.0,1522.0,1.0
x[311],1.581,2.905,-4.311,6.828,0.046,0.056,4103.0,1371.0,1.0
x[312],-2.26,2.745,-7.023,3.392,0.046,0.058,3641.0,1256.0,1.01
x[313],4.99,2.469,0.578,9.766,0.037,0.032,4450.0,1634.0,1.0
x[314],0.484,3.828,-6.937,7.102,0.051,0.094,5583.0,1285.0,1.0
x[315],-1.404,2.852,-7.335,3.406,0.042,0.062,4629.0,1371.0,1.0
x[316],0.519,2.956,-4.907,6.197,0.041,0.078,4951.0,1369.0,1.0
x[317],6.927,2.707,1.895,12.325,0.043,0.035,3988.0,1278.0,1.0
