,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
x[30],1.752,2.556,-2.732,6.824,0.042,0.052,3570.0,1491.0,1.0
x[31],-2.121,2.873,-7.261,3.083,0.047,0.072,3777.0,1279.0,1.0
x[32],3.75,2.48,-1.116,7.955,0.035,0.037,4983.0,1455.0,1.0
x[33],0.238,2.412,-4.07,4.992,0.034,0.062,4941.0,1263.0,1.0
x[34],-0.713,2.505,-5.528,3.682,0.033,0.063,5789.0,1419.0,1.0
x[35],4.177,2.452,-0.366,8.749,0.041,0.035,3571.0,1230.0,1.0
x[36],0.448,2.481,-4.34,4.683,0.039,0.063,3956.0,1259.0,1.0
x[37],1.334,2.558,-3.611,6.07,0.044,0.064,3365.0,1051.0,1.0
x[38],3.282,2.514,-1.4,8.287,0.033,0.041,5594.0,1333.0,1.0
x[39],-1.284,2.766,-6.337,3.878,0.047,0.066,3525.0,1461.0,1.0
x[40],-0.212,2.578,-4.723,4.553,0.037,0.066,4720.0,1272.0,1.0
x[41],-0.24,3.802,-7.334,6.595,0.058,0.1,4298.0,1502.0,1.0
x[42],4.68,2.433,0.243,9.102,0.041,0.035,3475.0,1418.0,1.0
x[43],0.361,2.566,-4.09,5.653,0.043,0.065,3502.0,1261.0,1.0
x[44],-1.052,2.552,-5.749,3.805,0.038,0.06,4503.0,1361.0,1.0
x[45],0.199,2.644,-4.881,4.99,0.036,0.066,5376.0,1444.0,1.0
x[46],-0.826,2.606,-5.874,3.745,0.039,0.058,4529.0,1606.0,1.0
x[47],-2.137,2.86,-7.792,2.83,0.041,0.054,4965.0,1403.0,1.0
x[48],3.489,2.478,-1.264,7.811,0.039,0.037,4103.0,1399.0,1.0
x[49],-1.8,3.152,-8.417,3.662,0.049,0.059,4058.0,1682.0,1.0
x[50],-2.648,2.426,-7.075,2.198,0.036,0.045,4462.0,1195.0,1.01
x[51],-0.603,2.573,-5.392,4.005,0.038,0.064,4507.0,1514.0,1.0
x[52],2.981,2.616,-2.209,7.732,0.041,0.043,4051.0,1407.0,1.0
x[53],0.196,2.715,-5.202,4.902,0.039,0.072,4700.0,1351.0,1.0
x[54],0.936,2.515,-3.626,5.737,0.037,0.065,4656.0,1172.0,1.0
x[55],2.826,2.489,-1.756,7.351,0.039,0.04,4179.0,1319.0,1.01
x[56],-0.792,2.428,-5.549,3.489,0.03,0.057,6602.0,1581.0,1.0
x[57],0.374,2.607,-4.561,5.35,0.045,0.071,3302.0,1240.0,1.0
x[58],-0.18,2.75,-5.081,5.241,0.049,0.082,3181.0,957.0,1.0
x[59],-0.277,2.503,-4.684,4.811,0.039,0.071,4153.0,1335.0,1.0
x[60],-1.146,2.336,-5.269,3.449,0.038,0.048,3746.0,1324.0,1.0
x[61],1.408,2.372,-2.79,5.864,0.04,0.047,3470.0,1468.0,1.0
x[62],-0.363,2.527,-5.114,4.183,0.042,0.07,3707.0,1383.0,1.0
x[63],2.599,2.454,-2.313,6.896,0.04,0.041,3804.0,1537.0,1.0
x[64],-1.176,2.459,-5.795,3.377,0.038,0.056,4233.0,1325.0,1.0
x[65],-1.268,2.963,-6.924,3.959,0.039,0.068,5801.0,1260.0,1.0
x[66],-0.583,2.498,-5.192,3.898,0.035,0.061,5173.0,1507.0,1.0
x[67],-0.268,2.656,-5.231,4.624,0.038,0.067,4810.0,1560.0,1.0
x[68],0.28,2.594,-4.522,4.932,0.043,0.068,3528.0,1588.0,1.0
x[69],-0.82,2.783,-6.128,4.347,0.038,0.063,5338.0,1539.0,1.0
x[70],-0.388,3.027,-6.372,4.782,0.05,0.079,3719.0,1406.0,1.0
x[71],-1.902,2.526,-6.288,3.094,0.037,0.048,4709.0,1530.0,1.0
x[72],0.307,2.485,-4.39,4.731,0.038,0.063,4220.0,1448.0,1.0
x[73],-0.601,2.548,-5.284,4.17,0.034,0.06,5416.0,1509.0,1.0
x[74],1.412,2.449,-3.251,5.863,0.038,0.051,4241.0,1395.0,1.0
x[75],-0.787,2.902,-5.983,4.825,0.039,0.078,5490.0,1389.0,1.0
x[76],-0.193,2.584,-5.174,4.431,0.041,0.066,3865.0,1191.0,1.0
x[77],-0.139,2.352,-4.668,4.2,0.034,0.058,4903.0,1634.0,1.0
x[78],3.873,2.501,-0.73,8.4,0.039,0.038,4165.0,1196.0,1.0
x[79],-2.577,2.528,-7.181,2.473,0.043,0.046,3388.0,1464.0,1.0
x[80],-0.402,2.987,-6.111,5.12,0.046,0.077,4230.0,1267.0,1.0
x[81],-3.241,2.775,-8.312,2.091,0.043,0.045,4210.0,1411.0,1.01
x[82],6.554,2.53,1.867,11.418,0.035,0.028,5096.0,1499.0,1.0
x[83],0.522,2.303,-3.5,5.135,0.039,0.05,3479.0,1887.0,1.0
x[84],0.419,2.838,-4.886,5.507,0.044,0.083,4138.0,1233.0,1.0
x[85],-3.267,2.545,-8.161,1.195,0.043,0.045,3666.0,1299.0,1.0
x[86],0.746,2.751,-4.391,5.72,0.04,0.071,4633.0,1446.0,1.0
x[87],0.893,2.75,-4.386,5.775,0.042,0.07,4340.0,1402.0,1.0
x[88],-1.412,2.317,-5.658,3.055,0.037,0.046,3859.0,1660.0,1.0
x[89],1.129,2.411,-3.252,5.722,0.038,0.053,4005.0,1444.0,1.0
x[90],-0.265,2.465,-4.864,4.301,0.038,0.058,4182.0,1546.0,1.0
x[91],0.449,2.346,-3.614,5.19,0.03,0.074,5667.0,1342.0,1.0
x[92],-0.199,2.654,-5.282,4.611,0.044,0.066,3646.0,1330.0,1.0
x[93],5.302,2.484,0.688,10.046,0.039,0.031,4175.0,1343.0,1.0
x[94],2.003,2.501,-2.464,6.823,0.039,0.044,4081.0,1394.0,1.0
x[95],0.137,2.715,-4.697,5.617,0.043,0.077,3931.0,1231.0,1.0
x[96],0.69,2.449,-3.958,5.262,0.039,0.053,3953.0,1482.0,1.0
x[97],1.545,2.549,-3.092,6.362,0.04,0.048,4085.0,1323.0,1.0
x[98],3.151,2.477,-1.419,7.679,0.036,0.036,4650.0,1299.0,1.0
x[99],-1.891,2.644,-6.51,3.42,0.041,0.052,4182.0,1498.0,1.01
x[100],3.043,2.358,-1.162,7.522,0.037,0.033,4148.0,1509.0,1.0
x[101],1.133,2.483,-3.657,5.705,0.034,0.056,5177.0,1612.0,1.0
x[102],-0.295,2.478,-4.795,4.431,0.041,0.063,3625.0,1280.0,1.0
x[103],1.434,2.577,-3.455,6.241,0.039,0.062,4298.0,1223.0,1.0
x[104],-0.282,2.803,-5.728,4.79,0.046,0.072,3760.0,1440.0,1.0
x[105],1.604,2.468,-3.402,5.815,0.039,0.05,3983.0,1379.0,1.0
x[106],-1.142,2.553,-5.857,3.604,0.045,0.055,3175.0,1337.0,1.0
x[107],-2.907,2.946,-8.739,2.286,0.051,0.054,3402.0,1310.0,1.0
x[108],0.183,3.148,-5.338,6.576,0.041,0.1,5910.0,989.0,1.01
x[109],-0.202,2.74,-5.278,5.102,0.043,0.069,3999.0,1417.0,1.0
x[110],-1.549,2.731,-6.161,3.919,0.042,0.066,4346.0,1169.0,1.0
x[111],4.343,2.469,-0.24,8.994,0.039,0.036,4040.0,1291.0,1.0
x[112],-1.233,2.585,-5.804,3.85,0.038,0.055,4662.0,1545.0,1.0
x[113],-0.741,2.732,-5.574,4.54,0.037,0.062,5459.0,1489.0,1.0
x[114],5.587,3.029,-0.218,10.996,0.042,0.04,5253.0,1363.0,1.0
x[115],5.682,2.511,1.038,10.462,0.037,0.029,4610.0,1557.0,1.0
x[116],0.116,2.537,-4.615,4.932,0.036,0.062,4876.0,1569.0,1.0
x[117],-0.227,2.5,-4.762,4.426,0.041,0.067,3665.0,1262.0,1.0
x[118],0.849,2.497,-3.599,5.665,0.041,0.053,3595.0,1583.0,1.0
x[119],0.532,2.935,-4.479,6.355,0.043,0.08,4609.0,1327.0,1.0
x[120],4.418,2.488,-0.577,9.066,0.034,0.036,5430.0,1297.0,1.0
x[121],1.654,2.577,-3.05,6.488,0.037,0.046,4888.0,1469.0,1.0
x[122],-1.625,2.412,-6.271,2.661,0.041,0.05,3437.0,1236.0,1.0
x[123],-1.732,2.877,-6.861,3.992,0.044,0.073,4265.0,1357.0,1.0
x[124],-1.15,2.677,-6.237,3.567,0.041,0.057,4222.0,1530.0,1.01
x[125],-1.835,2.492,-6.462,2.961,0.036,0.053,4771.0,1002.0,1.01
x[126],-0.625,2.481,-5.545,3.858,0.034,0.065,5210.0,1528.0,1.0
x[127],0.434,2.516,-4.628,4.716,0.039,0.065,4319.0,1492.0,1.0
x[128],0.243,2.791,-5.063,5.357,0.042,0.075,4526.0,1434.0,1.0
x[129],-0.107,2.709,-5.188,5.374,0.038,0.076,4726.0,1363.0,1.0
x[130],0.983,2.441,-3.612,5.516,0.045,0.056,2938.0,1428.0,1.0
x[131],0.549,2.566,-4.049,5.583,0.043,0.064,3693.0,1432.0,1.0
x[132],-0.115,2.766,-5.215,5.116,0.041,0.071,4555.0,1350.0,1.0
x[133],-1.389,2.903,-6.893,3.904,0.051,0.067,3213.0,1354.0,1.0
x[134],0.043,2.602,-4.647,4.896,0.044,0.075,3596.0,1223.0,1.0
x[135],-1.257,2.624,-6.114,3.691,0.043,0.056,3661.0,1330.0,1.0
x[136],-1.866,2.536,-6.866,2.74,0.039,0.047,4316.0,1397.0,1.0
x[137],2.822,2.516,-1.588,7.866,0.038,0.044,4313.0,1299.0,1.0
x[138],5.272,2.566,0.366,9.952,0.041,0.035,4073.0,1444.0,1.0
x[139],2.537,2.455,-2.443,6.883,0.036,0.042,4717.0,1403.0,1.0
x[140],-2.117,2.504,-6.601,2.774,0.041,0.047,3727.0,1214.0,1.0
x[141],1.592,2.48,-3.351,5.884,0.042,0.053,3461.0,1331.0,1.0
x[142],-1.118,2.448,-5.898,3.15,0.043,0.058,3247.0,1237.0,1.0
x[143],-1.093,2.86,-6.275,4.211,0.042,0.072,4528.0,1182.0,1.0
x[144],-1.667,2.534,-6.69,2.738,0.039,0.049,4270.0,1366.0,1.0
x[145],0.703,2.654,-4.284,5.462,0.033,0.065,6300.0,1508.0,1.0
x[146],-0.416,2.796,-5.249,4.698,0.037,0.068,5448.0,1551.0,1.0
x[147],2.344,2.824,-3.186,7.352,0.043,0.061,4289.0,1060.0,1.0
x[148],-0.504,2.835,-6.127,4.627,0.045,0.081,3958.0,1251.0,1.0
x[149],0.393,2.457,-4.287,4.953,0.034,0.06,5220.0,1454.0,1.0
x[150],-0.807,2.643,-5.642,3.965,0.046,0.072,3199.0,1138.0,1.0
x[151],-0.39,2.512,-5.017,4.165,0.035,0.074,5292.0,1325.0,1.0
x[152],-0.183,2.556,-5.171,4.403,0.039,0.065,4188.0,1435.0,1.0
x[153],-0.85,2.699,-5.905,4.298,0.038,0.065,4975.0,1102.0,1.0
x[154],0.156,2.6,-4.866,4.791,0.042,0.071,3843.0,1149.0,1.0
x[155],-1.774,2.729,-6.911,3.114,0.039,0.066,4907.0,1350.0,1.0
x[156],-0.499,2.429,-5.016,4.134,0.037,0.056,4437.0,1456.0,1.0
x[157],-0.672,2.801,-5.666,4.924,0.051,0.073,3021.0,1163.0,1.0
x[158],-1.439,2.614,-6.268,3.411,0.038,0.058,4577.0,1471.0,1.0
x[159],0.953,2.82,-4.147,6.225,0.045,0.078,4015.0,1148.0,1.0
x[160],-2.679,2.824,-8.226,2.168,0.047,0.051,3690.0,1348.0,1.0
x[161],-0.493,3.025,-6.056,5.087,0.043,0.075,4956.0,1284.0,1.0
x[162],2.366,2.502,-2.412,6.98,0.045,0.047,3103.0,1212.0,1.0
x[163],2.38,2.553,-2.111,7.196,0.04,0.051,4143.0,1284.0,1.01
x[164],0.069,2.396,-4.473,4.417,0.039,0.069,3815.0,1313.0,1.0
x[165],-0.63,4.006,-7.997,6.893,0.068,0.107,3408.0,1254.0,1.0
x[166],-1.325,2.733,-6.494,3.771,0.047,0.074,3471.0,938.0,1.0
x[167],0.684,2.578,-4.085,5.4,0.037,0.063,4749.0,1303.0,1.0
x[168],0.08,2.551,-4.416,4.92,0.04,0.07,4103.0,1154.0,1.0
x[169],2.264,2.561,-2.594,7.066,0.043,0.053,3491.0,1245.0,1.0
x[170],1.414,2.486,-3.364,5.792,0.042,0.054,3530.0,1456.0,1.0
x[171],1.561,2.703,-3.845,6.496,0.042,0.065,4141.0,1113.0,1.0
x[172],-1.196,2.941,-6.965,4.202,0.041,0.077,5257.0,994.0,1.0
x[173],-1.819,2.866,-7.241,3.35,0.05,0.062,3302.0,1320.0,1.0
x[174],-1.302,2.963,-7.106,3.944,0.046,0.068,4107.0,1378.0,1.0
x[175],-1.482,3.305,-8.164,4.166,0.05,0.083,4343.0,1209.0,1.0
x[176],0.014,2.433,-4.679,4.437,0.043,0.059,3257.0,1459.0,1.0
x[177],0.278,2.566,-4.939,4.81,0.038,0.07,4478.0,1233.0,1.0
x[178],2.495,3.097,-3.833,8.034,0.046,0.058,4512.0,1137.0,1.0
x[179],-1.987,2.887,-7.72,3.074,0.043,0.059,4633.0,1305.0,1.0
x[180],-0.759,2.592,-5.511,4.0,0.035,0.065,5395.0,1357.0,1.0
x[181],-1.311,3.054,-6.947,4.693,0.043,0.088,5201.0,1098.0,1.0
x[182],0.259,2.569,-4.762,4.924,0.038,0.073,4666.0,1313.0,1.0
x[183],5.177,2.42,0.715,9.86,0.036,0.029,4524.0,1583.0,1.0
x[184],2.535,2.581,-2.102,7.549,0.039,0.043,4443.0,1520.0,1.0
x[185],1.374,2.423,-2.85,6.154,0.034,0.054,4940.0,1250.0,1.0
x[186],-1.055,2.804,-6.629,3.856,0.05,0.064,3234.0,1362.0,1.0
x[187],0.33,2.953,-4.791,6.179,0.047,0.083,3871.0,1383.0,1.0
x[188],-1.192,2.773,-6.772,3.585,0.044,0.063,3886.0,1547.0,1.0
x[189],-0.317,2.751,-5.625,4.569,0.047,0.068,3491.0,1416.0,1.0
x[190],3.376,2.687,-1.353,8.596,0.038,0.04,4909.0,1553.0,1.0
x[191],-0.7,2.997,-6.042,5.395,0.045,0.083,4428.0,1160.0,1.0
x[192],-0.975,2.846,-6.362,4.315,0.048,0.074,3553.0,1420.0,1.0
x[193],0.127,2.762,-5.208,4.838,0.043,0.081,4109.0,1357.0,1.0
x[194],2.097,2.563,-2.492,6.764,0.036,0.04,5048.0,1752.0,1.0
x[195],-2.312,2.846,-7.871,2.872,0.049,0.056,3363.0,1193.0,1.0
x[196],-0.944,2.439,-5.516,3.595,0.032,0.064,5690.0,1192.0,1.0
x[197],-0.978,2.864,-6.375,4.413,0.048,0.08,3550.0,999.0,1.0
x[198],-1.436,2.552,-6.203,3.417,0.04,0.053,4167.0,1465.0,1.0
x[199],-0.599,2.594,-5.246,4.493,0.039,0.064,4481.0,1460.0,1.0
x[200],3.656,2.576,-0.937,8.467,0.041,0.039,3937.0,1510.0,1.0
x[201],4.621,2.393,0.208,9.219,0.038,0.038,4008.0,1149.0,1.0
x[202],-2.43,2.4,-7.165,2.056,0.034,0.042,4812.0,1430.0,1.0
x[203],1.335,2.559,-3.61,5.774,0.043,0.057,3478.0,1200.0,1.0
x[204],0.516,3.983,-6.974,7.613,0.058,0.097,4781.0,1223.0,1.0
x[205],0.37,2.421,-4.263,4.669,0.039,0.059,3795.0,1457.0,1.0
x[206],1.426,2.417,-3.358,5.647,0.033,0.05,5291.0,1456.0,1.0
x[207],0.213,2.746,-4.737,5.396,0.055,0.071,2526.0,1397.0,1.0
x[208],2.909,2.579,-1.971,7.494,0.045,0.044,3316.0,1401.0,1.0
x[209],0.838,2.754,-4.723,5.661,0.047,0.072,3420.0,1050.0,1.0
x[210],0.506,2.522,-4.55,4.825,0.044,0.065,3251.0,1176.0,1.0
x[211],-0.516,2.602,-5.353,4.266,0.037,0.065,4846.0,1480.0,1.0
x[212],0.309,2.638,-4.46,5.348,0.043,0.075,3824.0,1267.0,1.0
x[213],0.15,2.599,-4.458,5.143,0.04,0.067,4255.0,1234.0,1.01
x[214],2.85,2.511,-1.42,7.68,0.046,0.042,2920.0,1525.0,1.0
x[215],-0.845,2.822,-5.932,4.553,0.049,0.064,3280.0,1528.0,1.0
x[216],-3.743,2.821,-9.073,1.4,0.039,0.043,5331.0,1273.0,1.0
x[217],-1.115,2.505,-5.611,3.796,0.035,0.051,5296.0,1528.0,1.0
x[218],-0.266,2.601,-4.823,4.567,0.042,0.073,3754.0,1378.0,1.01
x[219],-0.868,2.895,-6.089,4.757,0.043,0.074,4483.0,1330.0,1.0
x[220],-1.981,2.925,-7.645,3.295,0.04,0.068,5317.0,1105.0,1.0
x[221],0.433,2.596,-4.706,5.123,0.036,0.064,5289.0,1449.0,1.0
x[222],0.795,2.618,-3.962,5.756,0.045,0.059,3376.0,1317.0,1.0
x[223],-0.568,2.905,-6.027,4.816,0.04,0.085,5160.0,1193.0,1.01
x[224],1.934,2.702,-2.948,7.281,0.045,0.05,3689.0,1524.0,1.0
x[225],-0.039,3.035,-5.745,5.708,0.052,0.079,3387.0,1265.0,1.0
x[226],-1.555,2.987,-7.523,3.709,0.041,0.064,5269.0,1378.0,1.0
x[227],-0.138,2.682,-5.42,4.739,0.041,0.069,4264.0,1405.0,1.0
x[228],-0.698,3.004,-6.595,4.557,0.044,0.079,4619.0,1485.0,1.0
x[229],-1.149,2.822,-6.459,4.071,0.046,0.075,3763.0,1243.0,1.0
x[230],-0.715,2.865,-6.245,4.967,0.039,0.082,5489.0,1285.0,1.0
x[231],0.365,2.346,-3.828,5.077,0.036,0.062,4199.0,1334.0,1.0
x[232],-0.089,2.448,-4.748,4.394,0.039,0.061,3936.0,1081.0,1.0
x[233],-0.597,2.972,-6.151,4.981,0.047,0.082,4046.0,1285.0,1.0
x[234],-1.007,3.028,-6.727,4.576,0.047,0.076,4148.0,1183.0,1.0
x[235],-0.799,2.844,-6.141,4.454,0.043,0.068,4297.0,1389.0,1.01
x[236],1.293,2.917,-4.019,6.579,0.05,0.066,3409.0,1328.0,1.0
x[237],-0.947,2.708,-6.162,3.884,0.049,0.063,3151.0,1390.0,1.0
x[238],-0.99,3.062,-6.479,4.714,0.057,0.08,2858.0,1127.0,1.0
x[239],1.912,2.388,-2.751,6.295,0.035,0.045,4739.0,1484.0,1.0
x[240],-2.728,2.436,-7.181,1.717,0.039,0.036,3925.0,1273.0,1.0
x[241],1.184,2.471,-3.489,5.81,0.042,0.057,3474.0,1357.0,1.0
x[242],-0.282,2.419,-4.528,4.553,0.034,0.056,5091.0,1505.0,1.0
x[243],-0.904,3.109,-6.867,4.746,0.052,0.083,3577.0,1130.0,1.0
x[244],0.174,2.888,-5.39,5.396,0.045,0.074,3964.0,1231.0,1.0
x[245],0.571,2.496,-4.119,5.124,0.041,0.061,3725.0,1465.0,1.0
x[246],-0.883,3.07,-6.688,5.006,0.043,0.08,5131.0,1393.0,1.0
x[247],-2.101,2.835,-7.124,3.303,0.039,0.059,5206.0,1388.0,1.0
x[248],-0.923,2.857,-6.119,4.499,0.052,0.074,2998.0,1134.0,1.01
x[249],-1.17,3.166,-6.853,4.58,0.048,0.089,4364.0,1108.0,1.01
x[250],0.189,2.86,-4.808,5.661,0.047,0.078,3717.0,1371.0,1.0
x[251],-1.204,2.875,-6.561,4.077,0.047,0.07,3740.0,1353.0,1.0
x[252],-1.357,2.882,-6.833,3.882,0.046,0.069,3984.0,841.0,1.0
x[253],-1.047,2.899,-6.566,4.211,0.049,0.073,3484.0,1183.0,1.0
x[254],0.617,2.572,-4.225,5.355,0.044,0.061,3452.0,1124.0,1.0
x[255],-0.478,2.932,-5.729,5.307,0.046,0.079,4285.0,1318.0,1.0
x[256],5.003,2.506,0.369,9.672,0.041,0.035,3751.0,1382.0,1.0
x[257],-0.963,3.28,-6.95,5.507,0.04,0.089,6602.0,1231.0,1.0
x[258],0.997,2.579,-4.003,5.69,0.039,0.06,4372.0,1449.0,1.0
x[259],0.261,2.936,-4.81,5.872,0.041,0.085,5108.0,1234.0,1.0
x[260],2.812,2.589,-2.037,7.463,0.048,0.044,2916.0,1313.0,1.01
x[261],0.287,2.874,-4.686,5.723,0.044,0.073,4321.0,1293.0,1.0
x[262],0.034,2.482,-4.689,4.585,0.038,0.067,4278.0,1331.0,1.0
x[263],1.163,2.509,-3.636,5.666,0.039,0.06,4180.0,1371.0,1.01
x[264],-1.391,2.773,-6.727,3.699,0.044,0.066,3921.0,1414.0,1.0
x[265],-0.425,2.926,-5.786,5.06,0.042,0.08,4941.0,1305.0,1.0
x[266],-0.29,2.921,-5.495,5.35,0.047,0.07,3971.0,1080.0,1.0
x[267],-2.422,2.714,-7.242,2.958,0.046,0.046,3418.0,1417.0,1.0
x[268],0.448,2.957,-4.979,5.761,0.05,0.077,3563.0,1532.0,1.0
x[269],2.637,2.428,-2.003,7.039,0.038,0.043,3981.0,1400.0,1.0
x[270],-0.896,2.876,-6.435,3.988,0.047,0.067,3855.0,1198.0,1.0
x[271],-0.941,2.848,-5.927,4.563,0.049,0.065,3475.0,1493.0,1.0
x[272],3.293,2.423,-1.254,7.63,0.037,0.039,4268.0,1444.0,1.0
x[273],0.539,2.452,-3.737,5.402,0.041,0.069,3610.0,1069.0,1.0
x[274],-1.017,2.957,-6.232,4.741,0.043,0.07,4796.0,1396.0,1.01
x[275],-2.089,2.63,-7.293,2.47,0.044,0.053,3509.0,1516.0,1.0
x[276],0.601,2.416,-4.028,4.859,0.038,0.054,3922.0,1664.0,1.0
x[277],-0.959,2.989,-6.561,4.63,0.048,0.076,3835.0,1419.0,1.0
x[278],-0.999,3.091,-6.894,4.592,0.054,0.074,3329.0,1469.0,1.0
x[279],-0.871,3.074,-6.423,4.793,0.052,0.078,3505.0,1117.0,1.0
x[280],-1.023,2.922,-6.628,4.214,0.05,0.073,3528.0,978.0,1.0
x[281],0.247,2.474,-4.388,4.97,0.039,0.066,3950.0,1404.0,1.0
x[282],-0.855,3.108,-6.496,4.755,0.046,0.083,4692.0,1366.0,1.0
x[283],-1.05,2.963,-6.302,4.485,0.048,0.07,3745.0,1209.0,1.0
x[284],-2.604,2.664,-7.619,2.197,0.04,0.044,4447.0,1605.0,1.0
x[285],-0.969,3.067,-6.575,4.858,0.042,0.081,5357.0,1055.0,1.0
x[286],-1.181,2.452,-5.985,3.153,0.035,0.057,4820.0,1289.0,1.0
x[287],0.107,2.78,-5.268,5.178,0.044,0.089,3897.0,788.0,1.01
x[288],-0.582,2.916,-6.175,4.973,0.042,0.078,4762.0,1355.0,1.0
x[289],3.615,2.492,-0.631,8.647,0.042,0.035,3475.0,1503.0,1.0
x[290],-1.113,2.838,-6.851,3.966,0.042,0.072,4440.0,1408.0,1.0
x[291],0.707,2.486,-4.329,5.012,0.04,0.067,3890.0,1213.0,1.0
x[292],3.925,2.43,-0.489,8.824,0.034,0.036,5145.0,1161.0,1.0
x[293],0.385,2.546,-4.069,5.42,0.042,0.068,3662.0,1396.0,1.0
x[294],0.52,2.797,-4.867,5.666,0.047,0.069,3542.0,1173.0,1.0
x[295],-1.932,2.718,-6.979,3.003,0.041,0.054,4425.0,1356.0,1.0
x[296],1.7,2.632,-3.127,6.678,0.041,0.056,3984.0,1410.0,1.0
x[297],1.38,2.849,-3.914,6.449,0.048,0.068,3521.0,1194.0,1.0
x[298],2.548,2.483,-1.655,7.591,0.032,0.038,5877.0,1356.0,1.0
x[299],-2.584,2.538,-7.636,1.754,0.039,0.049,4278.0,1180.0,1.0
x[300],-2.2,2.992,-7.656,3.522,0.042,0.057,5305.0,1212.0,1.0
x[301],4.505,2.446,-0.22,8.9,0.034,0.03,5210.0,1341.0,1.0
x[302],2.15,2.467,-2.455,6.696,0.035,0.045,4940.0,1397.0,1.0
x[303],4.803,2.6,0.167,10.027,0.037,0.038,5017.0,1345.0,1.0
x[304],2.217,2.39,-2.025,6.968,0.041,0.043,3511.0,1240.0,1.0
x[305],0.914,2.574,-4.11,5.402,0.045,0.053,3302.0,1630.0,1.0
x[306],-0.284,2.685,-5.537,4.618,0.043,0.065,3848.0,1420.0,1.0
x[307],-0.903,2.678,-6.139,3.726,0.043,0.078,3930.0,968.0,1.0
x[308],-0.897,2.657,-5.921,4.017,0.046,0.072,3339.0,1350.0,1.0
x[309],0.541,3.456,-5.398,7.381,0.054,0.091,4028.0,1289.0,1.0
x[310],-0.466,2.616,-5.203,4.666,0.038,0.072,4795.0,1223.0,1.0
x[311],-1.092,2.722,-5.803,4.455,0.042,0.071,4191.0,1395.0,1.0
x[312],-1.934,3.051,-7.487,4.273,0.043,0.079,5078.0,892.0,1.0
x[313],1.558,2.404,-2.505,6.449,0.035,0.05,4746.0,1434.0,1.01
x[314],-2.144,2.545,-6.748,2.641,0.041,0.048,3919.0,1321.0,1.0
x[315],-1.288,2.74,-6.57,3.599,0.047,0.054,3411.0,1363.0,1.0
x[316],-1.198,3.111,-6.871,4.592,0.05,0.072,3814.0,1514.0,1.0
x[317],-2.202,2.691,-6.996,2.863,0.044,0.051,3673.0,1376.0,1.0
