,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
x[91],0.237,2.282,-3.943,4.611,0.037,0.056,3860.0,1514.0,1.0
x[92],-0.53,2.447,-5.133,3.982,0.039,0.056,3890.0,1595.0,1.0
x[93],6.497,2.362,1.796,10.672,0.043,0.034,3023.0,1455.0,1.0
x[94],1.786,2.59,-3.012,6.565,0.038,0.053,4633.0,1420.0,1.0
x[95],0.904,2.523,-3.935,5.628,0.036,0.062,4872.0,1316.0,1.0
x[96],1.132,2.477,-3.502,5.735,0.041,0.057,3652.0,1380.0,1.0
x[97],1.666,2.382,-2.473,6.374,0.034,0.045,4781.0,1711.0,1.0
x[98],2.293,2.311,-1.81,6.895,0.037,0.039,4045.0,1597.0,1.0
x[99],-2.3,2.432,-6.767,2.315,0.034,0.041,5067.0,1503.0,1.0
x[100],3.934,2.346,-0.529,8.084,0.035,0.032,4597.0,1553.0,1.0
x[101],0.114,2.355,-4.371,4.466,0.034,0.061,4970.0,1381.0,1.0
x[102],0.34,2.402,-4.137,4.791,0.039,0.062,3813.0,1327.0,1.0
x[103],0.963,2.278,-3.516,4.874,0.035,0.047,4333.0,1783.0,1.0
x[104],-0.054,2.659,-4.909,4.763,0.045,0.069,3523.0,1254.0,1.01
x[105],1.663,2.5,-2.949,6.451,0.043,0.057,3303.0,1382.0,1.0
x[106],-1.7,2.442,-5.959,3.099,0.034,0.049,5088.0,1234.0,1.0
x[107],-2.232,2.761,-7.298,2.794,0.044,0.049,3777.0,1054.0,1.0
x[108],0.929,2.89,-4.01,6.672,0.041,0.069,4959.0,1581.0,1.0
x[109],-0.591,2.706,-5.761,4.496,0.041,0.07,4335.0,1140.0,1.0
x[110],-1.864,2.488,-6.41,2.762,0.034,0.043,5240.0,1551.0,1.0
x[111],3.935,2.347,-0.537,8.238,0.034,0.032,4735.0,1517.0,1.0
x[112],-1.241,2.56,-5.845,3.692,0.038,0.054,4581.0,1440.0,1.0
x[113],-1.109,2.62,-6.219,3.667,0.045,0.055,3384.0,1520.0,1.0
x[114],4.455,3.017,-1.044,10.174,0.047,0.049,4041.0,1427.0,1.0
x[115],5.224,2.376,1.073,9.845,0.035,0.029,4277.0,1435.0,1.0
x[116],0.265,2.463,-4.342,4.88,0.037,0.068,4374.0,1288.0,1.0
x[117],-0.807,2.527,-5.085,4.349,0.042,0.059,3512.0,1297.0,1.0
x[118],0.746,2.514,-4.06,5.466,0.039,0.072,4148.0,1164.0,1.0
x[119],0.522,2.885,-4.867,5.82,0.044,0.077,4262.0,1306.0,1.0
x[120],4.286,2.488,-0.235,9.103,0.04,0.036,3914.0,1149.0,1.0
x[121],0.711,2.476,-4.091,5.078,0.042,0.06,3515.0,1375.0,1.0
x[122],-1.863,2.331,-6.203,2.83,0.038,0.043,3795.0,1380.0,1.0
x[123],-2.772,2.476,-7.262,2.239,0.042,0.04,3535.0,1575.0,1.01
x[124],-1.8,2.644,-6.686,3.147,0.041,0.056,4288.0,1126.0,1.0
x[125],-1.967,2.514,-6.695,2.756,0.036,0.049,4844.0,1284.0,1.0
x[126],-0.947,2.393,-5.382,3.655,0.035,0.053,4590.0,1407.0,1.0
x[127],0.017,2.387,-4.802,4.103,0.039,0.055,3724.0,1638.0,1.0
x[128],-0.028,2.725,-5.305,4.848,0.047,0.075,3429.0,1067.0,1.0
x[129],0.427,2.817,-4.754,5.642,0.039,0.074,5222.0,1272.0,1.0
x[130],0.097,2.528,-4.327,5.157,0.04,0.069,3850.0,1234.0,1.0
x[131],1.001,2.45,-3.588,5.434,0.038,0.054,4143.0,1529.0,1.0
x[132],-0.063,2.988,-5.893,5.149,0.051,0.077,3428.0,1126.0,1.0
x[133],-0.766,2.678,-5.873,4.063,0.046,0.066,3453.0,1461.0,1.0
x[134],0.326,2.521,-5.09,4.585,0.037,0.059,4750.0,1417.0,1.0
x[135],-1.206,2.352,-5.765,2.955,0.034,0.051,4719.0,1396.0,1.0
x[136],-2.372,2.472,-6.853,2.404,0.034,0.046,5291.0,1510.0,1.0
x[137],2.268,2.407,-2.283,6.607,0.035,0.044,4743.0,1273.0,1.0
x[138],5.241,2.23,0.598,8.993,0.036,0.029,3860.0,1725.0,1.0
x[139],1.602,2.333,-3.041,5.637,0.036,0.043,4191.0,1427.0,1.0
x[140],-2.76,2.422,-7.058,1.96,0.036,0.037,4570.0,1500.0,1.0
x[141],1.386,2.396,-3.409,5.694,0.041,0.049,3403.0,1227.0,1.0
x[142],-1.139,2.447,-5.714,3.493,0.039,0.052,3885.0,1381.0,1.0
x[143],-1.288,2.759,-6.642,3.494,0.049,0.058,3230.0,1580.0,1.0
x[144],-1.609,2.419,-6.32,2.815,0.034,0.048,5091.0,1305.0,1.0
x[145],0.452,2.54,-4.257,5.134,0.038,0.066,4358.0,1199.0,1.0
x[146],-0.937,2.525,-5.572,3.752,0.037,0.057,4726.0,1469.0,1.0
x[147],3.32,2.722,-2.124,8.257,0.045,0.049,3799.0,1079.0,1.0
x[148],-0.722,2.843,-6.222,4.488,0.041,0.075,4724.0,1343.0,1.0
x[149],0.649,2.372,-3.953,4.997,0.04,0.054,3532.0,1335.0,1.0
x[150],-0.808,2.677,-5.905,4.116,0.043,0.067,3955.0,1262.0,1.0
x[151],0.209,2.469,-4.369,4.826,0.034,0.064,5179.0,1428.0,1.0
x[152],0.106,2.526,-4.563,4.812,0.04,0.055,4091.0,1749.0,1.0
x[153],-0.902,2.5,-5.416,3.947,0.034,0.06,5342.0,1252.0,1.0
x[154],0.203,2.544,-4.366,5.144,0.042,0.062,3732.0,1463.0,1.0
x[155],-1.726,2.735,-6.913,3.455,0.04,0.06,4569.0,1406.0,1.0
x[156],0.081,2.404,-4.197,4.752,0.039,0.057,3861.0,1501.0,1.0
x[157],-0.776,2.717,-5.348,4.504,0.039,0.071,4971.0,1342.0,1.0
x[158],-0.185,2.463,-4.675,4.429,0.037,0.074,4554.0,1112.0,1.0
x[159],0.763,2.758,-4.323,5.907,0.043,0.065,4125.0,1480.0,1.0
x[160],-2.826,2.749,-7.881,2.193,0.039,0.051,5004.0,1304.0,1.0
x[161],-0.465,3.156,-6.347,5.549,0.046,0.085,4704.0,1052.0,1.0
x[162],2.98,2.458,-1.74,7.508,0.039,0.037,3874.0,1615.0,1.0
x[163],2.406,2.399,-1.772,6.992,0.036,0.04,4350.0,1280.0,1.0
x[164],-1.719,2.29,-5.863,2.538,0.033,0.041,4736.0,1541.0,1.0
x[165],-0.778,3.877,-8.139,6.202,0.06,0.104,4196.0,1225.0,1.0
x[166],-0.956,2.607,-5.877,3.718,0.039,0.066,4542.0,1420.0,1.0
x[167],1.011,2.29,-3.53,5.05,0.033,0.055,4719.0,1161.0,1.0
x[168],-0.4,2.378,-4.663,4.371,0.039,0.059,3638.0,1577.0,1.0
x[169],1.508,2.318,-2.572,6.142,0.035,0.047,4482.0,1215.0,1.0
x[170],1.257,2.399,-3.412,5.549,0.038,0.05,4030.0,1451.0,1.0
x[171],1.882,2.487,-3.072,6.37,0.038,0.047,4255.0,1489.0,1.0
x[172],-1.091,2.837,-6.461,3.995,0.05,0.069,3266.0,1395.0,1.01
x[173],-1.898,2.806,-6.994,3.088,0.044,0.064,4016.0,1355.0,1.0
x[174],-1.341,2.873,-6.814,3.982,0.049,0.072,3398.0,1267.0,1.0
x[175],-1.732,3.341,-8.138,4.292,0.056,0.074,3526.0,1481.0,1.0
x[176],-1.063,2.374,-5.493,3.11,0.036,0.053,4320.0,1563.0,1.0
x[177],0.004,2.545,-4.304,5.127,0.04,0.064,3988.0,1357.0,1.0
x[178],1.803,2.868,-3.365,7.485,0.041,0.054,4882.0,1552.0,1.0
x[179],-1.898,2.792,-7.294,3.147,0.044,0.055,4013.0,1174.0,1.0
x[180],-0.963,2.48,-5.4,3.67,0.037,0.054,4596.0,1572.0,1.0
x[181],-1.349,2.936,-6.996,4.084,0.044,0.065,4493.0,1369.0,1.0
x[182],0.619,2.418,-3.936,5.035,0.039,0.06,4158.0,1309.0,1.0
x[183],5.591,2.31,1.16,9.73,0.037,0.031,3949.0,1583.0,1.0
x[184],2.195,2.547,-2.398,7.202,0.045,0.052,3174.0,1273.0,1.0
x[185],1.241,2.335,-3.144,5.609,0.035,0.048,4433.0,1555.0,1.0
x[186],-1.277,2.815,-6.611,4.199,0.045,0.072,3861.0,1063.0,1.0
x[187],1.068,2.903,-4.325,6.565,0.051,0.068,3261.0,1303.0,1.0
x[188],-1.259,2.907,-6.631,4.173,0.045,0.068,4138.0,1446.0,1.0
x[189],-0.386,2.681,-5.476,4.566,0.04,0.074,4266.0,1273.0,1.0
x[190],2.917,2.444,-1.388,7.783,0.037,0.038,4320.0,1462.0,1.0
x[191],-0.582,2.925,-6.083,4.697,0.042,0.088,4822.0,1166.0,1.0
x[192],-1.188,2.807,-6.308,4.332,0.043,0.068,4358.0,1154.0,1.0
x[193],-0.36,2.748,-5.683,4.741,0.039,0.073,4863.0,1196.0,1.0
x[194],2.638,2.505,-2.114,7.282,0.048,0.044,2707.0,1289.0,1.0
x[195],-2.332,3.001,-7.789,3.576,0.048,0.062,3937.0,1199.0,1.0
x[196],-1.0,2.465,-5.597,3.471,0.035,0.066,4907.0,1126.0,1.01
x[197],-0.453,2.976,-5.88,5.068,0.044,0.077,4657.0,1224.0,1.0
x[198],-1.589,2.329,-5.769,2.701,0.038,0.05,3837.0,1587.0,1.0
x[199],-0.677,2.504,-5.472,3.921,0.039,0.071,4209.0,1143.0,1.0
x[200],3.936,2.454,-1.038,8.17,0.043,0.035,3265.0,1413.0,1.0
x[201],4.811,2.44,0.337,9.555,0.037,0.034,4407.0,1176.0,1.0
x[202],-2.815,2.292,-7.154,1.514,0.035,0.043,4365.0,1099.0,1.0
x[203],2.497,2.374,-1.916,7.022,0.038,0.041,4130.0,1442.0,1.0
x[204],0.988,3.947,-6.742,8.176,0.059,0.121,4387.0,912.0,1.0
x[205],1.895,2.398,-2.625,6.368,0.033,0.05,5271.0,1339.0,1.0
x[206],1.033,2.375,-3.326,5.651,0.038,0.057,3978.0,1296.0,1.0
x[207],-0.524,2.808,-6.207,4.38,0.041,0.077,4776.0,1193.0,1.0
x[208],2.34,2.257,-1.672,6.991,0.033,0.038,4570.0,1376.0,1.0
x[209],0.77,2.838,-4.734,5.979,0.047,0.078,3667.0,1285.0,1.0
x[210],0.997,2.504,-3.803,5.763,0.036,0.06,4900.0,1438.0,1.0
x[211],-0.102,2.54,-4.851,4.796,0.039,0.063,4295.0,1597.0,1.0
x[212],0.931,2.683,-4.099,5.965,0.036,0.064,5652.0,1321.0,1.0
x[213],-0.284,2.485,-5.038,4.262,0.04,0.059,3955.0,1466.0,1.0
x[214],1.957,2.46,-2.641,6.575,0.044,0.046,3186.0,1259.0,1.0
x[215],-1.089,3.063,-6.493,4.72,0.045,0.077,4590.0,1340.0,1.0
x[216],-3.649,2.682,-8.47,1.489,0.041,0.04,4140.0,1364.0,1.0
x[217],-0.511,2.341,-5.261,3.527,0.035,0.057,4561.0,1349.0,1.0
x[218],-0.262,2.56,-4.944,4.393,0.036,0.07,5208.0,1331.0,1.0
x[219],-0.725,2.894,-5.846,4.684,0.044,0.071,4314.0,1260.0,1.0
x[220],-1.973,2.874,-7.536,3.279,0.047,0.057,3817.0,1391.0,1.0
x[221],0.726,2.517,-3.896,5.653,0.04,0.063,3955.0,1483.0,1.0
x[222],0.548,2.615,-4.27,5.443,0.04,0.068,4290.0,1247.0,1.0
x[223],-0.633,2.915,-5.91,4.995,0.047,0.075,3783.0,1348.0,1.0
x[224],1.033,2.532,-3.554,6.038,0.043,0.058,3452.0,1314.0,1.0
x[225],0.568,2.747,-4.5,5.836,0.042,0.066,4362.0,1531.0,1.0
x[226],-1.642,2.742,-6.476,3.689,0.046,0.058,3490.0,1257.0,1.0
x[227],0.158,2.648,-4.575,5.097,0.047,0.066,3333.0,1406.0,1.0
x[228],-0.74,3.084,-6.643,4.967,0.051,0.079,3608.0,1188.0,1.01
x[229],-1.052,2.956,-6.375,4.348,0.043,0.076,4656.0,1290.0,1.0
x[230],-1.079,3.028,-6.453,4.81,0.042,0.075,5003.0,1466.0,1.0
x[231],0.772,2.412,-3.452,5.478,0.037,0.06,4210.0,1401.0,1.0
x[232],0.536,2.4,-3.656,5.488,0.032,0.062,5504.0,1293.0,1.0
x[233],0.139,3.02,-5.913,5.627,0.045,0.082,4485.0,1196.0,1.0
x[234],-1.069,3.167,-7.196,4.522,0.048,0.083,4430.0,1222.0,1.0
x[235],-0.681,2.86,-6.404,4.343,0.044,0.075,4315.0,1248.0,1.0
x[236],0.794,2.923,-4.639,6.2,0.043,0.075,4732.0,1239.0,1.0
x[237],-1.322,2.712,-6.877,3.501,0.039,0.066,4912.0,1392.0,1.0
x[238],-1.43,2.932,-6.74,4.181,0.051,0.062,3330.0,1437.0,1.0
x[239],3.48,2.34,-1.138,7.627,0.035,0.034,4490.0,1398.0,1.0
x[240],-1.3,2.358,-5.608,3.204,0.038,0.052,3898.0,1383.0,1.01
x[241],0.77,2.358,-3.411,5.343,0.045,0.058,2776.0,1214.0,1.0
x[242],-0.334,2.287,-4.464,4.189,0.041,0.062,3299.0,878.0,1.0
x[243],-0.899,3.046,-6.56,4.535,0.05,0.071,3745.0,1380.0,1.0
x[244],-0.241,2.647,-5.275,4.794,0.039,0.068,4571.0,1397.0,1.0
x[245],-1.112,2.467,-5.803,3.3,0.039,0.053,4009.0,1482.0,1.0
x[246],-1.506,2.944,-7.334,3.817,0.047,0.061,3987.0,1451.0,1.0
x[247],-2.095,2.547,-7.015,2.451,0.041,0.051,3734.0,1200.0,1.0
x[248],-0.708,2.759,-5.581,4.682,0.046,0.07,3575.0,1205.0,1.0
x[249],-1.329,3.017,-7.035,3.883,0.044,0.073,4774.0,1338.0,1.0
x[250],0.177,3.033,-5.832,5.823,0.044,0.083,4849.0,1374.0,1.0
x[251],-1.011,3.023,-7.136,4.392,0.056,0.07,2904.0,1312.0,1.0
x[252],-1.801,2.7,-7.042,3.104,0.039,0.051,4814.0,1593.0,1.0
x[253],-1.026,3.066,-6.813,4.481,0.05,0.081,3841.0,994.0,1.0
x[254],1.336,2.365,-3.118,5.803,0.037,0.048,4069.0,1481.0,1.0
x[255],-1.058,2.876,-6.69,4.25,0.049,0.071,3434.0,1459.0,1.0
x[256],3.836,2.382,-0.362,8.457,0.036,0.038,4331.0,1369.0,1.0
x[257],-0.853,3.001,-6.062,5.262,0.049,0.08,3800.0,1204.0,1.0
x[258],1.361,2.424,-3.233,5.862,0.036,0.05,4404.0,1342.0,1.0
x[259],0.197,3.094,-5.914,5.651,0.047,0.091,4309.0,1149.0,1.0
x[260],2.59,2.51,-1.865,7.508,0.043,0.043,3469.0,1274.0,1.0
x[261],0.393,2.954,-5.329,5.55,0.048,0.077,3758.0,1355.0,1.0
x[262],-0.604,2.459,-5.048,4.197,0.039,0.056,4086.0,1311.0,1.0
x[263],0.782,2.458,-4.08,5.139,0.035,0.062,5247.0,1489.0,1.0
x[264],-1.662,2.957,-7.041,3.944,0.05,0.062,3444.0,1364.0,1.0
x[265],-0.525,2.729,-5.779,4.362,0.041,0.079,4488.0,1252.0,1.0
x[266],0.244,2.77,-4.798,5.371,0.05,0.066,3124.0,1615.0,1.0
x[267],-2.645,2.595,-7.551,1.884,0.039,0.046,4322.0,1529.0,1.0
x[268],0.421,3.019,-5.173,6.047,0.044,0.106,4627.0,952.0,1.01
x[269],3.116,2.273,-1.096,7.253,0.037,0.038,3598.0,1138.0,1.0
x[270],-1.05,2.786,-6.36,4.084,0.052,0.073,2954.0,1140.0,1.0
x[271],-0.955,3.131,-6.797,5.031,0.055,0.071,3269.0,1424.0,1.0
x[272],2.293,2.302,-2.024,6.372,0.032,0.036,5124.0,1454.0,1.0
x[273],-0.438,2.356,-4.888,3.79,0.038,0.058,3953.0,1501.0,1.01
x[274],-1.058,2.993,-6.329,4.714,0.053,0.073,3186.0,1269.0,1.0
x[275],-2.894,2.626,-8.137,1.765,0.043,0.046,3824.0,1170.0,1.0
x[276],-0.346,2.448,-4.622,4.628,0.035,0.064,4984.0,1317.0,1.0
x[277],-0.991,3.037,-6.547,5.109,0.053,0.076,3252.0,1219.0,1.0
x[278],-0.825,2.998,-6.11,5.008,0.044,0.07,4670.0,1541.0,1.01
x[279],-0.992,2.964,-6.569,4.298,0.043,0.081,4632.0,1227.0,1.0
x[280],-1.032,3.055,-7.075,4.35,0.05,0.077,3711.0,1290.0,1.0
x[281],-0.157,2.438,-4.742,4.517,0.035,0.063,4650.0,1464.0,1.0
x[282],-1.035,3.03,-7.102,4.277,0.05,0.072,3757.0,1268.0,1.0
x[283],-1.109,2.927,-6.139,4.741,0.046,0.064,4071.0,1530.0,1.0
x[284],-2.072,2.657,-6.88,2.825,0.044,0.052,3721.0,1311.0,1.0
x[285],-0.935,3.046,-6.56,4.704,0.047,0.081,4129.0,1096.0,1.0
x[286],-2.856,2.27,-7.13,1.529,0.033,0.036,4694.0,1498.0,1.0
x[287],0.282,2.671,-5.035,5.078,0.041,0.069,4230.0,1352.0,1.0
x[288],-0.638,2.979,-6.026,4.9,0.052,0.086,3292.0,1159.0,1.0
x[289],3.191,2.478,-1.247,7.723,0.039,0.039,3992.0,1603.0,1.0
x[290],-1.36,2.682,-6.493,3.414,0.041,0.054,4291.0,1464.0,1.0
x[291],1.066,2.328,-3.354,5.264,0.038,0.053,3744.0,1266.0,1.0
x[292],4.406,2.298,0.399,9.159,0.036,0.034,4149.0,1367.0,1.0
x[293],0.454,2.428,-4.348,4.927,0.037,0.067,4301.0,1638.0,1.01
x[294],-0.119,2.628,-5.077,4.708,0.043,0.072,3825.0,1372.0,1.0
x[295],-1.648,2.556,-6.317,2.943,0.038,0.052,4447.0,1309.0,1.0
x[296],2.339,2.481,-2.683,6.629,0.04,0.039,3955.0,1431.0,1.0
x[297],1.952,2.701,-3.554,6.714,0.043,0.056,3874.0,1085.0,1.0
x[298],2.803,2.582,-1.722,7.684,0.038,0.049,4611.0,1260.0,1.0
x[299],-2.335,2.499,-6.884,2.264,0.038,0.045,4234.0,1357.0,1.0
x[300],-2.331,2.939,-7.737,2.854,0.048,0.057,3801.0,1531.0,1.0
x[301],4.857,2.457,0.227,9.398,0.037,0.034,4493.0,1556.0,1.0
x[302],3.723,2.452,-0.667,8.337,0.039,0.039,4072.0,1350.0,1.0
x[303],5.451,2.362,0.951,9.66,0.035,0.029,4499.0,1514.0,1.0
x[304],3.889,2.404,-0.352,8.731,0.034,0.036,4910.0,1217.0,1.0
x[305],1.256,2.591,-3.592,5.995,0.033,0.052,6057.0,1634.0,1.0
x[306],0.579,2.585,-4.094,5.426,0.045,0.07,3346.0,1283.0,1.0
x[307],-1.399,2.644,-6.119,3.484,0.038,0.057,4835.0,1442.0,1.0
x[308],-1.313,2.402,-5.735,3.39,0.037,0.054,4172.0,1602.0,1.0
x[309],0.272,3.448,-6.127,6.781,0.056,0.103,3816.0,1312.0,1.0
x[310],-0.695,2.369,-5.534,3.645,0.035,0.055,4479.0,1335.0,1.0
x[311],-0.654,2.51,-5.605,3.545,0.037,0.069,4547.0,1157.0,1.0
x[312],-2.062,2.906,-7.157,3.691,0.05,0.062,3406.0,1388.0,1.0
x[313],2.872,2.357,-1.302,7.606,0.036,0.036,4095.0,1382.0,1.0
x[314],-2.325,2.44,-7.028,2.233,0.04,0.041,3636.0,1615.0,1.0
x[315],-1.344,2.827,-6.625,3.67,0.049,0.063,3325.0,1413.0,1.0
x[316],-0.205,2.893,-5.702,5.181,0.041,0.082,5160.0,1517.0,1.01
x[317],-1.843,2.586,-6.504,2.962,0.04,0.05,4066.0,1080.0,1.0
