,rating,Team,Type,mu,sd,name
128,-1.39468416677886,Miami Heat,Rookie,1.876,5,Tyler Johnson
129,-1.39468416677886,Miami Heat,Rookie,0.181157,5,Rodney McGruder
131,-1.39468416677886,Miami Heat,Rookie,0.33856533333333333,5,Willie Reed
132,-1.39468416677886,Miami Heat,Rookie,0.2915453333333333,5,Josh Richardson
135,-1.39468416677886,Miami Heat,Rookie,0.12497766666666667,5,Okaro White
137,-1.39468416677886,Miami Heat,Rookie,0.86448,5,Justise Winslow
138,-1.39468416677886,Miami Heat,Rookie,0.10933333333333334,5,Briante Weber
141,-1.57258900417228,Indiana Pacers,Rookie,0.3507806666666667,5,Rakeem Christmas
145,-1.57258900417228,Indiana Pacers,Rookie,0.3501666666666667,5,Glenn Robinson III
150,-1.57258900417228,Indiana Pacers,Rookie,0.82128,5,Myles Turner
151,-1.57258900417228,Indiana Pacers,Rookie,0.3507806666666667,5,Joe Young
153,-1.57258900417228,Indiana Pacers,Rookie,0.21666666666666667,5,Georges Niang
156,-1.61856766959306,Utah Jazz,Rookie,1.31344,5,Dante Exum
158,-1.61856766959306,Utah Jazz,Rookie,0.707096,5,Rudy Gobert
161,-1.61856766959306,Utah Jazz,Rookie,0.46884,5,Rodney Hood
162,-1.61856766959306,Utah Jazz,Rookie,0.75,5,Joe Ingles
164,-1.61856766959306,Utah Jazz,Rookie,0.7802,5,Trey Lyles
166,-1.61856766959306,Utah Jazz,Rookie,0.3126,5,Raul Neto
167,-1.61856766959306,Utah Jazz,Rookie,0.33856533333333333,5,Jeff Withey
168,-1.61856766959306,Utah Jazz,Rookie,0.2,5,Joel Bolomboy
172,-1.73985441791688,Charlotte Hornets,Rookie,0.181157,5,Treveon Graham
173,-1.73985441791688,Charlotte Hornets,Rookie,0.125193,5,Aaron Harrison
174,-1.73985441791688,Charlotte Hornets,Rookie,0.91,5,Frank Kaminsky
179,-1.73985441791688,Charlotte Hornets,Rookie,0.04631266666666667,5,Mike Tobey
182,-1.73985441791688,Charlotte Hornets,Rookie,0.2915453333333333,5,Christian Wood
183,-1.73985441791688,Charlotte Hornets,Rookie,1.772771,5,Cody Zeller
185,-2.0990244865875898,Portland Trailblazers,Rookie,0.2915453333333333,5,Pat Connaughton
189,-2.0990244865875898,Portland Trailblazers,Rookie,0.2,5,Jake Layman
192,-2.0990244865875898,Portland Trailblazers,Rookie,1.073193,5,CJ McCollum
193,-2.0990244865875898,Portland Trailblazers,Rookie,0.45004,5,Shabazz Napier
194,-2.0990244865875898,Portland Trailblazers,Rookie,0.64044,5,Jusuf Nurkic
197,-2.0990244865875898,Portland Trailblazers,Rookie,0.91712,5,Noah Vonleh
199,-3.0909891802970897,Detroit Pistons,Rookie,0.7518813333333333,5,Reggie Bullock
200,-3.0909891802970897,Detroit Pistons,Rookie,1.2261063333333333,5,Kentavious Caldwell-Pope
202,-3.0909891802970897,Detroit Pistons,Rookie,0.56804,5,Henry Ellenson
203,-3.0909891802970897,Detroit Pistons,Rookie,0.21666666666666667,5,Michael Gbinije
206,-3.0909891802970897,Detroit Pistons,Rookie,0.98996,5,Stanley Johnson
208,-3.0909891802970897,Detroit Pistons,Rookie,2.3333333333333335,5,Boban Marjanovic
212,-3.0909891802970897,Detroit Pistons,Rookie,0.2915453333333333,5,Darrun Hilliard
217,-3.59961726173231,Houston Rockets,Rookie,0.43208,5,Clint Capela
218,-3.59961726173231,Houston Rockets,Rookie,0.57352,5,Sam Dekker
221,-3.59961726173231,Houston Rockets,Rookie,0.34833333333333333,5,Montrezl Harrell
223,-3.59961726173231,Houston Rockets,Rookie,0.5,5,Marcelo Huertas
224,-3.59961726173231,Houston Rockets,Rookie,0.181157,5,Chinanu Onuaku
225,-3.59961726173231,Houston Rockets,Rookie,0.10166666666666667,5,Isaiah Taylor
228,-3.9516568805173,Washington Wizards,Rookie,1.243551,5,Bojan Bogdanovic
229,-3.9516568805173,Washington Wizards,Rookie,1.128866,5,Trey Burke
230,-3.9516568805173,Washington Wizards,Rookie,0.058333333333333334,5,Jarell Eddie
233,-3.9516568805173,Washington Wizards,Rookie,0.181157,5,Sheldon Mac
234,-3.9516568805173,Washington Wizards,Rookie,0.39716,5,Chris McCullough
236,-3.9516568805173,Washington Wizards,Rookie,0.181157,5,Daniel Ochefu
237,-3.9516568805173,Washington Wizards,Rookie,0.66888,5,Kelly Oubre Jr.
238,-3.9516568805173,Washington Wizards,Rookie,0.9569376666666667,5,Tomas Satoransky
243,-4.019434059053641,Dallas Mavericks,Rookie,0.181157,5,Nicolas Brussino
244,-4.019434059053641,Dallas Mavericks,Rookie,0.966,5,Seth Curry
245,-4.019434059053641,Dallas Mavericks,Rookie,0.07992233333333333,5,Yogi Ferrell
246,-4.019434059053641,Dallas Mavericks,Rookie,0.181157,5,Dorian Finney-Smith
247,-4.019434059053641,Dallas Mavericks,Rookie,0.226979,5,Jonathan Gibson
250,-4.019434059053641,Dallas Mavericks,Rookie,0.035166,5,Pierre Jackson
253,-4.019434059053641,Dallas Mavericks,Rookie,0.2915453333333333,5,Salah Mejri
254,-4.019434059053641,Dallas Mavericks,Rookie,1.4614966666666667,5,Nerlens Noel
257,-4.019434059053641,Dallas Mavericks,Rookie,0.021312666666666667,5,Jarrod Uthoff
260,-4.91178773262357,Chicago Bulls,Rookie,0.33856533333333333,5,Isaiah Canaan
261,-4.91178773262357,Chicago Bulls,Rookie,1.0611753333333334,5,Michael Carter-Williams
262,-4.91178773262357,Chicago Bulls,Rookie,0.2915453333333333,5,Cristiano Felicio
263,-4.91178773262357,Chicago Bulls,Rookie,0.54768,5,Jerian Grant
264,-4.91178773262357,Chicago Bulls,Rookie,0.5699066666666667,5,Joffrey Lauvergne
266,-4.91178773262357,Chicago Bulls,Rookie,1.9274833333333334,5,Nikola Mirotic
268,-4.91178773262357,Chicago Bulls,Rookie,0.70416,5,Cameron Payne
269,-4.91178773262357,Chicago Bulls,Rookie,0.48456,5,Bobby Portis
271,-4.91178773262357,Chicago Bulls,Rookie,0.6974,5,Denzel Valentine
273,-4.91178773262357,Chicago Bulls,Rookie,0.25,5,Paul Zipser
277,-5.1226081725312005,Orlando Magic,Rookie,1.45044,5,Aaron Gordon
279,-5.1226081725312005,Orlando Magic,Rookie,1.30328,5,Mario Hezonja
281,-5.1226081725312005,Orlando Magic,Rookie,0.14669266666666667,5,Arinze Onuaku
282,-5.1226081725312005,Orlando Magic,Rookie,0.8712,5,Elfrid Payton
284,-5.1226081725312005,Orlando Magic,Rookie,0.3268103333333333,5,Damjan Rudez
287,-5.1226081725312005,Orlando Magic,Rookie,0.31666666666666665,5,Stephen Zimmerman
290,-5.786525373579299,Sacramento Kings,Rookie,1.18372,5,Willie Cauley-Stein
293,-5.786525373579299,Sacramento Kings,Rookie,1.7333333333333334,5,Langston Galloway
295,-5.786525373579299,Sacramento Kings,Rookie,1.1724,5,Buddy Hield
297,-5.786525373579299,Sacramento Kings,Rookie,0.39628,5,Skal Labissiere
299,-5.786525373579299,Sacramento Kings,Rookie,1.336294,5,Ben McLemore
300,-5.786525373579299,Sacramento Kings,Rookie,0.73408,5,Georgios Papagiannis
301,-5.786525373579299,Sacramento Kings,Rookie,0.47996,5,Malachi Richardson
307,-6.03227339498386,Memphis Grizzlies,Rookie,1.11098,5,Troy Daniels
308,-6.03227339498386,Memphis Grizzlies,Rookie,0.45640966666666666,5,Deyonta Davis
311,-6.03227339498386,Memphis Grizzlies,Rookie,0.3268103333333333,5,JaMychal Green
312,-6.03227339498386,Memphis Grizzlies,Rookie,0.315,5,Andrew Harrison
313,-6.03227339498386,Memphis Grizzlies,Rookie,0.42872,5,Jarell Martin
316,-6.03227339498386,Memphis Grizzlies,Rookie,0.027706333333333333,5,Wayne Selden
317,-6.03227339498386,Memphis Grizzlies,Rookie,0.181157,5,Troy Williams
320,-6.190073602455599,New York Knicks,Rookie,0.181157,5,Ron Baker
321,-6.190073602455599,New York Knicks,Rookie,0.4583333333333333,5,Willy Hernangomez
322,-6.190073602455599,New York Knicks,Rookie,0.33856533333333333,5,Justin Holiday
324,-6.190073602455599,New York Knicks,Rookie,0.966,5,Mindaugas Kuzminskas
326,-6.190073602455599,New York Knicks,Rookie,0.181157,5,Maurice Ndour
329,-6.190073602455599,New York Knicks,Rookie,1.43924,5,Kristaps Porzingis
333,-6.190073602455599,New York Knicks,Rookie,0.181157,5,Marshall Plumlee
336,-6.2745956345453395,Denver Nuggets,Rookie,0.54244,5,Malik Beasley
340,-6.2745956345453395,Denver Nuggets,Rookie,0.55196,5,Gary Harris
342,-6.2745956345453395,Denver Nuggets,Rookie,0.4528333333333333,5,Nikola Jokic
344,-6.2745956345453395,Denver Nuggets,Rookie,1.0806,5,Emmanuel Mudiay
345,-6.2745956345453395,Denver Nuggets,Rookie,1.07028,5,Jamal Murray
347,-6.2745956345453395,Denver Nuggets,Rookie,0.7761766666666666,5,Mason Plumlee
348,-6.2745956345453395,Denver Nuggets,Rookie,0.05,5,Jarnell Stokes
350,-6.84976511270093,Minnesota Timberwolves,Rookie,1.2666666666666666,5,Nemanja Bjelica
351,-6.84976511270093,Minnesota Timberwolves,Rookie,0.7829276666666667,5,Gorgui Dieng
352,-6.84976511270093,Minnesota Timberwolves,Rookie,1.29084,5,Kris Dunn
354,-6.84976511270093,Minnesota Timberwolves,Rookie,0.44656,5,Tyus Jones
355,-6.84976511270093,Minnesota Timberwolves,Rookie,0.74696,5,Zach LaVine
357,-6.84976511270093,Minnesota Timberwolves,Rookie,1.015433,5,Shabazz Muhammad
360,-6.84976511270093,Minnesota Timberwolves,Rookie,1.98672,5,Karl-Anthony Towns
361,-6.84976511270093,Minnesota Timberwolves,Rookie,2.0022,5,Andrew Wiggins
362,-6.84976511270093,Minnesota Timberwolves,Rookie,0.67408,5,Adreian Payne
370,-7.03368520640549,New Orleans Pelicans,Rookie,0.181157,5,Cheick Diallo
371,-7.03368520640549,New Orleans Pelicans,Rookie,0.6966666666666667,5,Tim Frazier
379,-7.03368520640549,New Orleans Pelicans,Rookie,0.026640666666666667,5,Quinn Cook
380,-7.43886372944713,Milwaukee Bucks,Rookie,0.9984736666666667,5,Giannis Antetokounmpo
382,-7.43886372944713,Milwaukee Bucks,Rookie,0.30833333333333335,5,Malcolm Brogdon
386,-7.43886372944713,Milwaukee Bucks,Rookie,0.8562,5,Thon Maker
390,-7.43886372944713,Milwaukee Bucks,Rookie,1.79144,5,Jabari Parker
393,-7.43886372944713,Milwaukee Bucks,Rookie,0.7894423333333334,5,Tony Snell
396,-7.43886372944713,Milwaukee Bucks,Rookie,0.017149666666666667,5,Axel Toupane
397,-7.43886372944713,Milwaukee Bucks,Rookie,0.60368,5,Rashad Vaughn
399,-9.79465871454632,Phoenix Suns,Rookie,1.42544,5,Dragan Bender
401,-9.79465871454632,Phoenix Suns,Rookie,0.7412,5,Devin Booker
403,-9.79465871454632,Phoenix Suns,Rookie,0.98048,5,Marquese Chriss
405,-9.79465871454632,Phoenix Suns,Rookie,0.6980296666666667,5,Archie Goodwin
408,-9.79465871454632,Phoenix Suns,Rookie,1.6078736666666666,5,Alex Len
409,-9.79465871454632,Phoenix Suns,Rookie,0.007689666666666667,5,Elijah Millsap
412,-9.79465871454632,Phoenix Suns,Rookie,0.306123,5,Tyler Ulis
413,-9.79465871454632,Phoenix Suns,Rookie,0.70964,5,T.J. Warren
414,-9.79465871454632,Phoenix Suns,Rookie,0.2915453333333333,5,Alan Williams
416,-10.5672309849546,Brooklyn Nets,Rookie,0.33856533333333333,5,Anthony Bennett
418,-10.5672309849546,Brooklyn Nets,Rookie,0.242224,5,Spencer Dinwiddie
420,-10.5672309849546,Brooklyn Nets,Rookie,1.0,5,Justin Hamilton
421,-10.5672309849546,Brooklyn Nets,Rookie,0.3268103333333333,5,Joe Harris
422,-10.5672309849546,Brooklyn Nets,Rookie,0.4652,5,Rondae Hollis-Jefferson
423,-10.5672309849546,Brooklyn Nets,Rookie,0.3268103333333333,5,Sean Kilpatrick
424,-10.5672309849546,Brooklyn Nets,Rookie,0.52076,5,Caris LeVert
431,-10.5672309849546,Brooklyn Nets,Rookie,0.35804833333333336,5,Isaiah Whitehead
433,-12.3894444559469,Los Angeles Lakers,Rookie,2.0636666666666668,5,Tarik Black
438,-12.3894444559469,Los Angeles Lakers,Rookie,0.57796,5,Tyler Ennis
439,-12.3894444559469,Los Angeles Lakers,Rookie,1.76056,5,Brandon Ingram
441,-12.3894444559469,Los Angeles Lakers,Rookie,0.40256,5,Larry Nance Jr.
442,-12.3894444559469,Los Angeles Lakers,Rookie,0.045822,5,David Nwaba
443,-12.3894444559469,Los Angeles Lakers,Rookie,1.08904,5,Julius Randle
445,-12.3894444559469,Los Angeles Lakers,Rookie,1.7776,5,D'Angelo Russell
447,-12.3894444559469,Los Angeles Lakers,Rookie,0.3449853333333333,5,Ivica Zubac
448,-12.3894444559469,Los Angeles Lakers,Rookie,0.2915453333333333,5,Anthony Brown
449,-13.379977164515,Philadelphia 76ers,Rookie,0.50472,5,Justin Anderson
452,-13.379977164515,Philadelphia 76ers,Rookie,0.33856533333333333,5,Robert Covington
453,-13.379977164515,Philadelphia 76ers,Rookie,1.60872,5,Joel Embiid
456,-13.379977164515,Philadelphia 76ers,Rookie,0.34194366666666665,5,Richaun Holmes
457,-13.379977164515,Philadelphia 76ers,Rookie,0.032323,5,Shawn Long
458,-13.379977164515,Philadelphia 76ers,Rookie,0.44232,5,Timothe Luwawu-Cabarrot
459,-13.379977164515,Philadelphia 76ers,Rookie,0.2915453333333333,5,T.J. McConnell
460,-13.379977164515,Philadelphia 76ers,Rookie,1.59628,5,Jahlil Okafor
461,-13.379977164515,Philadelphia 76ers,Rookie,0.012967666666666667,5,Alex Poythress
462,-13.379977164515,Philadelphia 76ers,Rookie,0.09910366666666667,5,Chasson Randle
464,-13.379977164515,Philadelphia 76ers,Rookie,0.77276,5,Dario Saric
466,-13.379977164515,Philadelphia 76ers,Rookie,0.99768,5,Nik Stauskas
467,-13.379977164515,Philadelphia 76ers,Rookie,0.14737533333333333,5,Hollis Thompson
