,rating,Team,Type,mu,sd,name
1,7.07248675076478,San Antonio Spurs,Rookie,0.39736,5,Kyle Anderson
3,7.07248675076478,San Antonio Spurs,Rookie,0.181157,5,Davis Bertans
4,7.07248675076478,San Antonio Spurs,Rookie,0.966,5,Dewayne Dedmon
5,7.07248675076478,San Antonio Spurs,Rookie,0.181157,5,Bryn Forbes
6,7.07248675076478,San Antonio Spurs,Rookie,0.03333333333333333,5,Patricio Garino
10,7.07248675076478,San Antonio Spurs,Rookie,0.07033166666666667,5,Nicolas Laprovittola
14,7.07248675076478,San Antonio Spurs,Rookie,0.39336,5,Dejounte Murray
16,7.07248675076478,San Antonio Spurs,Rookie,0.2915453333333333,5,Jonathon Simmons
17,6.50224258300771,Golden State Warriors,Rookie,0.33856533333333333,5,Ian Clark
22,6.50224258300771,Golden State Warriors,Rookie,0.39052,5,Damian Jones
24,6.50224258300771,Golden State Warriors,Rookie,0.39428,5,Kevon Looney
25,6.50224258300771,Golden State Warriors,Rookie,0.181157,5,Patrick McCaw
30,6.50224258300771,Golden State Warriors,Rookie,0.3268103333333333,5,James Michael McAdoo
31,4.56459318218398,Oklahoma City Thunder,Rookie,1.9982546666666667,5,Alex Abrines
32,4.56459318218398,Oklahoma City Thunder,Rookie,1.046839,5,Steven Adams
33,4.56459318218398,Oklahoma City Thunder,Rookie,0.181157,5,Semaj Christon
37,4.56459318218398,Oklahoma City Thunder,Rookie,0.3268103333333333,5,Jerami Grant
38,4.56459318218398,Oklahoma City Thunder,Rookie,0.39716,5,Josh Huestis
40,4.56459318218398,Oklahoma City Thunder,Rookie,0.82768,5,Doug McDermott
41,4.56459318218398,Oklahoma City Thunder,Rookie,2.18432,5,Victor Oladipo
43,4.56459318218398,Oklahoma City Thunder,Rookie,0.7276906666666667,5,Andre Roberson
44,4.56459318218398,Oklahoma City Thunder,Rookie,0.8134,5,Domantas Sabonis
55,3.62389773336043,Cleveland Cavaliers,Rookie,0.2915453333333333,5,Jordan McRae
58,3.62389773336043,Cleveland Cavaliers,Rookie,0.181157,5,Kay Felder
65,0.5409203364419379,Los Angeles Clippers,Rookie,0.42464,5,Brice Johnson
73,0.5409203364419379,Los Angeles Clippers,Rookie,0.181157,5,Diamond Stone
75,0.0,Atlanta Hawks,Rookie,0.49992,5,DeAndre' Bembry
76,0.0,Atlanta Hawks,Rookie,0.8333333333333334,5,Malcolm Delaney
78,0.0,Atlanta Hawks,Rookie,0.760535,5,Tim Hardaway Jr.
83,0.0,Atlanta Hawks,Rookie,0.13940933333333333,5,Ryan Kelly
85,0.0,Atlanta Hawks,Rookie,0.33856533333333333,5,Mike Muscala
87,0.0,Atlanta Hawks,Rookie,0.042874333333333334,5,Lamar Patterson
88,0.0,Atlanta Hawks,Rookie,0.77276,5,Taurean Prince
89,0.0,Atlanta Hawks,Rookie,0.9028606666666666,5,Dennis Schroder
91,0.0,Atlanta Hawks,Rookie,0.3333333333333333,5,Edy Tavares
92,-0.347019695634259,Toronto Raptors,Rookie,0.52988,5,Bruno Caboclo
98,-0.347019695634259,Toronto Raptors,Rookie,0.64044,5,Lucas Nogueira
100,-0.347019695634259,Toronto Raptors,Rookie,0.90132,5,Jakob Poeltl
101,-0.347019695634259,Toronto Raptors,Rookie,0.2915453333333333,5,Norman Powell
102,-0.347019695634259,Toronto Raptors,Rookie,0.39868,5,Pascal Siakam
104,-0.347019695634259,Toronto Raptors,Rookie,0.181157,5,Fred VanVleet
105,-0.347019695634259,Toronto Raptors,Rookie,0.52576,5,Delon Wright
106,-1.02893200505136,Boston Celtics,Rookie,0.08333333333333333,5,Ben Bentil
108,-1.02893200505136,Boston Celtics,Rookie,1.581,5,Jaylen Brown
114,-1.02893200505136,Boston Celtics,Rookie,0.40788433333333335,5,Jordan Mickey
115,-1.02893200505136,Boston Celtics,Rookie,1.031338,5,Kelly Olynyk
116,-1.02893200505136,Boston Celtics,Rookie,0.63548,5,Terry Rozier
117,-1.02893200505136,Boston Celtics,Rookie,1.19296,5,Marcus Smart
120,-1.02893200505136,Boston Celtics,Rookie,0.48333333333333334,5,Demetrius Jackson
121,-1.02893200505136,Boston Celtics,Rookie,0.6084,5,James Young
125,-1.39468416677886,Miami Heat,Rookie,0.010656333333333334,5,Marcus Georges-Hunt
