X,Unnamed..0,rating,Team,mu,sd,name,Contract.Value,Year,Type,coefs,index,player_id,player_name
177,323,-5.629013734,Brooklyn Nets,0.569846,5,Tyler Zeller,"$1,709,538.00 ",2017,Non-rookie,2.499155092,458,203092,Tyler Zeller
178,325,-5.497607056,Orlando Magic,0.776217333,5,Arron Afflalo,"$2,328,652.00 ",2017,Non-rookie,-3.231234592,200,201167,Arron Afflalo
179,327,-5.497607056,Orlando Magic,5.666666667,5,Bismack Biyombo,"$17,000,000.00 ",2017,Non-rookie,-7.137349664,500,202687,Bismack Biyombo
180,328,-5.497607056,Orlando Magic,2.416666667,5,D.J. Augustin,"$7,250,000.00 ",2017,Non-rookie,3.115739704,18,201571,D.J. Augustin
181,330,-5.497607056,Orlando Magic,5.666666667,5,Evan Fournier,"$17,000,000.00 ",2017,Non-rookie,9.961285517,154,203095,Evan Fournier
182,332,-5.497607056,Orlando Magic,2.1,5,Jonathon Simmons,"$6,300,000.00 ",2017,Non-rookie,0.355847963,116,203613,Jonathon Simmons
183,335,-5.497607056,Orlando Magic,0.705651667,5,Marreese Speights,"$2,116,955.00 ",2017,Non-rookie,4.687855192,183,201578,Marreese Speights
184,336,-5.497607056,Orlando Magic,4.083333333,5,Nikola Vucevic,"$12,250,000.00 ",2017,Non-rookie,-0.82929759,17,202696,Nikola Vucevic
185,337,-5.497607056,Orlando Magic,2,5,Shelvin Mack,"$6,000,000.00 ",2017,Non-rookie,-4.750145989,330,202714,Shelvin Mack
186,338,-5.497607056,Orlando Magic,3.5,5,Terrence Ross,"$10,500,000.00 ",2017,Non-rookie,3.321098105,278,203082,Terrence Ross
187,340,1.934503325,Memphis Grizzlies,1.733333333,5,Ben McLemore,"$5,200,000.00 ",2017,Non-rookie,-6.647422272,141,203463,Ben McLemore
188,341,1.934503325,Memphis Grizzlies,1.985253333,5,Brandan Wright,"$5,955,760.00 ",2017,Non-rookie,2.203205264,160,201148,Brandan Wright
189,342,1.934503325,Memphis Grizzlies,7.704001333,5,Chandler Parsons,"$23,112,004.00 ",2017,Non-rookie,-6.19190716,488,202718,Chandler Parsons
190,346,1.934503325,Memphis Grizzlies,2.844444333,5,JaMychal Green,"$8,533,333.00 ",2017,Non-rookie,-6.358797668,127,203210,JaMychal Green
191,348,1.934503325,Memphis Grizzlies,7.54745,5,Marc Gasol,"$22,642,350.00 ",2017,Non-rookie,6.637620254,20,201188,Marc Gasol
192,349,1.934503325,Memphis Grizzlies,0.702135667,5,Mario Chalmers,"$2,106,407.00 ",2017,Non-rookie,1.173825613,128,201596,Mario Chalmers
193,350,1.934503325,Memphis Grizzlies,9.510202667,5,Mike Conley,"$28,530,608.00 ",2017,Non-rookie,6.388901744,385,201144,Mike Conley
194,351,1.934503325,Memphis Grizzlies,1.096666667,5,Tyreke Evans,"$3,290,000.00 ",2017,Non-rookie,3.96282016,281,201936,Tyreke Evans
195,357,-2.167864662,Sacramento Kings,3.156871333,5,Bogdan Bogdanovic,"$9,470,614.00 ",2017,Non-rookie,1.30709191,360,203992,Bogdan Bogdanovic
196,360,-2.167864662,Sacramento Kings,2.666666667,5,Garrett Temple,"$8,000,000.00 ",2017,Non-rookie,6.866803426,346,202066,Garrett Temple
197,361,-2.167864662,Sacramento Kings,6.666666667,5,George Hill,"$20,000,000.00 ",2017,Non-rookie,3.599486051,252,201588,George Hill
198,364,-2.167864662,Sacramento Kings,2.797666667,5,Kosta Koufos,"$8,393,000.00 ",2017,Non-rookie,-1.918978747,133,201585,Kosta Koufos
199,367,-2.167864662,Sacramento Kings,2.666666667,5,Vince Carter,"$8,000,000.00 ",2017,Non-rookie,-3.369290982,10,1713,Vince Carter
200,369,-2.167864662,Sacramento Kings,4.102564,5,Zach Randolph,"$12,307,692.00 ",2017,Non-rookie,0.532480233,44,2216,Zach Randolph
201,372,0.824932591,Chicago Bulls,2.6145,5,Cristiano Felicio,"$7,843,500.00 ",2017,Non-rookie,-9.322609187,171,1626245,Cristiano Felicio
202,375,0.824932591,Chicago Bulls,5.183333333,5,Dwyane Wade,"$15,550,000.00 ",2017,Non-rookie,0.39544599,292,2548,Dwyane Wade
203,385,0.824932591,Chicago Bulls,4.166666667,5,Nikola Mirotic,"$12,500,000.00 ",2017,Non-rookie,2.375536914,104,202703,Nikola Mirotic
204,387,0.824932591,Chicago Bulls,1.284643667,5,Quincy Pondexter,"$3,853,931.00 ",2017,Non-rookie,0.677164153,295,202347,Quincy Pondexter
205,390,0.824932591,Chicago Bulls,4.596166667,5,Robin Lopez,"$13,788,500.00 ",2017,Non-rookie,2.431857945,77,201577,Robin Lopez
206,392,-4.014177796,Phoenix Suns,2,5,Alan Williams,"$6,000,000.00 ",2017,Non-rookie,-4.630131124,253,1626210,Alan Williams
207,393,-4.014177796,Phoenix Suns,1.395866333,5,Alex Len,"$4,187,599.00 ",2017,Non-rookie,-4.982462991,66,203458,Alex Len
208,397,-4.014177796,Phoenix Suns,5.961392,5,Greg Monroe,"$17,884,176.00 ",2017,Non-rookie,-5.894250217,426,202328,Greg Monroe
209,398,-4.014177796,Phoenix Suns,3.333333333,5,Jared Dudley,"$10,000,000.00 ",2017,Non-rookie,-1.177692996,166,201162,Jared Dudley
210,404,-4.014177796,Phoenix Suns,4.333333333,5,Tyson Chandler,"$13,000,000.00 ",2017,Non-rookie,-4.128777381,401,2199,Tyson Chandler
211,408,3.979408403,Toronto Raptors ,9.246658333,5,DeMar DeRozan,"$27,739,975.00 ",2017,Non-rookie,1.929728957,411,201942,DeMar DeRozan
212,411,3.979408403,Toronto Raptors ,5.153558333,5,Jonas Valanciunas,"$15,460,675.00 ",2017,Non-rookie,4.103626476,319,202685,Jonas Valanciunas
213,412,3.979408403,Toronto Raptors ,9.567901333,5,Kyle Lowry,"$28,703,704.00 ",2017,Non-rookie,6.501359444,5,200768,Kyle Lowry
214,417,3.979408403,Toronto Raptors ,6.687243,5,Serge Ibaka,"$20,061,729.00 ",2017,Non-rookie,-4.594618479,229,201586,Serge Ibaka
215,420,5.695697826,Cleveland Cavaliers,2.473637333,5,Channing Frye,"$7,420,912.00 ",2017,Non-rookie,3.707409524,334,101112,Channing Frye
216,421,5.695697826,Cleveland Cavaliers,0.705651667,5,Derrick Rose,"$2,116,955.00 ",2017,Non-rookie,4.97659484,145,201565,Derrick Rose
217,424,5.695697826,Cleveland Cavaliers,3.445693,5,Iman Shumpert,"$10,337,079.00 ",2017,Non-rookie,2.140110002,275,202697,Iman Shumpert
218,425,5.695697826,Cleveland Cavaliers,2.087131667,5,Isaiah Thomas,"$6,261,395.00 ",2017,Non-rookie,5.965407247,322,202738,Isaiah Thomas
219,426,5.695697826,Cleveland Cavaliers,2.265372333,5,Jae Crowder,"$6,796,117.00 ",2017,Non-rookie,1.267572219,106,203109,Jae Crowder
220,427,5.695697826,Cleveland Cavaliers,0.705651667,5,Jeff Green,"$2,116,955.00 ",2017,Non-rookie,-0.840384298,257,201145,Jeff Green
221,428,5.695697826,Cleveland Cavaliers,0.776217333,5,Jose Calderon,"$2,328,652.00 ",2017,Non-rookie,1.954301369,490,101181,Jose Calderon
222,429,5.695697826,Cleveland Cavaliers,7.54745,5,Kevin Love,"$22,642,350.00 ",2017,Non-rookie,2.785064054,259,201567,Kevin Love
223,430,5.695697826,Cleveland Cavaliers,2.333333333,5,Kyle Korver,"$7,000,000.00 ",2017,Non-rookie,7.659041704,108,2594,Kyle Korver
224,431,5.695697826,Cleveland Cavaliers,11.09523633,5,LeBron James,"$33,285,709.00 ",2017,Non-rookie,1.156623438,107,2544,LeBron James
225,432,5.695697826,Cleveland Cavaliers,5.466666667,5,Tristan Thompson,"$16,400,000.00 ",2017,Non-rookie,1.154259843,425,202684,Tristan Thompson
226,435,0,Atlanta Hawks,5.166666667,5,Dennis Schroder,"$15,500,000.00 ",2017,Non-rookie,0.869136775,224,203471,Dennis Schroder
227,436,0,Atlanta Hawks,2,5,Dewayne Dedmon,"$6,000,000.00 ",2017,Non-rookie,6.452420675,364,203473,Dewayne Dedmon
228,437,0,Atlanta Hawks,2,5,Ersan Ilyasova,"$6,000,000.00 ",2017,Non-rookie,3.021736354,396,101141,Ersan Ilyasova
229,441,0,Atlanta Hawks,0.016666667,5,Jeremy Evans,"$50,000.00 ",2017,Non-rookie,-0.210378243,382,202379,Jeremy Evans
230,443,0,Atlanta Hawks,5.636704333,5,Kent Bazemore,"$16,910,113.00 ",2017,Non-rookie,-2.334111245,61,203145,Kent Bazemore
231,444,0,Atlanta Hawks,0.658053,5,Luke Babbitt,"$1,974,159.00 ",2017,Non-rookie,0.811681084,148,202337,Luke Babbitt
232,446,0,Atlanta Hawks,2.20202,5,Marco Belinelli,"$6,606,060.00 ",2017,Non-rookie,0.575607054,94,201158,Marco Belinelli
233,448,0,Atlanta Hawks,4.166666667,5,Miles Plumlee,"$12,500,000.00 ",2017,Non-rookie,3.482543232,447,203101,Miles Plumlee
234,452,0,Atlanta Hawks,0.833333333,5,Richard Jefferson,"$2,500,000.00 ",2017,Non-rookie,-5.69233042,34,2210,Richard Jefferson
