,player_id,index,player_name
0,201600,0,Omer Asik
1,201569,1,Eric Gordon
2,202690,2,Jimmer Fredette
3,202337,3,Luke Babbitt
4,201158,4,Marco Belinelli
5,2564,5,Boris Diaw
6,977,6,Kobe Bryant
7,203944,7,Julius Randle
8,202334,8,Ed Davis
9,203903,9,Jordan Clarkson
10,202689,10,Kemba Walker
11,101131,11,Jason Maxiell
12,203148,12,Brian Roberts
13,203077,13,Michael Kidd-Gilchrist
14,203524,14,Solomon Hill
15,203142,15,Chris Copeland
16,201155,16,Rodney Stuckey
17,202340,17,Avery Bradley
18,202323,18,Evan Turner
19,101138,19,Brandon Bass
20,201977,20,Marcus Thornton
21,203096,21,Jared Sullinger
22,2736,22,Luol Deng
23,203516,23,James Ennis III
24,2547,24,Chris Bosh
25,200768,25,Kyle Lowry
26,202349,26,Greivis Vasquez
27,101161,27,Amir Johnson
28,2754,28,Tony Allen
29,2757,29,Beno Udrih
30,202720,30,Jon Leuer
31,201188,31,Marc Gasol
32,2405,32,Amar'e Stoudemire
33,203143,33,Pablo Prigioni
34,203112,34,Quincy Acy
35,204037,35,Travis Wear
36,201568,36,Danilo Gallinari
37,201163,37,Wilson Chandler
38,101126,38,Nate Robinson
39,202087,39,Alonzo Gee
40,202692,40,Alec Burks
41,203918,41,Rodney Hood
42,202344,42,Trevor Booker
43,202339,43,Eric Bledsoe
44,203458,44,Alex Len
45,101123,45,Gerald Green
46,201954,46,Darren Collison
47,2501,47,Reggie Evans
48,201574,48,Jason Thompson
49,201196,49,Ramon Sessions
50,201956,50,Omri Casspi
51,203492,51,Ray McCallum
52,202083,52,Wesley Matthews
53,200777,53,Joel Freeland
54,201577,54,Robin Lopez
55,200746,55,LaMarcus Aldridge
56,203081,56,Damian Lillard
57,203459,57,Allen Crabbe
58,202696,58,Nikola Vucevic
59,202699,59,Tobias Harris
60,203906,60,Devyn Marble
61,201152,61,Thaddeus Young
62,2755,62,Kevin Martin
63,203461,63,Anthony Bennett
64,201593,64,Nikola Pekovic
65,203079,65,Dion Waiters
66,203521,66,Matthew Dellavedova
67,1890,67,Shawn Marion
68,1717,68,Dirk Nowitzki
69,101145,69,Monta Ellis
70,2734,70,Devin Harris
71,2210,71,Richard Jefferson
72,203109,72,Jae Crowder
73,2440,73,Matt Barnes
74,201604,74,Chris Douglas-Roberts
75,200770,75,Jordan Farmar
76,201933,76,Blake Griffin
77,201149,77,Joakim Noah
78,201959,78,Taj Gibson
79,201565,79,Derrick Rose
80,201166,80,Aaron Brooks
81,202688,81,Brandon Knight
82,203088,82,Kendall Marshall
83,201573,83,Jerryd Bayless
84,203489,84,Nate Wolters
85,201961,85,Wayne Ellington
86,203135,86,Robert Sacre
87,203076,87,Anthony Davis
88,2732,88,Ben Gordon
89,203457,89,Nerlens Noel
90,203138,90,Hollis Thompson
91,203909,91,KJ McDaniels
92,201601,92,Luc Mbah a Moute
93,2403,93,Nene
94,203490,94,Otto Porter Jr.
95,2400,95,Drew Gooden
96,1889,96,Andre Miller
97,201952,97,Jeff Teague
98,203145,98,Kent Bazemore
99,200794,99,Paul Millsap
100,2594,100,Kyle Korver
101,203083,101,Andre Drummond
102,201943,102,Brandon Jennings
103,201571,103,D.J. Augustin
104,2406,104,Caron Butler
105,2730,105,Dwight Howard
106,1891,106,Jason Terry
107,201935,107,James Harden
108,203584,108,Troy Daniels
109,203476,109,Gorgui Dieng
110,203460,110,Andre Roberson
111,202498,111,Lance Thomas
112,2570,112,Kendrick Perkins
113,203497,113,Rudy Gobert
114,203504,114,Trey Burke
115,202691,115,Klay Thompson
116,203110,116,Draymond Green
117,203105,117,Festus Ezeli
118,203200,118,Justin Holiday
119,203120,119,Justin Hamilton
120,201596,120,Mario Chalmers
121,200769,121,Shannon Brown
122,201160,122,Jason Smith
123,203080,123,Thomas Robinson
124,708,124,Kevin Garnett
125,203486,125,Mason Plumlee
126,101127,126,Jarrett Jack
127,203141,127,Mirza Teletovic
128,101187,128,Alan Anderson
129,201572,129,Brook Lopez
130,203268,130,Jorge Gutierrez
131,2216,131,Zach Randolph
132,203493,132,Reggie Bullock
133,202730,133,Lavoy Allen
134,201579,134,Roy Hibbert
135,201177,135,Josh McRoberts
136,202697,136,Iman Shumpert
137,202703,137,Nikola Mirotic
138,202734,138,E'Twaun Moore
139,203527,139,Ryan Kelly
140,201145,140,Jeff Green
141,202336,141,Larry Sanders
142,202338,142,Kevin Seraphin
143,101162,143,Marcin Gortat
144,202695,144,Kawhi Leonard
145,201168,145,Tiago Splitter
146,201965,146,Jeff Ayres
147,202324,147,Derrick Favors
148,2571,148,Leandro Barbosa
149,203092,149,Tyler Zeller
150,2222,150,Gerald Wallace
151,203082,151,Terrence Ross
152,203500,152,Steven Adams
153,202693,153,Markieff Morris
154,202694,154,Marcus Morris
155,200755,155,JJ Redick
156,201985,156,AJ Price
157,201960,157,DeMarre Carroll
158,2617,158,Udonis Haslem
159,202710,159,Jimmy Butler
160,2550,160,Kirk Hinrich
161,202700,161,Donatas Motiejunas
162,2225,162,Tony Parker
163,1938,163,Manu Ginobili
164,2760,164,Anderson Varejao
165,2544,165,LeBron James
166,2034,166,Mike Miller
167,203945,167,Alex Kirk
168,202962,168,Greg Smith
169,2199,169,Tyson Chandler
170,201578,170,Marreese Speights
171,2446,171,Rasual Butler
172,203488,172,Mike Muscala
173,202714,173,Shelvin Mack
174,203085,174,Austin Rivers
175,203952,175,Andrew Wiggins
176,101142,176,Ronny Turiaf
177,203498,177,Shabazz Muhammad
178,203084,178,Harrison Barnes
179,2584,179,Willie Green
180,101112,180,Channing Frye
181,2557,181,Luke Ridnour
182,203473,182,Dewayne Dedmon
183,203118,183,Mike Scott
184,203939,184,Dwight Powell
185,101128,185,Francisco Garcia
186,203087,186,Jeremy Lamb
187,201627,187,Anthony Morrow
188,202704,188,Reggie Jackson
189,201609,189,Goran Dragic
190,201941,190,Jordan Hill
191,2592,191,James Jones
192,201942,192,DeMar DeRozan
193,203503,193,Tony Snell
194,203136,194,Ognjen Kuzmic
195,202325,195,Wesley Johnson
196,2430,196,Carlos Boozer
197,201945,197,Gerald Henderson
198,202366,198,Jerome Jordan
199,203937,199,Kyle Anderson
200,202379,200,Jeremy Evans
201,201973,201,Jonas Jerebko
202,203078,202,Bradley Beal
203,203506,203,Victor Oladipo
