Name,Contract Value,Year,Team,Type
Joe Smith,"$4,795,000.00 ",2008,Oklahoma City Thunder,Non-rookie
Joe Smith,"$1,306,455.00 ",2009,Atlanta Hawks,Non-rookie
Joe Stephens,"$88,441.00 ",1999,Memphis Grizzlies,Rookie
Joe Wolf,"$990,000.00 ",1990,Denver Nuggets,Rookie
Joe Wolf,"$763,000.00 ",1991,Denver Nuggets,Rookie
Joe Wolf,"$29,000.00 ",1992,Boston Celtics,Rookie
Joe Wolf,"$150,000.00 ",1994,Charlotte Hornets,Non-rookie
Joe Wolf,"$225,000.00 ",1995,Orlando Magic,Non-rookie
Joe Wolf,"$400,000.00 ",1996,Milwaukee Bucks,Non-rookie
Joe Wolf,"$480,000.00 ",1997,Denver Nuggets,Non-rookie
Joe Wolf,"$1,000,000.00 ",1998,Charlotte Hornets,Non-rookie
Joel Anthony,"$427,163.00 ",2007,Miami Heat,Rookie
Joel Anthony,"$825,497.00 ",2009,Miami Heat,Rookie
Joel Bolomboy,"$600,000.00 ",2016,Utah Jazz,Rookie
Joel Bolomboy,"$1,312,611.00 ",2017,Utah Jazz,Rookie
Joel Przybilla,"$1,619,880.00 ",2000,Milwaukee Bucks,Rookie
Joel Przybilla,"$1,741,440.00 ",2001,Milwaukee Bucks,Rookie
Joel Przybilla,"$1,862,880.00 ",2002,Milwaukee Bucks,Rookie
Joel Przybilla,"$2,373,309.00 ",2003,Milwaukee Bucks,Rookie
Joel Przybilla,"$1,500,000.00 ",2004,Portland Trail Blazers,Non-rookie
Joel Przybilla,"$1,560,000.00 ",2005,Portland Trail Blazers,Non-rookie
Joel Przybilla,"$5,215,000.00 ",2006,Portland Trail Blazers,Non-rookie
Joel Przybilla,"$5,762,575.00 ",2007,Portland Trail Blazers,Non-rookie
Joel Przybilla,"$6,310,150.00 ",2008,Portland Trail Blazers,Non-rookie
Joel Przybilla,"$6,857,725.00 ",2009,Portland Trail Blazers,Non-rookie
Joey Dorsey,"$816,500.00 ",2008,Houston Rockets,Rookie
Joey Dorsey,"$881,000.00 ",2009,Sacramento Kings,Rookie
Joey Graham,"$1,388,400.00 ",2005,Toronto Raptors ,Rookie
Joey Graham,"$1,492,440.00 ",2006,Toronto Raptors ,Rookie
Joey Graham,"$1,596,600.00 ",2007,Toronto Raptors ,Rookie
Joey Graham,"$2,449,184.00 ",2008,Toronto Raptors ,Rookie
Joey Graham,"$884,881.00 ",2009,Denver Nuggets,Non-rookie
Johan Petro,"$936,600.00 ",2005,Oklahoma City Thunder,Rookie
Johan Petro,"$1,006,800.00 ",2006,Oklahoma City Thunder,Rookie
Johan Petro,"$1,077,120.00 ",2007,Oklahoma City Thunder,Rookie
Johan Petro,"$1,939,893.00 ",2008,Denver Nuggets,Rookie
Johan Petro,"$884,881.00 ",2009,Denver Nuggets,Non-rookie
John Amaechi,"$200,000.00 ",1995,Cleveland Caveliers,Rookie
John Amaechi,"$600,000.00 ",2000,Orlando Magic,Non-rookie
John Amaechi,"$2,175,000.00 ",2001,Utah Jazz,Non-rookie
John Amaechi,"$2,392,500.00 ",2002,Utah Jazz,Non-rookie
John Amaechi,"$2,610,000.00 ",2003,New York Knicks,Non-rookie
John Amaechi,"$1,200,000.00 ",2004,New York Knicks,Non-rookie
John Bagley,"$550,000.00 ",1990,Boston Celtics,Rookie
John Bagley,"$550,000.00 ",1991,Boston Celtics,Rookie
John Bagley,"$550,000.00 ",1992,Boston Celtics,Rookie
John Bagley,"$600,000.00 ",1993,Boston Celtics,Rookie
John Battle,"$590,000.00 ",1990,Atlanta Hawks,Rookie
John Battle,"$700,000.00 ",1991,Cleveland Caveliers,Rookie
John Battle,"$910,000.00 ",1992,Cleveland Caveliers,Rookie
John Battle,"$1,120,000.00 ",1993,Cleveland Caveliers,Rookie
John Battle,"$1,330,000.00 ",1994,Cleveland Caveliers,Non-rookie
John Celestand,"$301,875.00 ",1999,Los Angeles Lakers,Rookie
John Coker,"$200,000.00 ",1995,Phoenix Suns,Rookie
John Coker,"$350,000.00 ",1998,Washington Wizards,Rookie
John Coker,"$510,000.00 ",1999,Washington Wizards,Non-rookie
John Crotty,"$140,000.00 ",1992,Utah Jazz,Rookie
John Crotty,"$200,000.00 ",1993,Utah Jazz,Rookie
John Crotty,"$250,000.00 ",1994,Utah Jazz,Rookie
John Crotty,"$350,000.00 ",1995,Cleveland Caveliers,Rookie
John Crotty,"$420,000.00 ",1997,Portland Trail Blazers,Non-rookie
John Crotty,"$600,000.00 ",1998,Oklahoma City Thunder,Non-rookie
John Crotty,"$477,000.00 ",1999,Detroit Pistons,Non-rookie
John Crotty,"$800,000.00 ",2000,Utah Jazz,Non-rookie
John Crotty,"$1,000,000.00 ",2001,Utah Jazz,Non-rookie
John Crotty,"$138,171.00 ",2002,Denver Nuggets,Non-rookie
John Edwards,"$385,277.00 ",2004,Indiana Pacers,Rookie
John Edwards,"$1,000,000.00 ",2005,Atlanta Hawks,Rookie
John Holland,"$9,266.00 ",2015,Boston Celtics,Rookie
John Long,"$150,000.00 ",1990,Detroit Pistons,Rookie
John Long,"$205,200.00 ",1996,Toronto Raptors ,Non-rookie
John Long,"$272,500.00 ",1997,Toronto Raptors ,Non-rookie
John Lucas,"$34,041.00 ",2005,Houston Rockets,Rookie
John Lucas,"$700,000.00 ",2006,Houston Rockets,Rookie
John Lucas,"$32,842.00 ",2008,Oklahoma City Thunder,Rookie
John Lucas,"$208,264.00 ",2010,Chicago Bulls,Non-rookie
John Lucas,"$915,852.00 ",2011,Chicago Bulls,Non-rookie
John Lucas,"$1,500,000.00 ",2012,Toronto Raptors ,Non-rookie
John Lucas,"$1,600,000.00 ",2013,Utah Jazz,Non-rookie
John Lucas,"$123,827.00 ",2014,Detroit Pistons,Non-rookie
John Morton,"$350,000.00 ",1990,Cleveland Caveliers,Rookie
John Morton,"$450,000.00 ",1991,Cleveland Caveliers,Rookie
John Morton,"$6,735.00 ",1999,Golden State Warriors,Non-rookie
John Paxson,"$385,000.00 ",1990,Chicago Bulls,Rookie
John Paxson,"$1,600,000.00 ",1991,Chicago Bulls,Rookie
John Paxson,"$1,200,000.00 ",1992,Chicago Bulls,Rookie
John Paxson,"$800,000.00 ",1993,Chicago Bulls,Rookie
John Salley,"$575,000.00 ",1990,Detroit Pistons,Rookie
John Salley,"$2,002,000.00 ",1992,Miami Heat,Rookie
John Salley,"$2,452,000.00 ",1993,Miami Heat,Rookie
John Salley,"$2,652,000.00 ",1994,Miami Heat,Non-rookie
John Salley,"$2,402,000.00 ",1995,Toronto Raptors ,Non-rookie
John Salley,"$2,225,000.00 ",1996,Toronto Raptors ,Non-rookie
John Salley,"$510,000.00 ",1999,Los Angeles Lakers,Non-rookie
John Salmons,"$925,680.00 ",2004,Philadelphia 76ers,Rookie
John Salmons,"$1,669,001.00 ",2005,Philadelphia 76ers,Rookie
John Salmons,"$4,400,000.00 ",2006,Sacramento Kings,Rookie
John Salmons,"$5,104,000.00 ",2008,Chicago Bulls,Non-rookie
John Salmons,"$5,456,000.00 ",2009,Milwaukee Bucks,Non-rookie
John Shasky,"$150,000.00 ",1990,Dallas Mavericks,Rookie
John Shasky,"$250,000.00 ",1991,Dallas Mavericks,Rookie
John Shasky,"$150,000.00 ",1992,Dallas Mavericks,Rookie
John Starks,"$120,000.00 ",1990,New York Knicks,Rookie
John Starks,"$400,000.00 ",1991,New York Knicks,Rookie
John Starks,"$600,000.00 ",1992,New York Knicks,Rookie
John Starks,"$1,112,000.00 ",1993,New York Knicks,Rookie
John Starks,"$1,362,500.00 ",1994,New York Knicks,Non-rookie
John Starks,"$1,613,000.00 ",1995,New York Knicks,Non-rookie
John Starks,"$1,913,000.00 ",1996,New York Knicks,Non-rookie
John Starks,"$5,112,500.00 ",1997,New York Knicks,Non-rookie
John Starks,"$4,000,000.00 ",1998,Golden State Warriors,Non-rookie
John Starks,"$2,250,000.00 ",2000,Utah Jazz,Non-rookie
John Starks,"$2,475,000.00 ",2001,Utah Jazz,Non-rookie
John Stockton,"$2,000,000.00 ",1990,Utah Jazz,Rookie
John Stockton,"$2,100,000.00 ",1991,Utah Jazz,Rookie
John Stockton,"$2,200,000.00 ",1992,Utah Jazz,Rookie
John Stockton,"$2,400,000.00 ",1993,Utah Jazz,Rookie
John Stockton,"$2,600,000.00 ",1994,Utah Jazz,Non-rookie
John Stockton,"$2,800,000.00 ",1995,Utah Jazz,Non-rookie
John Stockton,"$6,000,000.00 ",1996,Utah Jazz,Non-rookie
John Stockton,"$5,000,000.00 ",1997,Utah Jazz,Non-rookie
John Stockton,"$4,000,000.00 ",1998,Utah Jazz,Non-rookie
John Stockton,"$11,000,000.00 ",2000,Utah Jazz,Non-rookie
John Stockton,"$7,000,000.00 ",2001,Utah Jazz,Non-rookie
John Stockton,"$7,875,000.00 ",2002,Utah Jazz,Non-rookie
John Thomas,"$640,440.00 ",1997,Boston Celtics,Rookie
John Thomas,"$832,560.00 ",1999,Toronto Raptors ,Rookie
John Thomas,"$178,675.00 ",2005,Atlanta Hawks,Non-rookie
John Turner,"$615,000.00 ",1991,Houston Rockets,Rookie
John Wallace,"$785,000.00 ",1996,New York Knicks,Rookie
John Wallace,"$903,120.00 ",1997,Toronto Raptors ,Rookie
John Wallace,"$2,200,000.00 ",2000,Detroit Pistons,Non-rookie
John Wallace,"$2,630,000.00 ",2001,Phoenix Suns,Non-rookie
John Wallace,"$813,679.00 ",2003,Miami Heat,Non-rookie
John Williams,"$1,000,000.00 ",1990,Washington Wizards,Rookie
John Williams,"$1,100,000.00 ",1991,Washington Wizards,Rookie
John Williams,"$800,000.00 ",1992,Los Angeles Clippers,Rookie
John Williams,"$1,100,000.00 ",1993,Los Angeles Clippers,Rookie
Johnny Dawkins,"$1,500,000.00 ",1990,Philadelphia 76ers,Rookie
Johnny Dawkins,"$1,700,000.00 ",1991,Philadelphia 76ers,Rookie
Johnny Dawkins,"$1,900,000.00 ",1992,Philadelphia 76ers,Rookie
Johnny Dawkins,"$2,100,000.00 ",1993,Philadelphia 76ers,Rookie
Johnny Dawkins,"$1,680,000.00 ",1994,Philadelphia 76ers,Non-rookie
Johnny Newman,"$1,200,000.00 ",1990,Charlotte Hornets,Rookie
Johnny Newman,"$1,206,000.00 ",1991,Charlotte Hornets,Rookie
Johnny Newman,"$1,175,000.00 ",1992,Charlotte Hornets,Rookie
Johnny Newman,"$1,435,000.00 ",1993,Brooklyn Nets,Rookie
Johnny Newman,"$300,000.00 ",1994,Milwaukee Bucks,Non-rookie
Johnny Newman,"$1,100,000.00 ",1995,Milwaukee Bucks,Non-rookie
Johnny Newman,"$1,225,000.00 ",1996,Milwaukee Bucks,Non-rookie
Johnny Newman,"$1,325,000.00 ",1997,Denver Nuggets,Non-rookie
Johnny Newman,"$1,000,000.00 ",1998,Cleveland Caveliers,Non-rookie
Johnny Newman,"$1,100,000.00 ",1999,Brooklyn Nets,Non-rookie
Johnny Newman,"$2,000,000.00 ",2000,Brooklyn Nets,Non-rookie
Johnny Newman,"$1,675,000.00 ",2001,Phoenix Suns,Non-rookie
Johnny O\'Bryant,"$600,000.00 ",2014,Milwaukee Bucks,Rookie
Johnny O\'Bryant,"$845,059.00 ",2015,Milwaukee Bucks,Rookie
Johnny O\'Bryant,"$276,827.00 ",2016,Charlotte Hornets,Rookie
Johnny O\'Bryant,"$1,524,305.00 ",2017,Charlotte Hornets,Rookie
Johnny Taylor,"$901,880.00 ",1997,Orlando Magic,Rookie
Johnny Taylor,"$1,037,000.00 ",1998,Denver Nuggets,Rookie
Jon Barry,"$500,000.00 ",1992,Milwaukee Bucks,Rookie
Jon Barry,"$650,000.00 ",1993,Milwaukee Bucks,Rookie
Jon Barry,"$800,000.00 ",1994,Milwaukee Bucks,Rookie
Jon Barry,"$275,000.00 ",1995,Golden State Warriors,Rookie
Jon Barry,"$247,500.00 ",1996,Atlanta Hawks,Non-rookie
Jon Barry,"$272,500.00 ",1997,Los Angeles Lakers,Non-rookie
Jon Barry,"$600,000.00 ",1998,Sacramento Kings,Non-rookie
Jon Barry,"$800,000.00 ",1999,Sacramento Kings,Non-rookie
Jon Barry,"$2,730,000.00 ",2000,Sacramento Kings,Non-rookie
Jon Barry,"$3,175,000.00 ",2001,Detroit Pistons,Non-rookie
Jon Barry,"$3,175,000.00 ",2002,Detroit Pistons,Non-rookie
Jon Barry,"$3,000,000.00 ",2003,Denver Nuggets,Non-rookie
Jon Barry,"$1,800,000.00 ",2004,Atlanta Hawks,Non-rookie
Jon Barry,"$1,800,000.00 ",2005,Houston Rockets,Non-rookie
Jon Brockman,"$457,588.00 ",2009,Sacramento Kings,Rookie
Jon Koncak,"$1,550,000.00 ",1990,Atlanta Hawks,Rookie
Jon Koncak,"$2,000,000.00 ",1991,Atlanta Hawks,Rookie
Jon Koncak,"$2,450,000.00 ",1992,Atlanta Hawks,Rookie
Jon Koncak,"$2,900,000.00 ",1993,Atlanta Hawks,Rookie
Jon Koncak,"$2,600,000.00 ",1994,Atlanta Hawks,Non-rookie
Jon Koncak,"$1,000,000.00 ",1995,Orlando Magic,Non-rookie
Jon Koncak,"$1,150,000.00 ",1996,Golden State Warriors,Non-rookie
Jon Sundvold,"$335,000.00 ",1990,Miami Heat,Rookie
Jon Sundvold,"$333,000.00 ",1991,Miami Heat,Rookie
Jonas Jerebko,"$457,588.00 ",2009,Detroit Pistons,Rookie
Jonathan Bender,"$2,380,680.00 ",2000,Indiana Pacers,Rookie
Jonathan Bender,"$2,546,760.00 ",2001,Indiana Pacers,Rookie
Jonathan Bender,"$3,226,745.00 ",2002,Indiana Pacers,Rookie
Jonathan Bender,"$5,800,000.00 ",2003,Indiana Pacers,Rookie
Jonathan Bender,"$6,525,000.00 ",2004,Indiana Pacers,Non-rookie
Jonathan Bender,"$7,175,000.00 ",2005,Indiana Pacers,Non-rookie
Jonathan Bender,"$801,361.00 ",2009,New York Knicks,Non-rookie
Jonathan Holmes,"$100,000.00 ",2015,Los Angeles Lakers,Rookie
Jonathan Kerner,"$287,500.00 ",1998,Orlando Magic,Rookie
Jonathan Kerner,"$5,000.00 ",1999,Washington Wizards,Rookie
Jonny Flynn,"$2,969,280.00 ",2009,Minnesota Timberwolves,Rookie
Jordan Farmar,"$939,120.00 ",2006,Los Angeles Lakers,Rookie
Jordan Farmar,"$1,009,560.00 ",2007,Los Angeles Lakers,Rookie
Jordan Farmar,"$1,080,000.00 ",2008,Los Angeles Lakers,Rookie
Jordan Farmar,"$1,947,240.00 ",2009,Los Angeles Lakers,Rookie
Jordan Hill,"$2,483,280.00 ",2009,Houston Rockets,Rookie
Jorge Garbajosa,"$3,750,000.00 ",2006,Toronto Raptors ,Rookie
Jorge Garbajosa,"$4,000,000.00 ",2007,Toronto Raptors ,Rookie
Jorge Garbajosa,"$4,350,000.00 ",2008,Toronto Raptors ,Rookie
Jose Barea,"$687,456.00 ",2007,Dallas Mavericks,Rookie
Jose Barea,"$1,500,000.00 ",2008,Dallas Mavericks,Rookie
Jose Barea,"$1,657,500.00 ",2009,Dallas Mavericks,Rookie
Jose Barea,"$1,815,000.00 ",2010,Dallas Mavericks,Rookie
Jose Barea,"$4,300,000.00 ",2011,Minnesota Timberwolves,Non-rookie
Jose Barea,"$4,493,500.00 ",2012,Minnesota Timberwolves,Non-rookie
Jose Barea,"$4,687,000.00 ",2013,Minnesota Timberwolves,Non-rookie
Jose Barea,"$1,310,286.00 ",2014,Dallas Mavericks,Non-rookie
Jose Calderon,"$2,190,000.00 ",2005,Toronto Raptors ,Rookie
Jose Calderon,"$2,333,334.00 ",2006,Toronto Raptors ,Rookie
Jose Calderon,"$2,471,604.00 ",2007,Toronto Raptors ,Rookie
Jose Calderon,"$7,438,018.00 ",2008,Toronto Raptors ,Rookie
Jose Calderon,"$8,219,009.00 ",2009,Toronto Raptors ,Non-rookie
Joseph Forte,"$939,360.00 ",2001,Boston Celtics,Rookie
Joseph Forte,"$1,009,920.00 ",2002,Oklahoma City Thunder,Rookie
Joseph Forte,"$1,080,360.00 ",2003,Oklahoma City Thunder,Rookie
Joseph Young,"$1,000,000.00 ",2015,Indiana Pacers,Rookie
Josh Boone,"$1,053,960.00 ",2006,Brooklyn Nets,Rookie
Josh Boone,"$1,133,040.00 ",2007,Brooklyn Nets,Rookie
Josh Boone,"$1,212,120.00 ",2008,Brooklyn Nets,Rookie
Josh Boone,"$2,056,968.00 ",2009,Brooklyn Nets,Rookie
Josh Childress,"$2,490,360.00 ",2004,Atlanta Hawks,Rookie
Josh Childress,"$2,677,200.00 ",2005,Atlanta Hawks,Rookie
Josh Childress,"$2,863,920.00 ",2006,Atlanta Hawks,Rookie
Josh Childress,"$3,631,449.00 ",2007,Atlanta Hawks,Rookie
Josh Davis,"$620,046.00 ",2004,Philadelphia 76ers,Rookie
Josh Davis,"$131,593.00 ",2005,Milwaukee Bucks,Rookie
Josh Davis,"$20,000.00 ",2014,San Antonio Spurs,Non-rookie
Josh Grant,"$150,000.00 ",1993,Golden State Warriors,Rookie
Josh Howard,"$863,640.00 ",2004,Dallas Mavericks,Rookie
Josh Howard,"$923,880.00 ",2005,Dallas Mavericks,Rookie
Josh Howard,"$9,000,000.00 ",2007,Dallas Mavericks,Rookie
Josh Howard,"$9,945,000.00 ",2008,Dallas Mavericks,Non-rookie
Josh Howard,"$10,890,000.00 ",2009,Washington Wizards,Non-rookie
Josh McRoberts,"$427,163.00 ",2007,Portland Trail Blazers,Rookie
Josh McRoberts,"$711,517.00 ",2008,Indiana Pacers,Rookie
Josh McRoberts,"$825,497.00 ",2009,Indiana Pacers,Rookie
Josh Powell,"$398,762.00 ",2005,Dallas Mavericks,Rookie
Josh Powell,"$744,551.00 ",2006,Golden State Warriors,Rookie
Josh Powell,"$800,000.00 ",2007,Los Angeles Clippers,Rookie
Josh Powell,"$854,957.00 ",2008,Los Angeles Lakers,Rookie
Josh Powell,"$959,111.00 ",2009,Los Angeles Lakers,Non-rookie
Josh Smith,"$1,270,080.00 ",2004,Atlanta Hawks,Rookie
Josh Smith,"$1,365,360.00 ",2005,Atlanta Hawks,Rookie
Josh Smith,"$1,460,640.00 ",2006,Atlanta Hawks,Rookie
Josh Smith,"$2,243,543.00 ",2007,Atlanta Hawks,Rookie
Josh Smith,"$10,000,000.00 ",2008,Atlanta Hawks,Non-rookie
Josh Smith,"$10,800,000.00 ",2009,Atlanta Hawks,Non-rookie
Jrue Holiday,"$1,514,280.00 ",2009,Philadelphia 76ers,Rookie
Juan Carlos Navarro,"$538,090.00 ",2007,Memphis Grizzlies,Rookie
Juan Dixon,"$1,172,400.00 ",2002,Washington Wizards,Rookie
Juan Dixon,"$1,260,360.00 ",2003,Washington Wizards,Rookie
Juan Dixon,"$1,348,200.00 ",2004,Washington Wizards,Rookie
Juan Dixon,"$2,500,000.00 ",2005,Portland Trail Blazers,Rookie
Juan Dixon,"$2,550,000.00 ",2006,Toronto Raptors ,Non-rookie
Juan Dixon,"$2,550,000.00 ",2007,Detroit Pistons,Non-rookie
Juan Dixon,"$998,398.00 ",2008,Washington Wizards,Non-rookie
Jud Buechler,"$225,000.00 ",1990,Brooklyn Nets,Rookie
Jud Buechler,"$375,000.00 ",1992,Golden State Warriors,Rookie
Jud Buechler,"$375,000.00 ",1993,Golden State Warriors,Rookie
Jud Buechler,"$300,000.00 ",1995,Chicago Bulls,Non-rookie
Jud Buechler,"$500,000.00 ",1996,Chicago Bulls,Non-rookie
Jud Buechler,"$500,000.00 ",1997,Chicago Bulls,Non-rookie
Jud Buechler,"$850,000.00 ",1998,Detroit Pistons,Non-rookie
Jud Buechler,"$1,100,000.00 ",1999,Detroit Pistons,Non-rookie
Jud Buechler,"$3,260,000.00 ",2000,Detroit Pistons,Non-rookie
Jud Buechler,"$3,600,000.00 ",2001,Orlando Magic,Non-rookie
Jud Buechler,"$3,450,000.00 ",2002,Orlando Magic,Non-rookie
Julian Wright,"$1,739,160.00 ",2007,New Orleans Pelicans,Rookie
Julian Wright,"$1,869,600.00 ",2008,New Orleans Pelicans,Rookie
Julian Wright,"$2,000,040.00 ",2009,New Orleans Pelicans,Rookie
Julius Hodge,"$1,148,760.00 ",2005,Denver Nuggets,Rookie
Julius Hodge,"$1,234,800.00 ",2006,Milwaukee Bucks,Rookie
Julius Nwosu,"$150,000.00 ",1994,San Antonio Spurs,Rookie
Jumaine Jones,"$684,000.00 ",1999,Philadelphia 76ers,Rookie
Jumaine Jones,"$786,600.00 ",2001,Cleveland Caveliers,Rookie
Jumaine Jones,"$1,419,026.00 ",2002,Cleveland Caveliers,Rookie
Jumaine Jones,"$1,500,000.00 ",2003,Boston Celtics,Non-rookie
Jumaine Jones,"$1,687,500.00 ",2004,Los Angeles Lakers,Non-rookie
Jumaine Jones,"$998,967.00 ",2006,Phoenix Suns,Non-rookie
Junior Burrough,"$300,000.00 ",1995,Boston Celtics,Rookie
Junior Harrington,"$349,458.00 ",2002,Denver Nuggets,Rookie
Junior Harrington,"$695,046.00 ",2004,New Orleans Pelicans,Rookie
Junior Harrington,"$390,556.00 ",2006,Memphis Grizzlies,Non-rookie
Justin Reed,"$385,277.00 ",2004,Boston Celtics,Rookie
Justin Reed,"$641,748.00 ",2005,Boston Celtics,Rookie
Justin Reed,"$1,300,000.00 ",2006,Minnesota Timberwolves,Rookie
Justin Reed,"$1,573,000.00 ",2008,Houston Rockets,Non-rookie
Justin Williams,"$261,724.00 ",2006,Sacramento Kings,Rookie
Juwan Howard,"$1,309,000.00 ",1994,Washington Wizards,Rookie
Juwan Howard,"$1,702,000.00 ",1995,Washington Wizards,Rookie
Juwan Howard,"$9,750,000.00 ",1996,Washington Wizards,Rookie
Juwan Howard,"$11,250,000.00 ",1997,Washington Wizards,Rookie
Juwan Howard,"$13,125,000.00 ",1998,Washington Wizards,Non-rookie
Juwan Howard,"$15,000,000.00 ",1999,Washington Wizards,Non-rookie
Juwan Howard,"$16,875,000.00 ",2000,Washington Wizards,Non-rookie
Juwan Howard,"$18,750,000.00 ",2001,Dallas Mavericks,Non-rookie
Juwan Howard,"$20,625,000.00 ",2002,Denver Nuggets,Non-rookie
Juwan Howard,"$4,917,000.00 ",2003,Orlando Magic,Non-rookie
Juwan Howard,"$5,408,700.00 ",2004,Houston Rockets,Non-rookie
Juwan Howard,"$5,900,400.00 ",2005,Houston Rockets,Non-rookie
Juwan Howard,"$6,392,100.00 ",2006,Houston Rockets,Non-rookie
Juwan Howard,"$6,883,800.00 ",2007,Minnesota Timberwolves,Non-rookie
Juwan Howard,"$7,375,500.00 ",2008,Minnesota Timberwolves,Non-rookie
Juwan Howard,"$1,306,455.00 ",2009,Portland Trail Blazers,Non-rookie
Kaleb Tarczewski,"$75,000.00 ",2016,Oklahoma City Thunder,Rookie
Kaniel Dickens,"$264,011.00 ",2003,Portland Trail Blazers,Rookie
Kaniel Dickens,"$483,938.00 ",2004,Brooklyn Nets,Rookie
Kaniel Dickens,"$31,305.00 ",2005,Los Angeles Clippers,Rookie
Kaniel Dickens,"$264,897.00 ",2007,Cleveland Caveliers,Non-rookie
Kareem Rush,"$1,021,080.00 ",2002,Los Angeles Lakers,Rookie
Kareem Rush,"$1,097,640.00 ",2003,Los Angeles Lakers,Rookie
Kareem Rush,"$19,466.00 ",2006,Oklahoma City Thunder,Non-rookie
Kareem Rush,"$854,957.00 ",2007,Indiana Pacers,Non-rookie
Kareem Rush,"$926,678.00 ",2008,Philadelphia 76ers,Non-rookie
Kareem Rush,"$534,906.00 ",2009,Los Angeles Clippers,Non-rookie
Karl Malone,"$2,260,000.00 ",1990,Utah Jazz,Rookie
Karl Malone,"$2,556,000.00 ",1991,Utah Jazz,Rookie
Karl Malone,"$2,854,000.00 ",1992,Utah Jazz,Rookie
Karl Malone,"$3,081,000.00 ",1993,Utah Jazz,Rookie
Karl Malone,"$3,378,800.00 ",1994,Utah Jazz,Non-rookie
Karl Malone,"$3,676,000.00 ",1995,Utah Jazz,Non-rookie
Karl Malone,"$4,657,000.00 ",1996,Utah Jazz,Non-rookie
Karl Malone,"$5,118,578.00 ",1997,Utah Jazz,Non-rookie
Karl Malone,"$6,142,000.00 ",1998,Utah Jazz,Non-rookie
Karl Malone,"$15,750,000.00 ",2000,Utah Jazz,Non-rookie
Karl Malone,"$17,500,000.00 ",2001,Utah Jazz,Non-rookie
Karl Malone,"$19,250,000.00 ",2002,Utah Jazz,Non-rookie
Karl Malone,"$1,500,000.00 ",2003,Los Angeles Lakers,Non-rookie
Kay Felder,"$543,471.00 ",2016,Cleveland Caveliers,Rookie
Kay Felder,"$1,312,611.00 ",2017,Chicago Bulls,Rookie
Kebu Stewart,"$242,000.00 ",1997,Philadelphia 76ers,Rookie
Kebu Stewart,"$18,941.00 ",1999,Dallas Mavericks,Rookie
Kedrick Brown,"$1,528,440.00 ",2001,Boston Celtics,Rookie
Kedrick Brown,"$1,643,040.00 ",2002,Boston Celtics,Rookie
Kedrick Brown,"$1,757,640.00 ",2003,Cleveland Caveliers,Rookie
Kedrick Brown,"$2,332,388.00 ",2004,Philadelphia 76ers,Rookie
Keith Askins,"$150,000.00 ",1990,Miami Heat,Rookie
Keith Askins,"$202,000.00 ",1991,Miami Heat,Rookie
Keith Askins,"$250,000.00 ",1992,Miami Heat,Rookie
Keith Askins,"$313,000.00 ",1993,Miami Heat,Rookie
Keith Askins,"$406,000.00 ",1994,Miami Heat,Non-rookie
Keith Askins,"$550,000.00 ",1995,Miami Heat,Non-rookie
Keith Askins,"$650,000.00 ",1996,Miami Heat,Non-rookie
Keith Askins,"$725,000.00 ",1998,Miami Heat,Non-rookie
Keith Bogans,"$366,931.00 ",2003,Orlando Magic,Rookie
Keith Bogans,"$2,510,000.00 ",2006,Orlando Magic,Rookie
Keith Bogans,"$2,440,000.00 ",2007,Orlando Magic,Non-rookie
Keith Bogans,"$2,565,000.00 ",2008,Milwaukee Bucks,Non-rookie
Keith Bogans,"$1,033,342.00 ",2009,San Antonio Spurs,Non-rookie
Keith Booth,"$597,600.00 ",1997,Chicago Bulls,Rookie
Keith Booth,"$687,240.00 ",1998,Chicago Bulls,Rookie
Keith Closs,"$1,200,000.00 ",1997,Los Angeles Clippers,Rookie
Keith Closs,"$1,440,000.00 ",1998,Los Angeles Clippers,Rookie
Keith Closs,"$1,680,000.00 ",1999,Los Angeles Clippers,Rookie
Keith Closs,"$1,920,000.00 ",2000,Los Angeles Clippers,Rookie
Keith Jennings,"$140,000.00 ",1992,Golden State Warriors,Rookie
Keith Jennings,"$250,000.00 ",1993,Golden State Warriors,Rookie
Keith Jennings,"$350,000.00 ",1994,Golden State Warriors,Rookie
Keith Jennings,"$247,500.00 ",1996,Denver Nuggets,Non-rookie
Keith Langford,"$272,316.00 ",2007,San Antonio Spurs,Rookie
Keith McLeod,"$366,931.00 ",2003,Minnesota Timberwolves,Rookie
Keith McLeod,"$750,000.00 ",2004,Utah Jazz,Rookie
Keith McLeod,"$1,250,000.00 ",2005,Utah Jazz,Rookie
Keith McLeod,"$926,678.00 ",2008,Dallas Mavericks,Non-rookie
Keith Owens,"$130,000.00 ",1991,Los Angeles Lakers,Rookie
Keith Owens,"$250,000.00 ",1992,Los Angeles Lakers,Rookie
Keith Tower,"$263,000.00 ",1995,Los Angeles Clippers,Rookie
Keith Van Horn,"$2,655,360.00 ",1997,Brooklyn Nets,Rookie
Keith Van Horn,"$3,054,000.00 ",1998,Brooklyn Nets,Rookie
Keith Van Horn,"$3,451,920.00 ",1999,Brooklyn Nets,Rookie
Keith Van Horn,"$9,000,000.00 ",2000,Brooklyn Nets,Rookie
Keith Van Horn,"$10,865,250.00 ",2001,Brooklyn Nets,Non-rookie
Keith Van Horn,"$13,279,750.00 ",2003,New York Knicks,Non-rookie
Keith Van Horn,"$14,487,000.00 ",2004,Milwaukee Bucks,Non-rookie
