,Team,rating,Type,mu,sd,name,finalpriors,finalse,player_id,index,player_name
136,New Orleans Pelicans,-0.5621548279999999,Rookie,0.049439333333333335,5,Larry Drew II,-0.5999047172518958,3.3994436861887696,203580.0,496,Larry Drew II
137,New Orleans Pelicans,-0.5621548279999999,Rookie,0.62968,5,Rashad Vaughn,-0.4793374160254789,3.3994436861887696,1626173.0,362,Rashad Vaughn
138,Dallas Mavericks,-1.412858355,Rookie,0.437537,5,Yogi Ferrell,-0.6575520540022329,3.3994436861887696,1627812.0,152,Yogi Ferrell
139,Dallas Mavericks,-1.412858355,Rookie,0.437537,5,Dorian Finney-Smith,-0.6575520540022329,3.3994436861887696,1627827.0,388,Dorian Finney-Smith
140,Dallas Mavericks,-1.412858355,Rookie,0.05819033333333332,5,Aaron Harrison,-0.6079941014354535,3.3994436861887696,1626151.0,250,Aaron Harrison
141,Dallas Mavericks,-1.412858355,Rookie,0.024719666666666668,5,Scotty Hopson,-0.6193475742806888,3.3994436861887696,203816.0,365,Scotty Hopson
142,Dallas Mavericks,-1.412858355,Rookie,0.2718716666666667,5,Maxi Kleber,-0.6949881229754962,3.3994436861887696,1628467.0,329,Maxi Kleber
143,Dallas Mavericks,-1.412858355,Rookie,1.098331333333333,5,Doug McDermott,-0.2785473306190862,3.3994436861887696,203926.0,478,Doug McDermott
144,Dallas Mavericks,-1.412858355,Rookie,0.4904606666666666,5,Salah Mejri,-0.8136412273721847,3.3994436861887696,1626257.0,336,Salah Mejri
145,Dallas Mavericks,-1.412858355,Rookie,1.07276,5,Dennis Smith Jr.,-0.1423970282764242,3.3994436861887696,1628372.0,358,Dennis Smith Jr.
146,Dallas Mavericks,-1.412858355,Rookie,0.015359999999999999,5,Jameel Warney,-0.6193475742806888,3.3994436861887696,1627866.0,520,Jameel Warney
147,Dallas Mavericks,-1.412858355,Rookie,0.5257733333333333,5,Jeff Withey,-0.6422529673158653,3.3994436861887696,203481.0,526,Jeff Withey
148,Dallas Mavericks,-1.412858355,Rookie,0.016666666666666666,5,Gian Clavell,-0.6193475742806888,3.3994436861887696,1628492.0,283,Gian Clavell
149,Sacramento Kings,-2.167864662,Rookie,0.817075,5,Bruno Caboclo,-0.12814007178541703,3.3994436861887696,203998.0,359,Bruno Caboclo
150,Sacramento Kings,-2.167864662,Rookie,1.23472,5,Willie Cauley-Stein,-0.35266406503147424,3.3994436861887696,1626161.0,11,Willie Cauley-Stein
151,Sacramento Kings,-2.167864662,Rookie,1.5364,5,De'Aaron Fox,-0.4080202893486841,3.3994436861887696,1628368.0,8,De'Aaron Fox
152,Sacramento Kings,-2.167864662,Rookie,1.22516,5,Buddy Hield,-0.35266406503147424,3.3994436861887696,1627741.0,470,Buddy Hield
153,Sacramento Kings,-2.167864662,Rookie,0.78852,5,Justin Jackson,-0.23280861951924567,3.3994436861887696,1628382.0,251,Justin Jackson
154,Sacramento Kings,-2.167864662,Rookie,0.437537,5,Skal Labissiere,-0.6575520540022329,3.3994436861887696,1627746.0,45,Skal Labissiere
155,Sacramento Kings,-2.167864662,Rookie,0.76712,5,Georgios Papagiannis,-0.2964168361430838,3.3994436861887696,1627834.0,429,Georgios Papagiannis
156,Sacramento Kings,-2.167864662,Rookie,0.394795,5,Frank Mason,-0.6698269847267927,3.3994436861887696,1628412.0,437,Frank Mason
157,New York Knicks,-2.742011328,Rookie,1.4426666666666668,5,Ron Baker,-0.35718053799266564,3.3994436861887696,1627758.0,286,Ron Baker
158,New York Knicks,-2.742011328,Rookie,0.36666666666666653,5,Damyean Dotson,-0.7924034243405771,3.3994436861887696,1628422.0,197,Damyean Dotson
159,New York Knicks,-2.742011328,Rookie,1.008345,5,Mindaugas Kuzminskas,-0.12318757637459057,3.3994436861887696,1627851.0,535,Mindaugas Kuzminskas
160,New York Knicks,-2.742011328,Rookie,1.12716,5,Emmanuel Mudiay,-0.34743349595485534,3.3994436861887696,1626144.0,142,Emmanuel Mudiay
161,New York Knicks,-2.742011328,Rookie,1.1670399999999999,5,Frank Ntilikina,-0.35266406503147424,3.3994436861887696,1628373.0,414,Frank Ntilikina
162,New York Knicks,-2.742011328,Rookie,1.5012,5,Kristaps Porzingis,-0.38363126071242193,3.3994436861887696,204001.0,86,Kristaps Porzingis
163,New York Knicks,-2.742011328,Rookie,0.03333333333333333,5,Marshall Plumlee,-0.5999047172518958,3.3994436861887696,1627850.0,421,Marshall Plumlee
164,Phoenix Suns,-4.014177796,Rookie,1.4896,5,Dragan Bender,-0.38363126071242193,3.3994436861887696,1627733.0,337,Dragan Bender
165,Phoenix Suns,-4.014177796,Rookie,0.77312,5,Devin Booker,-0.2725903496113423,3.3994436861887696,1626164.0,167,Devin Booker
166,Phoenix Suns,-4.014177796,Rookie,0.33251566666666665,5,Isaiah Canaan,-0.6951466938680853,3.3994436861887696,203477.0,404,Isaiah Canaan
167,Phoenix Suns,-4.014177796,Rookie,1.0246,5,Marquese Chriss,-0.13029278980655337,3.3994436861887696,1627737.0,338,Marquese Chriss
168,Phoenix Suns,-4.014177796,Rookie,1.1361733333333333,5,Troy Daniels,-0.35266406503147424,3.3994436861887696,203584.0,65,Troy Daniels
169,Phoenix Suns,-4.014177796,Rookie,0.033792,5,Josh Gray,-0.5999047172518958,3.3994436861887696,1627982.0,190,Josh Gray
170,Phoenix Suns,-4.014177796,Rookie,0.08905333333333333,5,Shaquille Harrison,-0.6407989666228783,3.3994436861887696,1627885.0,214,Shaquille Harrison
171,Phoenix Suns,-4.014177796,Rookie,1.69668,5,Josh Jackson,-0.31899361722240416,3.3994436861887696,1628367.0,89,Josh Jackson
172,Phoenix Suns,-4.014177796,Rookie,1.1107799999999999,5,Elfrid Payton,-0.2848034737103598,3.3994436861887696,203901.0,114,Elfrid Payton
173,Phoenix Suns,-4.014177796,Rookie,0.2718716666666667,5,Davon Reed,-0.6949881229754962,3.3994436861887696,1628432.0,350,Davon Reed
174,Phoenix Suns,-4.014177796,Rookie,0.437537,5,Tyler Ulis,-0.6575520540022329,3.3994436861887696,1627755.0,64,Tyler Ulis
175,Phoenix Suns,-4.014177796,Rookie,1.050977,5,T.J. Warren,-0.1423970282764242,3.3994436861887696,203933.0,431,T.J. Warren
176,Phoenix Suns,-4.014177796,Rookie,2.0,5,Alan Williams,0.5957405779334113,3.3994436861887696,1626210.0,253,Alan Williams
177,Philadelphia 76ers,-4.722418349,Rookie,0.5264800000000001,5,Justin Anderson,-0.6422529673158653,3.3994436861887696,1626147.0,42,Justin Anderson
178,Philadelphia 76ers,-4.722418349,Rookie,2.0334220000000003,5,Joel Embiid,0.3784744953517037,3.3994436861887696,203954.0,314,Joel Embiid
179,Philadelphia 76ers,-4.722418349,Rookie,2.3420799999999997,5,Markelle Fultz,0.32734580513218625,3.3994436861887696,1628365.0,269,Markelle Fultz
