rating,Unnamed: 0,Team,Type,mu,sd,name
8.895025429,3035,Oklahoma City Thunder,Non-rookie,0.466502333,5,Derek Fisher
8.895025429,4533,Oklahoma City Thunder,Non-rookie,0.4,5,Hasheem Thabeet
8.895025429,6428,Oklahoma City Thunder,Non-rookie,2.825812333,5,Kendrick Perkins
8.895025429,6544,Oklahoma City Thunder,Non-rookie,5.944209,5,Kevin Durant
8.895025429,8492,Oklahoma City Thunder,Non-rookie,0.861889333,5,Nick Collison
8.895025429,9750,Oklahoma City Thunder,Non-rookie,4.897968667,5,Russell Westbrook
8.895025429,9786,Oklahoma City Thunder,Non-rookie,0.395486333,5,Ryan Gomes
8.895025429,10074,Oklahoma City Thunder,Non-rookie,4.083333333,5,Serge Ibaka
8.895025429,10733,Oklahoma City Thunder,Non-rookie,1.3,5,Thabo Sefolosha
7.766441616,1209,San Antonio Spurs,Non-rookie,1.5675,5,Boris Diaw
7.766441616,2609,San Antonio Spurs,Non-rookie,1.254166667,5,Danny Green
7.766441616,7434,San Antonio Spurs,Non-rookie,2.5,5,Manu Ginobili
7.766441616,7477,San Antonio Spurs,Non-rookie,0.916666667,5,Marco Belinelli
7.766441616,7812,San Antonio Spurs,Non-rookie,1.315,5,Matt Bonner
7.766441616,10805,San Antonio Spurs,Non-rookie,3.453815333,5,Tim Duncan
7.766441616,11054,San Antonio Spurs,Non-rookie,4.166666667,5,Tony Parker
7.612654117,1906,Miami Heat,Non-rookie,0.466502333,5,Chris Andersen
7.612654117,1921,Miami Heat,Non-rookie,6.355833333,5,Chris Bosh
7.612654117,3566,Miami Heat,Non-rookie,6.224333333,5,Dwyane Wade
7.612654117,4440,Miami Heat,Non-rookie,0.342474667,5,Greg Oden
7.612654117,5749,Miami Heat,Non-rookie,1.266666667,5,Joel Anthony
7.612654117,7076,Miami Heat,Non-rookie,6.355833333,5,LeBron James
7.612654117,7567,Miami Heat,Non-rookie,1.333333333,5,Mario Chalmers
7.612654117,7952,Miami Heat,Non-rookie,1.555555667,5,Michael Beasley
7.612654117,9128,Miami Heat,Non-rookie,0.466502333,5,Rashard Lewis
7.612654117,9192,Miami Heat,Non-rookie,1.07635,5,Ray Allen
7.612654117,10133,Miami Heat,Non-rookie,1.09,5,Shane Battier
7.612654117,11372,Miami Heat,Non-rookie,1.446666667,5,Udonis Haslem
6.167817021,599,Los Angeles Clippers,Non-rookie,0.466502333,5,Antawn Jamison
6.167817021,1086,Los Angeles Clippers,Non-rookie,5.4805,5,Blake Griffin
6.167817021,1560,Los Angeles Clippers,Non-rookie,0.315969,5,Byron Mullens
6.167817021,2070,Los Angeles Clippers,Non-rookie,6.222810333,5,Chris Paul
6.167817021,2733,Los Angeles Clippers,Non-rookie,0.633333333,5,Darren Collison
6.167817021,2883,Los Angeles Clippers,Non-rookie,3.662183333,5,DeAndre Jordan
6.167817021,4929,Los Angeles Clippers,Non-rookie,1.741666667,5,Jamal Crawford
6.167817021,5101,Los Angeles Clippers,Non-rookie,1.416666667,5,Jared Dudley
6.167817021,7797,Los Angeles Clippers,Non-rookie,1.083333333,5,Matt Barnes
6.167817021,9792,Los Angeles Clippers,Non-rookie,0.395486333,5,Ryan Hollins
6.167817021,11700,Los Angeles Clippers,Non-rookie,0.466502333,5,Willie Green
5.079826949,2329,Memphis Grizzlies,Non-rookie,1.741666667,5,Courtney Lee
5.079826949,5586,Memphis Grizzlies,Non-rookie,1.045,5,Jerryd Bayless
5.079826949,6751,Memphis Grizzlies,Non-rookie,1,5,Kosta Koufos
5.079826949,7449,Memphis Grizzlies,Non-rookie,4.953507667,5,Marc Gasol
5.079826949,8126,Memphis Grizzlies,Non-rookie,2.666667,5,Mike Conley
5.079826949,8177,Memphis Grizzlies,Non-rookie,0.466502333,5,Mike Miller
5.079826949,10630,Memphis Grizzlies,Non-rookie,2.411985,5,Tayshaun Prince
5.079826949,10982,Memphis Grizzlies,Non-rookie,1.498127333,5,Tony Allen
5.079826949,11778,Memphis Grizzlies,Non-rookie,5.933333333,5,Zach Randolph
5.062836539,447,Denver Nuggets,Non-rookie,1.666666667,5,Andre Miller
5.062836539,712,Denver Nuggets,Non-rookie,0.583333333,5,Anthony Randolph
5.062836539,2720,Denver Nuggets,Non-rookie,1.077227667,5,Darrell Arthur
5.062836539,5316,Denver Nuggets,Non-rookie,3.583333333,5,JaVale McGee
5.062836539,8409,Denver Nuggets,Non-rookie,0.672,5,Nate Robinson
5.062836539,9086,Denver Nuggets,Non-rookie,1,5,Randy Foye
5.062836539,11257,Denver Nuggets,Non-rookie,3.595505667,5,Ty Lawson
5.062836539,11713,Denver Nuggets,Non-rookie,2.114721333,5,Wilson Chandler
3.890281391,470,New York Knicks,Non-rookie,3.954166667,5,Andrea Bargnani
3.890281391,989,New York Knicks,Non-rookie,0.424093,5,Beno Udrih
3.890281391,1701,New York Knicks,Non-rookie,7.469158,5,Carmelo Anthony
3.890281391,6510,New York Knicks,Non-rookie,0.466502333,5,Kenyon Martin
3.890281391,7932,New York Knicks,Non-rookie,0.53,5,Metta World Peace
3.890281391,11353,New York Knicks,Non-rookie,4.700179333,5,Tyson Chandler
3.833881891,33,Houston Rockets,Non-rookie,1.132083333,5,Aaron Brooks
3.833881891,3550,Houston Rockets,Non-rookie,6.837726,5,Dwight Howard
3.833881891,4045,Houston Rockets,Non-rookie,0.421992333,5,Francisco Garcia
3.833881891,4999,Houston Rockets,Non-rookie,4.567083333,5,James Harden
3.833881891,8634,Houston Rockets,Non-rookie,0.315969,5,Omri Casspi
3.833881891,9269,Houston Rockets,Non-rookie,0.315969,5,Reggie Williams
3.833881891,9625,Houston Rockets,Non-rookie,0.395486333,5,Ronnie Brewer
3.640073932,1589,Indiana Pacers,Non-rookie,0.672,5,C.J. Watson
3.640073932,2846,Indiana Pacers,Non-rookie,4,5,David West
3.640073932,4170,Indiana Pacers,Non-rookie,2.666666667,5,George Hill
3.640073932,4667,Indiana Pacers,Non-rookie,1.333333333,5,Ian Mahinmi
3.640073932,7287,Indiana Pacers,Non-rookie,1.502834667,5,Luis Scola
3.640073932,9668,Indiana Pacers,Non-rookie,4.761281333,5,Roy Hibbert
2.117657945,430,Golden State Warriors,Non-rookie,4.289544,5,Andre Iguodala
2.117657945,502,Golden State Warriors,Non-rookie,4.666666667,5,Andrew Bogut
2.117657945,2796,Golden State Warriors,Non-rookie,4.626,5,David Lee
2.117657945,7725,Golden State Warriors,Non-rookie,1.166666667,5,Marreese Speights
2.117657945,10403,Golden State Warriors,Non-rookie,3.295880667,5,Stephen Curry
2.117657945,10959,Golden State Warriors,Non-rookie,0.533333333,5,Toney Douglas
1.425538631,407,Brooklyn Nets,Non-rookie,0.458534667,5,Andray Blatche
1.425538631,485,Brooklyn Nets,Non-rookie,1.061,5,Andrei Kirilenko
1.425538631,1464,Brooklyn Nets,Non-rookie,4.897968667,5,Brook Lopez
1.425538631,3070,Brooklyn Nets,Non-rookie,6.155376667,5,Deron Williams
1.425538631,5282,Brooklyn Nets,Non-rookie,1.875104333,5,Jason Terry
1.425538631,5702,Brooklyn Nets,Non-rookie,7.155572667,5,Joe Johnson
1.425538631,6582,Brooklyn Nets,Non-rookie,4.147911667,5,Kevin Garnett
1.425538631,8825,Brooklyn Nets,Non-rookie,5.111111333,5,Paul Pierce
1.425538631,9224,Brooklyn Nets,Non-rookie,0.565211667,5,Reggie Evans
1.425538631,10189,Brooklyn Nets,Non-rookie,0.424093,5,Shaun Livingston
1.089907503,2016,Los Angeles Lakers,Non-rookie,1.061,5,Chris Kaman
1.089907503,5660,Los Angeles Lakers,Non-rookie,0.516666667,5,Jodie Meeks
1.089907503,6035,Los Angeles Lakers,Non-rookie,0.368980333,5,Jordan Farmar
1.089907503,6050,Los Angeles Lakers,Non-rookie,1.187866667,5,Jordan Hill
1.089907503,6739,Los Angeles Lakers,Non-rookie,10.15126833,5,Kobe Bryant
1.089907503,8519,Los Angeles Lakers,Non-rookie,0.368980667,5,Nick Young
1.089907503,8778,Los Angeles Lakers,Non-rookie,6.428616667,5,Pau Gasol
1.089907503,10451,Los Angeles Lakers,Non-rookie,1.333333333,5,Steve Blake
1.089907503,10496,Los Angeles Lakers,Non-rookie,3.100166667,5,Steve Nash
0.474162105,560,Utah Jazz,Non-rookie,3,5,Andris Biedrins
0.474162105,1313,Utah Jazz,Non-rookie,1.333333333,5,Brandon Rush
0.474162105,7773,Utah Jazz,Non-rookie,2.5,5,Marvin Williams
0.474162105,9333,Utah Jazz,Non-rookie,3.682,5,Richard Jefferson
0,161,Atlanta Hawks,Non-rookie,4,5,Al Horford
0,2967,Atlanta Hawks,Non-rookie,0.852515,5,DeMarre Carroll
0,3780,Atlanta Hawks,Non-rookie,1.333333333,5,Elton Brand
0,5418,Atlanta Hawks,Non-rookie,2.666666667,5,Jeff Teague
0,6822,Atlanta Hawks,Non-rookie,2.253521,5,Kyle Korver
0,8808,Atlanta Hawks,Non-rookie,3.166666667,5,Paul Millsap
-0.047888536,1257,Dallas Mavericks,Non-rookie,1.666666667,5,Brandan Wright
-0.047888536,2914,Dallas Mavericks,Non-rookie,0.315969,5,DeJuan Blair
-0.047888536,3211,Dallas Mavericks,Non-rookie,0.424093,5,Devin Harris
-0.047888536,3300,Dallas Mavericks,Non-rookie,7.573793667,5,Dirk Nowitzki
-0.047888536,6083,Dallas Mavericks,Non-rookie,2.263856667,5,Jose Calderon
-0.047888536,8309,Dallas Mavericks,Non-rookie,2.666666667,5,Monta Ellis
-0.047888536,9892,Dallas Mavericks,Non-rookie,1.233582667,5,Samuel Dalembert
-0.047888536,10239,Dallas Mavericks,Non-rookie,3.105598667,5,Shawn Marion
-0.047888536,11446,Dallas Mavericks,Non-rookie,1.06,5,Vince Carter
-0.047888536,11596,Dallas Mavericks,Non-rookie,0.884,5,Wayne Ellington
-0.113410034,516,Chicago Bulls,Non-rookie,2,5,Andrew Bynum
-0.113410034,1672,Chicago Bulls,Non-rookie,5.1,5,Carlos Boozer
