,rating,Team,Type,mu,sd,name
0,8.89502542889076,Oklahoma City Thunder,Rookie,0.69696,5,Steven Adams
1,8.89502542889076,Oklahoma City Thunder,Non-rookie,0.8618893333333333,5,Nick Collison
2,8.89502542889076,Oklahoma City Thunder,Non-rookie,5.944209,5,Kevin Durant
3,8.89502542889076,Oklahoma City Thunder,Non-rookie,0.46650233333333335,5,Derek Fisher
4,8.89502542889076,Oklahoma City Thunder,Non-rookie,0.39548633333333333,5,Ryan Gomes
5,8.89502542889076,Oklahoma City Thunder,Non-rookie,4.083333333333333,5,Serge Ibaka
6,8.89502542889076,Oklahoma City Thunder,Rookie,0.42012,5,Reggie Jackson
7,8.89502542889076,Oklahoma City Thunder,Rookie,0.70372,5,Jeremy Lamb
8,8.89502542889076,Oklahoma City Thunder,Non-rookie,2.8258123333333334,5,Kendrick Perkins
9,8.89502542889076,Oklahoma City Thunder,Rookie,0.37028,5,Andre Roberson
10,8.89502542889076,Oklahoma City Thunder,Non-rookie,1.3,5,Thabo Sefolosha
11,8.89502542889076,Oklahoma City Thunder,Non-rookie,0.4,5,Hasheem Thabeet
12,8.89502542889076,Oklahoma City Thunder,Non-rookie,4.897968666666666,5,Russell Westbrook
13,7.76644161566618,San Antonio Spurs,Rookie,0.2629573333333333,5,Aron Baynes
14,7.76644161566618,San Antonio Spurs,Non-rookie,0.9166666666666666,5,Marco Belinelli
15,7.76644161566618,San Antonio Spurs,Non-rookie,1.315,5,Matt Bonner
16,7.76644161566618,San Antonio Spurs,Rookie,0.4876666666666667,5,Nando De Colo
17,7.76644161566618,San Antonio Spurs,Non-rookie,1.5675,5,Boris Diaw
18,7.76644161566618,San Antonio Spurs,Non-rookie,3.4538153333333335,5,Tim Duncan
19,7.76644161566618,San Antonio Spurs,Non-rookie,2.5,5,Manu Ginobili
20,7.76644161566618,San Antonio Spurs,Non-rookie,1.2541666666666667,5,Danny Green
21,7.76644161566618,San Antonio Spurs,Rookie,0.37364,5,Cory Joseph
22,7.76644161566618,San Antonio Spurs,Rookie,0.62928,5,Kawhi Leonard
23,7.76644161566618,San Antonio Spurs,Non-rookie,0.37798333333333334,5,Patty Mills
24,7.76644161566618,San Antonio Spurs,Non-rookie,4.166666666666667,5,Tony Parker
25,7.76644161566618,San Antonio Spurs,Non-rookie,0.5833333333333334,5,Jeff Ayres
26,7.76644161566618,San Antonio Spurs,Non-rookie,3.3333333333333335,5,Tiago Splitter
27,7.61265411730035,Miami Heat,Non-rookie,1.07635,5,Ray Allen
28,7.61265411730035,Miami Heat,Non-rookie,0.46650233333333335,5,Chris Andersen
29,7.61265411730035,Miami Heat,Non-rookie,1.2666666666666666,5,Joel Anthony
30,7.61265411730035,Miami Heat,Non-rookie,1.09,5,Shane Battier
31,7.61265411730035,Miami Heat,Non-rookie,6.355833333333333,5,Chris Bosh
32,7.61265411730035,Miami Heat,Non-rookie,1.3333333333333333,5,Mario Chalmers
33,7.61265411730035,Miami Heat,Rookie,0.3764,5,Norris Cole
34,7.61265411730035,Miami Heat,Non-rookie,1.4466666666666668,5,Udonis Haslem
35,7.61265411730035,Miami Heat,Non-rookie,6.355833333333333,5,LeBron James
36,7.61265411730035,Miami Heat,Non-rookie,0.46650233333333335,5,Rashard Lewis
37,7.61265411730035,Miami Heat,Non-rookie,0.34247466666666665,5,Greg Oden
38,7.61265411730035,Miami Heat,Rookie,0.2629573333333333,5,Jarvis Varnado
39,7.61265411730035,Miami Heat,Non-rookie,6.224333333333333,5,Dwyane Wade
40,6.16781702096405,Los Angeles Clippers,Non-rookie,1.0833333333333333,5,Matt Barnes
41,6.16781702096405,Los Angeles Clippers,Rookie,0.383,5,Reggie Bullock
42,6.16781702096405,Los Angeles Clippers,Non-rookie,0.6333333333333333,5,Darren Collison
43,6.16781702096405,Los Angeles Clippers,Non-rookie,1.7416666666666667,5,Jamal Crawford
44,6.16781702096405,Los Angeles Clippers,Non-rookie,1.4166666666666667,5,Jared Dudley
45,6.16781702096405,Los Angeles Clippers,Non-rookie,0.46650233333333335,5,Willie Green
46,6.16781702096405,Los Angeles Clippers,Non-rookie,5.4805,5,Blake Griffin
47,6.16781702096405,Los Angeles Clippers,Non-rookie,0.39548633333333333,5,Ryan Hollins
48,6.16781702096405,Los Angeles Clippers,Non-rookie,0.46650233333333335,5,Antawn Jamison
49,6.16781702096405,Los Angeles Clippers,Non-rookie,3.662183333333333,5,DeAndre Jordan
50,6.16781702096405,Los Angeles Clippers,Non-rookie,0.315969,5,Byron Mullens
51,6.16781702096405,Los Angeles Clippers,Non-rookie,6.222810333333333,5,Chris Paul
52,5.079826949248,Memphis Grizzlies,Non-rookie,1.4981273333333334,5,Tony Allen
53,5.079826949248,Memphis Grizzlies,Non-rookie,1.045,5,Jerryd Bayless
54,5.079826949248,Memphis Grizzlies,Non-rookie,2.666667,5,Mike Conley
55,5.079826949248,Memphis Grizzlies,Rookie,1.0512866666666667,5,Ed Davis
56,5.079826949248,Memphis Grizzlies,Non-rookie,4.953507666666667,5,Marc Gasol
57,5.079826949248,Memphis Grizzlies,Non-rookie,1.0,5,Kosta Koufos
58,5.079826949248,Memphis Grizzlies,Non-rookie,1.7416666666666667,5,Courtney Lee
59,5.079826949248,Memphis Grizzlies,Non-rookie,0.46650233333333335,5,Mike Miller
60,5.079826949248,Memphis Grizzlies,Rookie,0.7418263333333334,5,Quincy Pondexter
61,5.079826949248,Memphis Grizzlies,Non-rookie,2.411985,5,Tayshaun Prince
62,5.079826949248,Memphis Grizzlies,Non-rookie,5.933333333333334,5,Zach Randolph
63,5.079826949248,Memphis Grizzlies,Rookie,0.38668,5,Tony Wroten
64,5.0628365392921,Denver Nuggets,Non-rookie,1.0772276666666667,5,Darrell Arthur
65,5.0628365392921,Denver Nuggets,Non-rookie,2.1147213333333332,5,Wilson Chandler
66,5.0628365392921,Denver Nuggets,Rookie,0.45588,5,Kenneth Faried
