rating,Unnamed: 0,Team,Type,mu,sd,name
9.804994905,876,San Antonio Spurs,Non-rookie,0.354461333,5,Austin Daye
9.804994905,1210,San Antonio Spurs,Non-rookie,2.5,5,Boris Diaw
9.804994905,2610,San Antonio Spurs,Non-rookie,1.341666667,5,Danny Green
9.804994905,7435,San Antonio Spurs,Non-rookie,2.333333333,5,Manu Ginobili
9.804994905,7478,San Antonio Spurs,Non-rookie,0.957916667,5,Marco Belinelli
9.804994905,7813,San Antonio Spurs,Non-rookie,0.48283,5,Matt Bonner
9.804994905,9270,San Antonio Spurs,Non-rookie,0.041701333,5,Reggie Williams
9.804994905,10782,San Antonio Spurs,Non-rookie,3.083333333,5,Tiago Splitter
9.804994905,10806,San Antonio Spurs,Non-rookie,3.333333333,5,Tim Duncan
9.804994905,11055,San Antonio Spurs,Non-rookie,4.166666667,5,Tony Parker
7.952642725,1087,Los Angeles Clippers,Non-rookie,5.891537333,5,Blake Griffin
7.952642725,2071,Los Angeles Clippers,Non-rookie,6.689521,5,Chris Paul
7.952642725,2403,Los Angeles Clippers,Non-rookie,0.129210667,5,Dahntay Jones
7.952642725,2884,Los Angeles Clippers,Non-rookie,3.813374667,5,DeAndre Jordan
7.952642725,3716,Los Angeles Clippers,Non-rookie,0.327028,5,Ekpe Udoh
7.952642725,4279,Los Angeles Clippers,Non-rookie,2.2,5,Glen Davis
7.952642725,4563,Los Angeles Clippers,Non-rookie,0.48283,5,Hedo Turkoglu
7.952642725,4930,Los Angeles Clippers,Non-rookie,1.816666667,5,Jamal Crawford
7.952642725,6036,Los Angeles Clippers,Non-rookie,0.692333333,5,Jordan Farmar
7.952642725,7117,Los Angeles Clippers,Non-rookie,0.018591333,5,Lester Hudson
7.952642725,7798,Los Angeles Clippers,Non-rookie,1.132083333,5,Matt Barnes
7.952642725,8411,Los Angeles Clippers,Non-rookie,0.70224,5,Nate Robinson
7.952642725,10347,Los Angeles Clippers,Non-rookie,1.768333333,5,Spencer Hawes
6.984503849,683,Oklahoma City Thunder,Non-rookie,1.066666667,5,Anthony Morrow
6.984503849,6545,Oklahoma City Thunder,Non-rookie,6.331874667,5,Kevin Durant
6.984503849,8493,Oklahoma City Thunder,Non-rookie,0.747334333,5,Nick Collison
6.984503849,9751,Oklahoma City Thunder,Non-rookie,5.239687333,5,Russell Westbrook
6.984503849,10058,Oklahoma City Thunder,Non-rookie,0.305081,5,Sebastian Telfair
6.984503849,10075,Oklahoma City Thunder,Non-rookie,4.116666667,5,Serge Ibaka
6.984503849,10506,Oklahoma City Thunder,Non-rookie,1.148648667,5,Steve Novak
5.685672759,2258,Houston Rockets,Non-rookie,1.5675,5,Corey Brewer
5.685672759,3551,Houston Rockets,Non-rookie,7.145423667,5,Dwight Howard
5.685672759,4046,Houston Rockets,Non-rookie,0.438936333,5,Francisco Garcia
5.685672759,5000,Houston Rockets,Non-rookie,4.909614667,5,James Harden
5.685672759,5283,Houston Rockets,Non-rookie,1.950104333,5,Jason Terry
5.685672759,5355,Houston Rockets,Non-rookie,0.327028,5,Jeff Adrien
5.685672759,5777,Houston Rockets,Non-rookie,0.316054333,5,Joey Dorsey
5.685672759,6159,Houston Rockets,Non-rookie,4.666666667,5,Josh Smith
5.685672759,7288,Houston Rockets,Non-rookie,2.180333333,5,Luis Scola
5.685672759,7289,Houston Rockets,Non-rookie,2.180333333,5,Luis Scola
5.685672759,11184,Houston Rockets,Non-rookie,2.859696333,5,Trevor Ariza
5.678119932,431,Golden State Warriors,Non-rookie,4.096514667,5,Andre Iguodala
5.678119932,503,Golden State Warriors,Non-rookie,4.324324333,5,Andrew Bogut
5.678119932,1314,Golden State Warriors,Non-rookie,0.381895,5,Brandon Rush
5.678119932,2797,Golden State Warriors,Non-rookie,5.004,5,David Lee
5.678119932,7063,Golden State Warriors,Non-rookie,0.48283,5,Leandro Barbosa
5.678119932,7726,Golden State Warriors,Non-rookie,1.219166667,5,Marreese Speights
5.678119932,10190,Golden State Warriors,Non-rookie,1.768333333,5,Shaun Livingston
5.678119932,10404,Golden State Warriors,Non-rookie,3.543071,5,Stephen Curry
4.843455287,1907,Miami Heat,Non-rookie,1.791666667,5,Chris Andersen
4.843455287,1922,Miami Heat,Non-rookie,6.881466667,5,Chris Bosh
4.843455287,3567,Miami Heat,Non-rookie,5,5,Dwyane Wade
4.843455287,4313,Miami Heat,Non-rookie,2.5,5,Goran Dragic
4.843455287,4538,Miami Heat,Non-rookie,0.256627,5,Hassan Whiteside
4.843455287,6133,Miami Heat,Non-rookie,1.768333333,5,Josh McRoberts
4.843455287,7341,Miami Heat,Non-rookie,3.238153667,5,Luol Deng
4.843455287,7568,Miami Heat,Non-rookie,1.333333333,5,Mario Chalmers
4.843455287,7954,Miami Heat,Non-rookie,0.259259333,5,Michael Beasley
4.843455287,8178,Miami Heat,Non-rookie,2.2,5,Mike Miller
4.843455287,11373,Miami Heat,Non-rookie,0.910666667,5,Udonis Haslem
4.697485711,300,Portland Trailblazers,Non-rookie,0.354461333,5,Alonzo Gee
4.697485711,843,Portland Trailblazers,Non-rookie,2.583333333,5,Arron Afflalo
4.697485711,2017,Portland Trailblazers,Non-rookie,1.6,5,Chris Kaman
4.697485711,3421,Portland Trailblazers,Non-rookie,1.05,5,Dorell Wright
4.697485711,6892,Portland Trailblazers,Non-rookie,5.335333333,5,LaMarcus Aldridge
4.697485711,8531,Portland Trailblazers,Non-rookie,3.921833333,5,Nicolas Batum
4.697485711,9488,Portland Trailblazers,Non-rookie,2.041576,5,Robin Lopez
4.697485711,10452,Portland Trailblazers,Non-rookie,0.692333333,5,Steve Blake
4.697485711,11623,Portland Trailblazers,Non-rookie,2.415213333,5,Wesley Matthews
3.929483884,264,Dallas Mavericks,Non-rookie,0.327028,5,Al-Farouq Aminu
3.929483884,1330,Dallas Mavericks,Non-rookie,2.599333333,5,Brendan Haywood
3.929483884,1841,Dallas Mavericks,Non-rookie,0.438936333,5,Charlie Villanueva
3.929483884,3212,Dallas Mavericks,Non-rookie,1.292666667,5,Devin Harris
3.929483884,3301,Dallas Mavericks,Non-rookie,2.658160667,5,Dirk Nowitzki
3.929483884,8310,Dallas Mavericks,Non-rookie,2.786666667,5,Monta Ellis
3.929483884,9034,Dallas Mavericks,Non-rookie,4.303030333,5,Rajon Rondo
3.929483884,9203,Dallas Mavericks,Non-rookie,1.264564333,5,Raymond Felton
3.929483884,9334,Dallas Mavericks,Non-rookie,0.48283,5,Richard Jefferson
3.929483884,11354,Dallas Mavericks,Non-rookie,4.866296,5,Tyson Chandler
3.756516897,1858,Minnesota Timberwolves,Non-rookie,1.666666667,5,Chase Budinger
3.756516897,4132,Minnesota Timberwolves,Non-rookie,1.083333333,5,Gary Neal
3.756516897,6583,Minnesota Timberwolves,Non-rookie,4,5,Kevin Garnett
3.756516897,6616,Minnesota Timberwolves,Non-rookie,2.264166667,5,Kevin Martin
3.756516897,8554,Minnesota Timberwolves,Non-rookie,4.033333333,5,Nikola Pekovic
3.692789504,1258,Phoenix Suns,Non-rookie,1.666666667,5,Brandan Wright
3.692789504,2603,Phoenix Suns,Non-rookie,0.692333333,5,Danny Granger
3.692789504,3584,Phoenix Suns,Non-rookie,0.035892,5,Earl Barron
3.692789504,3812,Phoenix Suns,Non-rookie,4.057971,5,Eric Bledsoe
3.692789504,4216,Phoenix Suns,Non-rookie,1.166666667,5,Gerald Green
3.692789504,5876,Phoenix Suns,Non-rookie,0.666666667,5,John Salmons
3.692789504,7546,Phoenix Suns,Non-rookie,2.858333333,5,Marcus Thornton
3.692789504,7953,Phoenix Suns,Non-rookie,0.259259333,5,Michael Beasley
3.649442113,1590,Indiana Pacers,Non-rookie,0.70224,5,C.J. Watson
3.649442113,2847,Indiana Pacers,Non-rookie,4,5,David West
3.649442113,4171,Indiana Pacers,Non-rookie,2.666666667,5,George Hill
3.649442113,4668,Indiana Pacers,Non-rookie,1.333333333,5,Ian Mahinmi
3.649442113,7290,Indiana Pacers,Non-rookie,2.180333333,5,Luis Scola
3.649442113,8790,Indiana Pacers,Non-rookie,5.30856,5,Paul George
3.649442113,9545,Indiana Pacers,Non-rookie,0.409328333,5,Rodney Stuckey
3.649442113,9669,Indiana Pacers,Non-rookie,4.966312667,5,Roy Hibbert
2.782586408,990,Memphis Grizzlies,Non-rookie,0.692333333,5,Beno Udrih
2.782586408,2330,Memphis Grizzlies,Non-rookie,1.816666667,5,Courtney Lee
2.782586408,5380,Memphis Grizzlies,Non-rookie,3.148333333,5,Jeff Green
2.782586408,6752,Memphis Grizzlies,Non-rookie,1,5,Kosta Koufos
2.782586408,7450,Memphis Grizzlies,Non-rookie,5.276562667,5,Marc Gasol
2.782586408,8127,Memphis Grizzlies,Non-rookie,2.964738667,5,Mike Conley
2.782586408,10983,Memphis Grizzlies,Non-rookie,1.610487,5,Tony Allen
2.782586408,11340,Memphis Grizzlies,Non-rookie,0.024078,5,Tyrus Thomas
2.782586408,11447,Memphis Grizzlies,Non-rookie,1.303993667,5,Vince Carter
2.782586408,11779,Memphis Grizzlies,Non-rookie,5.5,5,Zach Randolph
2.77124204,375,Toronto Raptors,Non-rookie,2.333333333,5,Amir Johnson
2.77124204,2151,Toronto Raptors,Non-rookie,1.98625,5,Chuck Hayes
2.77124204,2951,Toronto Raptors,Non-rookie,3.166666667,5,DeMar DeRozan
2.77124204,4466,Toronto Raptors,Non-rookie,2.133333333,5,Greivis Vasquez
2.77124204,5008,Toronto Raptors,Non-rookie,0.833333333,5,James Johnson
2.77124204,6836,Toronto Raptors,Non-rookie,4,5,Kyle Lowry
2.77124204,6932,Toronto Raptors,Non-rookie,2.083333333,5,Landry Fields
2.77124204,8760,Toronto Raptors,Non-rookie,1.943775333,5,Patrick Patterson
2.77124204,11273,Toronto Raptors,Non-rookie,1.108745,5,Tyler Hansbrough
1.428163833,2915,Washington Wizards,Non-rookie,0.666666667,5,DeJuan Blair
1.428163833,3503,Washington Wizards,Non-rookie,2.226666667,5,Drew Gooden
1.428163833,4104,Washington Wizards,Non-rookie,0.327028,5,Garrett Temple
