,coefs,index
0,-4.003746685355596,0
1,3.790331179103168,1
2,-8.338793159569269,2
3,-2.2560515963868286,3
4,3.2944561627975517,4
5,-3.4782478223613564,5
6,-5.280176274669746,6
7,-3.341122284905512,7
8,5.183121482709022,8
9,-3.053483882155767,9
10,7.263382614544908,10
11,-12.603930603955218,11
12,2.1039096344770822,12
13,2.476898789249155,13
14,-3.7796576591424778,14
15,-2.065530694146056,15
16,0.35516537663484904,16
17,1.6543689579648202,17
18,-1.9318777424184699,18
19,-1.9874176185085362,19
20,2.5345826662565405,20
21,-5.272521024137557,21
22,0.7457234792248393,22
23,-1.0053358252958233,23
24,-2.331844069207218,24
25,-4.917338243327498,25
26,3.495255164873255,26
27,-0.9636252703425185,27
28,7.813129663018378,28
29,4.213512971626384,29
30,8.51877808096209,30
31,-0.8238568666282369,31
32,3.904286886604811,32
33,-5.540330833311032,33
34,-3.691641690233996,34
35,-1.4480139255483984,35
36,0.28463877336905785,36
37,-2.1077493557786355,37
38,0.6222527048326594,38
39,4.002186154687053,39
40,4.077624045984828,40
41,4.62537200638168,41
42,6.347052675933947,42
43,1.2151251813652055,43
44,3.5749514721061644,44
45,2.657699420956947,45
46,1.8374797263170954,46
47,-5.593359050379165,47
48,-0.5000374234336844,48
49,6.254900801831063,49
50,-5.289661645659132,50
51,-0.030570229731169185,51
52,0.3046358438257264,52
53,0.7697870925737469,53
54,-0.3353004307347307,54
55,1.9263765082872708,55
56,-0.8753714050776331,56
57,-1.090675338715199,57
58,0.9766434467508986,58
59,8.424188035691323,59
60,6.05594520530246,60
61,-1.4320899415217987,61
62,1.7065622833139127,62
63,4.816413475969034,63
64,6.354972600422677,64
65,-2.68042473774795,65
66,3.7000912077222843,66
67,7.076024689976997,67
68,1.1335604752374273,68
69,-5.428305758936932,69
70,7.407794322965934,70
71,9.658131790406136,71
72,0.23028796088360792,72
73,5.957463583833391,73
74,-4.210778383264261,74
75,4.910092215052302,75
76,1.9334473284470495,76
77,-2.4021854629485917,77
78,-2.102195196315894,78
79,-3.5987015355445915,79
80,1.7780562117260974,80
81,4.226132738945076,81
82,-3.627043647626776,82
83,-2.886188585758939,83
84,2.791664973365908,84
85,-6.461799897095897,85
86,-4.839732460699361,86
87,2.3229216594294915,87
88,3.4576135282254263,88
89,-1.7777878007873351,89
90,1.7629286483171085,90
91,-2.1839981840194644,91
92,-1.1470937473192944,92
93,-4.32930704060902,93
94,0.9897347554240636,94
95,9.245613678874845,95
96,-6.8306324149005775,96
97,-0.07746603811104169,97
98,2.2003538080565335,98
99,-3.3288689223031356,99
100,-1.8646021108869366,100
101,7.754965940030887,101
102,-1.3748539996696931,102
103,-2.375547959756088,103
104,1.216936969250409,104
105,-0.045433714214626164,105
106,-1.263713707774652,106
107,-5.223402555908688,107
108,4.84942730939519,108
109,0.7727676293080472,109
110,1.7092875175615037,110
111,-4.92359791418758,111
112,2.2661937520972355,112
113,3.0520435389722995,113
114,-4.7423759182610254,114
115,-4.115671024187986,115
116,0.9952377655970128,116
117,0.21416959335290464,117
118,-0.5786748372270187,118
119,-0.8736986561506015,119
120,-0.9911691960571114,120
121,-0.2859951410529904,121
122,1.784115151748284,122
123,-7.14851849133842,123
124,5.935951734305997,124
125,3.7657415318511065,125
126,0.3171467025381749,126
127,-5.464709539906654,127
128,-0.36282664139435816,128
129,3.913315172976895,129
130,-11.450316022492379,130
131,1.1076801648689374,131
132,1.605501480038892,132
133,1.428775207510334,133
134,-4.715417448953373,134
135,-0.3268216927434946,135
136,0.734556197364445,136
137,-11.382836196995342,137
138,-0.8922992812315087,138
139,-1.2572484600649183,139
140,-1.2341499994904455,140
141,1.5081585658113315,141
142,1.175355386271165,142
143,-3.482690377149793,143
144,-3.114956375114865,144
145,0.8701598694615544,145
146,-1.3388901023022175,146
147,-3.180503278361475,147
148,-1.199501400722589,148
149,-0.5388680551158167,149
150,-2.367740745631114,150
151,-4.822402575088407,151
152,3.383877288489643,152
153,1.4380480693063449,153
154,0.7797323890143462,154
155,-2.408160277472124,155
156,5.306824196710108,156
157,0.41364718596490846,157
158,2.974346788276942,158
159,-4.755867566979111,159
160,4.568035406012523,160
161,-3.316253239629158,161
162,1.424228514188604,162
163,0.2553884662101753,163
164,2.374917981915887,164
165,-0.09224336355653762,165
166,-1.3521965284774655,166
167,1.232262828585176,167
168,-3.2682962840034335,168
169,5.165582471939358,169
170,7.459913795862793,170
171,4.043588291077988,171
172,-1.9245871173896407,172
173,6.574375656760372,173
174,-0.7392241222463589,174
175,-0.8172699220959256,175
176,-3.2159150539602623,176
177,-2.8996242636875125,177
178,-2.359759861049003,178
179,-0.5440619665475412,179
180,-4.322626529559301,180
181,-3.11533607769881,181
182,0.8086173675889605,182
183,-0.9234295527933583,183
184,4.207984743830009,184
185,-6.588086819960678,185
186,-1.3712585119440517,186
187,-2.8522289799585527,187
188,-6.193028064194381,188
189,2.1145977121944033,189
190,7.296083400172865,190
191,-0.0423588448906842,191
192,4.585243401412896,192
193,3.481106058487324,193
194,0.10838838717993493,194
195,5.094657324232083,195
196,1.0596787355439181,196
197,-1.5117699471119652,197
198,-1.3176236822927976,198
199,0.31553181153789467,199
200,3.4744067806187164,200
201,-1.2034236780971472,201
202,2.292446990140042,202
203,6.715519617693054,203
204,3.1371224664941275,204
205,-7.625937707942297,205
206,-3.658713007557533,206
207,8.733328601134964,207
208,5.0013869086340925,208
209,-5.932944315389644,209
210,-0.2341370774041165,210
211,5.910096506164742,211
212,6.690148913669385,212
213,-4.950907149562292,213
214,1.5519034349394336,214
215,-2.0553011624365984,215
216,-2.0692051345870954,216
217,-3.743150455092881,217
218,2.5822171732337154,218
219,6.929906621472461,219
220,2.668763375533613,220
221,2.0937759972443777,221
222,-0.8551034681830139,222
223,5.366275202565418,223
224,-1.7371398384664802,224
225,7.284820557227356,225
226,-5.538666698323915,226
227,-0.33480259179126914,227
228,0.5089808150133317,228
229,1.2579197453799686,229
230,-0.6987768449092262,230
231,-3.54472037777822,231
232,-6.171828616610599,232
233,-1.1547155435223222,233
234,2.263018205521438,234
235,2.1498626000050254,235
236,-1.8164928789251995,236
237,-1.4966916301187885,237
238,5.600084160498048,238
239,-2.4511268131256365,239
240,-2.5037381916023573,240
241,-2.5775882513975983,241
242,-0.8700619084921861,242
243,3.5804981719062994,243
244,4.330412351000939,244
245,-5.679993164464122,245
246,-1.2998734555118183,246
247,-5.663528038010143,247
248,-3.913796350978874,248
249,1.0116205376754728,249
250,0.766493258505573,250
251,1.5251943891693784,251
252,6.290998011153115,252
253,6.373525311167304,253
254,-4.242515463100473,254
255,-1.433745023282711,255
256,7.207428192983154,256
257,-1.9475428562986998,257
258,-3.2168674931100685,258
259,-1.8630456884645474,259
260,5.10867602832795,260
261,-3.4816000151478197,261
262,1.1305117565903149,262
263,-0.6237314531379705,263
264,7.649000290245366,264
265,2.597952321424644,265
266,1.2248000347186134,266
267,-1.9483630288086802,267
268,-0.02372009466966602,268
269,4.234444270276972,269
270,0.20246185134905798,270
271,5.145659999494065,271
272,-0.031017176815810288,272
273,0.8899067562679326,273
274,-1.11400343920113,274
275,5.887734956351557,275
