,rating,Team,mu,sd,name
471,,,0,5,Dennis Smith Jr.
472,,,0,5,Brandon Sampson
473,,,0,5,Mitchell Creek
474,,,0,5,Isaiah Hicks
475,,,0,5,Donatas Motiejunas
476,,,0,5,Antonio Blakeney
477,,,0,5,Hamidou Diallo
478,,,0,5,MarShon Brooks
479,,,0,5,Jaren Jackson Jr.
480,,,0,5,Gary Clark
481,,,0,5,James Nunnally
482,,,0,5,Johnathan Motley
483,,,0,5,Khyri Thomas
484,,,0,5,Wade Baldwin IV
485,,,0,5,Kadeem Allen
486,,,0,5,Jacob Evans
487,,,0,5,Landry Shamet
488,,,0,5,James Ennis III
489,,,0,5,Shai Gilgeous-Alexander
490,,,0,5,Wes Iwundu
491,,,0,5,Gary Trent Jr.
492,,,0,5,John Jenkins
493,,,0,5,Jordan McRae
494,,,0,5,Troy Caupain
495,,,0,5,Bonzie Colson
496,,,0,5,Walter Lemon Jr.
497,,,0,5,Isaac Humphries
498,,,0,5,Cameron Reynolds
499,,,0,5,Zhaire Smith
500,,,0,5,JR Smith
501,,,0,5,DJ Stephens
502,,,0,5,Omari Spellman
503,,,0,5,Kobi Simmons
504,,,0,5,Terrence Jones
505,,,0,5,Jarred Vanderbilt
506,,,0,5,Devonte' Graham
507,,,0,5,Edmond Sumner
508,,,0,5,Christian Wood
509,,,0,5,JaKarr Sampson
510,,,0,5,C.J. Williams
511,,,0,5,Drew Eubanks
512,,,0,5,Vincent Edwards
513,,,0,5,Jaylen Morris
514,,,0,5,Ryan Broekhoff
515,,,0,5,Daniel Hamilton
516,,,0,5,Trevon Duval
517,,,0,5,Jordan Sibert
518,,,0,5,Aaron Holiday
519,,,0,5,Thomas Welsh
520,,,0,5,Lonnie Walker IV
521,,,0,5,Rawle Alkins
522,,,0,5,Lorenzo Brown
523,,,0,5,Chandler Hutchison
524,,,0,5,Donte Grantham
525,,,0,5,Emanuel Terry
526,,,0,5,Andre Ingram
527,,,0,5,Kostas Antetokounmpo
528,,,0,5,John Holland
529,,,0,5,George King
530,,,0,5,RJ Hunter
531,,,0,5,Kalin Lucas
532,,,0,5,Angel Delgado
533,,,0,5,Dusty Hannahs
534,,,0,5,Joe Chealey
