"X","Unnamed..0","rating","Team","mu","sd","name","Contract.Value","Year","Type","coefs","index","player_id","player_name","finalpriors","finalse"
139,344,-1.934503325,"Memphis Grizzlies",0.271871667,5,"Dillon Brooks","$815,615.00 ",2017,"Rookie",0.056648113,501,1628415,"Dillon Brooks",-0.413365824466975,0.291540039513616
140,345,-1.934503325,"Memphis Grizzlies",0.316666667,5,"Ivan Rabb","$950,000.00 ",2017,"Rookie",1.428614015,163,1628397,"Ivan Rabb",-0.380559547554429,0.286008608688388
141,347,-1.934503325,"Memphis Grizzlies",0.490460667,5,"Jarell Martin","$1,471,382.00 ",2017,"Rookie",0.279654937,22,1626185,"Jarell Martin",-0.253278956199615,0.26874603860198
142,352,-1.934503325,"Memphis Grizzlies",0.437537,5,"Wayne Selden","$1,312,611.00 ",2017,"Rookie",-2.535287835,105,1627782,"Wayne Selden",-0.292038381912961,0.273251051062663
143,358,2.167864662,"Sacramento Kings",1.22516,5,"Buddy Hield","$3,675,480.00 ",2017,"Rookie",-5.90116516,470,1627741,"Buddy Hield",0.0492687241348869,0.326622354830664
144,359,2.167864662,"Sacramento Kings",0.394795,5,"Frank Mason","$1,184,385.00 ",2017,"Rookie",1.663648744,437,1628412,"Frank Mason",-0.558861293243965,0.308257834095052
145,362,2.167864662,"Sacramento Kings",0.76712,5,"Georgios Papagiannis","$2,301,360.00 ",2017,"Rookie",0.880045237,429,1627834,"Georgios Papagiannis",-0.28618360485322,0.2959730529636
146,363,2.167864662,"Sacramento Kings",0.78852,5,"Justin Jackson","$2,365,560.00 ",2017,"Rookie",-1.783443685,251,1628382,"Justin Jackson",-0.270511000189118,0.296308000043369
147,365,2.167864662,"Sacramento Kings",0.50152,5,"Malachi Richardson","$1,504,560.00 ",2017,"Rookie",-1.607066872,132,1627781,"Malachi Richardson",-0.480699670217034,0.301317843455228
148,366,2.167864662,"Sacramento Kings",0.437537,5,"Skal Labissiere","$1,312,611.00 ",2017,"Rookie",-2.029559659,45,1627746,"Skal Labissiere",-0.527558561068588,0.305165177392342
149,368,2.167864662,"Sacramento Kings",1.23472,5,"Willie Cauley-Stein","$3,704,160.00 ",2017,"Rookie",2.450750738,11,1626161,"Willie Cauley-Stein",0.056270130704458,0.327737762995104
150,370,-0.824932591,"Chicago Bulls",0.50544,5,"Bobby Portis","$1,516,320.00 ",2017,"Rookie",1.220763098,126,1626171,"Bobby Portis",-0.306009951698962,0.255890945723506
151,371,-0.824932591,"Chicago Bulls",0.73448,5,"Cameron Payne","$2,203,440.00 ",2017,"Rookie",5.793693688,355,1626166,"Cameron Payne",-0.13826913991083,0.246497198015571
152,373,-0.824932591,"Chicago Bulls",0.437537,5,"David Nwaba","$1,312,611.00 ",2017,"Rookie",-4.97763477,203,1628021,"David Nwaba",-0.355739712189923,0.261486181056582
153,374,-0.824932591,"Chicago Bulls",0.7288,5,"Denzel Valentine","$2,186,400.00 ",2017,"Rookie",2.946145522,78,1627756,"Denzel Valentine",-0.142428971429153,0.246543691698144
154,379,-0.824932591,"Chicago Bulls",0.005741333,5,"Jarell Eddie","$17,224.00 ",2017,"Rookie",0.242063549,226,204067,"Jarell Eddie",-0.671971618010644,0.320607417889855
155,380,-0.824932591,"Chicago Bulls",0.57128,5,"Jerian Grant","$1,713,840.00 ",2017,"Rookie",-2.393874879,258,1626170,"Jerian Grant",-0.25779105959221,0.251647542031715
156,381,-0.824932591,"Chicago Bulls",1.538461667,5,"Justin Holiday","$4,615,385.00 ",2017,"Rookie",2.784453116,76,203200,"Justin Holiday",0.45053865560679,0.325275499268975
157,382,-0.824932591,"Chicago Bulls",0.437537,5,"Kay Felder","$1,312,611.00 ",2017,"Rookie",1.913152559,464,1627770,"Kay Felder",-0.355739712189923,0.261486181056582
158,383,-0.824932591,"Chicago Bulls",1.34892,5,"Kris Dunn","$4,046,760.00 ",2017,"Rookie",3.588259117,434,1627739,"Kris Dunn",0.311725028771932,0.294186725591937
159,384,-0.824932591,"Chicago Bulls",1.27388,5,"Lauri Markkanen","$3,821,640.00 ",2017,"Rookie",-4.533282218,335,1628374,"Lauri Markkanen",0.256768381389023,0.283538723670871
160,386,-0.824932591,"Chicago Bulls",0.437537,5,"Paul Zipser","$1,312,611.00 ",2017,"Rookie",-2.078318976,514,1627835,"Paul Zipser",-0.355739712189923,0.261486181056582
161,391,-0.824932591,"Chicago Bulls",1.067405667,5,"Zach LaVine","$3,202,217.00 ",2017,"Rookie",0.560135335,354,203897,"Zach LaVine",0.10555386763233,0.260345249098384
162,394,4.014177796,"Phoenix Suns",0.271871667,5,"Davon Reed","$815,615.00 ",2017,"Rookie",-4.230308471,350,1628432,"Davon Reed",-0.754884295700505,0.383351995922294
163,395,4.014177796,"Phoenix Suns",0.77312,5,"Devin Booker","$2,319,360.00 ",2017,"Rookie",-2.217019145,167,1626164,"Devin Booker",-0.387787708707544,0.366897916993812
164,396,4.014177796,"Phoenix Suns",1.4896,5,"Dragan Bender","$4,468,800.00 ",2017,"Rookie",-0.04409049,337,1627733,"Dragan Bender",0.136936954364238,0.426250522437891
165,399,4.014177796,"Phoenix Suns",1.69668,5,"Josh Jackson","$5,090,040.00 ",2017,"Rookie",-0.470863088,89,1628367,"Josh Jackson",0.288595037254067,0.457692591369327
166,400,4.014177796,"Phoenix Suns",1.0246,5,"Marquese Chriss","$3,073,800.00 ",2017,"Rookie",-2.973858068,338,1627737,"Marquese Chriss",-0.203612632963222,0.377442361123115
167,401,4.014177796,"Phoenix Suns",1.050977,5,"T.J. Warren","$3,152,931.00 ",2017,"Rookie",3.388963647,431,203933,"T.J. Warren",-0.18429504916766,0.379248769572806
168,402,4.014177796,"Phoenix Suns",1.136173333,5,"Troy Daniels","$3,408,520.00 ",2017,"Rookie",-3.217953254,65,203584,"Troy Daniels",-0.121900261974191,0.385940093064947
169,403,4.014177796,"Phoenix Suns",0.437537,5,"Tyler Ulis","$1,312,611.00 ",2017,"Rookie",0.757696571,64,1627755,"Tyler Ulis",-0.633556853146492,0.37249798574372
170,405,-3.979408403,"Toronto Raptors ",0.271871667,5,"Alfonzo McKinnie","$815,615.00 ",2017,"Rookie",-2.693817196,7,1628035,"Alfonzo McKinnie",-0.295966212376346,0.345311334433158
171,406,-3.979408403,"Toronto Raptors ",0.817075,5,"Bruno Caboclo","$2,451,225.00 ",2017,"Rookie",-3.661102298,359,203998,"Bruno Caboclo",0.10332146517786,0.313354480701088
172,407,-3.979408403,"Toronto Raptors ",0.5484,5,"Delon Wright","$1,645,200.00 ",2017,"Rookie",-0.521014571,195,1626153,"Delon Wright",-0.0934466216505389,0.321017987092902
173,409,-3.979408403,"Toronto Raptors ",0.437537,5,"Fred VanVleet","$1,312,611.00 ",2017,"Rookie",0.983997754,446,1627832,"Fred VanVleet",-0.174638769822333,0.328907006023341
174,410,-3.979408403,"Toronto Raptors ",0.94188,5,"Jakob Poeltl","$2,825,640.00 ",2017,"Rookie",1.941253638,74,1627751,"Jakob Poeltl",0.194724242051846,0.315556063971706
175,413,-3.979408403,"Toronto Raptors ",0.982435,5,"Lucas Nogueira","$2,947,305.00 ",2017,"Rookie",-1.704950522,375,203512,"Lucas Nogueira",0.224425292619728,0.317053650960599
176,414,-3.979408403,"Toronto Raptors ",0.490460667,5,"Norman Powell","$1,471,382.00 ",2017,"Rookie",-1.563582108,43,1626181,"Norman Powell",-0.135879344108987,0.324814875453455
177,415,-3.979408403,"Toronto Raptors ",0.5484,5,"OG Anunoby","$1,645,200.00 ",2017,"Rookie",-1.892398777,6,1628384,"OG Anunoby",-0.0934466216505389,0.321017987092902
178,416,-3.979408403,"Toronto Raptors ",0.437537,5,"Pascal Siakam","$1,312,611.00 ",2017,"Rookie",-3.871828301,75,1627783,"Pascal Siakam",-0.174638769822333,0.328907006023341
179,418,-5.695697826,"Cleveland Cavaliers",0.5484,5,"Ante Zizic","$1,645,200.00 ",2017,"Rookie",-3.208933733,246,1627790,"Ante Zizic",0.00508690670888767,0.390775540171426
180,419,-5.695697826,"Cleveland Cavaliers",0.880952333,5,"Cedi Osman","$2,642,857.00 ",2017,"Rookie",5.973600256,191,1626224,"Cedi Osman",0.24863649760767,0.383448806301702
181,438,0,"Atlanta Hawks",0.437537,5,"Isaiah Taylor","$1,312,611.00 ",2017,"Rookie",0.091946789,225,1627819,"Isaiah Taylor",-0.403099742357698,0.262907710350348
182,442,0,"Atlanta Hawks",0.64564,5,"John Collins","$1,936,920.00 ",2017,"Rookie",0.902693919,420,1628381,"John Collins",-0.250692450375749,0.250565641374789
183,445,0,"Atlanta Hawks",0.833333333,5,"Malcolm Delaney","$2,500,000.00 ",2017,"Rookie",-6.571510319,423,1627098,"Malcolm Delaney",-0.113232478123565,0.250156130167801
184,447,0,"Atlanta Hawks",1.666666667,5,"Mike Muscala","$5,000,000.00 ",2017,"Rookie",3.86703762,59,203488,"Mike Muscala",0.497071442306363,0.353248524047312
185,449,0,"Atlanta Hawks",0.437537,5,"Nicolas Brussino","$1,312,611.00 ",2017,"Rookie",0.883159482,497,1627852,"Nicolas Brussino",-0.403099742357698,0.262907710350348
186,454,0,"Atlanta Hawks",0.016666667,5,"Tyler Cavanaugh","$50,000.00 ",2017,"Rookie",1.471316796,381,1628463,"Tyler Cavanaugh",-0.711330319178172,0.318706629616181
187,455,0,"Atlanta Hawks",0.271871667,5,"Tyler Dorsey","$815,615.00 ",2017,"Rookie",-7.344102004,60,1628416,"Tyler Dorsey",-0.524427184911711,0.280639852697008
16,27,-13.43031611,"Golden State Warriors",11.56085,5,"Stephen Curry","$34,682,550.00 ",2017,"Non-rookie",8.730764244,290,201939,"Stephen Curry",8.51426712173787,2.99629937375322
