,rating,Unnamed: 0,Team,Type,mu,sd,name
76,-0.007954033,390,Portland Trailblazers,Non-rookie,3.212851333,5,Anderson Varejao
77,-0.007954033,1412,Portland Trailblazers,Rookie,0.951646667,5,Brian Roberts
78,-0.007954033,2018,Portland Trailblazers,Non-rookie,1.666666667,5,Chris Kaman
79,-0.007954033,2194,Portland Trailblazers,Rookie,0.175031,5,Cliff Alexander
80,-0.007954033,2444,Portland Trailblazers,Rookie,1.412095667,5,Damian Lillard
81,-0.007954033,3621,Portland Trailblazers,Non-rookie,2.333333333,5,Ed Davis
82,-0.007954033,4220,Portland Trailblazers,Non-rookie,2,5,Gerald Henderson
83,-0.007954033,7281,Portland Trailblazers,Rookie,0.175031,5,Luis Montero
84,-0.007954033,7779,Portland Trailblazers,Rookie,0.47184,5,Mason Plumlee
85,-0.007954033,7888,Portland Trailblazers,Rookie,0.964686333,5,Maurice Harkless
86,-0.007954033,7938,Portland Trailblazers,Rookie,1.025293333,5,Meyers Leonard
87,-0.007954033,8180,Portland Trailblazers,Non-rookie,0.951646667,5,Mike Miller
88,-0.007954033,8568,Portland Trailblazers,Rookie,0.87924,5,Noah Vonleh
89,-0.007954033,8711,Portland Trailblazers,Rookie,0.175031,5,Pat Connaughton
90,-0.007954033,10812,Portland Trailblazers,Rookie,0.281686333,5,Tim Frazier
91,-0.153245222,246,Memphis Grizzlies,Rookie,0.020592,5,Alex Stepheson
92,-0.153245222,1259,Memphis Grizzlies,Non-rookie,1.833333333,5,Brandan Wright
93,-0.153245222,1449,Memphis Grizzlies,Rookie,0.010296,5,Briante Weber
94,-0.153245222,1516,Memphis Grizzlies,Rookie,0.076221,5,Bryce Cotton
95,-0.153245222,1908,Memphis Grizzlies,Non-rookie,1.666666667,5,Chris Andersen
96,-0.153245222,3761,Memphis Grizzlies,Non-rookie,0.026666667,5,Elliot Williams
97,-0.153245222,5078,Memphis Grizzlies,Rookie,0.281686333,5,JaMychal Green
98,-0.153245222,5126,Memphis Grizzlies,Rookie,0.41028,5,Jarell Martin
99,-0.153245222,6016,Memphis Grizzlies,Rookie,0.4682,5,Jordan Adams
100,-0.153245222,6037,Memphis Grizzlies,Non-rookie,0.063818667,5,Jordan Farmar
101,-0.153245222,6916,Memphis Grizzlies,Non-rookie,3,5,Lance Stephenson
102,-0.153245222,7451,Memphis Grizzlies,Non-rookie,6.566666667,5,Marc Gasol
103,-0.153245222,7569,Memphis Grizzlies,Non-rookie,1.433333333,5,Mario Chalmers
104,-0.153245222,7799,Memphis Grizzlies,Non-rookie,1.180833333,5,Matt Barnes
105,-0.153245222,8128,Memphis Grizzlies,Non-rookie,3.196142,5,Mike Conley
106,-0.153245222,9195,Memphis Grizzlies,Rookie,0.315758667,5,Ray McCallum
107,-0.153245222,9744,Memphis Grizzlies,Rookie,0.272160667,5,Russ Smith
108,-0.153245222,9794,Memphis Grizzlies,Non-rookie,0.197685333,5,Ryan Hollins
109,-0.153245222,10984,Memphis Grizzlies,Non-rookie,1.722846333,5,Tony Allen
110,-0.153245222,11448,Memphis Grizzlies,Non-rookie,1.362697,5,Vince Carter
111,-0.153245222,11733,Memphis Grizzlies,Rookie,0.029862667,5,Xavier Munford
112,-0.153245222,11780,Memphis Grizzlies,Non-rookie,3.212851667,5,Zach Randolph
113,-0.161675771,529,Houston Rockets,Non-rookie,0.066866667,5,Andrew Goudelock
114,-0.161675771,2152,Houston Rockets,Non-rookie,0.027861,5,Chuck Hayes
115,-0.161675771,2223,Houston Rockets,Rookie,0.41424,5,Clint Capela
116,-0.161675771,2259,Houston Rockets,Non-rookie,2.733333333,5,Corey Brewer
117,-0.161675771,3370,Houston Rockets,Rookie,0.762735,5,Donatas Motiejunas
118,-0.161675771,3552,Houston Rockets,Non-rookie,7.453121333,5,Dwight Howard
119,-0.161675771,5001,Houston Rockets,Non-rookie,5.252146,5,James Harden
120,-0.161675771,5284,Houston Rockets,Non-rookie,0.499729,5,Jason Terry
121,-0.161675771,6161,Houston Rockets,Non-rookie,1.8,5,Josh Smith
122,-0.161675771,7547,Houston Rockets,Non-rookie,0.395333333,5,Marcus Thornton
123,-0.161675771,7955,Houston Rockets,Non-rookie,0.102175667,5,Michael Beasley
124,-0.161675771,8314,Houston Rockets,Rookie,0.333333333,5,Montrezl Harrell
125,-0.161675771,8728,Houston Rockets,Rookie,2.166666667,5,Patrick Beverley
126,-0.161675771,9833,Houston Rockets,Rookie,0.5488,5,Sam Dekker
127,-0.161675771,10656,Houston Rockets,Rookie,0.829843333,5,Terrence Jones
128,-0.161675771,11185,Houston Rockets,Non-rookie,2.73101,5,Trevor Ariza
129,-0.161675771,11259,Houston Rockets,Non-rookie,4.134831667,5,Ty Lawson
130,-0.847521089,1764,Dallas Mavericks,Non-rookie,5.1205,5,Chandler Parsons
131,-0.847521089,1842,Dallas Mavericks,Non-rookie,0.499729,5,Charlie Villanueva
132,-0.847521089,2799,Dallas Mavericks,Non-rookie,5.16456,5,David Lee
133,-0.847521089,3072,Dallas Mavericks,Non-rookie,1.833333333,5,Deron Williams
134,-0.847521089,3213,Dallas Mavericks,Non-rookie,1.351,5,Devin Harris
135,-0.847521089,3302,Dallas Mavericks,Non-rookie,2.777778,5,Dirk Nowitzki
136,-0.847521089,3556,Dallas Mavericks,Rookie,0.281686333,5,Dwight Powell
137,-0.847521089,4758,Dallas Mavericks,Rookie,1.333333333,5,J.J. Barea
138,-0.847521089,5319,Dallas Mavericks,Non-rookie,4,5,JaVale McGee
139,-0.847521089,5456,Dallas Mavericks,Non-rookie,0.366867333,5,Jeremy Evans
140,-0.847521089,6220,Dallas Mavericks,Rookie,0.483,5,Justin Anderson
141,-0.847521089,9204,Dallas Mavericks,Non-rookie,1.316771,5,Raymond Felton
142,-0.847521089,9806,Dallas Mavericks,Rookie,0.175031,5,Salah Mejri
143,-0.847521089,11624,Dallas Mavericks,Non-rookie,5.466666667,5,Wesley Matthews
144,-0.847521089,11804,Dallas Mavericks,Non-rookie,1.733333333,5,Zaza Pachulia
145,-1.122517612,34,Chicago Bulls,Non-rookie,0.666666667,5,Aaron Brooks
146,-1.122517612,1175,Chicago Bulls,Rookie,0.46372,5,Bobby Portis
147,-1.122517612,1626,Chicago Bulls,Rookie,6.333333333,5,Cameron Bairstow
148,-1.122517612,2356,Chicago Bulls,Rookie,0.17503,5,Cristiano Felicio
149,-1.122517612,3124,Chicago Bulls,Non-rookie,6.697687667,5,Derrick Rose
150,-1.122517612,3450,Chicago Bulls,Rookie,0.79348,5,Doug McDermott
151,-1.122517612,5635,Chicago Bulls,Non-rookie,5.086666667,5,Jimmy Butler
152,-1.122517612,5653,Chicago Bulls,Non-rookie,4.466666667,5,Joakim Noah
153,-1.122517612,6231,Chicago Bulls,Rookie,0.315766667,5,Justin Holiday
154,-1.122517612,8142,Chicago Bulls,Non-rookie,1.5,5,Mike Dunleavy
155,-1.122517612,8547,Chicago Bulls,Rookie,1.847908333,5,Nikola Mirotic
156,-1.122517612,8779,Chicago Bulls,Non-rookie,2.48292,5,Pau Gasol
157,-1.122517612,10590,Chicago Bulls,Non-rookie,2.833333333,5,Taj Gibson
158,-1.122517612,11066,Chicago Bulls,Rookie,0.51196,5,Tony Snell
159,-1.569161824,456,Oklahoma City Thunder,Rookie,0.4036,5,Andre Roberson
160,-1.569161824,684,Oklahoma City Thunder,Non-rookie,1.114666667,5,Anthony Morrow
161,-1.569161824,1629,Oklahoma City Thunder,Rookie,0.67384,5,Cameron Payne
162,-1.569161824,3283,Oklahoma City Thunder,Rookie,1.71281,5,Dion Waiters
163,-1.569161824,3801,Oklahoma City Thunder,Non-rookie,5.466666667,5,Enes Kanter
164,-1.569161824,6124,Oklahoma City Thunder,Rookie,0.38008,5,Josh Huestis
165,-1.569161824,6546,Oklahoma City Thunder,Non-rookie,6.719540667,5,Kevin Durant
166,-1.569161824,6848,Oklahoma City Thunder,Rookie,1.666666667,5,Kyle Singler
167,-1.569161824,8263,Oklahoma City Thunder,Rookie,0.48768,5,Mitch McGary
168,-1.569161824,8429,Oklahoma City Thunder,Non-rookie,0.117583333,5,Nazr Mohammed
169,-1.569161824,8494,Oklahoma City Thunder,Non-rookie,1.25,5,Nick Collison
170,-1.569161824,9088,Oklahoma City Thunder,Non-rookie,1.09,5,Randy Foye
171,-1.569161824,9752,Oklahoma City Thunder,Non-rookie,5.581406,5,Russell Westbrook
172,-1.569161824,10076,Oklahoma City Thunder,Non-rookie,4.116666667,5,Serge Ibaka
173,-1.569161824,10531,Oklahoma City Thunder,Rookie,0.75968,5,Steven Adams
174,-2.282976608,608,Toronto Raptors,Rookie,1.216666667,5,Anthony Bennett
175,-2.282976608,907,Toronto Raptors,Rookie,0.041184,5,Axel Toupane
176,-2.282976608,1064,Toronto Raptors,Rookie,1,5,Bismack Biyombo
177,-2.282976608,1483,Toronto Raptors,Rookie,0.508,5,Bruno Caboclo
178,-2.282976608,2315,Toronto Raptors,Non-rookie,2.333333333,5,Cory Joseph
179,-2.282976608,2935,Toronto Raptors,Rookie,0.50312,5,Delon Wright
180,-2.282976608,2952,Toronto Raptors,Non-rookie,3.166666667,5,DeMar DeRozan
181,-2.282976608,2969,Toronto Raptors,Non-rookie,4.5,5,DeMarre Carroll
182,-2.282976608,5009,Toronto Raptors,Non-rookie,0.833333333,5,James Johnson
183,-2.282976608,5295,Toronto Raptors,Non-rookie,2.14375,5,Jason Thompson
184,-2.282976608,5994,Toronto Raptors,Rookie,1.553494,5,Jonas Valanciunas
185,-2.282976608,6837,Toronto Raptors,Non-rookie,4,5,Kyle Lowry
186,-2.282976608,7264,Toronto Raptors,Rookie,0.614,5,Lucas Nogueira
187,-2.282976608,7291,Toronto Raptors,Non-rookie,1,5,Luis Scola
188,-2.282976608,8574,Toronto Raptors,Rookie,0.216666667,5,Norman Powell
189,-2.282976608,8761,Toronto Raptors,Non-rookie,2.089558333,5,Patrick Patterson
190,-2.282976608,10663,Toronto Raptors,Rookie,1.184639,5,Terrence Ross
191,-2.846861278,257,New Orleans Pelicans,Non-rookie,1.433333333,5,Alexis Ajinca
192,-2.846861278,301,New Orleans Pelicans,Non-rookie,0.458333333,5,Alonzo Gee
193,-2.846861278,640,New Orleans Pelicans,Rookie,2.35691,5,Anthony Davis
194,-2.846861278,1517,New Orleans Pelicans,Rookie,0.093886333,5,Bryce Dejean-Jones
195,-2.846861278,2645,New Orleans Pelicans,Non-rookie,1,5,Dante Cunningham
196,-2.846861278,3824,New Orleans Pelicans,Non-rookie,5.171343667,5,Eric Gordon
197,-2.846861278,5136,New Orleans Pelicans,Rookie,0.281686333,5,Jarnell Stokes
198,-2.846861278,5631,New Orleans Pelicans,Non-rookie,0.169237,5,Jimmer Fredette
199,-2.846861278,6045,New Orleans Pelicans,Non-rookie,0.039820667,5,Jordan Hamilton
200,-2.846861278,6171,New Orleans Pelicans,Non-rookie,3.531835667,5,Jrue Holiday
201,-2.846861278,6431,New Orleans Pelicans,Non-rookie,0.499733333,5,Kendrick Perkins
202,-2.846861278,7297,New Orleans Pelicans,Non-rookie,0.366666667,5,Luke Babbitt
203,-2.846861278,8412,New Orleans Pelicans,Non-rookie,0.014666667,5,Nate Robinson
204,-2.846861278,8581,New Orleans Pelicans,Non-rookie,1.012309,5,Norris Cole
205,-2.846861278,8627,New Orleans Pelicans,Non-rookie,3.666666667,5,Omer Asik
206,-2.846861278,8644,New Orleans Pelicans,Rookie,0.018574,5,Orlando Johnson
207,-2.846861278,9763,New Orleans Pelicans,Non-rookie,2.833333333,5,Ryan Anderson
208,-2.846861278,10813,New Orleans Pelicans,Rookie,0.281686333,5,Tim Frazier
209,-2.846861278,10961,New Orleans Pelicans,Non-rookie,0.388286,5,Toney Douglas
210,-2.846861278,11296,New Orleans Pelicans,Non-rookie,3.742333333,5,Tyreke Evans
211,-3.146186986,189,Washington Wizards,Rookie,1.333333333,5,Alan Anderson
212,-3.146186986,1250,Washington Wizards,Rookie,1.898224667,5,Bradley Beal
213,-3.146186986,3504,Washington Wizards,Non-rookie,1.1,5,Drew Gooden
214,-3.146186986,4105,Washington Wizards,Non-rookie,0.366867333,5,Garrett Temple
215,-3.146186986,4133,Washington Wizards,Non-rookie,0.7,5,Gary Neal
216,-3.146186986,5103,Washington Wizards,Non-rookie,1.416666667,5,Jared Dudley
217,-3.146186986,5122,Washington Wizards,Rookie,0.187238667,5,Jarell Eddie
218,-3.146186986,5914,Washington Wizards,Non-rookie,5.283983333,5,John Wall
219,-3.146186986,7469,Washington Wizards,Non-rookie,3.739130333,5,Marcin Gortat
220,-3.146186986,7548,Washington Wizards,Non-rookie,0.395333333,5,Marcus Thornton
221,-3.146186986,7691,Washington Wizards,Non-rookie,2.666666667,5,Markieff Morris
222,-3.146186986,9051,Washington Wizards,Non-rookie,0.723488333,5,Ramon Sessions
223,-3.146186986,9795,Washington Wizards,Non-rookie,0.197685333,5,Ryan Hollins
224,-3.3269766,214,Utah Jazz,Non-rookie,3.071161333,5,Alec Burks
225,-3.3269766,2005,Utah Jazz,Non-rookie,0.327116,5,Chris Johnson
226,-3.3269766,3104,Utah Jazz,Non-rookie,3.977777667,5,Derrick Favors
227,-3.3269766,3743,Utah Jazz,Rookie,0.120959333,5,Elijah Millsap
228,-3.3269766,3926,Utah Jazz,Rookie,0.033333333,5,Erick Green
229,-3.3269766,4326,Utah Jazz,Non-rookie,5.136523333,5,Gordon Hayward
230,-3.3269766,5430,Utah Jazz,Rookie,0.315758667,5,Jeff Withey
231,-3.3269766,5687,Utah Jazz,Rookie,0.75,5,Joe Ingles
232,-3.3269766,9172,Utah Jazz,Rookie,0.333333333,5,Raul Neto
233,-3.3269766,9520,Utah Jazz,Rookie,0.44948,5,Rodney Hood
234,-3.3269766,9734,Utah Jazz,Rookie,0.39196,5,Rudy Gobert
235,-3.3269766,10270,Utah Jazz,Non-rookie,0.811111,5,Shelvin Mack
236,-3.3269766,10785,Utah Jazz,Rookie,1,5,Tibor Pleiss
237,-3.3269766,11193,Utah Jazz,Non-rookie,1.591666667,5,Trevor Booker
238,-3.3269766,11204,Utah Jazz,Rookie,0.88608,5,Trey Burke
239,-3.3269766,11209,Utah Jazz,Rookie,0.7466,5,Trey Lyles
240,-4.251854527,1859,Indiana Pacers,Non-rookie,1.666666667,5,Chase Budinger
241,-4.251854527,4172,Indiana Pacers,Non-rookie,2.666666667,5,George Hill
242,-4.251854527,4669,Indiana Pacers,Non-rookie,1.333333333,5,Ian Mahinmi
243,-4.251854527,6052,Indiana Pacers,Non-rookie,1.333333333,5,Jordan Hill
244,-4.251854527,7039,Indiana Pacers,Non-rookie,1.233333333,5,Lavoy Allen
245,-4.251854527,8311,Indiana Pacers,Non-rookie,3.433333333,5,Monta Ellis
246,-4.251854527,8383,Indiana Pacers,Rookie,0.78592,5,Myles Turner
247,-4.251854527,8791,Indiana Pacers,Non-rookie,5.706702,5,Paul George
248,-4.251854527,9039,Indiana Pacers,Rookie,0.333333333,5,Rakeem Christmas
249,-4.251854527,9546,Indiana Pacers,Non-rookie,2.166666667,5,Rodney Stuckey
250,-4.251854527,10255,Indiana Pacers,Rookie,0.281686333,5,Shayne Whittington
251,-4.251854527,10311,Indiana Pacers,Rookie,0.45296,5,Solomon Hill
252,-4.251854527,10962,Indiana Pacers,Non-rookie,0.388286,5,Toney Douglas
253,-4.251854527,11260,Indiana Pacers,Non-rookie,4.134831667,5,Ty Lawson
254,-4.415885109,204,Phoenix Suns,Rookie,0.038095,5,Alan Williams
255,-4.415885109,240,Phoenix Suns,Rookie,1.26904,5,Alex Len
256,-4.415885109,811,Phoenix Suns,Rookie,0.38672,5,Archie Goodwin
257,-4.415885109,1294,Phoenix Suns,Non-rookie,4,5,Brandon Knight
258,-4.415885109,1515,Phoenix Suns,Rookie,0.076221,5,Bryce Cotton
259,-4.415885109,1860,Phoenix Suns,Non-rookie,1.666666667,5,Chase Budinger
260,-4.415885109,2310,Phoenix Suns,Rookie,0.140483,5,Cory Jefferson
261,-4.415885109,2916,Phoenix Suns,Non-rookie,0.666666667,5,DeJuan Blair
262,-4.415885109,3186,Phoenix Suns,Rookie,0.70928,5,Devin Booker
263,-4.415885109,3813,Phoenix Suns,Non-rookie,4.362319,5,Eric Bledsoe
264,-4.415885109,5839,Phoenix Suns,Rookie,0.327,5,John Jenkins
265,-4.415885109,5979,Phoenix Suns,Non-rookie,0.345,5,Jon Leuer
266,-4.415885109,6055,Phoenix Suns,Rookie,0.057657333,5,Jordan McRae
267,-4.415885109,6772,Phoenix Suns,Non-rookie,1.533333333,5,Kris Humphries
268,-4.415885109,7196,Phoenix Suns,Rookie,0.039005333,5,Lorenzo Brown
269,-4.415885109,8259,Phoenix Suns,Rookie,1.833333333,5,Mirza Teletovic
270,-4.415885109,8645,Phoenix Suns,Rookie,0.018574,5,Orlando Johnson
271,-4.415885109,8885,Phoenix Suns,Rookie,0.057579667,5,Phil Pressey
272,-4.415885109,9635,Phoenix Suns,Non-rookie,0.499729,5,Ronnie Price
273,-4.415885109,10582,Phoenix Suns,Rookie,0.68036,5,T.J. Warren
274,-4.415885109,11355,Phoenix Suns,Non-rookie,4.333333333,5,Tyson Chandler
275,-4.611659192,376,Boston Celtics,Non-rookie,4,5,Amir Johnson
276,-4.611659192,888,Boston Celtics,Non-rookie,2.576779,5,Avery Bradley
277,-4.611659192,2318,Boston Celtics,Rookie,0.020592,5,Coty Clarke
278,-4.611659192,2798,Boston Celtics,Non-rookie,5.16456,5,David Lee
279,-4.611659192,3994,Boston Celtics,Non-rookie,1.141836667,5,Evan Turner
280,-4.611659192,4731,Boston Celtics,Non-rookie,2.304289667,5,Isaiah Thomas
281,-4.611659192,4851,Boston Celtics,Rookie,2,5,Jae Crowder
282,-4.611659192,5059,Boston Celtics,Rookie,0.58328,5,James Young
283,-4.611659192,5119,Boston Celtics,Rookie,0.75642,5,Jared Sullinger
284,-4.611659192,5988,Boston Celtics,Non-rookie,1.666666667,5,Jonas Jerebko
285,-4.611659192,6057,Boston Celtics,Rookie,0.4,5,Jordan Mickey
286,-4.611659192,6368,Boston Celtics,Rookie,0.72172,5,Kelly Olynyk
287,-4.611659192,7538,Boston Celtics,Rookie,1.14368,5,Marcus Smart
288,-4.611659192,10721,Boston Celtics,Rookie,0.60812,5,Terry Rozier
289,-4.611659192,11287,Boston Celtics,Rookie,0.872325,5,Tyler Zeller
290,-4.688941268,2448,Milwaukee Bucks,Rookie,0.285,5,Damien Inglis
291,-4.688941268,4257,Milwaukee Bucks,Rookie,0.65132,5,Giannis Antetokounmpo
292,-4.688941268,4432,Milwaukee Bucks,Non-rookie,5.466666667,5,Greg Monroe
293,-4.688941268,4467,Milwaukee Bucks,Non-rookie,2.2,5,Greivis Vasquez
294,-4.688941268,4815,Milwaukee Bucks,Rookie,1.71748,5,Jabari Parker
295,-4.688941268,5096,Milwaukee Bucks,Rookie,0.327116,5,Jared Cunningham
296,-4.688941268,5588,Milwaukee Bucks,Non-rookie,1,5,Jerryd Bayless
297,-4.688941268,5832,Milwaukee Bucks,Rookie,0.981073667,5,John Henson
298,-4.688941268,6689,Milwaukee Bucks,Rookie,5,5,Khris Middleton
299,-4.688941268,7976,Milwaukee Bucks,Rookie,0.79968,5,Michael Carter-Williams
300,-4.688941268,8235,Milwaukee Bucks,Rookie,0.703098,5,Miles Plumlee
301,-4.688941268,8590,Milwaukee Bucks,Non-rookie,2.666666667,5,O.J. Mayo
302,-4.688941268,9109,Milwaukee Bucks,Rookie,0.57768,5,Rashad Vaughn
303,-4.688941268,10508,Milwaukee Bucks,Non-rookie,1.25,5,Steve Novak
304,-4.688941268,11265,Milwaukee Bucks,Rookie,0.55412,5,Tyler Ennis
305,-5.443593013,416,Detroit Pistons,Rookie,1.090697,5,Andre Drummond
306,-5.443593013,725,Detroit Pistons,Non-rookie,1,5,Anthony Tolliver
307,-5.443593013,833,Detroit Pistons,Rookie,2.166666667,5,Aron Baynes
308,-5.443593013,2751,Detroit Pistons,Rookie,0.175031,5,Darrun Hilliard
309,-5.443593013,5662,Detroit Pistons,Non-rookie,2.09,5,Jodie Meeks
310,-5.443593013,5751,Detroit Pistons,Non-rookie,0.833333333,5,Joel Anthony
311,-5.443593013,6160,Detroit Pistons,Non-rookie,1.8,5,Josh Smith
312,-5.443593013,6228,Detroit Pistons,Non-rookie,0.033139333,5,Justin Harper
313,-5.443593013,6496,Detroit Pistons,Rookie,0.96392,5,Kentavious Caldwell-Pope
314,-5.443593013,7195,Detroit Pistons,Rookie,0.039005333,5,Lorenzo Brown
315,-5.443593013,7533,Detroit Pistons,Non-rookie,1.666666667,5,Marcus Morris
316,-5.443593013,9212,Detroit Pistons,Rookie,0.41748,5,Reggie Bullock
317,-5.443593013,9232,Detroit Pistons,Non-rookie,4.666666667,5,Reggie Jackson
318,-5.443593013,10338,Detroit Pistons,Rookie,0.281686333,5,Spencer Dinwiddie
319,-5.443593013,10385,Detroit Pistons,Rookie,0.94732,5,Stanley Johnson
320,-5.443593013,10453,Detroit Pistons,Non-rookie,0.723488333,5,Steve Blake
321,-5.443593013,10888,Detroit Pistons,Non-rookie,5.333333333,5,Tobias Harris
322,-6.959084677,991,Miami Heat,Non-rookie,0.723488333,5,Beno Udrih
