,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
x[26],0.518,2.214,-3.625,4.566,0.033,0.054,4387.0,1507.0,1.0
x[27],4.626,2.388,0.341,8.955,0.032,0.029,5448.0,1405.0,1.0
x[28],-1.171,2.67,-6.056,3.834,0.04,0.06,4323.0,1403.0,1.0
x[29],2.585,2.279,-1.32,7.239,0.032,0.037,5219.0,1511.0,1.0
x[30],1.085,2.438,-3.584,5.353,0.037,0.053,4166.0,1306.0,1.0
x[31],-2.046,2.894,-7.792,3.004,0.036,0.062,6335.0,1171.0,1.0
x[32],4.403,2.374,0.101,9.046,0.036,0.031,4275.0,1381.0,1.0
x[33],0.108,2.179,-3.634,4.477,0.032,0.058,4555.0,1222.0,1.0
x[34],-0.634,2.293,-4.795,3.717,0.033,0.062,4851.0,1221.0,1.0
x[35],4.689,2.239,0.57,8.883,0.032,0.026,4971.0,1750.0,1.0
x[36],0.689,2.473,-4.079,5.023,0.036,0.062,4761.0,1157.0,1.0
x[37],1.189,2.371,-3.321,5.43,0.037,0.05,4075.0,1520.0,1.0
x[38],4.777,2.342,0.302,8.837,0.038,0.03,3924.0,1426.0,1.0
x[39],1.873,2.656,-3.619,6.707,0.043,0.055,3941.0,1306.0,1.0
x[40],1.343,2.397,-3.202,5.788,0.034,0.056,5010.0,1371.0,1.0
x[41],-0.388,3.955,-8.154,6.687,0.055,0.113,5186.0,1126.0,1.0
x[42],4.975,2.307,0.571,9.126,0.035,0.028,4350.0,1846.0,1.0
x[43],1.03,2.404,-3.122,5.66,0.038,0.06,4036.0,1208.0,1.0
x[44],0.058,2.339,-4.289,4.472,0.034,0.064,4743.0,1467.0,1.0
x[45],-0.171,2.408,-4.621,4.328,0.033,0.057,5372.0,1442.0,1.0
x[46],-0.693,2.352,-5.07,3.73,0.034,0.054,4731.0,1515.0,1.0
x[47],-2.375,2.92,-8.191,2.879,0.046,0.059,4061.0,1216.0,1.01
x[48],4.653,2.347,0.542,9.361,0.032,0.032,5461.0,1307.0,1.0
x[49],-2.598,3.132,-8.266,3.364,0.044,0.055,5096.0,1506.0,1.0
x[50],-2.968,2.271,-7.372,1.169,0.036,0.037,3916.0,1319.0,1.0
x[51],0.744,2.427,-3.538,5.394,0.037,0.058,4331.0,1049.0,1.0
x[52],2.932,2.443,-1.546,7.564,0.037,0.042,4357.0,1164.0,1.0
x[53],0.168,2.54,-4.635,4.991,0.037,0.068,4686.0,1199.0,1.0
x[54],0.812,2.413,-3.824,5.367,0.031,0.057,6022.0,1463.0,1.0
x[55],2.243,2.383,-2.05,6.855,0.035,0.039,4678.0,1600.0,1.0
x[56],-0.713,2.283,-4.987,3.622,0.033,0.051,4934.0,1300.0,1.0
x[57],0.677,2.376,-3.823,5.18,0.033,0.057,5163.0,1477.0,1.0
x[58],-1.575,2.5,-6.297,3.157,0.041,0.051,3737.0,1345.0,1.0
x[59],-0.543,2.349,-4.794,4.144,0.033,0.054,4986.0,1380.0,1.0
x[60],-1.2,2.291,-5.645,2.776,0.031,0.053,5451.0,1299.0,1.0
x[61],2.623,2.347,-1.751,7.051,0.035,0.041,4458.0,1183.0,1.0
x[62],0.904,2.295,-3.634,5.033,0.033,0.048,4966.0,1605.0,1.0
x[63],1.002,2.314,-3.398,5.078,0.033,0.056,4953.0,1376.0,1.0
x[64],-1.05,2.181,-5.026,3.0,0.035,0.047,3945.0,1300.0,1.0
x[65],-1.398,2.674,-6.175,3.667,0.037,0.061,5180.0,1519.0,1.0
x[66],-0.086,2.244,-3.926,4.455,0.031,0.059,5252.0,1459.0,1.0
x[67],-0.553,2.296,-4.776,3.78,0.034,0.062,4674.0,1473.0,1.0
x[68],0.03,2.462,-4.317,5.101,0.037,0.069,4358.0,1208.0,1.0
x[69],-0.215,2.672,-5.57,4.425,0.036,0.071,5465.0,1405.0,1.0
x[70],-1.401,2.725,-6.517,3.525,0.046,0.062,3635.0,1407.0,1.0
x[71],-0.692,2.411,-5.441,3.529,0.036,0.052,4308.0,1364.0,1.0
x[72],0.324,2.475,-4.137,5.24,0.043,0.067,3238.0,1286.0,1.0
x[73],0.561,2.424,-3.828,5.19,0.034,0.065,4986.0,1266.0,1.0
x[74],1.692,2.258,-2.773,5.704,0.03,0.044,5848.0,1299.0,1.0
x[75],-0.804,2.578,-5.908,3.831,0.035,0.059,5433.0,1528.0,1.0
x[76],-2.103,2.492,-6.661,2.572,0.039,0.046,4062.0,1536.0,1.0
x[77],0.813,2.379,-3.756,5.357,0.038,0.061,3972.0,1206.0,1.0
x[78],4.838,2.342,0.416,9.046,0.034,0.031,4597.0,1027.0,1.0
x[79],-2.789,2.501,-7.458,1.926,0.038,0.041,4277.0,1318.0,1.0
x[80],-1.48,2.666,-6.845,3.086,0.041,0.058,4202.0,1512.0,1.0
x[81],-4.332,2.416,-8.671,0.242,0.036,0.028,4587.0,1355.0,1.0
x[82],6.661,2.235,2.496,10.807,0.03,0.024,5608.0,1378.0,1.0
x[83],0.817,2.315,-3.265,5.451,0.037,0.052,3974.0,1497.0,1.0
x[84],0.788,2.651,-3.958,5.947,0.037,0.07,5040.0,1304.0,1.0
x[85],-3.022,2.338,-7.73,0.986,0.032,0.036,5206.0,1124.0,1.0
x[86],0.229,2.758,-4.797,5.495,0.037,0.07,5683.0,1370.0,1.0
x[87],0.877,2.7,-4.352,5.933,0.034,0.073,6128.0,1105.0,1.0
x[88],-1.325,2.27,-5.408,2.849,0.033,0.045,4779.0,1403.0,1.0
x[89],1.107,2.341,-3.12,5.638,0.035,0.056,4568.0,1188.0,1.0
x[90],0.15,2.167,-3.971,4.16,0.035,0.054,3882.0,1384.0,1.0
x[91],-0.144,2.221,-4.104,4.051,0.032,0.051,4678.0,1694.0,1.0
x[92],-0.336,2.346,-4.395,4.287,0.038,0.053,3824.0,1514.0,1.0
x[93],7.63,2.449,3.246,12.553,0.032,0.028,5784.0,1193.0,1.0
x[94],2.0,2.421,-2.12,6.732,0.037,0.041,4289.0,1547.0,1.0
x[95],1.511,2.486,-3.452,6.033,0.037,0.053,4600.0,1278.0,1.0
x[96],1.191,2.35,-3.174,5.52,0.038,0.048,3836.0,1539.0,1.0
x[97],1.507,2.388,-2.787,6.195,0.035,0.045,4567.0,1470.0,1.0
x[98],1.481,2.238,-2.469,5.771,0.032,0.041,4956.0,1620.0,1.0
x[99],-2.651,2.33,-6.731,1.912,0.034,0.034,4803.0,1603.0,1.0
x[100],4.209,2.237,-0.137,8.305,0.034,0.033,4423.0,1410.0,1.0
x[101],1.131,2.284,-3.183,5.436,0.035,0.048,4381.0,1557.0,1.0
x[102],-0.315,2.329,-4.831,3.768,0.033,0.058,4831.0,1428.0,1.0
x[103],0.994,2.3,-3.246,5.249,0.036,0.047,3903.0,1540.0,1.0
x[104],-0.193,2.797,-5.703,4.694,0.04,0.076,4925.0,1522.0,1.0
x[105],1.437,2.492,-3.208,6.063,0.034,0.057,5248.0,1250.0,1.0
x[106],-2.334,2.36,-6.669,2.169,0.032,0.043,5281.0,1222.0,1.0
x[107],-3.749,2.679,-8.919,1.17,0.043,0.044,3869.0,1004.0,1.0
x[108],-0.452,2.654,-5.345,4.746,0.041,0.07,4045.0,1363.0,1.0
x[109],-0.59,2.691,-5.492,4.733,0.042,0.068,4065.0,1363.0,1.0
x[110],-1.09,2.26,-5.173,3.461,0.036,0.05,4062.0,1357.0,1.0
x[111],4.24,2.357,-0.036,8.787,0.032,0.031,5548.0,1423.0,1.0
x[112],-1.649,2.604,-6.36,3.41,0.037,0.057,5029.0,1374.0,1.0
x[113],-0.349,2.625,-5.398,4.477,0.034,0.072,5944.0,1340.0,1.0
x[114],3.703,2.759,-1.045,9.292,0.042,0.042,4271.0,1401.0,1.0
x[115],5.396,2.489,0.915,10.075,0.035,0.028,4870.0,1276.0,1.0
x[116],1.142,2.38,-3.062,5.782,0.036,0.052,4476.0,1509.0,1.0
x[117],0.442,2.418,-4.0,4.998,0.039,0.064,3813.0,1229.0,1.01
x[118],0.412,2.361,-3.912,4.812,0.031,0.06,5607.0,1376.0,1.0
x[119],0.844,3.019,-5.018,6.377,0.043,0.08,4982.0,1078.0,1.0
x[120],3.957,2.374,-0.221,8.504,0.033,0.031,5302.0,1441.0,1.0
x[121],0.681,2.328,-3.507,5.068,0.032,0.058,5446.0,1462.0,1.0
x[122],-1.848,2.139,-5.94,2.127,0.03,0.039,5105.0,1519.0,1.0
x[123],-3.698,2.506,-8.564,0.809,0.034,0.035,5493.0,1297.0,1.0
x[124],-2.58,2.394,-7.026,1.922,0.038,0.047,3896.0,1565.0,1.01
x[125],-1.908,2.341,-6.461,2.226,0.038,0.044,3812.0,1413.0,1.0
x[126],-0.475,2.235,-4.821,3.532,0.036,0.055,3965.0,1425.0,1.0
x[127],0.153,2.544,-4.503,4.77,0.036,0.066,4920.0,1427.0,1.0
x[128],-0.35,2.634,-5.13,4.487,0.036,0.074,5213.0,1449.0,1.0
x[129],0.391,2.789,-4.471,6.037,0.04,0.075,4959.0,1301.0,1.0
x[130],0.411,2.495,-4.447,4.985,0.043,0.071,3359.0,1064.0,1.01
x[131],1.533,2.357,-3.048,5.664,0.037,0.043,4076.0,1625.0,1.0
x[132],-0.018,2.808,-5.16,5.323,0.054,0.071,2713.0,1348.0,1.0
x[133],-0.533,2.677,-5.579,4.43,0.046,0.068,3400.0,1303.0,1.0
x[134],0.619,2.401,-3.525,5.441,0.036,0.059,4474.0,1503.0,1.0
x[135],-1.383,2.417,-6.045,2.942,0.035,0.05,4864.0,1463.0,1.0
x[136],-2.802,2.311,-7.034,1.773,0.033,0.037,5008.0,1399.0,1.0
x[137],1.555,2.274,-2.942,5.627,0.03,0.049,5708.0,1353.0,1.0
x[138],4.767,2.253,0.63,9.139,0.037,0.031,3634.0,1442.0,1.0
x[139],0.97,2.184,-3.605,4.698,0.032,0.054,4781.0,1182.0,1.0
x[140],-1.683,2.347,-5.938,2.679,0.031,0.043,5742.0,1575.0,1.0
x[141],1.452,2.283,-2.599,5.93,0.034,0.048,4658.0,1601.0,1.0
x[142],-1.135,2.414,-5.532,3.487,0.034,0.061,4922.0,1054.0,1.0
x[143],-1.817,2.75,-7.054,3.309,0.042,0.057,4191.0,1456.0,1.0
x[144],-1.811,2.368,-6.066,2.852,0.033,0.044,5351.0,1261.0,1.0
x[145],0.695,2.323,-3.838,4.994,0.033,0.059,4895.0,1430.0,1.0
x[146],-0.199,2.633,-4.919,4.825,0.044,0.079,3604.0,844.0,1.01
x[147],3.06,2.575,-1.694,7.958,0.036,0.038,5196.0,1662.0,1.0
x[148],-0.634,2.624,-5.464,4.183,0.039,0.062,4487.0,1474.0,1.0
x[149],1.331,2.294,-2.836,5.757,0.034,0.046,4677.0,1397.0,1.0
x[150],-1.023,2.777,-5.852,4.694,0.04,0.069,4926.0,1297.0,1.01
x[151],1.088,2.343,-3.142,5.611,0.033,0.05,5014.0,1413.0,1.0
x[152],1.844,2.385,-2.672,6.21,0.037,0.043,4109.0,1581.0,1.0
x[153],-2.091,2.229,-6.27,1.991,0.032,0.039,4759.0,1400.0,1.0
x[154],-0.158,2.256,-4.331,4.124,0.034,0.063,4288.0,1382.0,1.0
x[155],-1.763,2.792,-7.364,3.108,0.039,0.059,5050.0,1374.0,1.0
x[156],0.031,2.146,-4.18,3.882,0.032,0.063,4616.0,1063.0,1.0
x[157],-0.464,2.639,-5.383,4.35,0.04,0.079,4411.0,1320.0,1.0
x[158],-0.15,2.298,-4.301,4.102,0.034,0.064,4474.0,1394.0,1.0
x[159],0.31,2.675,-4.739,5.344,0.035,0.071,5679.0,1400.0,1.0
x[160],-2.816,2.84,-8.212,2.322,0.041,0.049,4788.0,1305.0,1.0
x[161],-0.546,3.018,-6.611,4.76,0.042,0.087,5061.0,1344.0,1.0
x[162],0.839,2.493,-3.577,5.801,0.04,0.061,4008.0,1323.0,1.0
x[163],2.702,2.336,-1.544,7.074,0.033,0.04,4986.0,1152.0,1.0
x[164],-1.881,2.313,-6.336,2.37,0.037,0.042,4060.0,1455.0,1.0
x[165],-1.452,3.892,-8.816,5.38,0.064,0.092,3706.0,1368.0,1.0
x[166],-1.792,2.488,-6.722,2.492,0.039,0.048,4118.0,1564.0,1.0
x[167],1.631,2.372,-2.971,5.949,0.034,0.045,4854.0,1344.0,1.0
x[168],0.519,2.351,-4.08,4.721,0.039,0.055,3595.0,1526.0,1.0
x[169],1.754,2.297,-2.226,6.244,0.034,0.042,4657.0,1439.0,1.0
x[170],1.173,2.337,-3.475,5.439,0.037,0.053,4020.0,1371.0,1.0
x[171],1.72,2.48,-3.19,6.204,0.04,0.049,3839.0,1418.0,1.0
x[172],0.004,2.999,-5.717,5.736,0.041,0.094,5459.0,1196.0,1.0
x[173],-0.931,2.847,-6.078,4.55,0.038,0.075,5458.0,1399.0,1.0
x[174],-1.411,2.935,-6.934,4.085,0.042,0.083,4862.0,1135.0,1.0
x[175],-2.245,3.383,-8.199,4.294,0.055,0.073,3733.0,1295.0,1.0
x[176],-1.456,2.292,-5.9,2.658,0.028,0.047,6486.0,1630.0,1.0
x[177],0.207,2.319,-4.353,4.505,0.035,0.064,4311.0,1197.0,1.0
x[178],1.665,2.716,-3.448,6.549,0.045,0.058,3664.0,1318.0,1.0
x[179],-1.864,2.848,-7.145,3.406,0.047,0.056,3591.0,1473.0,1.0
x[180],-0.667,2.472,-4.863,4.365,0.039,0.059,4007.0,1581.0,1.0
x[181],-1.535,2.737,-7.066,3.392,0.039,0.062,4970.0,1318.0,1.01
x[182],0.979,2.351,-3.494,5.355,0.034,0.051,4803.0,1449.0,1.0
x[183],4.784,2.225,0.462,8.881,0.034,0.027,4279.0,1535.0,1.0
x[184],2.218,2.508,-2.872,6.553,0.038,0.042,4304.0,1507.0,1.0
x[185],1.043,2.201,-3.19,5.068,0.032,0.049,4602.0,1387.0,1.0
x[186],-0.366,2.551,-5.514,4.379,0.036,0.072,5085.0,1213.0,1.0
x[187],0.843,2.757,-4.494,5.608,0.04,0.063,4776.0,1476.0,1.0
x[188],-2.036,2.693,-7.456,2.849,0.035,0.055,5771.0,1170.0,1.01
x[189],-2.237,2.566,-6.763,2.79,0.04,0.048,4141.0,1146.0,1.0
x[190],2.781,2.399,-1.615,7.389,0.038,0.041,3957.0,1088.0,1.0
x[191],-0.624,3.036,-6.195,5.165,0.051,0.084,3531.0,1033.0,1.0
x[192],-1.218,2.706,-6.058,4.119,0.039,0.06,4790.0,1407.0,1.0
x[193],-0.046,2.643,-4.787,4.839,0.043,0.076,3814.0,1369.0,1.0
x[194],2.659,2.426,-1.812,7.254,0.039,0.044,3826.0,1342.0,1.01
x[195],-2.343,3.003,-7.967,3.257,0.037,0.06,6602.0,1158.0,1.0
x[196],-1.771,2.291,-6.076,2.535,0.037,0.042,3718.0,1540.0,1.0
x[197],-1.024,2.601,-5.68,3.767,0.045,0.063,3268.0,1164.0,1.0
x[198],-0.957,2.342,-5.512,3.368,0.035,0.058,4373.0,1223.0,1.0
x[199],-1.4,2.392,-5.881,3.159,0.046,0.053,2799.0,1374.0,1.0
x[200],4.599,2.422,-0.102,8.806,0.036,0.032,4543.0,1248.0,1.0
x[201],4.694,2.325,0.151,8.947,0.032,0.03,5234.0,1486.0,1.0
x[202],-2.602,2.032,-6.434,0.944,0.033,0.032,3865.0,1582.0,1.0
x[203],2.627,2.465,-1.85,7.31,0.032,0.042,5934.0,1383.0,1.0
x[204],0.979,3.709,-5.91,8.149,0.047,0.094,6338.0,1419.0,1.0
x[205],1.165,2.299,-3.04,5.655,0.032,0.052,5285.0,1273.0,1.0
x[206],0.39,2.316,-3.896,4.701,0.031,0.061,5635.0,1335.0,1.0
x[207],-0.591,2.636,-5.483,4.386,0.032,0.071,6602.0,1250.0,1.0
x[208],2.402,2.32,-2.08,6.362,0.036,0.038,4202.0,1339.0,1.0
x[209],0.111,2.61,-4.756,4.75,0.04,0.064,4279.0,1409.0,1.0
x[210],0.597,2.385,-3.97,4.856,0.033,0.059,5282.0,1351.0,1.0
x[211],0.054,2.388,-4.384,4.604,0.032,0.059,5481.0,1662.0,1.0
x[212],1.082,2.568,-3.674,6.085,0.035,0.064,5460.0,1247.0,1.0
x[213],-0.662,2.429,-5.154,3.69,0.04,0.059,3734.0,1310.0,1.0
x[214],0.821,2.432,-3.655,5.196,0.033,0.052,5314.0,1662.0,1.0
x[215],-0.771,2.92,-6.422,4.628,0.041,0.077,5124.0,1021.0,1.0
x[216],-2.418,2.541,-6.862,2.817,0.037,0.048,4653.0,1285.0,1.0
x[217],-0.883,2.275,-5.185,3.222,0.033,0.05,4801.0,1529.0,1.0
x[218],-0.483,2.339,-4.857,3.983,0.035,0.058,4396.0,1423.0,1.0
x[219],-0.967,2.84,-6.33,4.115,0.041,0.062,4825.0,1609.0,1.0
x[220],-3.043,2.741,-8.729,1.699,0.045,0.048,3742.0,1348.0,1.0
x[221],1.373,2.457,-3.042,6.049,0.034,0.052,5158.0,1611.0,1.0
x[222],0.304,2.624,-4.61,5.514,0.034,0.077,5897.0,1239.0,1.0
x[223],-0.472,2.971,-6.042,5.045,0.05,0.085,3550.0,1225.0,1.0
x[224],0.562,2.376,-3.618,5.206,0.038,0.058,3897.0,1428.0,1.0
x[225],0.811,2.603,-4.199,5.516,0.035,0.062,5609.0,1467.0,1.0
x[226],-1.427,2.797,-6.421,3.913,0.046,0.065,3757.0,1182.0,1.0
x[227],-0.618,2.666,-5.864,4.395,0.041,0.067,4143.0,1321.0,1.0
x[228],-0.686,3.076,-6.989,4.708,0.042,0.102,5211.0,1304.0,1.02
x[229],-0.621,2.912,-6.133,4.971,0.037,0.07,6280.0,1597.0,1.0
x[230],-1.606,2.962,-7.275,4.383,0.043,0.074,4778.0,1290.0,1.01
x[231],0.721,2.295,-3.825,4.68,0.038,0.056,3701.0,1225.0,1.0
x[232],1.1,2.233,-2.923,5.307,0.033,0.048,4732.0,1575.0,1.0
x[233],0.389,2.969,-4.904,5.978,0.039,0.084,5721.0,1309.0,1.01
x[234],-0.96,3.054,-6.287,4.886,0.046,0.087,4455.0,1210.0,1.0
x[235],-0.717,2.905,-6.16,4.619,0.041,0.074,5049.0,1245.0,1.0
x[236],0.519,2.814,-4.679,5.896,0.036,0.072,6182.0,1547.0,1.0
x[237],-1.395,2.657,-6.076,3.859,0.035,0.059,5714.0,1266.0,1.0
x[238],-1.454,2.957,-7.815,3.674,0.041,0.073,5153.0,1190.0,1.0
x[239],3.478,2.361,-1.033,7.718,0.038,0.036,3884.0,1525.0,1.0
x[240],-0.555,2.321,-5.038,3.759,0.034,0.06,4802.0,1196.0,1.0
x[241],-0.802,2.177,-4.746,3.552,0.034,0.051,4070.0,1360.0,1.0
x[242],-0.825,2.223,-4.707,3.562,0.031,0.047,5138.0,1215.0,1.0
x[243],-0.744,2.864,-6.027,4.62,0.041,0.076,4963.0,1028.0,1.0
x[244],-0.095,2.496,-5.199,4.294,0.039,0.071,4187.0,1063.0,1.0
x[245],-1.517,2.237,-5.781,2.415,0.032,0.044,5053.0,1439.0,1.0
x[246],-1.128,2.765,-6.307,3.951,0.042,0.071,4328.0,1456.0,1.0
x[247],-2.333,2.488,-6.586,2.679,0.034,0.042,5155.0,1449.0,1.0
x[248],-0.127,2.634,-4.726,5.011,0.037,0.072,4902.0,1391.0,1.0
x[249],-1.087,2.986,-6.91,4.131,0.047,0.067,3998.0,1480.0,1.0
x[250],0.17,2.853,-5.264,5.206,0.047,0.078,3640.0,1253.0,1.0
x[251],-1.242,3.107,-7.04,4.357,0.044,0.076,5089.0,1327.0,1.0
x[252],-2.151,2.621,-6.917,2.958,0.034,0.048,6190.0,1463.0,1.01
x[253],-1.3,2.882,-6.34,4.496,0.044,0.073,4317.0,1059.0,1.0
x[254],2.434,2.301,-1.749,6.85,0.033,0.036,4866.0,1425.0,1.0
x[255],-1.269,2.801,-6.462,3.667,0.046,0.068,3622.0,1393.0,1.0
x[256],3.204,2.34,-0.986,7.566,0.035,0.036,4422.0,1556.0,1.0
x[257],-0.804,2.947,-6.076,4.831,0.036,0.09,6598.0,1082.0,1.0
x[258],2.207,2.347,-2.033,6.663,0.035,0.037,4371.0,1429.0,1.0
x[259],1.137,2.844,-4.0,6.587,0.043,0.072,4360.0,1146.0,1.0
x[260],3.25,2.38,-1.054,7.813,0.035,0.039,4496.0,1305.0,1.0
x[261],0.092,2.962,-5.525,5.643,0.039,0.08,5801.0,1449.0,1.0
x[262],-0.32,2.397,-4.544,4.54,0.039,0.062,3797.0,1226.0,1.0
x[263],0.038,2.249,-4.136,4.089,0.031,0.059,5105.0,1383.0,1.0
x[264],-1.622,2.744,-6.454,3.655,0.041,0.055,4519.0,1445.0,1.0
x[265],-1.503,2.757,-6.19,3.952,0.039,0.063,4991.0,1199.0,1.0
x[266],0.697,2.571,-4.081,5.63,0.037,0.059,4919.0,1536.0,1.0
x[267],-2.698,2.737,-8.077,1.991,0.046,0.052,3581.0,1022.0,1.0
x[268],0.741,2.894,-4.778,6.163,0.046,0.069,3949.0,1368.0,1.0
x[269],3.27,2.182,-0.449,7.681,0.035,0.032,3998.0,1182.0,1.0
x[270],-1.181,2.644,-5.882,3.962,0.036,0.057,5383.0,1623.0,1.0
x[271],-0.879,2.925,-6.297,4.56,0.044,0.072,4440.0,1402.0,1.0
x[272],2.494,2.223,-1.281,6.916,0.03,0.035,5779.0,1632.0,1.0
x[273],-0.946,2.453,-5.388,3.619,0.04,0.052,3793.0,1486.0,1.0
x[274],-1.071,3.029,-6.961,4.566,0.045,0.079,4545.0,1351.0,1.0
x[275],-1.319,2.601,-6.131,3.476,0.037,0.071,4767.0,1350.0,1.0
x[276],-0.226,2.306,-4.386,4.213,0.032,0.057,5054.0,1337.0,1.0
x[277],-0.968,3.025,-6.582,4.678,0.043,0.082,5044.0,1287.0,1.0
x[278],-0.952,2.865,-6.175,4.492,0.041,0.063,4744.0,1597.0,1.0
x[279],-1.828,2.934,-7.202,3.573,0.04,0.06,5244.0,1454.0,1.0
x[280],-1.051,3.068,-6.927,4.334,0.042,0.075,5288.0,1442.0,1.0
x[281],1.268,2.277,-2.898,5.81,0.03,0.051,5823.0,1398.0,1.0
x[282],-0.958,3.053,-6.528,4.893,0.044,0.082,4761.0,1129.0,1.0
x[283],-1.08,2.974,-6.424,4.504,0.041,0.075,5138.0,1055.0,1.0
x[284],-1.171,2.577,-5.844,3.641,0.039,0.062,4384.0,1321.0,1.0
x[285],-0.686,2.98,-5.981,5.106,0.044,0.087,4476.0,1186.0,1.01
x[286],-2.857,2.278,-7.383,1.455,0.031,0.037,5511.0,1311.0,1.0
x[287],0.392,2.678,-4.765,5.225,0.038,0.079,5011.0,1176.0,1.0
x[288],-0.641,2.877,-5.687,5.025,0.04,0.074,5060.0,1298.0,1.0
x[289],2.727,2.435,-1.695,7.266,0.036,0.042,4547.0,993.0,1.0
x[290],-0.709,2.654,-5.702,4.15,0.044,0.066,3608.0,1540.0,1.0
x[291],1.603,2.302,-2.795,5.828,0.034,0.044,4619.0,1587.0,1.0
x[292],3.871,2.28,-0.189,8.314,0.035,0.031,4300.0,1546.0,1.0
x[293],0.625,2.37,-3.553,5.4,0.038,0.059,3901.0,1295.0,1.0
x[294],-0.299,2.431,-4.565,4.543,0.033,0.063,5587.0,1571.0,1.0
x[295],-0.766,2.482,-5.617,3.616,0.034,0.062,5468.0,1363.0,1.0
x[296],2.391,2.544,-2.486,6.989,0.037,0.046,4754.0,926.0,1.01
x[297],1.539,2.815,-3.707,6.759,0.035,0.063,6602.0,1242.0,1.01
x[298],2.583,2.222,-1.586,6.723,0.036,0.038,3868.0,1438.0,1.0
x[299],-2.289,2.319,-6.708,2.002,0.035,0.042,4300.0,1201.0,1.0
x[300],-2.47,2.767,-7.677,2.625,0.045,0.05,3836.0,1311.0,1.0
x[301],4.27,2.264,-0.097,8.204,0.037,0.03,3856.0,1384.0,1.0
x[302],3.595,2.414,-0.945,8.147,0.041,0.039,3568.0,1429.0,1.0
x[303],4.953,2.432,0.362,9.235,0.037,0.032,4237.0,1424.0,1.0
x[304],4.094,2.358,-0.386,8.595,0.036,0.032,4337.0,1350.0,1.01
x[305],2.216,2.505,-2.521,6.934,0.037,0.046,4600.0,1428.0,1.0
x[306],1.908,2.509,-2.72,6.602,0.042,0.051,3650.0,1327.0,1.0
x[307],-1.398,2.611,-6.185,3.401,0.041,0.057,4160.0,1351.0,1.0
x[308],-2.564,2.331,-6.804,1.806,0.034,0.04,4707.0,1461.0,1.0
x[309],0.634,3.391,-6.038,6.964,0.048,0.084,5008.0,1302.0,1.0
x[310],-0.168,2.316,-4.919,3.927,0.034,0.07,4576.0,993.0,1.0
x[311],-0.148,2.283,-4.403,4.049,0.031,0.057,5423.0,1666.0,1.0
x[312],-2.589,2.641,-7.555,2.351,0.036,0.052,5283.0,1448.0,1.0
x[313],2.637,2.15,-1.556,6.316,0.027,0.034,6602.0,1248.0,1.0
x[314],-3.116,2.531,-7.867,1.723,0.036,0.042,4860.0,1197.0,1.0
x[315],-1.625,2.612,-6.536,3.253,0.039,0.06,4379.0,1267.0,1.0
x[316],0.335,2.663,-4.3,5.476,0.039,0.068,4595.0,1372.0,1.0
x[317],-1.538,2.481,-6.578,2.693,0.035,0.047,4945.0,1537.0,1.0
