,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
x[318],1.745,2.361,-2.276,6.403,0.032,0.046,5329.0,1332.0,1.0
x[319],-4.234,2.426,-8.762,0.373,0.036,0.035,4415.0,1229.0,1.0
x[320],-0.521,2.501,-5.153,4.399,0.039,0.059,4003.0,1407.0,1.0
x[321],0.34,2.53,-4.388,4.832,0.036,0.071,4994.0,1434.0,1.0
x[322],-1.41,2.811,-6.59,4.225,0.038,0.074,5444.0,1202.0,1.0
x[323],0.698,2.491,-3.841,5.254,0.039,0.061,3982.0,1394.0,1.0
x[324],-1.803,2.359,-6.521,2.359,0.036,0.044,4197.0,1168.0,1.0
x[325],-0.635,2.561,-5.332,4.14,0.036,0.069,5138.0,1440.0,1.0
x[326],-0.306,2.33,-4.795,3.712,0.036,0.055,4125.0,1552.0,1.0
x[327],0.981,2.421,-3.747,5.606,0.033,0.064,5393.0,1099.0,1.0
x[328],0.316,2.241,-3.709,4.5,0.036,0.059,3839.0,1354.0,1.01
x[329],4.598,2.368,0.35,8.99,0.036,0.031,4361.0,1319.0,1.0
x[330],-0.942,2.819,-6.115,4.305,0.044,0.076,4036.0,1131.0,1.01
x[331],-1.999,2.428,-6.707,2.37,0.037,0.046,4318.0,1260.0,1.0
x[332],-0.184,2.537,-4.929,4.428,0.039,0.072,4176.0,1012.0,1.0
x[333],4.331,2.589,-0.768,8.914,0.04,0.034,4163.0,1363.0,1.0
x[334],-1.359,2.879,-6.952,3.79,0.039,0.07,5479.0,1341.0,1.0
x[335],-0.071,2.516,-4.695,4.606,0.037,0.071,4549.0,1451.0,1.0
x[336],0.479,2.54,-4.423,5.158,0.035,0.063,5349.0,1405.0,1.0
x[337],2.133,2.463,-2.175,6.832,0.035,0.045,5018.0,1466.0,1.0
x[338],-0.651,2.682,-5.326,4.356,0.04,0.064,4439.0,1211.0,1.0
x[339],1.208,2.248,-2.718,5.49,0.033,0.051,4671.0,1425.0,1.0
x[340],0.935,2.75,-4.263,6.058,0.037,0.063,5350.0,1529.0,1.0
x[341],-0.58,2.498,-5.026,4.338,0.041,0.061,3631.0,1460.0,1.0
x[342],0.198,2.693,-5.08,5.037,0.036,0.067,5650.0,1498.0,1.0
x[343],1.847,2.491,-2.933,6.471,0.036,0.052,4887.0,1215.0,1.0
x[344],-0.902,2.821,-6.272,4.475,0.041,0.077,4690.0,1214.0,1.0
x[345],-0.932,2.892,-6.213,4.616,0.042,0.07,4699.0,1291.0,1.0
x[346],-1.1,2.947,-6.958,4.225,0.042,0.07,4895.0,1365.0,1.0
x[347],-0.373,2.946,-6.147,5.051,0.04,0.073,5531.0,1460.0,1.0
x[348],-0.962,2.893,-6.128,4.322,0.042,0.071,4776.0,1431.0,1.0
x[349],2.838,2.344,-1.471,7.294,0.036,0.034,4247.0,1578.0,1.0
x[350],-1.371,2.587,-5.853,3.967,0.034,0.057,5685.0,1274.0,1.0
x[351],-1.49,2.767,-6.971,3.078,0.038,0.057,5071.0,1475.0,1.0
x[352],0.746,2.399,-3.802,5.109,0.035,0.054,4822.0,1349.0,1.0
x[353],-2.677,2.808,-7.737,2.78,0.043,0.053,4301.0,1359.0,1.0
x[354],-0.995,2.926,-6.67,4.074,0.042,0.066,4794.0,1410.0,1.0
x[355],-0.928,2.728,-6.22,3.898,0.041,0.083,4523.0,1069.0,1.01
x[356],2.954,2.244,-1.067,7.017,0.031,0.033,5299.0,1505.0,1.0
x[357],-2.457,2.76,-7.49,2.685,0.035,0.051,6175.0,1317.0,1.0
x[358],-1.743,2.839,-7.011,3.589,0.047,0.061,3833.0,1404.0,1.0
x[359],0.159,2.537,-4.575,4.647,0.038,0.068,4488.0,1376.0,1.0
x[360],-1.716,3.121,-7.669,4.144,0.043,0.072,5353.0,1371.0,1.0
x[361],-1.351,2.333,-5.656,2.856,0.037,0.054,3916.0,1260.0,1.0
x[362],-1.012,3.08,-6.646,4.702,0.043,0.078,5144.0,1339.0,1.0
x[363],-1.001,2.84,-6.216,4.34,0.046,0.065,3834.0,1517.0,1.0
x[364],-0.949,2.882,-6.384,4.392,0.037,0.075,6025.0,1229.0,1.0
x[365],-0.362,2.538,-4.938,4.541,0.037,0.068,4736.0,1337.0,1.0
x[366],-0.431,2.322,-4.487,4.29,0.037,0.055,3963.0,1327.0,1.0
x[367],-1.968,2.346,-6.348,2.245,0.034,0.041,4795.0,1581.0,1.0
x[368],3.61,2.418,-0.889,8.228,0.036,0.037,4487.0,1112.0,1.0
x[369],-0.723,3.025,-6.042,5.588,0.044,0.075,4792.0,1406.0,1.0
x[370],-2.392,2.469,-6.759,2.303,0.031,0.043,6095.0,1347.0,1.0
x[371],-2.21,2.35,-6.614,2.084,0.031,0.041,5622.0,1420.0,1.0
x[372],-1.206,2.381,-5.466,3.298,0.036,0.063,4348.0,1320.0,1.0
x[373],-0.686,2.386,-5.475,3.329,0.036,0.058,4454.0,1190.0,1.0
x[374],-0.898,2.949,-6.225,4.669,0.037,0.083,6360.0,1183.0,1.0
x[375],0.611,2.287,-3.588,4.852,0.036,0.058,3984.0,1312.0,1.0
x[376],-0.872,2.307,-4.988,3.577,0.038,0.057,3714.0,1229.0,1.0
x[377],-0.745,2.954,-6.067,4.985,0.045,0.071,4391.0,1369.0,1.0
x[378],0.123,2.306,-3.931,4.33,0.036,0.055,4013.0,1674.0,1.0
x[379],-0.487,2.565,-5.066,4.589,0.035,0.064,5273.0,1418.0,1.0
x[380],0.367,2.185,-3.839,4.182,0.033,0.053,4303.0,1590.0,1.0
x[381],1.893,2.273,-2.284,6.362,0.036,0.043,3933.0,1436.0,1.0
x[382],0.517,2.594,-4.025,5.691,0.038,0.065,4616.0,1452.0,1.0
x[383],1.424,2.272,-2.7,5.684,0.033,0.044,4673.0,1619.0,1.0
x[384],-0.929,2.625,-6.021,3.877,0.041,0.062,4104.0,1343.0,1.0
x[385],-1.351,2.545,-5.938,3.543,0.037,0.058,4751.0,1311.0,1.0
x[386],-1.117,2.741,-6.051,3.833,0.043,0.063,4009.0,1293.0,1.0
x[387],-3.234,2.476,-7.695,1.492,0.033,0.033,5587.0,1371.0,1.01
x[388],-1.086,2.805,-6.557,3.835,0.042,0.068,4369.0,1525.0,1.0
x[389],-0.24,2.488,-5.048,4.087,0.035,0.067,5011.0,1488.0,1.0
x[390],-1.39,2.68,-6.413,3.801,0.043,0.061,3974.0,1095.0,1.0
x[391],-1.604,2.262,-6.088,2.415,0.035,0.046,4216.0,1307.0,1.0
x[392],-0.929,2.975,-6.745,4.473,0.037,0.074,6252.0,1210.0,1.0
x[393],1.353,2.369,-3.245,5.618,0.038,0.046,3926.0,1353.0,1.01
x[394],2.857,2.518,-1.854,7.281,0.044,0.039,3360.0,1568.0,1.0
x[395],0.479,2.457,-4.17,5.325,0.039,0.067,4050.0,1290.0,1.0
x[396],-2.186,2.463,-6.639,2.471,0.035,0.048,5131.0,1252.0,1.0
x[397],-2.137,2.919,-7.67,3.494,0.039,0.061,5520.0,1220.0,1.0
x[398],-0.016,2.484,-4.985,4.481,0.036,0.066,4833.0,1149.0,1.0
x[399],-1.61,2.449,-5.756,3.283,0.035,0.064,5008.0,1122.0,1.0
x[400],-0.382,2.494,-5.232,3.984,0.035,0.063,5006.0,1400.0,1.0
x[401],0.893,2.329,-3.121,5.628,0.034,0.051,4716.0,1621.0,1.0
x[402],1.204,2.23,-2.736,5.325,0.033,0.05,4443.0,1521.0,1.0
x[403],2.034,2.544,-2.657,6.835,0.043,0.047,3462.0,1327.0,1.0
x[404],0.579,2.819,-4.477,5.998,0.042,0.085,4425.0,1010.0,1.0
x[405],4.688,2.427,0.099,9.166,0.035,0.03,4751.0,1461.0,1.0
x[406],-3.413,2.473,-8.086,1.226,0.039,0.035,4067.0,1541.0,1.0
x[407],-0.038,2.367,-4.076,4.749,0.037,0.065,3994.0,1427.0,1.0
x[408],-2.683,2.412,-7.062,1.871,0.033,0.036,5261.0,1692.0,1.0
x[409],0.136,2.47,-4.643,4.708,0.037,0.061,4559.0,1267.0,1.0
x[410],-1.342,2.54,-5.914,3.338,0.037,0.058,4801.0,1386.0,1.0
x[411],-0.97,2.945,-6.959,4.345,0.044,0.072,4424.0,1334.0,1.0
x[412],-1.03,2.951,-6.583,4.58,0.043,0.075,4786.0,1244.0,1.0
x[413],4.876,2.282,0.921,9.399,0.032,0.029,4994.0,1338.0,1.0
x[414],0.796,2.318,-3.563,5.181,0.035,0.054,4346.0,1395.0,1.0
x[415],-2.861,2.556,-7.557,1.883,0.034,0.042,5615.0,1427.0,1.0
x[416],-1.194,2.281,-5.648,2.769,0.039,0.047,3396.0,1481.0,1.0
x[417],0.674,2.524,-4.04,5.239,0.034,0.067,5471.0,1388.0,1.0
x[418],-1.189,2.33,-5.537,2.97,0.037,0.044,3885.0,1637.0,1.0
x[419],-1.373,2.591,-6.174,3.39,0.039,0.065,4398.0,1433.0,1.0
x[420],-1.342,2.912,-6.844,4.011,0.045,0.074,4254.0,1209.0,1.0
x[421],1.031,2.317,-3.539,5.176,0.034,0.059,4664.0,1468.0,1.0
x[422],1.908,2.391,-2.58,6.376,0.038,0.05,4139.0,1444.0,1.0
x[423],-0.426,2.095,-4.223,3.616,0.029,0.048,5082.0,1595.0,1.0
x[424],0.941,2.42,-3.885,5.367,0.036,0.057,4426.0,1572.0,1.0
x[425],-0.364,3.014,-5.97,5.114,0.042,0.097,5132.0,1391.0,1.01
x[426],-1.701,2.741,-6.48,3.504,0.042,0.06,4281.0,1219.0,1.0
x[427],2.644,2.46,-1.712,7.384,0.04,0.041,3770.0,1437.0,1.0
x[428],-0.111,2.953,-6.081,5.019,0.04,0.085,5596.0,1140.0,1.0
x[429],0.177,2.78,-5.455,5.282,0.037,0.074,5654.0,1495.0,1.0
x[430],-0.766,2.867,-5.991,4.713,0.042,0.075,4662.0,1192.0,1.0
x[431],0.079,2.721,-4.814,5.163,0.04,0.076,4849.0,1202.0,1.0
x[432],-0.138,2.718,-5.069,4.987,0.035,0.071,6122.0,1417.0,1.0
x[433],-0.31,4.033,-8.292,6.737,0.062,0.112,4264.0,1077.0,1.0
x[434],-1.675,2.714,-6.948,3.146,0.04,0.058,4721.0,1472.0,1.0
x[435],-2.462,2.727,-7.506,2.672,0.037,0.058,5297.0,1140.0,1.01
x[436],-1.725,2.932,-7.138,4.224,0.045,0.069,4224.0,1164.0,1.0
x[437],-0.841,3.005,-6.342,5.035,0.044,0.076,4596.0,1297.0,1.0
x[438],-0.981,2.95,-6.488,4.336,0.042,0.069,5000.0,1447.0,1.0
x[439],4.536,2.295,0.001,8.733,0.032,0.03,4990.0,1213.0,1.0
x[440],-0.973,2.961,-6.588,4.551,0.043,0.074,4772.0,1261.0,1.0
x[441],-0.917,2.982,-6.588,4.434,0.043,0.071,4729.0,1367.0,1.0
x[442],0.149,2.774,-4.806,5.386,0.046,0.09,3654.0,1452.0,1.01
x[443],-1.039,2.848,-6.276,4.446,0.039,0.073,5336.0,1401.0,1.0
x[444],-0.81,2.981,-6.083,4.792,0.039,0.07,5706.0,1586.0,1.0
x[445],-1.802,2.778,-7.39,3.145,0.041,0.061,4540.0,1310.0,1.0
x[446],-0.37,2.671,-5.32,4.672,0.037,0.072,5108.0,1455.0,1.0
x[447],-0.538,2.526,-5.105,4.278,0.036,0.077,4870.0,1363.0,1.0
x[448],-1.386,2.385,-5.995,3.017,0.034,0.055,4791.0,1104.0,1.0
x[449],-0.492,2.286,-4.795,3.624,0.036,0.057,4061.0,1367.0,1.0
x[450],3.854,2.271,-0.193,8.205,0.036,0.034,4099.0,1371.0,1.0
x[451],2.79,2.368,-1.792,7.159,0.032,0.043,5640.0,1277.0,1.0
x[452],0.235,2.857,-4.721,5.864,0.038,0.083,5463.0,1234.0,1.0
x[453],0.41,2.237,-3.589,4.655,0.034,0.053,4431.0,1438.0,1.0
x[454],-1.154,2.34,-5.781,2.934,0.035,0.048,4552.0,1279.0,1.0
x[455],6.198,2.387,1.884,11.023,0.035,0.027,4726.0,1430.0,1.0
x[456],0.474,2.286,-3.692,4.958,0.034,0.057,4450.0,1399.0,1.0
x[457],0.579,2.43,-3.715,5.196,0.036,0.058,4653.0,1388.0,1.0
x[458],2.529,2.304,-2.104,6.751,0.033,0.038,4773.0,1256.0,1.0
x[459],5.464,2.386,1.044,10.014,0.033,0.035,5369.0,1225.0,1.0
x[460],-1.428,2.315,-6.005,2.692,0.032,0.051,5133.0,1391.0,1.0
x[461],1.574,2.427,-2.745,6.376,0.033,0.052,5550.0,1238.0,1.0
x[462],2.988,2.31,-1.291,7.225,0.033,0.033,4876.0,1172.0,1.0
x[463],0.9,2.532,-3.783,5.641,0.037,0.068,4660.0,1239.0,1.0
x[464],-1.868,2.337,-6.21,2.656,0.035,0.044,4492.0,1342.0,1.0
x[465],2.912,2.404,-1.894,7.164,0.033,0.037,5213.0,1418.0,1.0
x[466],0.139,2.448,-4.33,4.673,0.036,0.07,4551.0,1195.0,1.0
x[467],-1.71,2.861,-6.869,3.619,0.043,0.06,4299.0,1447.0,1.0
x[468],-0.977,2.967,-6.648,4.637,0.044,0.07,4548.0,1451.0,1.0
x[469],1.399,2.745,-3.672,6.702,0.037,0.059,5379.0,1233.0,1.0
x[470],-0.913,3.098,-6.322,5.214,0.045,0.084,4739.0,1126.0,1.0
x[471],-0.892,2.947,-6.239,4.601,0.042,0.08,4927.0,1285.0,1.0
x[472],-1.035,2.932,-6.327,4.186,0.049,0.075,3651.0,1145.0,1.0
x[473],-0.905,3.032,-6.493,4.72,0.044,0.073,4647.0,1400.0,1.0
x[474],-1.529,2.987,-7.012,3.996,0.041,0.074,5157.0,1336.0,1.0
x[475],-0.996,3.042,-6.534,4.861,0.042,0.078,5332.0,1274.0,1.0
sigma,81.79,0.376,81.045,82.444,0.005,0.004,4793.0,1399.0,1.0
