X,Unnamed..0,rating,Team,mu,sd,name,Contract.Value,Year,Type,coefs,index,player_id,player_name
174,410,3.979408403,Toronto Raptors ,0.94188,5,Jakob Poeltl,"$2,825,640.00 ",2017,Rookie,1.941253638,74,1627751,Jakob Poeltl
175,413,3.979408403,Toronto Raptors ,0.982435,5,Lucas Nogueira,"$2,947,305.00 ",2017,Rookie,-1.704950522,375,203512,Lucas Nogueira
176,414,3.979408403,Toronto Raptors ,0.490460667,5,Norman Powell,"$1,471,382.00 ",2017,Rookie,-1.563582108,43,1626181,Norman Powell
177,415,3.979408403,Toronto Raptors ,0.5484,5,OG Anunoby,"$1,645,200.00 ",2017,Rookie,-1.892398777,6,1628384,OG Anunoby
178,416,3.979408403,Toronto Raptors ,0.437537,5,Pascal Siakam,"$1,312,611.00 ",2017,Rookie,-3.871828301,75,1627783,Pascal Siakam
179,418,5.695697826,Cleveland Cavaliers,0.5484,5,Ante Zizic,"$1,645,200.00 ",2017,Rookie,-3.208933733,246,1627790,Ante Zizic
180,419,5.695697826,Cleveland Cavaliers,0.880952333,5,Cedi Osman,"$2,642,857.00 ",2017,Rookie,5.973600256,191,1626224,Cedi Osman
181,438,0,Atlanta Hawks,0.437537,5,Isaiah Taylor,"$1,312,611.00 ",2017,Rookie,0.091946789,225,1627819,Isaiah Taylor
182,442,0,Atlanta Hawks,0.64564,5,John Collins,"$1,936,920.00 ",2017,Rookie,0.902693919,420,1628381,John Collins
183,445,0,Atlanta Hawks,0.833333333,5,Malcolm Delaney,"$2,500,000.00 ",2017,Rookie,-6.571510319,423,1627098,Malcolm Delaney
184,447,0,Atlanta Hawks,1.666666667,5,Mike Muscala,"$5,000,000.00 ",2017,Rookie,3.86703762,59,203488,Mike Muscala
185,449,0,Atlanta Hawks,0.437537,5,Nicolas Brussino,"$1,312,611.00 ",2017,Rookie,0.883159482,497,1627852,Nicolas Brussino
186,454,0,Atlanta Hawks,0.016666667,5,Tyler Cavanaugh,"$50,000.00 ",2017,Rookie,1.471316796,381,1628463,Tyler Cavanaugh
187,455,0,Atlanta Hawks,0.271871667,5,Tyler Dorsey,"$815,615.00 ",2017,Rookie,-7.344102004,60,1628416,Tyler Dorsey
16,27,13.43031611,Golden State Warriors,11.56085,5,Stephen Curry,"$34,682,550.00 ",2017,Non-rookie,8.730764244,290,201939,Stephen Curry
