,Unnamed: 0,rating,Team,mu,sd,name,Contract Value,Year,Type,coefs,index,player_id,player_name
87,160,6.91526888,Indiana Pacers,4.932116000000001,5,Thaddeus Young,"$14,796,348.00 ",2017,Non-rookie,-0.6280892106297351,0,201152.0,Thaddeus Young
88,161,6.91526888,Indiana Pacers,7.0,5,Victor Oladipo,"$21,000,000.00 ",2017,Non-rookie,9.61306374355399,1,203506.0,Victor Oladipo
89,162,6.899803629,Denver Nuggets,2.4883040000000003,5,Darrell Arthur,"$7,464,912.00 ",2017,Non-rookie,-0.8828065495944948,424,201589.0,Darrell Arthur
90,166,6.899803629,Denver Nuggets,1.578683333,5,Jameer Nelson,"$4,736,050.00 ",2017,Non-rookie,-7.247404025739197,301,2749.0,Jameer Nelson
91,168,6.899803629,Denver Nuggets,4.307116000000001,5,Kenneth Faried,"$12,921,348.00 ",2017,Non-rookie,-0.9951608431225508,313,202702.0,Kenneth Faried
92,170,6.899803629,Denver Nuggets,4.680365333,5,Mason Plumlee,"$14,041,096.00 ",2017,Non-rookie,-7.7684985845765615,471,203486.0,Mason Plumlee
93,172,6.899803629,Denver Nuggets,10.423077000000001,5,Paul Millsap,"$31,269,231.00 ",2017,Non-rookie,2.8842743427374278,489,200794.0,Paul Millsap
94,177,6.899803629,Denver Nuggets,1.177777667,5,Will Barton,"$3,533,333.00 ",2017,Non-rookie,4.286903762206228,33,203115.0,Will Barton
95,178,6.899803629,Denver Nuggets,4.005618,5,Wilson Chandler,"$12,016,854.00 ",2017,Non-rookie,-7.775436569607713,121,201163.0,Wilson Chandler
96,179,6.065728513,Washington Wizards,7.925168667,5,Bradley Beal,"$23,775,506.00 ",2017,Non-rookie,3.288229816865684,57,203078.0,Bradley Beal
97,181,6.065728513,Washington Wizards,5.5538803329999995,5,Ian Mahinmi,"$16,661,641.00 ",2017,Non-rookie,-0.488784363953048,73,101133.0,Ian Mahinmi
98,182,6.065728513,Washington Wizards,1.7416666669999998,5,Jason Smith,"$5,225,000.00 ",2017,Non-rookie,-6.830056658386117,254,201160.0,Jason Smith
99,183,6.065728513,Washington Wizards,1.096666667,5,Jodie Meeks,"$3,290,000.00 ",2017,Non-rookie,-3.0769124560069114,485,201975.0,Jodie Meeks
100,184,6.065728513,Washington Wizards,6.0212833329999995,5,John Wall,"$18,063,850.00 ",2017,Non-rookie,5.64919003915425,392,202322.0,John Wall
101,185,6.065728513,Washington Wizards,4.260869667,5,Marcin Gortat,"$12,782,609.00 ",2017,Non-rookie,-2.5944453964265684,279,101162.0,Marcin Gortat
102,186,6.065728513,Washington Wizards,2.666666667,5,Markieff Morris,"$8,000,000.00 ",2017,Non-rookie,-7.281559080019446,55,202693.0,Markieff Morris
103,187,6.065728513,Washington Wizards,0.569846,5,Mike Scott,"$1,709,538.00 ",2017,Non-rookie,1.0596851672397714,213,203118.0,Mike Scott
104,190,5.4842278989999995,Los Angeles Clippers,3.941666667,5,Austin Rivers,"$11,825,000.00 ",2017,Non-rookie,0.8071194443542602,232,203085.0,Austin Rivers
105,191,5.4842278989999995,Los Angeles Clippers,9.837633333,5,Blake Griffin,"$29,512,900.00 ",2017,Non-rookie,4.2585159789242235,72,201933.0,Blake Griffin
106,193,5.4842278989999995,Los Angeles Clippers,6.853199667,5,Danilo Gallinari,"$20,559,599.00 ",2017,Non-rookie,-1.031592603595307,180,201568.0,Danilo Gallinari
107,194,5.4842278989999995,Los Angeles Clippers,7.54745,5,DeAndre Jordan,"$22,642,350.00 ",2017,Non-rookie,2.509292874103563,513,201599.0,DeAndre Jordan
108,196,5.4842278989999995,Los Angeles Clippers,2.333333333,5,Lou Williams,"$7,000,000.00 ",2017,Non-rookie,2.93365033185558,289,101150.0,Lou Williams
109,197,5.4842278989999995,Los Angeles Clippers,2.0,5,Milos Teodosic,"$6,000,000.00 ",2017,Non-rookie,-2.06291220841007,318,1628462.0,Milos Teodosic
110,199,5.4842278989999995,Los Angeles Clippers,1.837838,5,Patrick Beverley,"$5,513,514.00 ",2017,Non-rookie,0.18913562233408765,454,201976.0,Patrick Beverley
111,202,5.4842278989999995,Los Angeles Clippers,1.96042,5,Wesley Johnson,"$5,881,260.00 ",2017,Non-rookie,-3.3882569397012583,389,202325.0,Wesley Johnson
112,204,5.37038963,Charlotte Hornets,4.194756667,5,Cody Zeller,"$12,584,270.00 ",2017,Non-rookie,3.0720746898697096,189,203469.0,Cody Zeller
113,206,5.37038963,Charlotte Hornets,7.833333333,5,Dwight Howard,"$23,500,000.00 ",2017,Non-rookie,-2.183059138734201,51,2730.0,Dwight Howard
114,208,5.37038963,Charlotte Hornets,2.333333333,5,Jeremy Lamb,"$7,000,000.00 ",2017,Non-rookie,4.688295757450094,53,203087.0,Jeremy Lamb
115,209,5.37038963,Charlotte Hornets,0.508101667,5,Julyan Stone,"$1,524,305.00 ",2017,Non-rookie,1.0552854012619155,419,202933.0,Julyan Stone
116,210,5.37038963,Charlotte Hornets,4.0,5,Kemba Walker,"$12,000,000.00 ",2017,Non-rookie,10.264198864116157,50,202689.0,Kemba Walker
117,212,5.37038963,Charlotte Hornets,4.389583333,5,Marvin Williams,"$13,168,750.00 ",2017,Non-rookie,-0.9999070048950642,413,101107.0,Marvin Williams
118,213,5.37038963,Charlotte Hornets,0.9,5,Michael Carter-Williams,"$2,700,000.00 ",2017,Non-rookie,-1.334039354679062,506,203487.0,Michael Carter-Williams
119,214,5.37038963,Charlotte Hornets,4.333333333,5,Michael Kidd-Gilchrist,"$13,000,000.00 ",2017,Non-rookie,-0.8334124053208329,228,203077.0,Michael Kidd-Gilchrist
120,215,5.37038963,Charlotte Hornets,7.478261,5,Nicolas Batum,"$22,434,783.00 ",2017,Non-rookie,-0.5493268563815397,361,201587.0,Nicolas Batum
121,218,5.1297563230000005,Miami Heat,3.666666667,5,Dion Waiters,"$11,000,000.00 ",2017,Non-rookie,-2.126047890644137,285,203079.0,Dion Waiters
122,219,5.1297563230000005,Miami Heat,5.666816667000001,5,Goran Dragic,"$17,000,450.00 ",2017,Non-rookie,5.900101110898305,83,201609.0,Goran Dragic
123,220,5.1297563230000005,Miami Heat,7.925168667,5,Hassan Whiteside,"$23,775,506.00 ",2017,Non-rookie,-1.2970573324601542,217,202355.0,Hassan Whiteside
124,221,5.1297563230000005,Miami Heat,4.651333333,5,James Johnson,"$13,954,000.00 ",2017,Non-rookie,-0.2475842410065052,495,201949.0,James Johnson
125,225,5.1297563230000005,Miami Heat,3.5357230000000004,5,Kelly Olynyk,"$10,607,169.00 ",2017,Non-rookie,4.87680354972034,405,203482.0,Kelly Olynyk
126,228,5.1297563230000005,Miami Heat,1.96042,5,Tyler Johnson,"$5,881,260.00 ",2017,Non-rookie,2.2817666449605563,262,204020.0,Tyler Johnson
127,229,5.1297563230000005,Miami Heat,0.776217333,5,Udonis Haslem,"$2,328,652.00 ",2017,Non-rookie,-2.5505845038564843,403,2617.0,Udonis Haslem
128,230,5.1297563230000005,Miami Heat,2.09,5,Wayne Ellington,"$6,270,000.00 ",2017,Non-rookie,2.934537360481942,85,201961.0,Wayne Ellington
