,Name,Team,Season,Salary,Type
7676,Kevin Love,Minnesota Timberwolves,2010,3638280,Rookie
7677,Kevin Love,Minnesota Timberwolves,2011,4609701,Rookie
7678,Kevin Love,Minnesota Timberwolves,2012,13668750,Non-rookie
7679,Kevin Love,Minnesota Timberwolves,2013,14693906,Non-rookie
7680,Kevin Love,Cleveland Cavaliers,2014,15719062,Non-rookie
7681,Kevin Love,Cleveland Cavaliers,2015,19500000,Non-rookie
7682,Kevin Love,Cleveland Cavaliers,2016,21165675,Non-rookie
7683,Kevin Love,Cleveland Cavaliers,2017,22642350,Non-rookie
7688,Kyle Lowry,Houston Rockets,2010,5750000,Non-rookie
7689,Kyle Lowry,Houston Rockets,2011,5750000,Non-rookie
7690,Kyle Lowry,Toronto Raptors,2012,5750000,Non-rookie
7691,Kyle Lowry,Toronto Raptors,2013,6210000,Non-rookie
7692,Kyle Lowry,Toronto Raptors,2014,12000000,Non-rookie
7693,Kyle Lowry,Toronto Raptors,2015,12000000,Non-rookie
7694,Kyle Lowry,Toronto Raptors,2016,12000000,Non-rookie
7695,Kyle Lowry,Toronto Raptors,2017,28703704,Non-rookie
7702,John Lucas III,Chicago Bulls,2010,208264,Non-rookie
7703,John Lucas III,Chicago Bulls,2011,915852,Non-rookie
7704,John Lucas III,Toronto Raptors,2012,1500000,Non-rookie
7705,John Lucas III,Utah Jazz,2013,1600000,Non-rookie
7706,John Lucas III,Detroit Pistons,2014,123827,Non-rookie
7707,John Lucas III,Minnesota Timberwolves,2016,635753,Non-rookie
7722,Timothe Luwawu-Cabarrot,Philadelphia 76ers,2016,1326960,Rookie
7723,Timothe Luwawu-Cabarrot,Philadelphia 76ers,2017,1386600,Rookie
7724,Tyler Lydon,Denver Nuggets,2017,1579440,Rookie
7725,Trey Lyles,Utah Jazz,2015,2239800,Rookie
7726,Trey Lyles,Utah Jazz,2016,2340600,Rookie
7727,Trey Lyles,Denver Nuggets,2017,2441400,Rookie
7750,Scott Machado,Houston Rockets,2012,192228,Rookie
7755,Vernon Macklin,Detroit Pistons,2011,473604,Rookie
7762,Shelvin Mack,Washington Wizards,2011,473604,Rookie
7763,Shelvin Mack,Philadelphia 76ers,2012,89670,Rookie
7764,Shelvin Mack,Washington Wizards,2012,67253,Rookie
7765,Shelvin Mack,Atlanta Hawks,2013,884293,Rookie
7766,Shelvin Mack,Atlanta Hawks,2014,2433333,Rookie
7767,Shelvin Mack,Utah Jazz,2015,2433333,Non-rookie
7768,Shelvin Mack,Utah Jazz,2016,2433334,Non-rookie
7769,Shelvin Mack,Orlando Magic,2017,6000000,Non-rookie
7812,Corey Maggette,Milwaukee Bucks,2010,9600000,Non-rookie
7813,Corey Maggette,Charlotte Bobcats,2011,10262069,Non-rookie
7814,Corey Maggette,Detroit Pistons,2012,10924138,Non-rookie
7825,Jamaal Magloire,Miami Heat,2010,1229255,Non-rookie
7826,Jamaal Magloire,Toronto Raptors,2011,1352181,Non-rookie
7830,Ian Mahinmi,Dallas Mavericks,2010,762196,Rookie
7831,Ian Mahinmi,Indiana Pacers,2012,4000000,Non-rookie
7832,Ian Mahinmi,Indiana Pacers,2013,4000000,Non-rookie
7833,Ian Mahinmi,Indiana Pacers,2014,4000000,Non-rookie
7834,Ian Mahinmi,Indiana Pacers,2015,4000000,Non-rookie
7835,Ian Mahinmi,Washington Wizards,2016,15944154,Non-rookie
7836,Ian Mahinmi,Washington Wizards,2017,16661641,Non-rookie
7865,Thon Maker,Milwaukee Bucks,2016,2568600,Rookie
7866,Thon Maker,Milwaukee Bucks,2017,2684160,Rookie
7936,Devyn Marble,Orlando Magic,2014,884879,Rookie
7937,Devyn Marble,Orlando Magic,2015,845059,Rookie
7970,Shawn Marion,Dallas Mavericks,2010,7305500,Non-rookie
7971,Shawn Marion,Dallas Mavericks,2011,8022449,Non-rookie
7972,Shawn Marion,Dallas Mavericks,2012,8646364,Non-rookie
7973,Shawn Marion,Dallas Mavericks,2013,9316796,Non-rookie
7974,Shawn Marion,Cleveland Cavaliers,2014,1448490,Non-rookie
7975,Boban Marjanovic,San Antonio Spurs,2015,1200000,Rookie
7976,Boban Marjanovic,Detroit Pistons,2016,7000000,Rookie
7977,Boban Marjanovic,Los Angeles Clippers,2017,7000000,Rookie
7978,Lauri Markkanen,Chicago Bulls,2017,3821640,Rookie
7991,Sean Marks,Charlotte Bobcats,2010,1264687,Non-rookie
8012,Kendall Marshall,Phoenix Suns,2012,1919160,Rookie
8013,Kendall Marshall,Phoenix Suns,2013,2005560,Rookie
8014,Kendall Marshall,Phoenix Suns,2014,915243,Rookie
8015,Kendall Marshall,Philadelphia 76ers,2015,2144722,Rookie
8022,Cartier Martin,Washington Wizards,2010,854389,Rookie
8023,Cartier Martin,Washington Wizards,2012,915852,Non-rookie
8024,Cartier Martin,Detroit Pistons,2014,1145685,Non-rookie
8025,Cartier Martin,Detroit Pistons,2015,1270964,Non-rookie
8035,Jarell Martin,Memphis Grizzlies,2015,1230840,Rookie
8036,Jarell Martin,Memphis Grizzlies,2016,1286160,Rookie
8037,Jarell Martin,Memphis Grizzlies,2017,1471382,Rookie
8049,Kenyon Martin,Denver Nuggets,2010,16545454,Non-rookie
8050,Kenyon Martin,Los Angeles Clippers,2011,2500000,Non-rookie
8051,Kenyon Martin,New York Knicks,2012,437470,Non-rookie
8052,Kenyon Martin,New York Knicks,2013,1399507,Non-rookie
8053,Kenyon Martin,Milwaukee Bucks,2014,414551,Non-rookie
8060,Kevin Martin,Houston Rockets,2010,11100005,Non-rookie
8061,Kevin Martin,Houston Rockets,2011,11519840,Non-rookie
8062,Kevin Martin,Oklahoma City Thunder,2012,12439675,Non-rookie
8063,Kevin Martin,Minnesota Timberwolves,2013,6500000,Non-rookie
8064,Kevin Martin,Minnesota Timberwolves,2014,6792500,Non-rookie
8065,Kevin Martin,Minnesota Timberwolves,2015,7085000,Non-rookie
8066,Kevin Martin,San Antonio Spurs,2015,317475,Non-rookie
8067,Kevin Martin,Minnesota Timberwolves,2016,1360305,Non-rookie
8068,Kevin Martin,Minnesota Timberwolves,2017,1360305,Non-rookie
8108,Frank Mason III,Sacramento Kings,2017,1184385,Rookie
8116,Roger Mason,New York Knicks,2010,1400000,Non-rookie
8117,Roger Mason,Washington Wizards,2011,1146337,Non-rookie
8118,Roger Mason,New Orleans Hornets,2012,1223116,Non-rookie
8136,Wesley Matthews,Portland Trail Blazers,2010,5765000,Rookie
8137,Wesley Matthews,Portland Trail Blazers,2011,6135160,Rookie
8138,Wesley Matthews,Portland Trail Blazers,2012,6505320,Rookie
8139,Wesley Matthews,Portland Trail Blazers,2013,6875480,Non-rookie
8140,Wesley Matthews,Portland Trail Blazers,2014,7245640,Non-rookie
8141,Wesley Matthews,Dallas Mavericks,2015,16400000,Non-rookie
8142,Wesley Matthews,Dallas Mavericks,2016,17100000,Non-rookie
8143,Wesley Matthews,Dallas Mavericks,2017,17884176,Non-rookie
8152,Jason Maxiell,Detroit Pistons,2010,5000000,Non-rookie
8153,Jason Maxiell,Detroit Pistons,2011,5000000,Non-rookie
8154,Jason Maxiell,Detroit Pistons,2012,5000000,Non-rookie
8155,Jason Maxiell,Orlando Magic,2013,2500000,Non-rookie
8156,Jason Maxiell,Charlotte Hornets,2014,1316809,Non-rookie
8182,Eric Maynor,Oklahoma City Thunder,2010,1417800,Rookie
8183,Eric Maynor,Oklahoma City Thunder,2011,1516680,Rookie
8184,Eric Maynor,Portland Trail Blazers,2012,2338721,Rookie
8185,Eric Maynor,Washington Wizards,2013,2016000,Non-rookie
8186,Eric Maynor,Philadelphia 76ers,2014,2106720,Non-rookie
8189,O.J. Mayo,Memphis Grizzlies,2010,4456200,Rookie
8190,O.J. Mayo,Memphis Grizzlies,2011,5632637,Rookie
8191,O.J. Mayo,Dallas Mavericks,2012,4020000,Non-rookie
8192,O.J. Mayo,Milwaukee Bucks,2013,8000000,Non-rookie
8193,O.J. Mayo,Milwaukee Bucks,2014,8000000,Non-rookie
8194,O.J. Mayo,Milwaukee Bucks,2015,8000000,Non-rookie
8205,Luc Mbah a Moute,Milwaukee Bucks,2010,854389,Rookie
8206,Luc Mbah a Moute,Milwaukee Bucks,2011,5000000,Rookie
8207,Luc Mbah a Moute,Milwaukee Bucks,2012,4795192,Non-rookie
8208,Luc Mbah a Moute,Sacramento Kings,2013,4588384,Non-rookie
8209,Luc Mbah a Moute,Philadelphia 76ers,2014,4382576,Non-rookie
8210,Luc Mbah a Moute,Los Angeles Clippers,2015,1270964,Non-rookie
8211,Luc Mbah a Moute,Los Angeles Clippers,2016,2203000,Non-rookie
8212,Luc Mbah a Moute,Houston Rockets,2017,1471382,Non-rookie
8222,D.J. Mbenga,New Orleans Hornets,2010,1069509,Non-rookie
8224,Ray McCallum,Sacramento Kings,2014,816482,Rookie
8225,Ray McCallum,San Antonio Spurs,2015,947276,Rookie
8226,Ray McCallum,Memphis Grizzlies,2015,111444,Rookie
8227,Ray McCallum,Charlotte Hornets,2016,119494,Rookie
8228,Ray McCallum,Detroit Pistons,2016,11949,Rookie
8255,Patrick McCaw,Golden State Warriors,2016,543471,Rookie
8256,Patrick McCaw,Golden State Warriors,2017,1312611,Rookie
8258,Sheldon Mac,Washington Wizards,2016,543471,Rookie
8259,Sheldon Mac,Atlanta Hawks,2017,1312611,Rookie
8271,CJ McCollum,Portland Trail Blazers,2013,2316720,Rookie
8272,CJ McCollum,Portland Trail Blazers,2014,2421000,Rookie
8273,CJ McCollum,Portland Trail Blazers,2015,2525160,Rookie
8274,CJ McCollum,Portland Trail Blazers,2016,3219579,Rookie
8275,CJ McCollum,Portland Trail Blazers,2017,23962573,Non-rookie
8276,T.J. McConnell,Philadelphia 76ers,2015,525093,Rookie
8277,T.J. McConnell,Philadelphia 76ers,2016,874636,Rookie
8278,T.J. McConnell,Philadelphia 76ers,2017,1471382,Rookie
8304,Chris McCullough,Brooklyn Nets,2015,1140240,Rookie
8305,Chris McCullough,Washington Wizards,2016,1191480,Rookie
8306,Chris McCullough,Washington Wizards,2017,1471382,Rookie
8308,K.J. McDaniels,Houston Rockets,2014,507336,Rookie
8309,K.J. McDaniels,Houston Rockets,2015,3333333,Rookie
8310,K.J. McDaniels,Brooklyn Nets,2016,3333333,Rookie
8311,K.J. McDaniels,Toronto Raptors,2017,100000,Rookie
8321,Doug McDermott,Chicago Bulls,2014,2277960,Rookie
8322,Doug McDermott,Chicago Bulls,2015,2380440,Rookie
8323,Doug McDermott,Oklahoma City Thunder,2016,2483040,Rookie
8324,Doug McDermott,Dallas Mavericks,2017,3294994,Rookie
8343,Antonio McDyess,San Antonio Spurs,2010,4860000,Non-rookie
8344,Antonio McDyess,San Antonio Spurs,2011,2640000,Non-rookie
8346,Mitch McGary,Oklahoma City Thunder,2014,1400040,Rookie
8347,Mitch McGary,Oklahoma City Thunder,2015,1463040,Rookie
8348,Mitch McGary,Oklahoma City Thunder,2016,1526040,Rookie
8351,JaVale McGee,Washington Wizards,2010,1601040,Rookie
8352,JaVale McGee,Washington Wizards,2011,2462400,Rookie
8353,JaVale McGee,Denver Nuggets,2012,10000000,Non-rookie
8354,JaVale McGee,Denver Nuggets,2013,10750000,Non-rookie
8355,JaVale McGee,Philadelphia 76ers,2014,11250000,Non-rookie
8356,JaVale McGee,Philadelphia 76ers,2015,12000000,Non-rookie
8357,JaVale McGee,Dallas Mavericks,2015,1270964,Non-rookie
8358,JaVale McGee,Golden State Warriors,2016,1403611,Non-rookie
8359,JaVale McGee,Golden State Warriors,2017,1471382,Non-rookie
8377,Tracy McGrady,Detroit Pistons,2010,1352181,Non-rookie
8378,Tracy McGrady,Atlanta Hawks,2011,1352181,Non-rookie
8379,Rodney McGruder,Miami Heat,2016,543471,Rookie
8380,Rodney McGruder,Miami Heat,2017,1312611,Rookie
8384,Dominic McGuire,Charlotte Bobcats,2010,884120,Rookie
8385,Dominic McGuire,Golden State Warriors,2011,915852,Non-rookie
8386,Dominic McGuire,Toronto Raptors,2012,181018,Non-rookie
8387,Dominic McGuire,Indiana Pacers,2012,122625,Non-rookie
8388,Dominic McGuire,New Orleans Hornets,2012,110947,Non-rookie
8449,Alfonzo McKinnie,Toronto Raptors,2017,815615,Rookie
8451,Trey McKinney-Jones,Indiana Pacers,2017,46080,Rookie
8452,Ben McLemore,Sacramento Kings,2013,2895960,Rookie
8453,Ben McLemore,Sacramento Kings,2014,3026280,Rookie
8454,Ben McLemore,Sacramento Kings,2015,3156600,Rookie
8455,Ben McLemore,Sacramento Kings,2016,4008882,Rookie
8456,Ben McLemore,Memphis Grizzlies,2017,5200000,Non-rookie
8481,Jerel McNeal,Phoenix Suns,2014,29843,Rookie
8483,Jordan McRae,Cleveland Cavaliers,2015,172972,Rookie
8484,Jordan McRae,Phoenix Suns,2015,61776,Rookie
8485,Jordan McRae,Cleveland Cavaliers,2016,874636,Rookie
8489,Josh McRoberts,Indiana Pacers,2010,885120,Rookie
8490,Josh McRoberts,Los Angeles Lakers,2011,3000000,Non-rookie
8491,Josh McRoberts,Charlotte Bobcats,2012,3135000,Non-rookie
8492,Josh McRoberts,Charlotte Bobcats,2013,2652000,Non-rookie
8493,Josh McRoberts,Miami Heat,2014,5305000,Non-rookie
8494,Josh McRoberts,Miami Heat,2015,5543725,Non-rookie
8495,Josh McRoberts,Miami Heat,2016,5782450,Non-rookie
8496,Josh McRoberts,Dallas Mavericks,2017,6021175,Non-rookie
8507,Jodie Meeks,Philadelphia 76ers,2010,762195,Rookie
8508,Jodie Meeks,Philadelphia 76ers,2011,854389,Rookie
8509,Jodie Meeks,Los Angeles Lakers,2012,1500000,Rookie
8510,Jodie Meeks,Los Angeles Lakers,2013,1550000,Non-rookie
8511,Jodie Meeks,Detroit Pistons,2014,6000000,Non-rookie
8512,Jodie Meeks,Detroit Pistons,2015,6270000,Non-rookie
8513,Jodie Meeks,Orlando Magic,2016,6540000,Non-rookie
8514,Jodie Meeks,Washington Wizards,2017,3290000,Non-rookie
8516,Salah Mejri,Dallas Mavericks,2015,525093,Rookie
8517,Salah Mejri,Dallas Mavericks,2016,874636,Rookie
8518,Salah Mejri,Dallas Mavericks,2017,1471382,Rookie
8519,Gal Mekel,Dallas Mavericks,2014,816482,Rookie
8520,Gal Mekel,New Orleans Pelicans,2014,633974,Rookie
8521,Gal Mekel,Dallas Mavericks,2015,315760,Rookie
8522,Gal Mekel,Dallas Mavericks,2016,315760,Rookie
8523,Gal Mekel,Dallas Mavericks,2017,315760,Rookie
8524,Fab Melo,Boston Celtics,2012,1254720,Rookie
8525,Fab Melo,Memphis Grizzlies,2013,1311240,Rookie
8526,Fab Melo,Dallas Mavericks,2013,788872,Rookie
8527,Fab Melo,Memphis Grizzlies,2014,437080,Rookie
8531,Pops Mensah-Bonsu,New Orleans Hornets,2010,364461,Non-rookie
8546,Jordan Mickey,Boston Celtics,2015,1200000,Rookie
8547,Jordan Mickey,Boston Celtics,2016,1223653,Rookie
8548,Jordan Mickey,Miami Heat,2017,1471382,Rookie
8549,Khris Middleton,Detroit Pistons,2012,473604,Rookie
8550,Khris Middleton,Milwaukee Bucks,2013,788872,Rookie
8551,Khris Middleton,Milwaukee Bucks,2014,915243,Rookie
8552,Khris Middleton,Milwaukee Bucks,2015,15000000,Non-rookie
8553,Khris Middleton,Milwaukee Bucks,2016,15200000,Non-rookie
8554,Khris Middleton,Milwaukee Bucks,2017,14100000,Non-rookie
8570,C.J. Miles,Utah Jazz,2010,3700000,Non-rookie
8571,C.J. Miles,Utah Jazz,2011,3700000,Non-rookie
8572,C.J. Miles,Cleveland Cavaliers,2012,2225000,Non-rookie
8573,C.J. Miles,Cleveland Cavaliers,2013,2225000,Non-rookie
8574,C.J. Miles,Indiana Pacers,2014,4205000,Non-rookie
8575,C.J. Miles,Indiana Pacers,2015,4394225,Non-rookie
8576,C.J. Miles,Indiana Pacers,2016,4583450,Non-rookie
8577,C.J. Miles,Toronto Raptors,2017,7936509,Non-rookie
8596,Darko Milicic,Minnesota Timberwolves,2010,4325000,Non-rookie
8597,Darko Milicic,Minnesota Timberwolves,2011,4776500,Non-rookie
8598,Darko Milicic,Minnesota Timberwolves,2012,5228000,Non-rookie
8599,Darko Milicic,Boston Celtics,2012,159080,Non-rookie
8620,Andre Miller,Portland Trail Blazers,2010,7269264,Non-rookie
8621,Andre Miller,Denver Nuggets,2011,7807728,Non-rookie
8622,Andre Miller,Denver Nuggets,2012,5000000,Non-rookie
8623,Andre Miller,Denver Nuggets,2013,5000000,Non-rookie
8624,Andre Miller,Sacramento Kings,2014,4625000,Non-rookie
8625,Andre Miller,Minnesota Timberwolves,2015,1499187,Non-rookie
8626,Andre Miller,San Antonio Spurs,2015,396844,Non-rookie
8639,Brad Miller,Houston Rockets,2010,4400000,Non-rookie
8640,Brad Miller,Minnesota Timberwolves,2011,4752000,Non-rookie
8641,Brad Miller,Phoenix Suns,2012,848000,Non-rookie
8642,Darius Miller,New Orleans Hornets,2012,473604,Rookie
8643,Darius Miller,New Orleans Pelicans,2013,788872,Rookie
8644,Darius Miller,New Orleans Pelicans,2014,400000,Rookie
8645,Darius Miller,New Orleans Pelicans,2017,2100000,Non-rookie
8656,Mike Miller,Miami Heat,2010,5000000,Non-rookie
8657,Mike Miller,Miami Heat,2011,5400000,Non-rookie
8658,Mike Miller,Miami Heat,2012,5800000,Non-rookie
8659,Mike Miller,Memphis Grizzlies,2013,1399507,Non-rookie
8660,Mike Miller,Miami Heat,2014,6600000,Non-rookie
8661,Mike Miller,Cleveland Cavaliers,2014,2732000,Non-rookie
8662,Mike Miller,Portland Trail Blazers,2015,2854940,Non-rookie
8663,Mike Miller,Denver Nuggets,2015,1499187,Non-rookie
8664,Mike Miller,Denver Nuggets,2016,3500000,Non-rookie
8673,Quincy Miller,Denver Nuggets,2012,473604,Rookie
8674,Quincy Miller,Denver Nuggets,2013,788872,Rookie
8675,Quincy Miller,Denver Nuggets,2014,150000,Rookie
8676,Quincy Miller,Sacramento Kings,2014,107676,Rookie
8677,Quincy Miller,Detroit Pistons,2014,107676,Rookie
8678,Quincy Miller,Brooklyn Nets,2015,50000,Rookie
8708,Elijah Millsap,Utah Jazz,2014,241731,Rookie
8709,Elijah Millsap,Utah Jazz,2015,362878,Rookie
8710,Elijah Millsap,Phoenix Suns,2016,23069,Rookie
8715,Paul Millsap,Utah Jazz,2010,7600000,Non-rookie
8716,Paul Millsap,Utah Jazz,2011,8103435,Non-rookie
8717,Paul Millsap,Utah Jazz,2012,8603633,Non-rookie
8718,Paul Millsap,Atlanta Hawks,2013,9500000,Non-rookie
8719,Paul Millsap,Atlanta Hawks,2014,9500000,Non-rookie
8720,Paul Millsap,Atlanta Hawks,2015,19000000,Non-rookie
8721,Paul Millsap,Atlanta Hawks,2016,20072033,Non-rookie
8722,Paul Millsap,Denver Nuggets,2017,31269231,Non-rookie
8724,Patty Mills,Portland Trail Blazers,2010,937195,Rookie
8725,Patty Mills,San Antonio Spurs,2012,1085120,Rookie
8726,Patty Mills,San Antonio Spurs,2013,1133950,Non-rookie
8727,Patty Mills,San Antonio Spurs,2014,3842105,Non-rookie
8728,Patty Mills,San Antonio Spurs,2015,3578947,Non-rookie
8729,Patty Mills,San Antonio Spurs,2016,3578948,Non-rookie
8730,Patty Mills,San Antonio Spurs,2017,10714286,Non-rookie
8755,Yao Ming,Houston Rockets,2010,17686100,Non-rookie
8765,Nikola Mirotic,Chicago Bulls,2014,5305000,Rookie
8766,Nikola Mirotic,Chicago Bulls,2015,5543725,Rookie
8767,Nikola Mirotic,Chicago Bulls,2016,5782450,Rookie
8768,Nikola Mirotic,New Orleans Pelicans,2017,12500000,Non-rookie
8770,Donovan Mitchell,Utah Jazz,2017,2621280,Rookie
8785,Tony Mitchell,Phoenix Suns,2014,816482,Rookie
8814,Nazr Mohammed,Oklahoma City Thunder,2010,6883800,Non-rookie
8815,Nazr Mohammed,Oklahoma City Thunder,2011,3750000,Non-rookie
8816,Nazr Mohammed,Chicago Bulls,2012,1352181,Non-rookie
8817,Nazr Mohammed,Chicago Bulls,2013,1399507,Non-rookie
8818,Nazr Mohammed,Chicago Bulls,2014,1448490,Non-rookie
8819,Nazr Mohammed,Oklahoma City Thunder,2015,352750,Non-rookie
8837,Malik Monk,Charlotte Hornets,2017,2904480,Rookie
8838,Greg Monroe,Detroit Pistons,2010,2798040,Rookie
8839,Greg Monroe,Detroit Pistons,2011,3007920,Rookie
8840,Greg Monroe,Detroit Pistons,2012,3217680,Rookie
8841,Greg Monroe,Detroit Pistons,2013,4086454,Rookie
8842,Greg Monroe,Detroit Pistons,2014,5479934,Non-rookie
8843,Greg Monroe,Milwaukee Bucks,2015,16400000,Non-rookie
8844,Greg Monroe,Milwaukee Bucks,2016,17100000,Non-rookie
8845,Greg Monroe,Phoenix Suns,2017,16384175,Non-rookie
8846,Greg Monroe,Boston Celtics,2017,5000000,Non-rookie
8861,Jamario Moon,Los Angeles Clippers,2010,3000000,Rookie
8862,E'Twaun Moore,Boston Celtics,2011,473604,Rookie
8863,E'Twaun Moore,Orlando Magic,2012,762195,Rookie
8864,E'Twaun Moore,Orlando Magic,2013,884293,Rookie
8865,E'Twaun Moore,Chicago Bulls,2014,948163,Rookie
8866,E'Twaun Moore,Chicago Bulls,2015,1015421,Non-rookie
8867,E'Twaun Moore,New Orleans Pelicans,2016,8081363,Non-rookie
8868,E'Twaun Moore,New Orleans Pelicans,2017,8445024,Non-rookie
8888,Eric Moreland,Sacramento Kings,2014,507336,Rookie
8889,Eric Moreland,Sacramento Kings,2015,845059,Rookie
8890,Eric Moreland,Detroit Pistons,2017,1739333,Rookie
8906,Darius Morris,Los Angeles Lakers,2011,473604,Rookie
8907,Darius Morris,Los Angeles Lakers,2012,962195,Rookie
8908,Darius Morris,Philadelphia 76ers,2013,1046269,Rookie
8909,Darius Morris,Brooklyn Nets,2014,702756,Rookie
8911,Jaylen Morris,Atlanta Hawks,2017,193536,Rookie
8912,Markieff Morris,Phoenix Suns,2011,1919160,Rookie
8913,Markieff Morris,Phoenix Suns,2012,2063040,Rookie
8914,Markieff Morris,Phoenix Suns,2013,2091840,Rookie
8915,Markieff Morris,Phoenix Suns,2014,2989239,Rookie
8916,Markieff Morris,Washington Wizards,2015,8000000,Non-rookie
8917,Markieff Morris,Washington Wizards,2016,7400000,Non-rookie
8918,Markieff Morris,Washington Wizards,2017,8000000,Non-rookie
8919,Marcus Morris,Houston Rockets,2011,1823280,Rookie
8920,Marcus Morris,Phoenix Suns,2012,1959960,Rookie
8921,Marcus Morris,Phoenix Suns,2013,1987320,Rookie
8922,Marcus Morris,Phoenix Suns,2014,2943221,Rookie
8923,Marcus Morris,Detroit Pistons,2015,5000000,Non-rookie
8924,Marcus Morris,Detroit Pistons,2016,4625000,Non-rookie
8925,Marcus Morris,Boston Celtics,2017,5000000,Non-rookie
8934,Anthony Morrow,New Jersey Nets,2010,4000000,Rookie
8935,Anthony Morrow,New Jersey Nets,2011,4000000,Rookie
8936,Anthony Morrow,Dallas Mavericks,2012,4000000,Non-rookie
8937,Anthony Morrow,New Orleans Pelicans,2013,1027424,Non-rookie
8938,Anthony Morrow,Oklahoma City Thunder,2014,3200000,Non-rookie
8939,Anthony Morrow,Oklahoma City Thunder,2015,3344000,Non-rookie
8940,Anthony Morrow,Chicago Bulls,2016,3488000,Non-rookie
8947,Donatas Motiejunas,Houston Rockets,2012,1453520,Rookie
8948,Donatas Motiejunas,Houston Rockets,2013,1422720,Rookie
8949,Donatas Motiejunas,Houston Rockets,2014,1483920,Rookie
8950,Donatas Motiejunas,Houston Rockets,2015,2288205,Rookie
8951,Donatas Motiejunas,New Orleans Pelicans,2016,576724,Non-rookie
8954,Arnett Moultrie,Philadelphia 76ers,2012,1042320,Rookie
8955,Arnett Moultrie,Philadelphia 76ers,2013,1089240,Rookie
8956,Arnett Moultrie,New York Knicks,2014,1136160,Rookie
8975,Timofey Mozgov,Denver Nuggets,2010,3567096,Rookie
8976,Timofey Mozgov,Denver Nuggets,2011,3343896,Rookie
8977,Timofey Mozgov,Denver Nuggets,2012,3140429,Rookie
8978,Timofey Mozgov,Denver Nuggets,2013,4400000,Rookie
